Key,Polska
hint_bld_store,"Zwyczajny skład
Zwyczajny budynek, w którym <hint=hint_storage_keep>przechowuje się zasoby</hint>.

<b>Pojemność:</b>
{list_of_categories}"
hint_bld_temple,"Świątynia Świętej Zofii
Świątynia poświęcona <hint=hint_sofia_cult>Kościołowi Świętej Zofii</hint>.

$ Modlitwa w świątyni napełnia serca postaci radością i poprawia ich nastrój.
$ Dodatkowo świątynni kapłani udzielają <hint=hint_wedding>ślubów</hint>, prowadzą <hint=hint_funeral>pogrzeby</hint> oraz odwiedzają chorych.
$ Lordowie mogą wygłaszać tutaj <hint=hint_sermon>kazania</hint>.
$ W świątyniach ludzie bezdomni szukają schronienia nocą."
hint_bld_altar,"Ołtarz
Obiekt religijny.

$ Modlitwa przy ołtarzu przy ulicy wypełnia serca postaci radością."
hint_bld_scafod,"Szafot
Miejsce wymierzania <hint=hint_punish>kar</hint>, jednocześnie dostarczające rozrywki mieszkańcom, co poprawia ich nastrój.

$ Co wieczór kat wymierza karę jednemu schwytanemu <hint=hint_crimer>przestępcy</hint> spośród więźniów.
$ Jeśli zostanie jeszcze czas albo w mieście nie ma już podejrzanych, kat zajmie się zastraszaniem włóczęgów i zniechęcaniem ich do popełniania przestępstw następnego dnia.
$ Możesz także <hint=hint_terror>terroryzować</hint> różne grupy mieszkańców.
$ Bezczynne osoby w okolicy szafotu stają się świadkami wymierzenia kary i uzyskują <green>pozytywną myśl</green>, której siła zależy od rodzaju kary."
hint_bld_chancellery,"Kancelaria
Tutaj pracują kanceliści, którzy mogą zajmować się <hint=hint_inspection>zarządzaniem</hint> budynkami w imieniu lordów.

<img=hint_bld_chancellery></img>

$ Ten budynek wymaga inspekcji lorda.
$ {number_of_clerks} kancelistów może obsłużyć maksymalnie {connected_number} zakładów produkcyjnych, w tym inne kancelarie.
$ Premia produkcyjna z ich instrukcji uzależniona jest od umiejętności zarządzania lorda nadzorującego prace kancelarii.
$ Do prawidłowego działania kancelaria wymaga <hint=hint_resource_paper>{paper_cost}</hint> dziennie."
hint_bld_alchemistry,"Laboratorium alchemiczne
Tutaj wytwarza się:
$ <hint=hint_resource_nectar>Nektar</hint>
$ <hint=hint_resource_med>Maść leczniczą</hint>"
hint_bld_workshop,"Warsztat
Tutaj wytwarza się:
$ <hint=hint_resource_instruments>Narzędzia</hint>
$ <hint=hint_resource_knife>Sztylety</hint>
$ <hint=hint_resource_bow>Łuki</hint>
$ <hint=hint_resource_crossbow>Kusze</hint>"
hint_bld_woodcutter,"Tartak
Budynek pozyskujący <hint=hint_resource_wood>drewno</hint> z pobliskiego lasu.

Lepiej budować tartaki z daleka od siebie, lecz w pobliżu drzew."
hint_bld_armorsmith,"Płatnerz
Tutaj wytwarza się:
$ <hint=hint_resource_shield>Tarcze</hint>
$ <hint=hint_resource_light_armor>Lekki pancerz</hint>
$ <hint=hint_resource_heavy_armor>Ciężki pancerz</hint>"
hint_bld_brewery,"Gorzelnia
Tutaj wytwarza się <hint=hint_alcohol>alkohol</hint>."
hint_bld_paper_factory,"Papiernia
Tutaj wytwarza się <hint=hint_resource_paper>papier</hint>."
hint_bld_forge,"Kuźnia broni
Tutaj wytwarza się:
$ <hint=hint_resource_wooden_hammer>Buławy</hint>
$ <hint=hint_resource_wooden_spear>Włócznie</hint>
$ <hint=hint_resource_battle_axe>Topory</hint>
$ <hint=hint_resource_sword>Miecze</hint>"
hint_bld_coal_furnace,"Mielerz
Tutaj pozyskuje się <hint=hint_resource_coal>węgiel</hint>."
hint_bld_mine,"Kopalnia
Tutaj wydobywa się <hint=hint_resource_iron>żelazo</hint>.
Można ją umieścić tylko nad złożem żelaza."
hint_bld_coal_mine,"Mielerz
Tutaj pozyskuje się <hint=hint_resource_coal>węgiel</hint>."
hint_bld_steel_furnace,"Huta
Tutaj wytapia się <hint=hint_resource_steel>stal</hint>."
hint_field_fert,"~
Plony zbierane są co 3 dni. Czasem plony marnieją, gdy przez dłuższy czas nie pada deszcz.

Co {fert_days} dni należy nawieźć ziemię poprzez spalenie <hint=hint_resource_wood>{fert_number}</hint>."
hint_bld_farm,"Pole żyta
Tutaj uprawia się <hint=hint_resource_rye>żyto</hint>.

[hint_field_fert]"
hint_bld_hop,"Pole chmielu
Tutaj uprawia się <hint=hint_resource_hop>chmiel</hint>.

[hint_field_fert]"
hint_bld_rutabaga,"Pole brukwi
Tutaj uprawia się <hint=hint_resource_rutabaga>brukiew</hint>.

Plony są zbierane codziennie.

Pole należy nawozić co {fert_days} dni, paląc <hint=hint_resource_wood>{fert_number}</hint>."
hint_bld_mill,"Młyn
Tutaj wytwarza się <hint=hint_resource_food>mąkę</hint>."
hint_bld_pigfarm,"Chlew
Tutaj hoduje się świnie na <hint=hint_resource_meat>mięso</hint>.

Świnie są szlachtowane co 6 dni.

Rozpoczęcie nowego cyklu rozrodczego wymaga <hint=hint_resource_rutabaga>50</hint> na paszę dla świń."
hint_bld_forester,"Zielarz
Zielarze zbierają <hint=hint_resource_herb>zioła</hint> w pobliskim lesie."
hint_bld_bridge,"Most
Używany do przechodzenia na drugą stronę."
hint_bld_bush,"Krzak
Zwykła dekoracja."
hint_bld_decor_evil,"Niepokojąca dekoracja
Ozdoba mogąca wzbudzać u niektórych osób poczucie <hint=hint_terror>terroru</hint>."
hint_bld_decor_good,"Kojąca dekoracja
Ozdoba mogąca wzbudzać pozytywną <hint=hint_thought>myśl</hint>."
hint_bld_hospital,"Szpital
Tutaj prowadzi się opiekę nad pacjentami, co znacząco skraca czas leczenia ran i chorób."
hint_bld_bath,"Łaźnia
Leczy <hint=hint_vshi>wszawicę</hint>, która nie tylko powoduje negatywne myśli, ale może być także źródłem <hint=hint_plague>fetorzycy</hint>.

Do działania wymaga <hint=hint_resource_soap>mydła</hint> i <hint=hint_resource_wood>drewna</hint>."
hint_bld_library,"Biblioteka
Wymagana do pracy z wiedzą."
hint_bld_decor,"Dekoracje
Nie wpływają na rozgrywkę, ale upiększają okolicę."
hint_bld_patrol_sign,"Patrol nocny
Wskazuje obszar dla <hint=hint_persons_guard>patrolu</hint>.

Umieść go w kluczowych miejscach, np. przy domach lordów, centrum miasta czy składach, żeby chronić je przed <hint=hint_crime>przestępcami</hint>. Patrole nocne zapobiegają też ucieczce jeńców.

Strażnicy, wybierani spośród wojowników, automatycznie udają się <b>wieczorem</b> na patrol."
hint_conversation,"Głęboka rozmowa
Dwaj lordowie odbywają rozmowę, która wpływa na ich wzajemne <hint=hint_relations>stosunki</hint> i powoduje różne <hint=hint_thought_social>myśli</hint>. Ten rodzaj komunikacji można wywołać, wybierając działanie „Spędź wspólnie czas” w menu lorda.

<img=hint_conversation></img>

Lord wybiera typ głębokiej rozmowy losowo z dostępnych opcji, które spełniają warunki. Zależą one głównie od <hint=hint_mood>nastroju</hint> lorda i jego <hint=hint_interest>zainteresowania</hint> drugą osobą.

W zależności od okoliczności rozmowa może być:
$ <hint=hint_speech_friendly>Płynąca z głębi serca</hint>: nastrój ponad <green>80</green>.
$ <hint=hint_speech_insult>Obelgą</hint>: nastrój poniżej <red>80</red>, relacja poniżej <red>-25</red>.
$ <hint=hint_speech_joke>Żartem</hint>: nastrój powyżej <green>25</green>.
$ <hint=hint_speech_mockery>Szyderstwem</hint>: nastrój poniżej <green>50</green>.
$ <hint=hint_speech_ignore>Ignorowaniem</hint>: nastrój poniżej <green>80</green>.
$ <hint=hint_speach_social>Pogawędką</hint>: nastrój powyżej <green>25</green>.

Istnieją warunki specjalne dla następujących rozmów:
$ <hint=hint_speech_flattery>Pochlebstwo</hint>.
$ <hint=hint_speech_sorry>Przeprosiny</hint>."
hint_speech_friendly,"Serdeczna rozmowa
Osoby okazują sobie wsparcie w przyjacielski sposób.

$ Obie uzyskują pozytywną <hint=hint_thought>myśl</hint>, co poprawia ich wzajemne <hint=hint_relations>stosunki</hint>.
$ Siła myśli zależy od <hint=hint_skill_manners>manier</hint> partnera rozmowy.
$ Warunek: <hint=hint_mood>nastrój</hint> powyżej <green>80</green>."
hint_speech_sorry,"Przeprosiny
Gdy ktoś uznaje kogoś za wroga, ale ta druga osoba odczuwa do niego sympatię (stosunki ponad <green>+5</green>), ta druga osoba może złożyć przeprosiny.

$ Osoba otrzymująca przeprosiny uzyska pozytywną <hint=hint_thought>myśl</hint>.
$ Siła myśli zależy od <hint=hint_skill_speech>perswazji</hint>."
hint_speech_insult,"Obelga
Jedna osoba obraża inną.

$ Cel obelgi otrzymuje negatywną <hint=hint_thought>myśl</hint>, a <hint=hint_relations>stosunki</hint> z osobą obrażającą ulegają pogorszeniu.
$ Działanie to może spowodować obelgę w drugą stronę, a nawet wszczęcie bójki.
$ Warunek: <hint=hint_mood>nastrój</hint> poniżej <red>80</red>, relacje poniżej <red>-25</red>."
hint_speech_joke,"Dowcip
Jedna osoba opowiada dowcip.

$ Obie postacie otrzymują pozytywną <hint=hint_thought>myśl</hint> i poprawiają <hint=hint_relations>relacje</hint> ze sobą nawzajem.
$ Siła myśli zależy od umiejętności <hint=hint_skill_manners>manier</hint> partnera w rozmowie.
$ W przypadku interakcji zainicjowanej przez gracza żart jest bardziej prawdopodobny, jeśli postać okazuje duże <hint=hint_interest>zainteresowanie</hint> tematem.
$ Warunek: <hint=hint_mood>nastrój</hint> powyżej <green>25</green>.
"
hint_speech_mockery,"Szyderstwo
Jedna osoba szydzi z drugiej.

$ Cel szyderstwa uzyskuje negatywną <hint=hint_thought>myśl</hint> i jego <hint=hint_relations>stosunki</hint> z rozmówcą ulegają pogorszeniu.
$ W przypadku interakcji zainicjowanej przez gracza, jeśli postać nie wykazuje <hint=hint_interest>zainteresowania</hint> tematem, szyderstwo staje się bardziej prawdopodobne.
$ Warunek: <hint=hint_mood>nastrój</hint> poniżej <green>50</green>."
hint_speech_intrigue,"Intryga
Ktoś otwarcie oczernia swojego <hint=hint_enemy>wroga</hint>, aby pogorszyć <hint=hint_relations>opinię</hint> swojego rozmówcy o tej osobie.

$ Intryga jest bardziej prawdopodobna, jeśli postać ma wroga.
$ Intryga jest bardziej prawdopodobna podczas rozmowy z królem.
$ Skuteczność intrygi zależy od <hint=hint_skill_speech>perswazji</hint>."
hint_speech_ignore,"Lekceważenie
Postać wyraża swoje lekceważenie wobec drugiej, nie zwracając na nią uwagi.

$ Cel lekceważenia uzyskuje negatywną <hint=hint_thought>myśl</hint> i jego <hint=hint_relations>stosunki</hint> z rozmówcą ulegają pogorszeniu.
$ W przypadku komunikacji zainicjowanej przez gracza, jeśli postać nie wykazuje <hint=hint_interest>zainteresowania</hint> tematem, zignorowanie staje się bardziej prawdopodobne.
$ Warunek: <hint=hint_mood>nastrój</hint> poniżej <green>80</green>."
hint_speech_flattery,"Pochlebstwo
Osoba schlebia innej, co poprawia ich wzajemne <hint=hint_relations>stosunki</hint>.

$ Pochlebstwo jest możliwe, jeśli postać jest królem, następcą lub biskupem.
$ Efektywność pochlebstwa zależy od umiejętności <hint=hint_skill_speech>perswazji</hint>.
$ Warunek: <hint=hint_mood>nastrój</hint> poniżej <green>50</green>."
hint_crime,"Przestępstwo
W społeczeństwie niektóre działania są nieakceptowalne, ale czasem i tak dopuszczają się ich <hint=hint_persons_criminal>włóczędzy</hint>, a nawet <hint=hint_persons_lord>lordowie</hint>.

$ Jeśli włóczęga popełni przestępstwo i zostanie złapany przez <hint=hint_persons_guard>patrol</hint> na gorącym uczynku, szybko się podda i zostanie <hint=hint_persons_slave>więźniem</hint>.
$ Zbuduj <hint=hint_bld_scafod>szafot</hint>, aby ukarać złapanych <hint=hint_crimer>przestępców</hint> i zabawić zgromadzoną gawiedź.
$ Popełnione przestępstwa obniżają nastrój chłopów."
hint_relations,"Stosunki
Stosunki międzyludzkie mierzone są skalą od <red>-100<red> do <green>+100</green> i można je zmienić <hint=hint_thought_social>myślami</hint> oraz <hint=hint_conversation>głęboką rozmową</hint>.

$ Stosunki wyższe niż <green>+{rel_friend}</green> uznaje się za <hint=hint_friendship>przyjaźń</hint>.
$ Stosunki niższe niż <red>{rel_enemy}</red> uznaje się za <hint=hint_enemy>wrogość</hint>.
$ Poniżej <red>{rel_deadly_enemy}</red> osoby stają się <hint=hint_enemy_deadly>śmiertelnymi wrogami</hint>.
$ Osoby mogą być także zaangażowane w stosunki <hint=hint_love_relations>romantyczne</hint> i <hint=hint_relatives>rodzinne</hint>.

<b>Porada:</b> Aby sprawdzić stosunki lorda z innymi osobami, przejdź do przedostatniej zakładki w menu postaci. Wskaż kursorem portret postaci, aby sprawdzić jej myśli."
hint_thought_social,"Myśli
Myśli, które wpływają na wzajemne <hint=hint_relations>stosunki</hint> między osobami.

Mogą się pojawić podczas <hint=hint_conversation>głębokich rozmów</hint> lub w wyniku czynników społecznych (np. zazdrości).

Myśli z czasem słabną."
hint_friendship,"Przyjaźń
Gdy wzajemne <hint=hint_relations>stosunki</hint> przekroczą {rel_friend}, osoby zostają przyjaciółmi.

Przyjaciele chętniej <hint=hint_action_task_together>spędzają razem czas</hint>, odwiedzają się w czasie <hint=hint_sick>choroby</hint> i bronią się wzajemnie w walce."
hint_interest,"Zainteresowanie
Osoby w różnym stopniu odczuwają sympatię do innych, a odzwierciedla to poziom zainteresowania.

Zainteresowanie można sprawdzić w zakładce stosunków w menu osoby podczas wskazywania kursorem czyjegoś portretu.

<img=hint_interest></img>

Zainteresowanie wpływa na:
$ Chęć udania się na <hint=hint_date>schadzkę</hint> w celach seksualnych (powyżej {interest_high}).
$ <hint=hint_love>Zakochanie</hint>.
$ Prawdopodobieństwo opowiedzenia dowcipu podczas <hint=hint_conversation>głębokiej rozmowy</hint>.

Na zainteresowanie wpływają m.in.:
$ Różnica w <hint=hint_skill_manners>manierach</hint>
$ <hint=hint_relations>Stosunki</hint>
$ Zapach
$ Wiek
$ Status społeczny
$ Spożycie alkoholu
…i nie tylko. Można to sprawdzić, wskazując kursorem znak zapytania przy wskaźniku zainteresowania."
hint_enemy,"Wrogość
Jeśli stosunek względem kogoś spadnie poniżej <red>{rel_enemy}</red>, osoba ta zostanie uznana za wroga. Wpływa to na <hint=hint_interest>zainteresowanie</hint>, wybór celów dla <hint=hint_speech_intrigue>intryg</hint> i prawdopodobieństwo <hint=hint_speech_ignore>zlekceważenia</hint> i <hint=hint_speech_insult>obelg</hint> wskutek <hint=hint_conversation>głębokich rozmów</hint>."
hint_enemy_deadly,"Śmiertelna wrogość
Gdy stosunki spadną poniżej <red>{rel_deadly_enemy}</red>, osoby stają się śmiertelnymi wrogami. Śmiertelni wrogowie mogą próbować się wzajemnie zabić."
hint_love,"Zauroczenie
Gdy osoba się zakochuje, uzyskuje silną pozytywną <hint=hint_thought>myśl</hint>.

Dodatkowo osoba:
$ <hint=hint_flirt>Flirtuje</hint> wyłącznie z osobą, którą jest zauroczona.
$ Obdarowuje ją <hint=hint_resource_rune>świętymi pierścieniami</hint> podczas <hint=hint_speech_flattery>komplementowania</hint>.
$ <hint=hint_jealousy>Odczuwa zazdrość</hint> wobec każdego, kto znajduje się z nią w dobrych stosunkach.
$ Cierpi, gdy zostaje odrzucona.

Zauroczenie może się pojawić, gdy występuje wysoka potrzeba <hint=hint_need_sex>seksu</hint> i dostateczne <hint=hint_interest>zainteresowanie</hint>.

Z czasem zauroczenie może przeminąć."
hint_flirt,"Flirt
Gdy <hint=hint_need_sex>potrzeba seksu</hint> jest na niskim poziomie, osoba próbuje flirtować i zaprasza kogoś, wobec kogo odczuwa <b>wysokie</b> <hint=hint_interest>zainteresowanie</hint>, na <hint=hint_date>schadzkę</hint>.

Aby schadzka się odbyła, zainteresowanie osobą musi być wyższe niż <green>{interest_high}</green>."
hint_love_relations,"Związek romantyczny
Jeśli dwie osoby w krótkim czasie odbyły kilka <hint=hint_date>schadzek</hint> lub są w sobie zakochane, stają się kochankami.

Wtedy:
$ Łatwiej angażują się w stosunki seksualne bez dodatkowych warunków.
$ Próbują <hint=hint_action_task_together>spędzać ze sobą czas</hint>.
$ <hint=hint_relations>Stosunki</hint> między nimi stają się <hint=hint_relatives>rodzinne</hint>.
$ Odczuwają <hint=hint_jealousy>zazdrość</hint> wobec siebie, a niewierność jest dla nich bolesna.
$ <hint=hint_speech_friendly>Komunikacja emocjonalna</hint> częściowo zaspokaja <hint=hint_need_sex>potrzebę seksu</hint>.

Jeśli stosunek jednej osoby do drugiej spadnie poniżej 0, związek się rozpada."
hint_jealousy,"Zazdrość
<hint=hint_thought_social>Myśl</hint> skierowana do potencjalnych rywali, którą uzyskują osoby <hint=hint_love>zakochane</hint> lub w <hint=hint_love_relations>romantycznym związku</hint>.

Za rywali uważa się wszystkie osoby płci przeciwnej, z którymi obiekt uczuć znajduje się w dobrych stosunkach, a także osoby zakochane w obiekcie uczuć."
hint_date,"Schadzka
Udany <hint=hint_flirt>flirt</hint> może skutkować zaplanowaniem schadzki, podczas której para spotka się w domu, aby dokonać zbliżenia cielesnego i zaspokoić potrzebę <hint=hint_need_sex>seksu</hint>.

Gdy jakaś osoba ma duże potrzeby seksualne, może uciec się do <hint=hint_sex_bribe>przekupstwa</hint>."
hint_sex_bribe,"Płatny seks
Gdy potrzeba <hint=hint_need_sex>seksu</hint> jest wysoka, może dojść próby nakłonienia osoby płci przeciwnej do prostytucji.

Do tego celu wykorzystywane są <hint=hint_resource_rune>święte pierścienie</hint>.

To działanie jest uznawane za <hint=hint_sin>grzech</hint>."
hint_relatives,"Krewni
Osoby blisko spokrewnione uzyskują dodatkową pozytywną <hint=hint_thought_social>myśl</hint> o krewnych.

Odwiedzają się także w <hint=hint_sick>chorobie</hint> i opłakują <hint=hint_death>śmierć</hint> bliskich."
hint_culture,"Kultura
Każda postać w grze należy do jednej z czterech kultur: <hint=hint_culture_gwelts>Kaiden</hint>, <hint=hint_culture_tanaya>Tanaya</hint>, <hint=hint_culture_voruns>Varn</hint> lub <hint=hint_culture_makha>Makha</hint>.

<img=hint_culture></img>

Kultura wpływa na różne aspekty gry.
$ <b>Ksenofobia</b>: Osoby nie lubią przedstawicieli innych kultur i w przypadku rzezi będą ich atakować.
$ <b>Wartości</b>: Osoby będą różnie reagować na działania i doktrynę twojego królestwa w zależności od wartości wyznawanych przez daną kulturę, co pośrednio wpływa na politykę. Wartości kulturowe wpływają też na stosunki z sąsiednimi królami.
$ <b>Język i wiedza</b>: Każda kultura dysponuje własnym zbiorem <hint=hint_book>ksiąg</hint> sporządzonych w jej języku. Karawany sprowadzają te księgi, jeśli w mieście znajdują się lordowie, którzy potrafią je odczytać.
$ <b>Kultura osoby może też wpływać na stosunki z <hint=hint_sofia_cult>Kościołem</hint></b>.
"
hint_title,"Tytuł
Jak powszechnie wiadomo, przed dwustu laty sporządzono i podpisano <hint=hint_сhartia_humility>Statut Pokory</hint>, co zakończyło <hint=hint_fire_war>Wojnę Świętego Płomienia</hint>, a <hint=hint_synode>Kochający Ród</hint> nie tylko obdarzył wszystkie szlacheckie rody Norlandu niezawisłością, ale ograniczył też dostępną liczbę tytułów, jakimi rozporządza szlachta.

<img=hint_title></img>

Gdy jakieś dziecko dorasta, otrzymuje status <hint=hint_untitled_lord>szlachty niższej</hint>, a jego los leży w twoich rękach.

Król może też odbierać tytuły, co sprawia, że ukarana w ten sposób osoba staje się szlachtą niższą. Działania te są dostępne w menu postaci w sekcji „Król”.

<b>Porada:</b> Król może nadawać tytuły szlachcie niższej i wynajętym wolnym lordom, aby wcielić ich do rodziny szlacheckiej."
hint_free_lord,"Wolny lord
Tego lorda można tak jak innych lordów przydzielić do różnych zadań — inspekcji budynków, dowodzenia oddziałami i nie tylko.

$ Umowa zakończy się za {day} d."
hint_bishop,"Biskup
Gdy <hint=hint_synode>Kochający Ród</hint> uzna twoje miasto za dostatecznie duże, przyśle biskupa.

<img=hint_bishop></img>

$ Za pomocą działań w menu postaci lord może spowiadać się biskupowi, żeby pozbyć się <hint=hint_sin>grzechów</hint>, oraz dokonać innych religijnych czynów.
$ Jeśli biskup będzie skonfliktowany z jakimś lordem, może sprowokować <hint=hint_pogrom>bunt religijny</hint>, więc zadbaj o jego zadowolenie.
$ <hint=hint_relations_matriarch>Matrona</hint> w znacznej mierze polega na opinii biskupa o twoim królu.
$ Jeśli biskup umrze z przyczyn nienaturalnych, twoje stosunki z Matroną pogorszą się o <red>{kill_bishop_penalty}</red>."
hint_marriage,"Małżeństwo
Celem małżeństwa jest poczęcie dzieci, a lordowie starają się spełniać swój obowiązek co 1-3 dni."
hint_loyalty,"Lojalność
Wskazuje, jak bardzo dany lord oddany jest <hint=hint_persons_king>królowi</hint>.

<img=hint_loyalty></img>

$ Ten parametr każdego dnia nieznacznie się zmienia, ale spadnie znacząco, jeśli lord jest <hint=hint_unhappy>nieszczęśliwy</hint> lub nie lubi swojego króla.
$ Wysoka lojalność pozwala przydzielać lordom zadania specjalne.
$ Niska lojalność (poniżej 25) może zmusić lorda do zmiany rodu, a jeśli lord jest spadkobiercą, może wszcząć <hint=hint_nt_heir_rebellion>bunt</hint>.

Lojalność jest wyświetlona w menu postaci. Wskaż kursorem parametr lojalności przy symbolu korony, aby dowiedzieć się, dlaczego uległ on ostatnio zmianie.

<b>Porada:</b> Lojalność można szybko podnieść, nagradzając lorda lub grożąc mu („Działania króla”)."
hint_loyalty_captive,"Lojalność zakładnika
Początkowo lojalność zakładników jest ujemna, lecz z czasem można ją podnieść do wartości dodatniej, a wtedy zakładnik może zgodzić się, żeby zostać członkiem twojej rodziny szlacheckiej."
hint_thought,"Myśli
Myśli są skutkiem <hint=hint_needs>potrzeb</hint> lub okoliczności.

Suma myśli wpływa na <hint=hint_mood>nastrój</hint>.

Myśli są wyświetlone w zakładce nastroju w menu postaci."
hint_mood,"Nastrój
Może mieć wartość od 0 do 100 i wpływa na niego suma <hint=hint_thought>myśli</hint>.

<img=hint_mood></img>

$ Myśli są wywołane przez potrzeby postaci oraz zależą od różnych wydarzeń.
Jeśli nastrój spadnie poniżej 25, osoba staje się <hint=hint_unhappy>nieszczęśliwa</hint>. Nastrój na poziomie ponad 80 oznacza, że postać jest <hint=hint_happy>szczęśliwa</hint>.
$ Średni nastrój chłopów wpływa na <hint=hint_migration>migrację</hint>.

Więcej o nastroju różnych klas społecznych:
$ <hint=hint_nt_unhappy>Chłopi</hint>
$ <hint=hint_nt_events_unhappy_lord>Lordowie</hint>
$ <hint=hint_sodiers_happiness>Wojownicy</hint>
$ <hint=hint_slave_happines>Jeńcy</hint>

<b>Porada:</b> Aby sprawdzić, jakie negatywne <hint=hint_thought>myśli</hint> najczęściej wpływają na poddanych, przejdź do <hint=hint_statistic_menu>menu statystyk</hint>."
hint_unhappy,"Niezadowolenie
Gdy <hint=hint_mood>nastrój</hint> spada poniżej 25, osoba staje się niezadowolona.

Dowiedz się więcej o konsekwencjach złego nastroju:
$ <hint=hint_nt_unhappy>Chłopi</hint>
$ <hint=hint_nt_events_unhappy_lord>Lordowie</hint>
$ <hint=hint_sodiers_happiness>Wojownicy</hint>
$ <hint=hint_slave_happines>Jeńcy</hint>"
hint_happy,"Zadowolenie
Gdy <hint=hint_mood>nastrój</hint> osiągnie wartość ponad 80, osoba staje się szczęśliwa.

Szczęśliwy lord może doznać <hint=hint_insight>olśnienia</hint>."
hint_casus_beli,"Casus belli
Pretekst do wojny.

Mając casus belli, możesz wypowiedzieć wojnę bez szkody dla stosunków z innymi królami i <hint=hint_synode>Świętym Synodem</hint>."
hint_terror,"Terror
Nieuzasadnione kary i egzekucje wzbudzają wśród mieszkańców poczucie terroru.

<img=hint_terror></img>

Osoby z różnych warstw społecznych zazwyczaj ze sobą nie rozmawiają, więc <hint=hint_terror_peasants>terror pośród chłopów</hint> nie wzbudza strachu u lordów, a <hint=hint_terror_lord>terror pośród lordów</hint> nie wpływa na chłopów.

Możesz także <hint=hint_nt_terror_culture>terroryzować konkretną kulturę</hint>, jeśli zagraża ci z jej strony bunt. Takie działanie zadowoli też grupę, która tej kultury nienawidzi (na przykład, Kaideńczycy będą szczęśliwi z terroryzowania Varnów).

<b>Porada:</b> Pozytywna myśl z terroryzowania znienawidzonej kultury jest tak silna, że jest to jedno z najlepszych narzędzi do tworzenia <hint=hint_loyalist>lojalistów</hint>."
hint_terror_lord,"Terror wśród lordów
Niektóre działania, np. nieuzasadnione egzekucje, wzbudzą terror wśród lordów. Egzekucja podczas <hint=hint_pogrom>powstania religijnego</hint> nie jest uznawana za terror.

Efekt:
$ Lordowie uzyskują silną negatywną <hint=hint_thought>myśl</hint>.
$ <hint=hint_loyalty>Lojalność</hint> zwiększa się o 40.
$ Trwa przez 5 dni."
hint_terror_peasants,"Terror ludności
Gdy na <hint=hint_bld_scafod>szafocie</hint> nakażesz siać terror, kaci zaczną bezpodstawnie karać różne osoby, począwszy od <hint=hint_persons_criminal>włóczęgów</hint>, następnie bezrobotnych, a na końcu zwykłych chłopów.

Efekt:
$ Silna negatywna <hint=hint_thought>myśl</hint>, która dotyczy 3 znajomych ukaranej osoby.
$ Spadek średniego nastroju i <hint=hint_migration>migracji</hint>.
$ Nieszczęśliwi <hint=hint_persons_peasant>chłopi</hint> nie staną się <hint=hint_persons_criminal>włóczęgami</hint>, a włóczędzy nie zmienią się w zbójów.

W menu działań możesz też nakazać egzekucję konkretnej osoby. To także będzie uznane za terror."
hint_salary,"Płace
Można je ustalić w menu „<hint=hint_finance_menu>Gospodarka</hint>”. Wymaga wiedzy o płacach i handlu wewnętrznym.

<img=hint_salary></img>

Zamiast bezpośredniej dystrybucji zasobów po zapoznaniu się z odpowiednią wiedzą możesz dystrybuować <hint=hint_resource_gold>złoto</hint> między poddanych jako płace.

$ Umożliwia to precyzyjniejszą i równiejszą dystrybucję rzadkich dóbr, ponieważ w miarę akumulacji funduszy będą dokonywane drogie zakupy.
$ Ponadto nadmiar pieniędzy prowadzi do gromadzenia <hint=hint_rich>majątku</hint>."
hint_rich,"Majątek
Jeśli chłop ma w wyposażeniu więcej złota niż <hint=hint_resource_gold>{rich_treshold}</hint> otrzymuje stałą, pozytywną <hint=hint_thought>myśl</hint>.

<img=hint_rich></img>

Ta ilość daje mu pewność, że w razie konieczności opuszczenia twojego miasta z uwagi na niedobór czegoś istotnego, wystarczy mu pieniędzy na osiedlenie się w nowym miejscu."
hint_price,"Ceny
Na lokalnych <hint=hint_bld_market>rynkach</hint> i w <hint=hint_bld_tavern>karczmach</hint> możesz dyktować własne ceny.

Jeśli jednak będą zbyt wysokie w porównaniu z ofertą <hint=hint_holy_caravan>Świętej Karawany</hint>, chłopi będą woleli kupować towary u przyjezdnych kupców zamiast od ciebie."
hint_migration,"Migracja
Liczba nowych chłopów, jacy każdego dnia przybywają do twojego miasta, zależy od średniego <hint=hint_nt_unhappy>nastroju</hint> mieszkańców.

<img=hint_migration></img>

W zależności od średniego nastroju:

$ Poniżej <red>{gone_tres}</red>: chłopi zaczną opuszczać twoje miasto.
$ Za każde {mood_step} pkt. powyżej tego poziomu przybędzie +{migrant} migrantów (na przykład, jeżeli nastrój wynosi pomiędzy {tres_3} i {tres_4}, przybędzie {mig_number} migrantów).

<b>Wskazówki:</b>
$ Możesz sprawdzić spodziewaną liczbę migrantów, najeżdżając kursorem na ikonę chłopa w lewym górnym rogu.
$ Nowi osadnicy przywożą ze sobą <hint=hint_resource_gold>złoto</hint> zebrane w poprzednim miejscu zamieszkania.
$ Wojna z sąsiednią prowincją zwiększa migrację.
$ Migracja jest zmniejszana przez <hint=hint_terror_peasants>terror</hint>."
hint_betrayal,"Zdrada
Jeśli <hint=hint_loyalty>lojalność</hint> lorda spadnie poniżej 50, istnieje szansa zdrady na polu bitwy.

To oznacza, że dowódca wraz z wojownikami pod swoją komendą może dołączyć do wroga.

Prawdopodobieństwo zdrady zależy od lojalności, rozkładu sił na polu bitwy oraz stosunków lorda z przedstawicielami danego rodu szlacheckiego."
