Key,Czech
hint_market_volume,"Místní poptávka
Jedinečný ukazatel pro každý produkt, který udává množství, jaké trh dokáže absorbovat, aniž by se snížila cena.

<img=hint_market_volume></img>

Pokud počet prodaného zboží překročí místní poptávku po dané surovině, trh začne být přesycený a cena klesne.

Když budeš součástí <hint=hint_tutorial_states>států</hint>, může se místní poptávka <hint=hint_market_volume_bonus>zvýšit</hint>."
hint_building_stores,"Sklad budovy
Ráno si dělníci vezmou suroviny potřebné k výrobě z městského skladiště a večer tam donesou svoje výrobky. Dokud budou suroviny uložené ve skladu budov, nebudou dostupné pro ostatní dělníky.

Takže suroviny vyrobené během dne začnou být dostupné až večer poté, co se přenesou do městského skladiště.

Vyrobené suroviny můžeš do městského skladiště doručit okamžitě, když stiskneš tlačítko v příslušné budově."
hint_market_volume_bonus,"Zvyšování místní poptávky
Ukazatel <hint=hint_market_volume>místní poptávky</hint> se proporčně zvyšuje pro veškeré zboží, když je tvoje provincie součástí nějakého <hint=hint_tutorial_states>státu</hint> – vazalské království nebo spojenectví svobodných měst. 

Kapacita poptávky se zvýší podle celkové populace všech provincií v daném státě."
hint_nt_prophecy_soon,"Blíží se pohroma!
Podle proroctví církve tvoje země už za pár dnů stihne následující pohroma:

{optional_prophecy_text}"
hint_prophecy_wolf_attack,"Invaze hladových vlků
Měsíc, který lidé nevnímají, dožene <hint=hint_fleshwolf>hladové vlky</hint> k šílenství a přiměje je ve velkých smečkách útočit na lidi.
$ Smečka {size} hladových vlků zaútočí na střed tvého města a zabije každého, koho uvidí."
hint_prophecy_bandits_capm,"Armáda zběhů
Dlouhé občanské války povedou k výskytu velkých tlup zběhů, kteří budou tvoji provincii vnímat jako skvělé místo k životu.
$ Na mapě světa se poblíž tvého města objeví obzvláště velký tábor zbojníků, který se bude skládat z {size_1}–{size_2} zkušených bojovníků."
hint_prophecy_fields_sick_one,"Nákaza plodin 
{type} se nakazí cizopasnou houbou, která ničí plodiny. 
$ Veškerá pole s touto plodinou budou mít nulový výnos po dobu {duration_days} dnů.
$ Cena této plodiny u <hint=hint_holy_caravan>svaté karavany</hint> bude během tohoto období {price_factor}x vyšší."
hint_prophecy_cholera_epidemy,"Epidemie neštovic 
Četné hříchy tvých poddaných dráždí Matku Sofii, která na jejich hlavy brzo snese svůj žal. 
$ Po dobu {duration_days} dnů se může každý obyvatel tvého města nakazit smrtelnou chorobou, a to s {sick_chance}% pravděpodobností každý den.
$ Neštovice lze ošetřit pomocí <hint=hint_resource_med>léčivé masti</hint>, ale může vést ke slepotě a příšerným jizvám."
hint_prophecy_xenophoby,"Propuknutí xenofobie 
Mezi tvými poddanými z kultury {culture} se začnou šířit zvěsti, že obyvatelé z nesnášené kultury {culture_target} provozují černou magii a kradou děti. 
$ Po dobu {duration_days} dnů postavy z kultury {culture} budou na ulicích útočit na postavy z kultury {culture_target}.
$ Oběti útoků budou chránit <hint=hint_persons_guard>hlídky</hint>."
hint_prophecy_crocks_wave,"Vpád pobudů 
Řada neštěstí mezi sousedy dá vzniknout velkému počtu zchudlých rolníků, kteří se rozhodnout stát pobudy a hrdlořezy. 
$Po dobu {duration_days} dnů budou všichni příchozí přistěhovalci <hint=hint_persons_criminal>pobudové</hint> nebo <hint=hint_persons_cuthroat>hrdlořezové</hint>."
hint_prophecy_fanatics_wave,"Žlutí fanatici
Jedna ze zvláštních sekt, která se domnívá, že díky konzumaci <hint=hint_resource_nectar>nektaru</hint> se přiblíží ke svaté Sofii, se rozhodne přesunout do tvého města poté, co ji z předchozí lokace vyženou.
$ Po dobu {duration_days} dnů do tvého města každý den přijde {size_1}–{size_2} <hint=hint_persons_fanatic>fanatiků</hint> <hint=hint_addict>závislých na nektaru</hint>.
$ Ba co víc, všichni budou patřit ke kultuře {culture}."
hint_prophecy_fields_sick_all,"Hladové dny 
Nemoc zasáhne všechny plodiny, což povede k hladovění. 
$ Po dobu {duration_days} dnů budou mít všechna pole nulový výnos. 
$ Ceny <hint=hint_resource_rye>žita</hint>, <hint=hint_resource_rutabaga>tuřínu</hint> a <hint=hint_resource_hop>chmele</hint> vzrostou {price_factor}x."
hint_prophecy_tree_bug,"Červotoč 
Stromy ve tvé provincii nakazí červotoč, který rychle provrtá dřevo, takže nebude použitelné. 
$ Po dobu {duration_days} dnů budou dřevorubci těžit <hint=hint_resource_wood>dřevo</hint> {wood_decrease}x pomaleji.
$ Cena dřeva u <hint=hint_holy_caravan>svaté karavany</hint> se zvýší {price_factor}x."
hint_prophecy_rats_invasion,"Invaze krys
Ve skladištích se ti usadí velká kolonie krys, které ti každý den budou žrát zásoby jídla. 
$ Po dobu {duration_days} dnů se  <hint=hint_resource_rye>žito</hint>, <hint=hint_resource_rutabaga>tuřín</hint>, <hint=hint_resource_hop>chmel</hint>, <hint=hint_resource_food>mouka</hint> a <hint=hint_resource_meat>maso</hint> zkazí v rozmezí {size_1}–{size_2} % za den.
$ Cena těchto surovin u <hint=hint_holy_caravan>svaté karavany</hint> se zvýší {price_factor}x."
hint_nt_unknown_prophecy,"Znepokojivé zvěsti 
Kolují zvěsti, že v nadcházejících dnech město stihne pohroma, před kterou varují církevní jasnovidci. 

Kvůli špatným vztahům s matriarchou ale nemáš šanci zjistit, jaká pohroma to bude."
hint_display_event_market_depth_increased,"Místní poptávka po veškerém zboží se zvýšila
<hint=hint_tutorial_states>Stát</hint>, kterého jsi součástí, se nedávno rozšířil, takže se <hint=hint_market_volume>místní poptávka</hint> zvýšila kvůli obyvatelům nové provincie."
hint_nt_culture_approve_gwelts,"Souhlas Kaidenů 
Tvoji poddaní z kaidenské kultury mají radost, že jejich král není zbabělec a získává slávu v bitvách, což se shoduje s <hint=hint_kaiden_views>jejich hodnotami</hint>."
hint_nt_culture_approve_tanaya,"Souhlas Tanayů 
Tvoji poddaní z tanajské kultury mají radost ze způsobů, jak tvůj král získává vliv u sousedů, zejména prostřednictvím intrik a temných skutků. Tyto činy se shodují s <hint=hint_tanaya_views>jejich hodnotami</hint> a jejich představou o opravdové politice."
hint_nt_culture_approve_makha,"Souhlas Makhů 
Tvoji poddaní z makhské kultury jsou spokojení, že uzavíráš výhodné obchodní smlouvy se svými sousedy, což se shoduje s <hint=hint_makha_views>jejich hodnotami</hint>."
hint_nt_culture_approve_voruns,"Souhlas Varnů 
Tvoji poddaní z <hint=hint_culture_voruns>varnské</hint> kultury mají radost, že se tvůj král vyhýbá konfliktům se sousedy a usiluje o mír. Tyto činy se shodují s <hint=hint_varns_views>jejich hodnotami</hint>."
hint_nt_culture_terror_approve,"Souhlas s terorem
Tvoji poddaní z kultury {culture} mají radost z tvého rozhodnutí utlačovat kulturu {culture_2}, protože podle jejich názorů by byl „svět bez těch špinavých tuřínožroutů lepší“."
hint_building_terror_culture,"Teror proti kultuře {culture}
Popravčí začínají tahat členy kultury {culture} na <hint=hint_bld_scafod>popraviště</hint> a trestat je.

$ Na pár dní tím odradí přistěhovalce dané kultury z tvé provincie.
$ 3 známí každé potrestané osoby z kultury {culture} obdrží silnou negativní myšlenku.
$ Poddaní z kultury {culture_2} budou mít z útlaku kultury {culture} radost."
hint_action_task_sick_visit,"Navštívit nemocné 
Tato postava bude navštěvovat nemocné a utěšovat je."
hint_action_task_sick_visit_context,"Navštívit nemocné 
{soul_uuid_1} navštíví smrtelně nemocnou postavu {soul_uuid_2} a utěší ji. 

<b>Výsledek:</b> 
Nálada postavy {soul_uuid_2}: {moral_change_1}"
hint_building_terror_fanatics,"Fanatický teror
Když popravčí dostanou za úkol vyvolávat teror proti fanatikům, odtáhnou <hint=hint_persons_fanatic>náboženské fanatiky</hint> na <hint=hint_bld_scafod>popraviště</hint> a potrestají je pomocí zadaného trestu. 

Účinky:
$ Silná negativní <hint=hint_thought>myšlenka</hint> mezi všemi rolníky, protože se nikdo nebude cítit v bezpečí.
$ Z nespokojených <hint=hint_persons_peasant>rolníků</hint> se nestanou <hint=hint_persons_criminal>pobudové</hint> a z pobudů se nestanou hrdlořezové."
hint_building_terror_no,"Teror
Teror se nevyvolává; popravčí se věnují hledání a trestání skutečných zločinců."
hint_unavailable_knowledge_interaction_blind,"Nedostupné 
Postava je <hint=hint_blindness>slepá</hint>, takže nemůže interagovat s knihami."
hint_nt_old_age_begin,"Stáří 
Tato postava je nyní <hint=hint_oldman>stará</hint>."
hint_nt_contrband_begin,"Spekulanti
Protože ceny některého tvého zboží na trhu jsou nižší než ceny u <hint=hint_holy_caravan>svaté karavany</hint>, několik podnikavých <hint=hint_persons_criminal>pobudů</hint> skupuje tvoje jídlo a odchází z města, aby je prodali jinde.

Kromě tvých místních obyvatel přitahuje tato příležitost pozornost pobudů ze sousedních měst, kteří začínají chodit do tvého města kvůli spekulacím.

<b>Tip:</b> Můžeš buď zvýšit ceny a dorovnat je s karavanou, anebo bojovat proti pobudům pomocí <hint=hint_terror_peasants>teroru</hint>."
hint_finance_contraband_possible,"Spekulace
Když nastavíš ceny nižší, než je tržní cena udávaná <hint=hint_holy_caravan>svatou karavanou</hint>, mohou se ve městě začít objevovat <hint=hint_nt_contrband_begin>spekulanti</hint>."
hint_mutator_no_prophecy,"Žádné pohromy
Od určité doby mohou tvou provincii postihnout různé pohromy, jako třeba vpády zbojníků, neúroda či nemoci.

Tento modifikátor je vypne."
hint_wise_talk_unavailable_by_knowledge,"Nedostupné
Postavy si nemají žádné znalosti, které by si mohly vyměnit."
hint_part_of_nature_trader,"Obchodník
Tato postava je zodpovědná za obchodní aktivity v provincii, takže veškeré obchodní smlouvy se budou provádět s ní a budou se počítat podle jeho úrovně schopnosti <hint=hint_skill_negotiations>Obchod</hint>.

<b>Tip:</b> Pokud se stane <hint=hint_encyclopedia_puppets>loutkou</hint> tvého vládce, nabídne ti velmi výraznou slevu (jako schopnost Obchod se bude počítat jako 1)!"
hint_display_event_forest_bandits_will_attack_soon,"Lesní zbojníci se chystají k útoku
Dorazily k tobě zvěsti, že lesní zbojníci z tvé provincie hodlají za den či dva napadnout nějakou osadu.

Jejich cílem může být tvoje město nebo okolní vesnice.

$ Můžeš dát dohromady vojsko a zaútočit na jejich tábor jako první.
$ Také je můžeš podplatit (akce ve zbojnickém táboře na mapě světa), aby tě nějaký čas nechali na pokoji."
hint_sender_low_manners,"Špatné chování
Vládce nebude brát vážně záruky tohoto lorda, protože má nižší schopnost <hint=hint_skill_manners>Chování</hint> než vládce."
hint_sender_cooldown,"Názor už byl utvořen. 
Král už slyšel vyslancův názor na tvého krále a ještě není připraven vyslechnout ho znovu.

Dostupné opět za: {time} d."
hint_nt_character_is_pregnant,"Těhotenství
{soul_uuid_female} je nyní těhotná s postavou {soul_uuid_male}.

Těhotenství bude trvat několik dnů a jeho postup můžeš sledovat na hlavní záložce nabídky postavy."
hint_nt_character_go_insight,"Vhled
{optional_insight_text}"
hint_menu_army_tax,"Daň z válečníků
Aktuální daň: {tax}"
hint_display_event_heir_can_soon_rise,"Povstání dědice
<hint=hint_loyalty>Věrnost</hint> korunního dědice {soul_uuid} už je pod 40 a bude dále klesat. Až mu věrnost klesne na 25, <hint=hint_nt_heir_rebellion>povstane</hint> proti králi.

<b>Tip:</b> Zvyš věrnost této postavy díky královým akcím – odměna či výhružka. Také můžeš zkusit radikálnější opatření, například uspořádat souboj s králem."
hint_display_event_loyalists_can_soon_rage,"Loajalisté připravují masakr
Tvoji <hint=hint_loyalist>loajalisté</hint> mezi rolníky jsou <hint=hint_nt_unhappy>nespokojení</hint> a za veškeré neštěstí v království mají sklon obviňovat <hint=hint_nt_fanatics_perc>fanatiky</hint>, kteří nejsou věrní králi, nýbrž církvi.

Dokud jejich nálada zůstane pod <red>25</red>, bude každý den existovat šance, že uspořádají masakr fanatiků."
hint_display_event_soldiers_deserting,"Válečníci dezertují
Kvůli <hint=hint_sodiers_happiness>nespokojenosti</hint> ti válečníci odcházejí z provincie.

Zběhové se přidávají k <hint=hint_persons_forest_bandits>lesním zbojníkům</hint>, což může vytvořit vážný problém."
hint_display_event_fanatics_can_soon_rise,"Fanatici chystají povstání
Tvoji rolníci jsou <hint=hint_nt_unhappy>nespokojení</hint> a <hint=hint_nt_fanatics_perc>fanatici</hint> v jejich řadách svádějí vinu za veškeré neštěstí na hříšné lordy.

Dokud zůstane průměrná nálada rolníků pod <red>25</red>, bude každý den existovat šance, že uspořádají <hint=hint_pogrom>povstání</hint>."
hint_display_event_bishop_can_soon_rise,"Biskup připravuje povstání
<hint=hint_bishop>Biskup</hint> má mezi tvými lordy nepřítele (vztah pod <red>{relation_treshold}</red>), a dokud to tak bude, bude existovat šance, že podnítí <hint=hint_pogrom>povstání</hint> mezi <hint=hint_nt_fanatics_perc>fanatiky</hint>, kteří budou požadovat, aby byl tento lord oslepen.

Pokud tomu chceš zabránit, pokus se zlepšit vztahy mezi biskupem a jeho nepřítelem, anebo pokud se to nepodaří, můžeš kdykoliv uspořádat souboj (matriarcha bude mít porozumění pro upřímné urovnání vztahů)."
hint_construction_road,"Políčko cesty
Zrychluje pohyb postav o {road_bonus} %."
hint_trade_agreement,"Obchodní dohoda
Uzavírá se mezi dvěma provinciemi, přičemž církev funguje jako prostředník.

$ Tvůj obchodní partner ti dohodnutý obchod nabídne <b>denně</b> a ten se ti zobrazí v <b>nabídce obchodu</b>.
$ Uskutečnění obchodu bude vyžadovat posla, ale nebude vyžadovat <hint=hint_resource_paper>papír</hint>.
$ Vztahy s partnerem se po uskutečnění obchodu <green>zlepší</green>, a to s každou transakcí.
$ Veškeré peníze, které dáš svému obchodnímu partnerovi, půjdou do rozpočtu daného města a utratí se za posílení vojska.
$ Dohoda byla podepsána na {days} dnů, ale v případě změny vztahů na nepřátelské může být ukončena."
hint_priority_workers,"~
Dostupné k přiřazení: {count}
Celkem: {count_2}

<b>Tip:</b> Postavy z vybrané skupiny, které nejsou přiřazené k ostatním budovám, jsou dostupné k přiřazení. Složení přiřazených dělníků si můžeš prohlédnout v režimu přehledu tak, že co možná nejvíc oddálíš kameru."
hint_mutator_longlive,"Dlouhověkost
Začátek stárnutí se posune o 10 let."
hint_building_upgrade_button_mine,"Vylepšení
$ Jedna pracovní pozice navíc.
$ Zásoby železa v dole se zvýší o {iron_add}."
hint_soldier_filter_wounded,"Zranění
Vojáci trpí <hint=hint_pain>bolestí</hint> kvůli zranění, což může mít dopad na jejich <hint=hint_moral_level>odvahu</hint> v bitvě."
hint_soldier_filter_low_moral,"Nespokojenost
Vojáci jsou <hint=hint_sodiers_happiness>nespokojení</hint>, což může mít dopad na jeho <hint=hint_moral_level>odvahu</hint> v bitvě."
hint_soldier_filter_grug_addicted,"Závislí na nektaru
Vojáci <hint=hint_addict>závislí</hint> na nektaru.

Požití <hint=hint_resource_nectar>nektaru</hint> před bitvou může výrazně zvýšit jejich <hint=hint_moral_level>odvahu</hint>, ale pokud bude nektar těmto válečníkům chybět, může se jim výrazně zhoršit <hint=hint_sodiers_happiness>nálada</hint>."
hint_soldier_filter_fanatic,"Fanatici
<hint=hint_persons_fanatic>Fanatičtí válečníci</hint> mohou být v bitvě velmi efektivní, protože získávají pozitivní myšlenky díky <hint=hint_pain>bolesti</hint>."
hint_soldier_filter_ex_bandit,"Pobudové
Tito válečníci byli dříve <hint=hint_persons_criminal>pobudové</hint>, kvůli čemuž trpí jejich vojenská disciplína.

Může to mít vliv na jejich <hint=hint_moral_level>odvahu</hint> v bitvě."
hint_nt_soul_missing,"Pohřešovaný lord
Po porážce se lordovi podařilo utéct z bojiště, ale jeho osud je neznámý.

Situace se vyjasní za 2 dny."
hint_chancellery_unavailable_by_no_inspector,"Nedostupné
Ke <hint=hint_bld_chancellery>kancléřství</hint> není přiřazen žádný správce"
hint_action_emperor_coronation,"Prohlas se za císaře
Prohlas se za císaře Norlandu a vyzvi <hint=hint_synode>Milující rodinu.</hint>

<b>Tip:</b> Pokud zvolíš tuto akci, není cesty zpět a ty zahájíš poslední zkoušku, při které musíš porazit trestné vojsko <hint=hint_inqusitors>inkvizice</hint>. Pokud bitvu vyhraješ, vyhraješ celou hru."
hint_emperor_coronation_unavailable_by_place,"Nedostupné
Obřad potřebuje posvátné místo – například oltář nebo chrám."
hint_nt_emperor_inquizition_soon,"Inkvizice je na cestě
Matriarcha a celá <hint=hint_synode>Milující rodina</hint> běduje kvůli tvému pádu do víru hříchů a rouhačství. Posílá Přísného otce, aby tě očistil ohněm.

Do tvého města brzo dorazí čety <hint=hint_inqusitors>inkvizice</hint> a přeživším bude odpuštěno."
hint_statistics_peoples_total,"Všichni obyvatelé

{details_stack}"
hint_statistics_resources_in_stock,"Městský sklad
Všechny suroviny, které máš v městském skladu a které jsou ti k dispozici."
hint_statistics_resources_in_inventories,"Suroviny v oběhu
Suroviny ve skladu výrobních budov a v inventářích postav, včetně zbraní, které nosí válečníci a lordi."
hint_statistics_resources_produced,"Vyrobené suroviny
Množství surovin, které byly vyrobeny a nasbírány během dne."
hint_statistics_resources_used,"Využité suroviny
Zahrnuje mzdy, spotřebu jídla a alkoholu ze strany lordů a vězňů, stavební náklady a suroviny použité při výrobě."
hint_statistics_resources_sold_local,"Obchod na místním trhu
Celková hodnota veškerého zboží prodaného tvým rolníkům na místní tržnici, v krčmách a v drogových doupatech."
hint_statistics_resources_sold_external,"Externí obchod
Bilance obchodu se sousedy na mapě světa."
hint_statistics_resources_sold_caravan,"Obchod se svatou karavanou
Bilance obchodu se svatou karavanou."
hint_statistics_peoples_lords,"Lordi

{details_stack}"
hint_statistics_peoples_dummies,"Rolníci

{details_stack}"
hint_statistics_peoples_slaves,"Vězni

{details_stack}"
hint_statistics_peoples_soldiers,"Válečníci

{details_stack}"
hint_statistics_peoples_bandits,"Pobudové

{details_stack}"
hint_nt_terror_no_more_criminal_and_jobless,"Teror se vymyká kontrole
Během probíhajícího teroru byli potrestáni všichni poutníci a nezaměstnaní rolníci. Pokud to nezastavíš, začnou popravčí trestat běžné rolníky.

Teror zastavíš tak, že najdeš <hint=hint_bld_scafod>popraviště</hint>, kde je tento režim povolen."
hint_family_creation_king_is_too_young,"Není možné pokračovat
Vladař {name} musí být dospělý – minimálně {age_adult} let.

Věk zvýšíš tak, že zvedneš úroveň schopnosti."
hint_duel_unavailable_actor_without_equipment,"Žádné vybavení
{soul_uuid} postrádá zbraň či zbroj. Podle posvátných pravidel soubojů musí být oba soupeři řádně vybaveni."
hint_unavailable_homeless,"Lord nemá sídlo
Pokud chceš tento příkaz vykonat, musí mít lord vlastní sídlo."
hint_army_menu_card_mercenary_knight,"Rytíři
Tento žoldák je <hint=hint_knight>rytíř</hint>. 

Rytíř se najímá na dobu {knight_duration_days} dnů, načež z tvé osady odejde (ale lze ho najmout znovu). 

$ Je to zkušený válečník, který navíc dokáže vést četu namísto lorda. Jeho <hint=hint_skill_command>schopnost Velení</hint> je {skill_command_level}. 
$ Je vybaven <hint=hint_resource_light_armor>lehkou zbrojí</hint> a <hint=hint_resource_wooden_spear>kopím</hint>. 
$ Než se dostane do tvé osady, trvá to jeden či dva dny."
hint_knight,"Rytíř
Původně neúspěšní svobodní lordi, kteří se rozhodli pro kariéru v armádě.

<img=hint_knight></img> 

$ Má vysokou <hint=hint_skill_combat>Bojovou schopnost</hint>. 
$ Může vést četu namísto lorda. 
$ Lze ho najmout v nabídce vojska na dobu {knight_duration_days} dnů, načež odejde."
hint_statistics_resources_special_food_and_drinks_dummies,Kolik rolníků je zaměstnáno v tomto hospodářském oboru.
hint_statistics_resources_special_food_and_drinks_slaves,Kolik vězňů je zaměstnáno v tomto hospodářském oboru.
hint_statistics_resources_special_food_and_drinks_salary,"Mzdy, jež dostávají rolníci, kteří pracují v tomto hospodářském oboru."
hint_mutator_iron_excess,"Přebytek železa
Doly budou bohaté na železo, takže se nebudeš muset bát, že ti dojde.

$ Každé patro dolu obsahuje <hint=hint_resource_iron>500</hint>."
hint_mutator_old_grudge,"Stará zášť
Kaidenové a Varnové, stejně jako Makhové a Tanayové, se navzájem nenávidí ještě víc.

Jedná se o modifikaci pro zkušené hráče."
hint_display_event_players_vassal_left,"Království se zmenšuje
Kvůli nedávným politickým událostem už {faction_uuid} není součástí tvého království."
hint_display_event_players_ally_left,"Aliance se zmenšuje
Kvůli nedávným politickým událostem už {faction_uuid} není součástí tvého spojenectví."
hint_give_title_to_soldier_unavailable_by_knight,"Nedostupné
Titul můžeš udělit pouze ostatním lordům."
hint_emperor_coronation_unavailable_by_control,"Nedostupné
Pokud se chceš prohlásit za císaře, musíš ovládat {count} provincií. Aktuální provincie pod tvou kontrolou: {under_control}."
hint_statistics_peoples_mood,"Nálada
Najeď kurzorem na čísla v řádku nálady a prohlédni si nejběžnější negativní myšlenky různých kategorií lidí."
hint_cant_build_mine_in_province,"Nedostupné
V provincii není žádné naleziště železa."
hint_sedecu_unavailable_sex_planned,"Nedostupné
Tento lord už má domluvené setkání."
hint_statistics_hovered_group_of_peoples,"Zobrazená skupina lidí
{details_stack}"
hint_nectar_action,"Účinek nektaru
$ Dokud budou účinky <hint=hint_resource_nectar>nektaru</hint> aktivní, postava se bude pohybovat o {speed_improve} rychleji a schopnosti se jí zvýší o {skill_improve}.
$ Postavu začne každý den pronásledovat silná touha po nektaru.
$ Tu doprovází silná negativní <hint=hint_thought>myšlenka</hint> a fyzická <hint=hint_pain>bolest</hint>, která se zesiluje každý den, dokud se postava nenapije nektaru.
$ Okamžitě po konzumaci existuje šance, že závislá postava začne běsnit a napadne nejbližší postavu. Tato pravděpodobnost se postupem času zvyšuje."
hint_building_production_ordered,"Objednáno
Seznam aktuálních objednávek v <hint=hint_production_menu>nabídce výroby</hint> pro tento typ budov:

{optional_orders}

<b>Tip:</b> Pokud je číslo u objednávky <red>červené</red>, znamená to, že v městském skladišti nemáš dost přísad na výrobu této suroviny."
hint_building_production_produced,"Vyrobeno
Kolik surovin se v této budově dnes vyrobilo.

Údaj se aktualizuje každé ráno."
hint_building_production_bonus,"Bonus k výrobě
Čím má lord-správce přiřazený k síni vyšší schopnost <hint=hint_skill_management>Správa</hint>, tím efektivnější budou jeho <hint=hint_inspection>pokyny</hint> a tím víc toho budova vyrobí. V případě surovinových budov to znamená dodatečné suroviny a v případě výrobních budov (jako jsou pivovary) to znamená rychlejší výrobu.

Přiřazení specializovaných dělníků (nastavuje se vlevo) rovněž poskytne bonus k výrobě.

Bonus k výrobě od správce:
{optional_bonus_inspector}

Bonus k výrobě díky úrovni budovy:
{optional_bonus_building}"
hint_gallows_punishments,"Poprava
[hint_punish]"
hint_speculation_statistics,"Spekulace
Ukazuje, kolik zboží na tvé tržnici skoupili <hint=hint_nt_contrband_begin>spekulanti</hint> za poslední 3 dny. Toto zboží pak z provincie odešlo."
hint_statistic_menu,"Nabídka statistik
Zde vidíš veškeré údaje o ekonomice a populaci tvé provincie.

<img=hint_statistic_menu></img>

$ Najeď kurzorem na ikonky sloupců a podívej se, co představují.
$ V záložce postav můžeš také najet kurzorem na hodnoty nálady a podívat se na nejběžnější negativní myšlenky."
hint_dynasty_menu,"Nabídka dynastie
Zde můžeš svým lordům nastavit povolení.

$ Ve výchozím nastavení je zakázána pouze konzumace <hint=hint_resource_nectar>nektaru</hint>, protože může mít nebezpečné <hint=hint_addict>následky</hint>. Když toto omezení zrušíš, lord začne namísto alkoholu pít nektar.
$ Zákaz spotřeby <hint=hint_alcohol>alkoholu</hint> pomůže bojovat s alkoholismem (po několika dnech abstinence nejspíš ustoupí).
$ Zákaz spotřeby <hint=hint_resource_meat>masa</hint> ti dá větší kontrolu nad používáním této suroviny, pokud jí máš ve skladišti málo. Například pokud je jeden z lordů posedlý jedením masa, můžeš zakázat jeho spotřebu pro všechny kromě něj, aby k němu měl nadále přístup.
$ Pokud si všimneš, že tvoje postava opakovaně prohrává v kostkách proti hostu, který se věnuje hazardu, může pomoct zákaz hraní."
hint_prisoners_service,"Správa vězňů
Tato sekce zobrazuje počet <hint=hint_persons_slave>vězňů</hint>, kteří žijí ve tvých <hint=hint_bld_slaves_barrack>věznicích</hint> a na které dohlíží dozorce – dělník ve věznici.

Pokud nemáš dost dozorců, budou vězni bydlet venku a dozorce jim nebude nosit jídlo."
hint_motive_task_eat,"Najíst se
Když na toto tlačítko klikneš, donutíš lorda opustit aktuální aktivitu a jít uspokojit <hint=hint_need_food>potřebu jídla</hint>."
hint_display_event_lord_want_to_kill_someone,"Lord osnuje vraždu
Lord začal nenávidět svého nepřítele tak moc, že pociťuje palčivou touhu ho zabít, a za několik dnů se o to pokusí.

Nakonec kvůli tomu budeš mít jednu mrtvolu a jednoho zločince, kterým pohrdá celá rodina.

$ Pokus se je pozvat, ať spolu stráví čas nebo vyrazí na lov, zatímco zlepšení jejich nálady ještě předtím pomůže zajistit produktivní rozhovor. Pokud jedna postava nebude na tu druhou příliš naštvaná, možná se dokonce omluví. Pokud se vztah zlepší alespoň na <red>{remove_kill_desire}</red>, touha po vraždě zmizí.
$ Coby poslední možnost můžeš zkusit uspořádat <hint=hint_duel>duel</hint>. Duely mohou skonči smrtí kteréhokoliv z bojovníků, ale i když oba lordi přežijí, po skončení duelu přestanou toužit po zabíjení."
hint_motive_task_eat_unavailable,"Nedostupná akce
Lord tuto akci momentálně nemůže provést.

Může to být kvůli nedostatku jídla ve skladu <hint=hint_bld_castle>síně</hint> anebo kvůli tomu, že se lord nemůže hýbat."
hint_motive_task_sleep,"Jít spát
Když na toto tlačítko klikneš, donutíš lorda opustit aktuální aktivitu a jít se vyspat, aby uspokojil <hint=hint_need_sleep>potřebu spánku</hint>."
hint_motive_task_sleep_unavailable,"Nedostupná akce
Lord tuto akci momentálně nemůže provést.

S největší pravděpodobností se nemůže hýbat."
hint_motive_task_pray,"Pomodlit se
Když na toto tlačítko klikneš, donutíš lorda opustit aktuální úkol a jít se pomodlit, načež získá pozitivní myšlenku díky rozmluvě se Sofií.

Pokud možno, pokusí se pomodlit v <hint=hint_bld_temple>chrámu</hint> nebo u <hint=hint_bld_altar>oltáře</hint>. Pokud tyto budovy nejsou dostupné anebo je noc, pomodlí se doma."
hint_motive_task_pray_unavalilable,"Nedostupná akce
Lord tuto akci momentálně nemůže provést.

S největší pravděpodobností je požadované místo k modlitbě nedostupné anebo se prostě nemůže hýbat."
hint_motive_task_rest,"Jít si odpočinout
Když na toto tlačítko klikneš, donutíš lorda opustit aktuální aktivitu a jít se napít <hint=hint_alcohol>alkoholu</hint> nebo <hint=hint_resource_nectar>nektaru</hint>, aby uspokojil <hint=hint_need_fun>potřebu odpočinku</hint>.

Tip: Lordi mají spotřebu nektaru ve výchozím nastavení zakázanou. Můžeš ji povolit v nabídce dynastie (tlačítko dole s ikonkou koruny)."
hint_motive_task_rest_unavalilable,"Nedostupná akce
Lord tuto akci momentálně nemůže provést.

Důvod může být následující:
$ Nedostatek <hint=hint_alcohol>alkoholu</hint> či <hint=hint_resource_nectar>nektaru</hint> ve skladu <hint=hint_bld_castle>síně</hint>
$ Lord se nemůže hýbat
$ Lord pil nedávno, ale byl přerušen a neměl šanci si odpočinout
$ V nabídce dynastie je nastavené omezení (tlačítko dole s ikonkou koruny)"
hint_motive_task_sex,"Mít sex
Když na toto tlačítko klikneš, donutíš lorda opustit aktuální aktivitu a podplatit rolníka kvůli uspokojení potřeby sexu.

$ Podplacení rolníka kvůli sexu se považuje za <hint=hint_sin>hřích</hint> nebo za nevěru, pokud je lord sezdaný. Tato akce může způsobit víc škody než myšlenky na nedostatek sexu.
$ Lord za úplatek utratí <hint=hint_resource_rune>{runes}</hint>."
hint_motive_task_sex_unavalilable,"Nedostupná akce
Lord tuto akci momentálně nemůže provést.

Je možné, že je lord do někoho silně zamilovaný, nemá dost <hint=hint_resource_rune>svatých prstenů</hint> anebo už má naplánované rande."
