Key,Korean
hint_speech_friendly,"진심 어린 대화
캐릭터들이 우호적인 방식으로 서로 응원해 줍니다.

$ 둘 다 긍정적 <hint=hint_thought>생각</hint>을 얻게 되어 서로의 <hint=hint_relations>관계</hint>가 개선됩니다.
$ 생각의 강도는 대화 상대의 <hint=hint_skill_manners>예의</hint> 스킬에 따라 달라집니다.
$ 조건: <hint=hint_mood>기분</hint> <green>80</green> 초과."
hint_speech_sorry,"사과
한 캐릭터가 다른 캐릭터를 적으로 여기지만, 다른 캐릭터는 그 캐릭터에게 호의적일 때(<green>+5</green>보다 높은 관계), 다른 캐릭터가 사과할 수 있습니다.

$ 사과를 받는 캐릭터는 긍정적 <hint=hint_thought>생각</hint>을 얻습니다.
$ 해당 생각의 강도는 <hint=hint_skill_speech>설득</hint> 스킬에 따라 달라집니다."
hint_speech_insult,"모욕
한 캐릭터가 다른 캐릭터를 모욕합니다.

$ 모욕 대상이 부정적 <hint=hint_thought>생각</hint>을 받고 가해자에 대한 <hint=hint_relations>태도</hint>가 악화됩니다.
$ 이 행동은 보복성 모욕을 초래할 수 있으며, 심지어는 싸움을 유발할 수도 있습니다.
$ 조건: <hint=hint_mood>기분</hint> <red>80</red> 미만, 관계 <red>-25</red> 미만."
hint_speech_joke,"농담
한 캐릭터가 다른 캐릭터에게 농담을 건넵니다.

$ 두 캐릭터 모두 긍정적 <hint=hint_thought>생각</hint>을 받고 서로의 <hint=hint_relations>관계</hint>가 개선됩니다.
$ 생각의 강도는 대화 상대의 <hint=hint_skill_manners>예의</hint> 스킬에 따라 달라집니다.
$ 플레이어가 소통을 주도하는 경우에는 캐릭터가 해당 주제에 높은 <hint=hint_interest>관심</hint>을 보일 때 농담이 더 자주 발생합니다.
$ 조건: <hint=hint_mood>기분</hint> <green>25</green> 초과."
hint_speech_mockery,"조롱
한 캐릭터가 다른 캐릭터를 조롱합니다.

$ 조롱 대상이 부정적 <hint=hint_thought>생각</hint>을 받고 대화 상대에 대한 <hint=hint_relations>태도</hint>가 악화됩니다.
$ 플레이어가 소통을 주도하는 경우에는 캐릭터가 해당 주제에 <hint=hint_interest>관심</hint>을 보이지 않을 때 조롱이 더 자주 발생합니다.
$ 조건: <hint=hint_mood>기분</hint> <green>50</green> 미만."
hint_speech_intrigue,"음모
캐릭터가 대화 상대의 적에 대한 <hint=hint_relations>태도</hint>를 악화시키기 위해 <hint=hint_enemy>적</hint>을 공개적으로 비방합니다.

$ 음모는 캐릭터에게 적이 있는 경우 더욱 자주 발생합니다.
$ 음모는 왕과 대화할 때 더욱 자주 발생합니다.
$ 음모의 효과는 <hint=hint_skill_speech>설득</hint> 스킬에 따라 달라집니다."
hint_speech_ignore,"무시
캐릭터가 다른 캐릭터에게 관심을 보이지 않음으로써 경멸감을 표현합니다.

$ 무시당하는 캐릭터가 부정적 <hint=hint_thought>생각</hint>을 받고 대화 상대에 대한 <hint=hint_relations>태도</hint>가 악화됩니다.
$ 플레이어가 소통을 주도하는 경우에는 캐릭터가 해당 주제에 <hint=hint_interest>관심</hint>을 보이지 않을 때 무시가 더 자주 발생합니다.
$ 조건: <hint=hint_mood>기분</hint> <green>80</green> 미만."
hint_speech_flattery,"아부
캐릭터가 상대에게 아부하여 둘 사이의 <hint=hint_relations>관계</hint>를 개선합니다.

$ 아부는 캐릭터가 왕, 후계자, 또는 주교일 때 가능합니다.
$ 아부의 효과는 <hint=hint_skill_speech>설득</hint> 스킬에 따라 달라집니다.
$ 조건: <hint=hint_mood>기분</hint> <green>50</green> 미만."
hint_crime,"범죄
일부 행동은 사회에서 용인되지 않는 행동이지만 <hint=hint_persons_criminal>부랑자</hint>나 심지어는 <hint=hint_persons_lord>영주</hint>가 저지르는 경우도 있습니다.

$ 범죄를 저지른 부랑자가 현장에서 <hint=hint_persons_guard>순찰대</hint>에게 잡히면 빠르게 항복하고 <hint=hint_persons_slave>수감자</hint>가 됩니다.
$ 구경꾼들의 오락을 위해 생포한 <hint=hint_crimer>범죄자</hint>를 처벌하려면 <hint=hint_bld_scafod>처형대</hint>를 지으세요.
$ 범죄가 발생하면 농민의 기분이 악화됩니다."
hint_relations,"관계
캐릭터 사이의 관계는 <red>-100<red>~<green>+100</green>으로 측정되며 <hint=hint_thought_social>사회적 생각</hint>과 <hint=hint_conversation>깊은 대화</hint>의 결과로 바뀔 수 있습니다.

$ <green>+{rel_friend}</green>보다 높은 관계는 <hint=hint_friendship>친구</hint>로 여겨집니다.
$ <red>{rel_enemy}</red>보다 낮은 관계는 <hint=hint_enemy>적</hint>입니다.
$ <red>{rel_deadly_enemy}</red> 미만의 캐릭터는 <hint=hint_enemy_deadly>원수</hint>가 됩니다.
$ 캐릭터는 <hint=hint_love_relations>애정</hint> 또는 <hint=hint_relatives>친족</hint> 관계를 맺을 수도 있습니다.

<b>힌트:</b> 영주의 태도를 보려면, 영주 메뉴의 뒤에서 두 번째 탭으로 이동해 캐릭터의 초상화 위에 마우스를 올리면 이들의 생각이 표시됩니다."
hint_thought_social,"사회적 생각
한 캐릭터가 다른 캐릭터에 대해 갖는 생각으로, 둘 사이의 <hint=hint_relations>관계</hint>에 영향을 미칩니다.

<hint=hint_conversation>깊은 대화</hint>나 사회적 요소(예: 시기심)의 결과로 나타날 수 있습니다.

사회적 생각은 시간이 지나면서 약화됩니다."
hint_friendship,"우정
캐릭터 간의 상호 <hint=hint_relations>관계</hint>가 {rel_friend}보다 높아지면 친구가 됩니다.

<hint=hint_action_task_together>함께 시간 보내기</hint>, <hint=hint_sick>질병</hint>에 걸렸을 때 서로 방문하기, 싸움에서 편 들어주기와 같은 성향이 강해집니다."
hint_interest,"관심
캐릭터는 서로에게 끌리며 그 정도는 다양하고, 이는 관심 수치에 반영됩니다.

관심은 다른 캐릭터의 초상화 위에 마우스를 올렸을 때 캐릭터 메뉴의 관계 탭에서 확인할 수 있습니다.

<img=hint_interest></img>

관심의 영향:
$ 캐릭터가 성행위를 위해 <hint=hint_date>데이트</hint>에 나설 의향({interest_high}보다 높아야 함).
$ <hint=hint_love>사랑에 빠짐</hint>.
$ <hint=hint_conversation>깊은 대화</hint> 중 농담을 건넬 가능성.

관심에 영향을 주는 요소:
$ <hint=hint_skill_manners>예의</hint> 스킬 차이
$ <hint=hint_relations>관계</hint>
$ 냄새
$ 나이
$ 사회적 지위
$ 음주량
...등의 여러 요소는 관심 지표 옆의 물음표 위로 마우스를 올려 확인할 수 있습니다."
hint_enemy,"증오
다른 캐릭터에 대한 태도가 <red>{rel_enemy}</red> 미만으로 내려가면 서로를 적으로 여깁니다. 이는 <hint=hint_interest>관심</hint>, <hint=hint_speech_intrigue>음모</hint> 대상의 선택, 그리고 <hint=hint_speech_ignore>무시</hint>와 <hint=hint_speech_insult>모욕</hint>을 포함한 <hint=hint_conversation>깊은 대화</hint> 선호도에 영향을 미칩니다."
hint_enemy_deadly,"극도의 증오
캐릭터의 관계가 <red>{rel_deadly_enemy}</red> 미만으로 내려가면 극도의 증오 상태가 됩니다. 이 상태의 캐릭터는 상대 암살을 시도할 수도 있습니다."
hint_love,"열병
캐릭터가 사랑에 빠지면 강한 긍정적 <hint=hint_thought>생각</hint>을 얻습니다. 

또한, 해당 캐릭터는:
$ 사랑하는 관심 대상에게만 <hint=hint_flirt>구애</hint>합니다.
$ 상대를 <hint=hint_speech_flattery>칭찬</hint>할 때 <hint=hint_resource_rune>신성 반지</hint>를 선물합니다.
$ 사랑하는 관심 대상과 연관된 타인을 <hint=hint_jealousy>질투합니다</hint>.
$ 거절당하는 경우 고통을 느낍니다.

열병은 <hint=hint_need_sex>성관계</hint> 욕구가 높고 <hint=hint_interest>관심</hint>이 충분할 때 발생할 수 있습니다.

열병은 시간이 지나면서 사그라듭니다."
hint_flirt,"구애
<hint=hint_need_sex>성관계 욕구</hint>가 낮으면 캐릭터가 <b>높은</b> <hint=hint_interest>관심이 있는 상대를 <hint=hint_date>데이트</hint>에 초대하여 구애</hint>를 시도합니다.

데이트가 발생하려면 캐릭터에 대한 관심이 <green>{interest_high}</green>보다 높아야 합니다."
hint_love_relations,"연인 관계
캐릭터가 단기간에 여러 번의 <hint=hint_date>데이트</hint>를 했거나 서로 사랑하는 경우, 연인이 됩니다.

결과:
$ 서로 조건 없이 쉽게 성관계를 가집니다.
$ 둘이 <hint=hint_action_task_together>함께 시간을 보내려</hint> 합니다.
$ 둘 사이가 <hint=hint_relatives>가족 같은</hint> <hint=hint_relations>관계</hint>가 됩니다.
$ 서로에게 <hint=hint_jealousy>질투를 느끼고</hint> 외도를 고통스럽게 받아들입니다.
$ <hint=hint_speech_friendly>감정적 소통</hint>은 <hint=hint_need_sex>성관계 욕구</hint>를 부분적으로 보완합니다.

둘 중 한 명의 태도가 0 밑으로 내려가면 연인 관계가 끝납니다."
hint_jealousy,"질투
<hint=hint_love>사랑하는</hint> 사이나 <hint=hint_love_relations>연인 관계</hint>인 개개인이 잠재적 경쟁자를 대상으로 겪는 <hint=hint_thought_social>사회적 생각</hint>입니다.

경쟁자에는 사랑하는 관심 대상과 좋은 관계를 맺은 모든 이성 캐릭터뿐만 아니라, 해당 대상을 사랑하는 모든 개인도 포함됩니다."
hint_date,"데이트
<hint=hint_flirt>구애</hint>에 성공한 캐릭터는 데이트를 약속하여 둘 중 한 명의 집에서 만나 <hint=hint_need_sex>성관계</hint> 욕구를 충족시킬 수 있습니다.

캐릭터의 성적 욕망이 매우 높은 경우 <hint=hint_sex_bribe>성매매</hint>를 강구할 수도 있습니다."
hint_sex_bribe,"성매매
<hint=hint_need_sex>성관계</hint> 욕구가 매우 높은 경우 캐릭터가 대상과의 성행위를 위해 이성에게 성매매를 제안할 수도 있습니다.

이 경우 <hint=hint_resource_rune>신성 반지</hint>를 사용합니다.

이 행동은 <hint=hint_sin>죄</hint>로 간주됩니다."
hint_relatives,"친척
혈연으로 밀접한 관계인 캐릭터는 서로에게 긍정적인 <hint=hint_thought_social>사회적 생각</hint>을 추가로 갖습니다.

<hint=hint_sick>아플 때</hint> 서로를 방문하고 사랑하는 이가 <hint=hint_death>사망</hint>하는 경우 같이 슬퍼합니다."
hint_culture,"문화
게임의 모든 캐릭터는 4가지 문화인 <hint=hint_culture_gwelts>카이덴</hint>, <hint=hint_culture_tanaya>타나야</hint>, <hint=hint_culture_voruns>반</hint>, <hint=hint_culture_makha>마카</hint> 중 하나에 속합니다.

<img=hint_culture></img>

문화는 게임의 다양한 방면에 영향을 미칩니다.
$ <b>이방인 혐오</b>: 캐릭터가 본인의 문화에 속하지 않은 이들을 싫어하며 학살이 벌어지면 그들부터 공격합니다.
$ <b>덕목</b>: 캐릭터가 자신의 문화에서 확립된 덕목에 따라 왕국의 행동 방침과 정책에 반응하며 간접적으로 정치에 영향을 미칩니다. 이러한 문화의 덕목은 상대의 정책에 따라 이웃 왕과의 관계에도 영향을 줍니다.
$ <b> 언어 및 지식</b>: 각 문화마다 각각의 언어가 존재하고 해당 언어로 집필된 <hint=hint_book>도서</hint>가 일정 수 있습니다. 도시에 책을 읽을 수 있는 영주가 있는 경우 상단이 이러한 책을 가져옵니다.
$ <b><hint=hint_sofia_cult>교회</hint></b>와의 관계도 캐릭터의 문화에 따라 영향을 받을 수 있습니다."
hint_title,"작위
알려진 바에 의하면 200년 전에 <hint=hint_сhartia_humility>겸손의 헌장</hint> 체결과 함께 <hint=hint_fire_war>성화의 전쟁</hint>이 종결되면서 <hint=hint_synode>사랑의 가족</hint>은 Norland의 모든 귀족 가문에 독립을 부여했을 뿐만 아니라 각 가문에서 누릴 수 있는 귀족 작위의 수를 제한했습니다.

<img=hint_title></img>

자녀가 성장하면 <hint=hint_untitled_lord>소영주</hint>가 되고 이들의 운명을 결정해야 하게 됩니다.

왕이 캐릭터의 작위를 박탈해 소영주로 만드는 것도 가능합니다. 이러한 행동은 왕 부문의 캐릭터 메뉴에서 수행할 수 있습니다.

<b>힌트:</b> 당신의 왕은 소영주, <hint=hint_knight>기사</hint>, 고용된 자유 영주에게 작위를 수여하여 대상을 귀족 가문의 일원으로 받아들일 수 있습니다."
hint_free_lord,"자유 영주
자신의 영주와 마찬가지로 이 영주에게 건물 점검, 분대 지휘 등의 임무를 배정할 수 있습니다.

$ 이러한 계약은 {day}일 후 종료됩니다."
hint_bishop,"주교
플레이어의 정착지가 충분히 커졌다고 생각되면 <hint=hint_synode>사랑의 가족</hint>에서 주교를 보냅니다.

<img=hint_bishop></img>

$ 플레이어의 영주는 캐릭터 메뉴의 행동 버튼을 사용하여 주교에게 고해하고 자신의 <hint=hint_sin>죄</hint>를 용서받는 등의 종교 행위를 수행할 수 있습니다.
$ 주교는 영주와 다투는 경우 <hint=hint_pogrom>종교 봉기</hint>를 일으킬 수 있으니 만족하게 해줘야 합니다.
$ <hint=hint_relations_matriarch>총대주교</hint>는 플레이어의 왕에 대한 현지 주교의 평가에 큰 비중을 둡니다.
$ 주교가 부자연스럽게 사망하면 총대주교와의 관계가 <red>{kill_bishop_penalty}</red> 악화됩니다."
hint_marriage,"결혼
결혼의 목적은 자녀를 낳는 것이며, 해당 캐릭터는 최소 1~3일에 한 번씩 의무를 다하기 위해 노력합니다."
hint_loyalty,"충성도
영주가 <hint=hint_persons_king>왕</hint>에게 얼마나 충성하는지를 나타냅니다.

<img=hint_loyalty></img>

$ 매일 조금씩 변하지만, 캐릭터가 <hint=hint_unhappy>불행</hint>하거나 왕을 좋아하지 않을 때는 충성도가 크게 떨어집니다.
$ 충성도가 높으면 해당 영주에게 특수 임무를 줄 수 있습니다.
$ 충성도가 낮으면(25 미만) 영주가 다른 귀족 가문으로 옮기거나 후계자인 경우에는 <hint=hint_nt_heir_rebellion>반란</hint>을 일으킬 수도 있습니다.

충성도는 캐릭터 메뉴에 표시됩니다. 왕관 아이콘 옆의 충성도 수치에 마우스 커서를 올리면 원인과 함께 최근의 변경 수치를 확인할 수 있습니다.

<b>힌트:</b> '왕의 행동'에서 영주에게 보상을 제공하거나 위협을 가해 충성도를 빠르게 올릴 수 있습니다."
hint_loyalty_captive,"인질의 충성도
처음에는 인질의 충성도가 음수이지만, 이를 양수로 만들 수 있다면 당신의 귀족 가문 일원으로 들어오는 데 동의할 것입니다."
hint_thought,"생각
생각은 <hint=hint_needs>욕구</hint>에서 비롯되거나 캐릭터가 처한 상황에 대한 반응으로 발생합니다.

생각의 합계는 <hint=hint_mood>기분</hint>에 영향을 미칩니다.

생각은 캐릭터 메뉴의 기분 탭에 표시됩니다."
hint_mood,"기분
0~100 사이로 측정되며 <hint=hint_thought>생각</hint>의 합계로 계산됩니다.

<img=hint_mood></img>

$ 생각은 캐릭터의 욕구에 따라 달라지며 주변에서 일어나는 사건에 대한 반응이기도 합니다.
기분이 25 미만으로 떨어진 캐릭터는 <hint=hint_unhappy>불행</hint>해지고, 기분이 80보다 높으면 <hint=hint_happy>행복</hint>해집니다.
$ 농민의 평균 기분은 <hint=hint_migration>이주</hint> 정도에 영향을 미칩니다.

다양한 캐릭터의 기분에 대해 자세히 알아보세요:
$ <hint=hint_nt_unhappy>농민</hint>
$ <hint=hint_nt_events_unhappy_lord>영주</hint>
$ <hint=hint_sodiers_happiness>전사</hint>
$ <hint=hint_slave_happines>수감자</hint>

<b>힌트:</b> 기분에 영향을 미치는 가장 일반적인 부정적 <hint=hint_thought>생각</hint>은 <hint=hint_statistic_menu>통계 메뉴</hint>에서 쉽게 확인할 수 있습니다."
hint_unhappy,"불행
캐릭터의 <hint=hint_mood>기분</hint>이 25 밑으로 떨어지면 불행한 상태가 됩니다.

나쁜 기분의 결과에 대해 더 보기:
$ <hint=hint_nt_unhappy>농민</hint>
$ <hint=hint_nt_events_unhappy_lord>영주</hint>
$ <hint=hint_sodiers_happiness>전사</hint>
$ <hint=hint_slave_happines>수감자</hint>"
hint_happy,"행복
캐릭터의 <hint=hint_mood>기분</hint>이 80보다 높으면 행복한 상태입니다.

행복한 영주는 <hint=hint_insight>통찰</hint>을 경험할 수도 있습니다."
hint_casus_beli,"전쟁 명분
전쟁의 대의명분입니다.

전쟁 명분이 있으면 전쟁을 선포할 수 있고 전쟁 선포로 다른 왕이나 <hint=hint_synode>신성종무원</hint>과의 관계가 악화되지 않습니다."
hint_terror,"공포 조성
부당한 처형과 처벌은 주민들 사이에 공포를 조성합니다.

<img=hint_terror></img>

사회 계층이 다른 캐릭터는 일반적으로 서로 소통하지 않으므로, <hint=hint_terror_peasants>농민들 사이의 공포</hint>는 보통 영주들에게 공포를 일으키지 않고, <hint=hint_terror_lord>영주들 사이의 공포</hint>는 농민의 눈에 띄지 않습니다.

특정 문화가 반란을 일으키겠다고 위협하는 경우 <hint=hint_nt_terror_culture>특정 문화를 대상으로 공포</hint>를 조성할 수도 있는데, 이는 그들을 증오하는 문화에 동기를 부여해 줍니다(예: 카이덴 농민은 반 대상의 공포 조성에 기뻐함).

<b>힌트:</b> 증오하는 문화를 대상으로 공포 조성으로 발생하는 긍정적 생각은 매우 강력하기 때문에 이 행동은 <hint=hint_loyalist>충성파</hint>를 만드는 최고의 도구 중 하나입니다."
hint_terror_lord,"영주들 사이의 공포
부당한 처형과 같은 몇몇 행동은 영주들을 공포에 떨게 합니다. 단, <hint=hint_pogrom>종교 봉기</hint> 중의 처형은 공포 조성으로 간주되지 않습니다.

효과:
$ 영주가 강한 부정적 <hint=hint_thought>생각</hint>을 겪습니다.
$ <hint=hint_loyalty>충성도</hint>가 40 증가합니다.
$ 5일간 지속됩니다."
hint_terror_peasants,"대중 공포 조성
<hint=hint_bld_scafod>처형대</hint>를 국가 공포 조성에 배정하면 사형집행인이 증거 없이 모든 <hint=hint_persons_criminal>부랑자</hint>부터 시작하여 실업자, 마지막으로 평범한 농민까지 다양한 개개인을 처형하기 시작합니다.

효과:
$ 강한 부정적 <hint=hint_thought>생각</hint>이 처벌받은 캐릭터의 지인 3명에게 영향을 미칩니다.
$ 평균 행복도 및 <hint=hint_migration>이주</hint>가 감소합니다.
$ 불행한 상태의 <hint=hint_persons_peasant>농민</hint>이 <hint=hint_persons_criminal>부랑자</hint>가 되지 않고, 부랑자가 흉악범이 되지 않습니다.

행동 메뉴를 통해 특정 농민이나 부랑자를 처형할 수도 있는데, 이 또한 공포 조성으로 간주됩니다."
hint_salary,"임금
<hint=hint_finance_menu>경제 메뉴</hint>에서 설정합니다. 임금 및 내부 거래 지식이 필요합니다.

<img=hint_salary></img>

관련 지식을 연구하면 자원을 직접 지급하는 대신 신민들에게 임금으로 <hint=hint_resource_gold>금화</hint>를 지급할 수 있습니다.

$ 이렇게 하면 자금을 모아 고가품을 구매할 수 있으므로 희소한 상품이 더 정밀하고 균등하게 분배됩니다.
$ 또한, 여분의 돈은 <hint=hint_rich>재산</hint>으로 이어집니다."
hint_rich,"재산
농민의 인벤토리에 있는 금화가 <hint=hint_resource_gold>{rich_treshold}</hint>보다 많으면 영구적인 긍정적 <hint=hint_thought>생각</hint>을 얻습니다.

<img=hint_rich></img>

이것은 당신의 도시에 필수적인 것이 부족하여 떠나게 되더라도 새로운 곳에 정착할 충분한 자금이 있다는 확신을 주는 금액입니다."
hint_price,"가격
현지 <hint=hint_bld_market>시장</hint>과 <hint=hint_bld_tavern>술집</hint>에 원하는 가격을 설정할 수 있습니다.

단, <hint=hint_holy_caravan>신성한 대상단</hint>에 비해 가격이 너무 높으면 농민이 기다렸다가 당신의 상품 대신 상단의 물품을 구매하려 합니다."
hint_migration,"이주
매일 유입되는 새로운 농민의 수는 주로 도시 내 농민의 평균 <hint=hint_nt_unhappy>기분</hint>에 따라 달라집니다.

<img=hint_migration></img>

평균 기분에 따라:

$ <red>{gone_tres}</red> 미만: 농민이 도시를 떠나기 시작합니다.
$ 기분이 이보다 {mood_step} 높을 때마다 +{migrant}의 이주자가 도착합니다(예를 들어 기분이 {tres_3}~{tres_4}이면, {mig_number}의 이주자가 도착합니다).

<b>힌트:</b>
$ 왼쪽 상단의 농민 아이콘에 마우스를 올리면 예상 이주자 수를 확인할 수 있습니다.
$ 또한, 새 정착민은 이전 거주지에서 모은 <hint=hint_resource_gold>금화</hint>를 가지고 옵니다.
$ 이웃 영지에서의 전쟁은 이주를 증가시킵니다.
$ <hint=hint_terror_peasants>공포</hint>는 이주를 감소시킵니다."
hint_betrayal,"배신
영주의 <hint=hint_loyalty>충성도</hint>가 50 미만이면 전장에서 배신할 가능성이 생깁니다.

이러한 캐릭터가 군대를 지휘하는 경우 갑자기 편을 바꿔 자기 전사들과 함께 적군에 합류할 수도 있습니다.

배신할 확률은 충성도 수치, 전장의 전력 차, 귀족 가문의 영주들과 당신의 영주 간의 관계에 따라 달라집니다."
hint_escape,"이탈
영주의 <hint=hint_loyalty>충성도</hint>가 25 미만이면 당신의 정착지에서 이탈할 가능성이 있습니다.

왕좌의 후계자인 경우 반란을 일으킬 수 있으며, 일반 영주인 경우 다른 귀족 가문으로 옮길 수 있습니다."
hint_riot,"반란
캐릭터가 불행한 전사들과 함께 숲속 도적단 야영지로 떠납니다.

반란군은 귀족 가문들의 지원으로 크게 성장할 수 있습니다.

일정 시간이 지나면 반란 세력이 도시 공격을 시도합니다."
hint_slave_riot,"수감자 반란
수감자의 하루 평균 <hint=hint_slave_happines>기분</hint>이 <red>25</red> 밑으로 떨어지면(불행 상태), 매일 일정 확률로 반란을 일으킬 수 있습니다.

<hint=hint_persons_slave>수감자</hint>들이 직접 반란 집단을 조직하여 정착지를 불태우고 귀족 가문을 무너뜨리려 시도할 것입니다."
hint_warrior_riot,"전사 봉기
전사의 평균 <hint=hint_mood>기분</hint>이 25 밑으로 떨어지면(불행 상태), 봉기를 일으킬 수 있습니다.

집단을 이루고 약탈을 위해 영주관을 공격한 후, <hint=hint_persons_forest_bandits>숲속 도적단</hint>에 합류하러 떠납니다."
hint_pogrom,"종교 봉기
<hint=hint_persons_fanatic>광신도</hint>의 하루 평균 <hint=hint_mood>기분</hint>이 <red>25</red> 밑으로 떨어지면(불행 상태), 봉기를 일으킬 수 있습니다. 다만, 이들은 우선적으로 불만의 원인인 영주의 희생을 요구할 것입니다.

이를 거부하면 광신도가 분대를 편성해 다음을 행합니다:
$ 집을 불태우고 신앙심이 부족하다고 여기는 모든 사람을 죽입니다.
$ <hint=hint_bld_library>도서관</hint>과 기타 건물을 불태웁니다.
$ 책임이 있다고 생각하는 영주를 찾아 죽이려 합니다.

주교 또한 광신도를 선동하여 자신의 적을 대상으로 종교 봉기를 일으킬 수 있습니다.

<b>힌트:</b> 종교 봉기 시 농민, 전사, 수감자, 심지어는 영주까지 사회 계급에 관계없이 모든 광신도가 합류합니다. 따라서 광신도는 장점도 있지만 수가 많아질수록 주교가 더 위험해지게 됩니다."
hint_pogrom_context,"광신도의 불만
<hint=hint_nt_unhappy>불행</hint> 상태의 결과로, 광신도인 농민, 수감자 및 전사가 도시에 소피아의 저주가 내렸다고 믿으며 그 책임을 물을 자를 찾기 시작합니다.

1일 내로 {soul_uuid_target}(을)를 <hint=hint_punishment_blindness>실명</hint>시키지 않으면 <hint=hint_pogrom>봉기</hint>가 발생합니다.

{soul_uuid_target}(이)가 이미 실명된 상태라면 대상을 <hint=hint_punishment_execution>처형</hint>해야 합니다.

이 행동은 <hint=hint_terror_lord>공포 조성</hint>으로 간주되지 않습니다."
hint_pogrom_context_by_bishop,"봉기 위협

{soul_uuid_target}에 대한 주교의 불만이 극에 달하여 대상의 실명형을 원합니다.

1일 내로 직접 {soul_uuid_target}(을)를 <hint=hint_punishment_blindness>실명</hint>시키지 않으면 <hint=hint_pogrom>종교 봉기</hint>가 발생합니다.

{soul_uuid_target}(이)가 이미 실명된 상태라면 대상을 <hint=hint_punishment_execution>처형</hint>해야 합니다.

이 행동은 <hint=hint_terror_lord>공포 조성</hint>으로 간주되지 않습니다."
hint_pogrom_context_by_bishop_decapitation,"주교의 최후통첩
{soul_uuid_target}에 대한 주교의 불쾌함이 극에 달하여 대상의 처형을 원합니다. 1일 내로 직접 {soul_uuid_target}(을)를 <hint=hint_punishment_execution>처형</hint>하지 않으면 봉기가 발생합니다.

종교 <hint=hint_persons_fanatic>광신도</hint>가 분대를 편성하여 집을 불태우고 신앙심이 부족하다고 여기는 모든 사람을 죽입니다. 이들의 최종 목표는 자신의 불행에 대한 책임이 있다고 생각하는 {soul_uuid_target}입니다."
hint_pogrom_context_by_bishop_hate_king,"주교의 최후통첩
당신의 왕, {soul_uuid_target}에 대한 주교의 불쾌함이 극에 달하여 처벌되기를 원합니다. 1일 내로 봉기가 발생하며, 이 결과는 바뀌지 않습니다.

종교 <hint=hint_persons_fanatic>광신도</hint>가 분대를 편성하여 집을 불태우고 신앙심이 부족하다고 여기는 모든 사람을 죽입니다. 이들의 최종 목표는 자신의 불행에 대한 책임이 있다고 생각하는 {soul_uuid_target}입니다."
hint_nt_bishop_is_king_enemy,"왕과 대립하는 주교
{soul_uuid_target_1} 및 {soul_uuid_target_2}의 관계가 적대적으로 변합니다. 이들의 관계가 계속 악화되면 {soul_uuid_target_2}(을)를 노리는 종교 봉기가 일어날 수 있습니다."
hint_noble_house,"귀족 가문
도시를 통치하고 <hint=hint_title>영주 작위</hint>를 보유한 다수의 <hint=hint_persons_lords>영주</hint> 가문입니다.

이러한 가문의 혈통은 대부분 <hint=hint_crimson_empire>크림슨 제국</hint> 시절로 거슬러 올라가며, 이들의 조상이 남긴 서명을 <hint=hint_сhartia_humility>겸손의 헌장</hint>에서 찾아볼 수 있습니다.

<hint=hint_synode>사랑의 가족</hint>은 귀족 가문이 너무 강력한 권력을 얻어 자신들의 권위에 도전하는 일이 없도록 만듭니다."
hint_wedding,"결혼식
두 영주가 <hint=hint_bld_temple>사원</hint>에서 결혼을 올리는 사회적 의식입니다."
hint_funeral,"장례식
캐릭터들이 <hint=hint_bld_temple>사원</hint>에서 마지막 여정을 떠나는 지인에게 작별을 고하는 사회적 의식입니다.

화장과 함께 종료됩니다."
hint_upgrade,"업그레이드
건물 업그레이드로, 작업 슬롯을 하나 추가합니다."
hint_diplomacy,"화해
해당 캐릭터가 무의미하고 위험한 전쟁을 끝내고 관계를 새롭게 시작하도록 적대 관계의 왕을 설득할 수 있습니다.

$ 현재 증오 수준에 관계없이 적대 왕과의 관계가 <red>-10</red>이 됩니다.
$ <hint=hint_trait_diplomat>외교관</hint> 특성을 가진 캐릭터가 있어야 합니다.
$ 또한, 행위자가 임무를 받아 수행하려면 <hint=hint_loyalty>충성도</hint>가 {loyalty_action}보다 높아야 합니다.

<b>비용</b>:
<hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_army,"전투 분대
당신이 직접 통제하는 분대로, 적을 공격할 수 있습니다.

$ 분대는 군대 메뉴에서 편성하며 <hint=hint_persons_warriors>전사</hint>로 구성됩니다.
$ 분대는 영주나 <hint=hint_knight>기사</hint> 중 한 명이 이끌어야 합니다. 영주의 <hint=hint_skill_command>명령</hint> 스킬에 따라 전사의 사기 보너스가 달라집니다.
$ 분대를 선택하고 우클릭하여 특정 위치로 이동시키거나 대상을 공격하도록 명령하세요."
hint_wealth,"평균 재산
캐릭터가 보유한 금화의 평균을 나타냅니다.

$ 캐릭터는 소량의 저축한 금액을 들고 정착지에 옵니다.
$ <hint=hint_salary>임금</hint>이 매일 음식과 술을 구매하기에 충분하면 남은 급여가 쌓여 재산이 늘어납니다. 그렇지 않은 경우 캐릭터가 저축해둔 돈을 쓰기 시작합니다.
$ 재산은<hint=hint_rich>번영</hint> 상태 달성에 도움이 될 수 있습니다."
hint_free_people,"자유 거주민
도시에 거주하는 자유 농민, 전사, 실업자, 부랑자의 전체 수입니다."
hint_equip_cost,"장비 비용
전사가 착용한 무기와 방어구의 총 가치입니다.

군대나 분대의 전투력을 간접적으로 나타냅니다."
