Code,Indonesia
hint_tech_item,"Buku
Memungkinkan produksi {resource_name} di {building_name}."
hint_tech_upgrade_prod,"Pengetahuan
Memungkinkan peningkatan {building_name} ke level 4 dan 5, yang akan menciptakan peluang kerja tambahan."
hint_tech_upgrade_house,"Teknologi
Memungkinkan peningkatan {building_name} untuk mencakup tempat tidur yang lebih empuk yang memberikan <hint=hint_thought>pikiran</hint> positif setelah tidur dan perlindungan yang ditingkatkan terhadap gangguan <hint=hint_persons_criminal>para gelandangan</hint>."
hint_tech_efficiency,"Teknologi
Meningkatkan jumlah sumber daya yang diproduksi di gedung sebesar {ef_prod}%."
hint_tech_soil,"Teknologi
Mengurangi jumlah <hint=hint_resource_wood>Kayu</hint> yang dibutuhkan untuk pemupukan tanah ladang sebesar {soil_down_percentage}%."
hint_tech_wood,"Teknologi
Meningkatkan jumlah <hint=hint_resource_wood>Kayu</hint> yang diekstraksi dari satu pohon sebesar {more_wood_percentage}%. Hal ini membantu mengurangi tingkat deforestasi."
hint_tech_survive,"Teknologi
Mengurangi kemungkinan kematian tanaman di ladang sebesar {plant_survive_percentage}%."
hint_tech_pigfarm,"Teknologi
Mengurangi jumlah makanan yang dibutuhkan babi sebesar {pigs_feed_down_percentage}%.
"
hint_tech_repair,"Teknologi
Mengurangi konsumsi <hint=hint_resource_instruments>Alat</hint> saat memperbaiki bangunan sebesar {tools_down_percentage}%."
hint_tech_save_res,"Teknologi
Mengembalikan {return}% sumber daya yang dihemat selama produksi di akhir hari."
hint_tech_no_break,"Teknologi
Mencegah bangunan runtuh."
hint_tech_no_fire,"Teknologi
Mencegah gedung terbakar."
hint_tech_no_trauma,"Teknologi
Menghilangkan kecelakaan dan penyakit di tempat kerja."
hint_tech_fast_building,"Teknologi
Mempercepat pembangunan semua gedung sebesar {building_speed_down_percentage}%."
hint_tech_fast_build_less_wood,"Teknologi
Mengurangi konsumsi <hint=hint_resource_wood>Kayu</hint> saat membangun dan meningkatkan bangunan sebesar {building_wood_down_percentage}%."
hint_tech_fast_build_less_iron,"Teknologi
Mengurangi konsumsi <hint=hint_resource_iron>Besi</hint> saat membangun dan meningkatkan bangunan sebesar {building_wood_down_percentage}%."
hint_tech_skill,"Teknologi
Jika dipelajari, memberikan {number} pengalaman dalam keterampilan {skill_name}."
hint_knowledge_new_book,"Buku Baru
Buku baru telah ditulis. Klik untuk membuka <hint=hint_knowledge_menu>menu Pengetahuan</hint> dan lihat hasilnya."
hint_knowledge_new_knowledge,"Pengetahuan Baru
Pengetahuan baru telah dipelajari! Klik untuk membuka <hint=hint_knowledge_menu>menu Pengetahuan</hint> dan lihat fitur apa saja yang kini tersedia."
hint_tech_building,"Teknologi
Memungkinkan konstruksi {building_name} melalui menu Konstruksi."
hint_tech_building_2,"Teknologi
Memungkinkan konstruksi {building_name} dan {building_name_2} melalui menu Konstruksi."
hint_tech_building_prod,"Teknologi
Memungkinkan pembangunan {building_name} dan produksi {resource_name}."
hint_tech_criminal_intimidation,"[tech.criminal_intimidation]
<hint=hint_persons_criminal>Gelandangan</hint> yang diintimidasi oleh <hint=hint_bld_scafod>algojo</hint> akan takut melakukan kejahatan selama 2 hari, bukan satu hari."
hint_tech_loyalist_more,"Dasar-Dasar Loyalitas
Kemungkinan munculnya <hint=hint_loyalist>para loyalis</hint> di kota ini menjadi dua kali lipat."
hint_tech_preach_better,"Khotbah yang Efektif
Efektivitas khotbah di Bait Suci menjadi dua kali lipat."
hint_tech_slaves_happiness,"Kebahagiaan Tahanan
Kemungkinan <hint=hint_slave_riot>pemberontakan tahanan</hint> turun menjadi nol."
hint_tech_tanaya_paper,"Kertas Suku Batak-Minang Kabau-Melayun
Komposisi khusus melindungi semua buku Anda dari kebakaran jika terjadi kebakaran di Perpustakaan."
hint_tech_crevav_swede,"Rutabaga Rebus
Resep khusus Rutabaga <hint=hint_resource_rutabaga>yang direbus untuk mencegah kematian akibat Rutabaga Typhus (but does not prevent the disease itself)."
hint_tech_drought_fight,"Ketahanan Kekeringan
Penanaman benih dan metode pengolahan tanah yang mencegah kehilangan panen selama kekeringan."
hint_tech_longevity,"Umur Panjang
Pola makan dan kondisi mental khusus akan membantu memperlambat penuaan, yang menyebabkannya dimulai {effect_days} beberapa hari kemudian. Hal ini hanya berlaku bagi para bangsawan yang telah mempelajari ilmu ini secara pribadi."
hint_tech_addiction_resist,"Mengatasi Kecanduan
Biasanya, seorang tokoh harus menghindari penggunaan zat adiktif selama 4 hari, tetapi pengetahuan yang terdapat dalam buku ini mempersingkat periode tersebut menjadi 2 hari."
hint_tech_fanatic_pretend,"Fanatisme Palsu
Seorang bangsawan yang terlatih dalam mimikri sosial akan dianggap <hint=hint_persons_fanatic>fanatik</hint> oleh orang lain, tetapi keyakinan dan pikiran batinnya tidak akan berubah."
hint_tech_marah_ale,"Suku Bugis-Makasar-Toraja Ale
Pikiran positif yang muncul setelah meminum <hint=hint_resource_ale>Ale</hint> yang beraroma akan terasa dua kali lebih kuat jika minuman tersebut diproduksi secara lokal di provinsi tersebut."
hint_tech_right_nectar,"Nektar yang Tepat
Keinginan untuk konsumsi lebih lanjut yang ditimbulkan oleh konsumsi <hint=hint_resource_nectar>Nektar</hint> akan berkurang setengahnya jika nektar diproduksi secara lokal di provinsi tersebut."
hint_tech_fertilize_cost_less,"Pemupukan yang tepat
Pemupukan lahan menghabiskan setengah jumlah <hint=hint_resource_wood>Kayu</hint>."
hint_tech_tree_more_wood,"Penebangan yang Tepat
Semua penebang kayu di provinsi ini memperoleh pengetahuan tentang cara memperoleh {felled_tree_bonus}% lebih banyak sumber daya dari setiap pohon yang ditebang."
hint_tech_better_meat,"Memasak Daging
Pikiran positif yang ditimbulkan oleh makan <hint=hint_resource_meat>daging</hint> di provinsi tersebut akan menjadi dua kali lebih kuat."
hint_tech_flirt_art,"Seni Menggoda
Seni untuk menarik minat tambahan dari lawan jenis."
hint_tech_voruns_moonshine,"Brandy Suku Jawa-Sunda-Betawia
Pikiran negatif akibat minum <hint=hint_resource_moonshine>brendi</hint> di provinsi ini akan berkurang setengahnya."
hint_tech_dialect,"Pengetahuan
Bacalah buku ini untuk mempelajari bahasa baru."
hint_tech_cutter,"Pemenggal Kepala
Tuan dan prajurit Anda akan memiliki peluang tambahan 20% untuk langsung memenggal kepala musuh mereka dalam pertempuran."
hint_tech_axe_mastery,"Penguasaan Kapak
Penguasa dan prajurit Anda <b>dua kali</b> lebih terampil dalam menggunakan kapak, terlepas dari keahlian mereka."
hint_tech_handfighter,"Pertarungan Tangan Kosong
Para penguasa dan prajurit Anda <b>dua kali</b> lebih terampil dalam teknik pertarungan tangan kosong, terlepas dari keahlian mereka."
hint_tech_tanya_shield,"Perisai Suku Batak-Minang Kabau-Melayun
Para bangsawan dan prajurit Anda yang menggunakan perisai <b>dua kali</b> lebih terlindungi dari panah, terlepas dari keahlian mereka."
hint_tech_bow_mastery,"Penguasaan Busur
Para penguasa dan prajurit Anda <b>dua kali</b> lebih terampil dalam menggunakan busur, terlepas dari keahlian mereka."
hint_tech_mace_stun,"Gada Menakjubkan
Tuan dan prajurit Anda memiliki <b>3 kali</b> kesempatan untuk memukau dengan gada, terlepas dari keahlian mereka."
hint_tech_heavy_armor_wear,"Pemakaian Zirah
Penguasa dan prajurit Anda tidak menerima penalti karena mengenakan zirah berat dan ringan pada tingkat keahlian rendah."
hint_tech_polite_trade,"Pengetahuan
Menggandakan dampak pikiran positif selama perdagangan antar raja."
hint_tech_sin_mind_reducer,"Pengetahuan
Mengurangi setengah dari pikiran negatif akibat berbuat dosa."
hint_tech_common_good,"Pengetahuan
Waktu berpikir untuk teror berkurang setengahnya."
hint_tech_joy_of_education,"Pengetahuan
Para bangsawan yang berkunjung dengan senang hati akan mendidik para bangsawan Anda secara gratis."
hint_learn_no_teacher,"Tidak ada guru yang cocok tersedia
Level keahlian semua penguasa yang ada di kota tidak cukup tinggi untuk meningkatkan keahlian penguasa ini.

Coba cari guru di peta global."
hint_learn_low_skill,"Tingkat keterampilan rendah
Tingkat keterampilan karakter ini terlalu rendah untuk mengajarkan hal baru."
hint_no_paper,"Kertas tidak cukup
Anda memerlukan <hint=hint_resource_paper>{paper_number}</hint> untuk membuat buku."
hint_no_library,"Tidak ada perpustakaan
Bangunlah Perpustakaan untuk para penguasa agar mereka memiliki tempat untuk terlibat dalam kegiatan yang berhubungan dengan pengetahuan."
hint_no_actors,"Tidak ada penguasa
Saat ini, tidak ada penguasa yang tersedia untuk tugas ini."
hint_no_house_for_book,"Tidak ada perumahan yang tersedia
Bangunlah sebuah <hint=hint_bld_noble_house>Rumah</hint> agar tuan memiliki tempat untuk menimba ilmu."
hint_no_smart_enough,"Kurangnya kecerdasan
Keahlian <hint=hint_skill_knowledge>Kecerdasan</hint> penguasa terlalu rendah untuk menggunakan pengetahuan ini.

$ Untuk pengetahuan tingkat <b>abu-abu</b>, diperlukan keahlian minimal 3.
$ Untuk pengetahuan tingkat <b>hijau</b>, diperlukan keahlian minimal 9.
$ Untuk pengetahuan tingkat <b>ungu</b>, diperlukan keahlian minimal 13."
hint_no_dialect,"Tidak mengenal bahasa
Tuan tidak mengenal bahasa {dialect_name} dan tidak dapat bekerja dengan pengetahuan ini."
hint_cant_build_need_book,"Teknologi
Untuk membangun gedung ini, Anda perlu mendapatkan buku dari <hint=hint_holy_caravan>Kafilah Suci dan mempelajarinya di menu Pengetahuan."
hint_cant_build_read_book,"Teknologi
Untuk membangun gedung ini, salah satu penguasa Anda perlu mempelajari <hint=hint_idea>pengetahuan</hint> yang sesuai.

<b>Petunjuk:</b> Buku yang dibutuhkan sudah ada di perpustakaan Anda. Tugaskan seorang penguasa untuk mempelajarinya di menu Pengetahuan."
hint_cant_build_limit_reached,"Batas tercapai
Batas konstruksi gedung ini telah tercapai."
hint_cant_upgrade_building_need_knowledge,"Teknologi
Untuk meningkatkan bangunan ini, salah satu penguasa Anda harus meneliti <hint=hint_idea>pengetahuan yang sesuai.</hint>"
hint_building_prefer_slaves,"Tugaskan Narapidana
Tunjuk pekerja dari antara populasi <hint=hint_persons_slave>narapidana</hint>. Mereka bekerja 3 jam lebih lama daripada pekerja lainnya, yang menghasilkan peningkatan produktivitas yang signifikan.

[hint_priority_workers]"
hint_building_prefer_drugs,"Tugaskan Pecandu Nektar
Tunjuk pekerja dari antara populasi <hint=hint_addict>pecandu nektar</hint>.

Mereka bekerja lebih cepat daripada pekerja biasa (<b>+30%</b> productivity bonus).

[hint_priority_workers]"
hint_building_prefer_loyalist,"Tetapkan Loyalis
Tunjuk pekerja dari kalangan <hint=hint_loyalist>loyalis</hint>.

Mereka bekerja lebih tekun daripada pekerja biasa, memberikan bonus produktivitas <b>+30%</b>.

[hint_priority_workers]"
hint_building_prefer_culture_gwelts,"Tugaskan Suku Banjar-Dayak-Kutai
Tunjuk pekerja dari antara populasi <hint=hint_culture_gwelts>Suku Banjar-Dayak-Kutai</hint>.

Keahlian tradisional mereka memungkinkan mereka bekerja di bengkel senjata dan baju zirah 20% lebih efisien.

[hint_priority_workers]"
hint_building_prefer_culture_tanaya,"Tugaskan Suku Batak-Minang Kabau-Melayu
Tunjuk pekerja dari antara populasi <hint=hint_culture_Tanaya>Suku Batak-Minang Kabau-Melayu</hint>.

Keahlian tradisional mereka memungkinkan mereka bekerja dengan kertas 20% lebih efisien.

[hint_priority_workers]"
hint_building_prefer_culture_makha,"Tugaskan Suku Bugis-Makasar-Toraja
Tunjuk pekerja dari antara penduduk <hint=hint_culture_Makha>Suku Bugis-Makasar-Toraja</hint>.

Keahlian tradisional mereka memungkinkan mereka meracik ramuan dan membuat peralatan 20% lebih efisien.

[hint_priority_workers]"
hint_building_prefer_culture_voruns,"Tetapkan Suku Jawa-Sunda-Betawi
Tunjuk pekerja dari populasi <hint=hint_culture_voruns>Suku Jawa-Sunda-Betawi</hint>.

Keterampilan tradisional mereka memungkinkan mereka bekerja di bidang pertanian 20% lebih efisien.

[hint_priority_workers]"
hint_building_every_day_inspection,"Inspeksi harian
Tuan akan melakukan inspeksi setiap hari."
hint_building_any_lord,"Setiap bangsawan
Jika pemeriksaan telah berakhir (but the lord is still appointed), pemeriksaan akan dilakukan terlebih dahulu oleh panitera dari Kanselir, dan kemudian, jika memungkinkan, oleh bangsawan lain dengan jumlah pemeriksaan paling sedikit."
hint_cant_build_no_castle,"Tidak ada Aula Tuan
Untuk membangun bangunan lain, Anda perlu membangun Aula untuk tuan Anda terlebih dahulu."
hint_clerk_button,"Administrasi
Petugas dari <hint=hint_bld_chancellery>Kanselir</hint> akan membagikan instruksi kepada para pekerja.

{bonus_info}

Kanselir melayani produksi: {number} / {limit}"
hint_clerk_button_unavailable,"Tidak tersedia
Semua pegawai sibuk atau kantor kanselir sedang tidak bekerja."
hint_chancellery_any,"Kanselir mana pun
Gedung ini akan dapat memeriksa <hint=hint_bld_chancellery>Kanselir</hint> mana pun pada kesempatan pertama."
hint_action_task_unavailable_no_executors,"Tindakan tidak tersedia
Tidak ada aktor yang tersedia untuk tindakan ini."
hint_army_returned_from_global_map,"Pasukan telah kembali
Loot:
{loot}"
hint_hired_bandits_returned_from_global_map,"Barang rampasan
<center>Dari {faction_uuid}</center>
{loot}"
hint_faction_relations_deadly_enemy,"Permusuhan Mematikan
Hubungan yang <red>-50</red> ke bawah.

Selain tindakan permusuhan lainnya, ini berarti kemungkinan <hint=hint_agression>serangan mendadak</hint>."
hint_faction_relations_enemy,"Permusuhan
Hubungan yang berkisar antara <red>-25</red> hingga <red>-50</red>

Menandakan potensi aksi militer bersenjata terhadap desa dan kota masing-masing, upaya penaklukan melalui perbudakan, pemerasan, pembunuhan, dan penculikan.

Karena status permusuhan, tindakan permusuhan ini tidak akan dikecam oleh tetangga lain atau Matriark."
hint_faction_relations_opponent,"Permusuhan
Hubungan yang berkisar antara <red>-15</red> hingga <red>-25</red>.

Tetangga yang bermusuhan mulai merencanakan intrik terhadap Anda. Mereka dapat menyuap tuan tanah Anda, menyewa <hint=hint_persons_cuthroat>pembunuh bayaran</hint> Anda untuk perampokan atau penculikan, dan banyak lagi. Tuntutan agresif juga dimungkinkan, tetapi belum ada aksi tempur, karena ini belum perang."
hint_faction_relations_neutral,"Netral
Hubungan tipikal antartetangga. Beberapa tindakan tersedia, sementara yang lain tidak."
hint_faction_relations_buddy,"Simpati
Tidak sepenuhnya persahabatan, tetapi beberapa tindakan seperti kontrak dagang, lamaran pernikahan, dan undangan aliansi secara bertahap menjadi tersedia."
hint_faction_relations_friend,"Persahabatan
Hubungan yang berkisar dari <green>25</green> ke atas. Persahabatan membuka kemungkinan interaksi tambahan, seperti kemampuan untuk mengundang para bangsawan berkunjung."
hint_battle_squad_order_no_orders,"Tidak Ada Perintah
Saat ini, skuad tidak memiliki perintah apa pun."
hint_battle_squad_order_moving,"Pergerakan
Pasukan bergerak menuju lokasi yang ditentukan."
hint_battle_squad_order_attack,"Serang Target
Pasukan akan mengejar target dan terlibat dalam pertempuran saat target semakin dekat."
hint_battle_squad_order_ambush_prepare,"Persiapan Serangan
Pasukan sedang bersiap untuk menyerang kota."
hint_battle_squad_order_breakdown,"Penghancuran Gedung
Pasukan akan membobol gedung dan menghancurkannya."
hint_battle_squad_order_burning,"Pembakaran Gedung
Tim akan menerobos masuk ke dalam gedung dan membakarnya. Perhatian: Api dapat menyebar ke gedung-gedung di sekitarnya!"
hint_battle_squad_order_robbery,"Perampokan Gedung
Pasukan akan merampok gudang gedung. Barang berharga yang dirampas dapat diambil kembali oleh musuh setelah membunuh atau menangkap prajurit pasukan."
hint_battle_squad_order_in_battle,"Pertempuran
Pasukan terlibat dalam pertempuran dengan musuh. Kendali langsung atas pasukan hilang hingga pertempuran berakhir."
hint_books_in_inventory,"Buku dalam inventaris
{books}"
hint_king_role_strong_supporter,"Pendukung Kekuasaan
$ Menghormati mereka yang pasukannya lebih dari dua kali lipat pasukannya sendiri.
$ Meremehkan mereka yang pasukannya kurang dari setengah pasukannya sendiri."
hint_king_role_trader,"Materialis
$ Memiliki sikap yang baik terhadap tetangga yang memiliki Cincin Suci dua kali lebih banyak darinya.
$ Memiliki sikap yang buruk terhadap tetangga yang memiliki Cincin Suci kurang dari setengahnya."
hint_king_role_religious,"Religius
$ Menghormati raja yang fanatik.
$ Tidak menyukai raja yang agnostik."
hint_king_role_order_supporter,"Pembela Ketertiban
$ Tidak menyukai raja yang menoleransi kamp bandit hutan di provinsi mereka dan orang-orang yang berinteraksi dengan mereka.
$ Menghargai mereka yang menghancurkan kamp bandit."
hint_king_role_suggestable,"Mudah terpengaruh
$ Memiliki rasa benci dua kali lebih besar terhadap musuh-musuh teman-temannya dibandingkan dengan raja-raja lainnya."
hint_king_role_liberator,"Pembebas
$ Tidak menyukai raja yang populasinya terdiri dari 50% atau lebih tahanan.
$ Menghargai mereka yang tidak memiliki tahanan sama sekali."
hint_king_role_lick,"Egaliter
$ Membenci penguasa dan bersimpati dengan pengikut."
hint_king_role_scientist,"Cendekiawan
$ Menghormati raja yang kecerdasannya melampaui dirinya."
hint_knowledge_how_to_unlock,"Terkunci
{optional_description}
{optional_culture}

{optional_lock_condition}"
hint_social_relation_filter,"Saring
<bcenter>{filter}</bcenter>"
hint_building_production_average,"Produksi Rata-Rata
Menunjukkan berapa banyak yang akan dihasilkan oleh satu pekerja, dengan asumsi bahwa kepala pengelola memiliki keahlian <hint=hint_skill_management>Manajemen</hint> 10, dan jarak ke tempat kerja dan <hint=hint_bld_store>Gudang</hint> sedemikian rupa sehingga perjalanan memakan waktu sekitar satu jam (thus making the net working time approximately 7 hours).

Untuk <hint=hint_bld_woodcutter>Penggilingan Kayu</hint> dan <hint=hint_bld_forester>Ahli Herbal</hint>, perlu juga mempertimbangkan jarak ke area penebangan dan pemanenan, yang berubah seiring dengan pengumpulan sumber daya.

Perhitungan ini juga tidak memperhitungkan bonus dari <hint=hint_persons_slave>narapidana</hint>, <hint=hint_addict>pecandu nektar</hint>, dan <hint=hint_loyalist>loyalis</hint>."
hint_building_construction_average_production_inline,"~
Satu pekerja <hint=hint_building_production_average>dapat</hint> menghasilkan:
$ {average_production_resource}"
hint_building_construction_average_production_inline_farm,"~
Tiga pekerja <hint=hint_building_production_average> dapat </hint> memproduksi:
$ {average_production_resource}"
hint_scenario_no_scenario,"Skenario dasar
Rumah bangsawan baru Anda saat ini biasa-biasa saja. Tapi siapa yang tahu skenario apa yang menantinya di masa depan?"
hint_scenario_nectar_slaves,"Anak-anak Nektar
Keluarga bangsawanmu telah menjadi korban nektar. Semua bangsawan dan 20 petanimu bergantung pada nektar. Bisakah kau mengumpulkan tekad mereka dan mengubah kecanduan ini menjadi keuntunganmu?

Dan ya, ada beberapa manfaat memulai kebiasaan buruk ini - perpustakaanmu berisi buku-buku tentang Alkimia dan produksi Nektar."
hint_scenario_path_of_sword,"Jalan Pedang
Keluarga bangsawanmu diperintah oleh seorang bajingan buangan yang, demi bertahan hidup, telah belajar membela diri dan dengan demikian telah mengumpulkan pasukan yang layak.

Sejumlah senjata juga tersedia, tetapi sayangnya, makanan telah habis pada kampanye terakhir, dan kayu serta sumber daya lainnya hilang.

<b>Ini merupakan tantangan tambahan bagi pemain berpengalaman.</b>"
hint_scenario_deserters,"Desertir
Anda memulai permainan dengan kamp bandit desertir yang besar dan tangguh yang muncul selama perang besar terakhir.

<b>Ini merupakan tantangan tambahan bagi pemain berpengalaman.</b>"
hint_scenario_juice_of_life,"Jus Kehidupan
Semua penguasa awal Anda menderita hemofilia - pendarahan mereka tidak dapat dihentikan, jadi cedera apa pun bisa berakibat fatal.

Bisakah Anda bertahan hidup dengan kondisi seperti itu, mengingat darah tertumpah hampir setiap hari di dunia Norland?

<b>Ini merupakan tantangan tambahan bagi pemain berpengalaman.</b>"
hint_scenario_to_the_touch,"Dengan Sentuhan
Tak seorang pun menganggap serius keluarga bangsawanmu karena semua bangsawanmu telah <hint=hint_blindness>buta</hint> sejak lahir.

Tunjukkan keterampilan manajemen dan kelicikan yang luar biasa agar semua tetanggamu melihat kehebatan sejati.

<b>Ini merupakan tantangan tambahan bagi pemain berpengalaman.</b>"
hint_scenario_path_of_hammer,"Jalan Palu
Para bangsawanmu adalah pengrajin ternama, tetapi pedagang yang miskin.

Kalian mulai dengan buku-buku tentang pandai besi dan senjata, tetapi uang kalian jauh lebih sedikit."
hint_scenario_captured_wife,"Sandera
Seorang anggota keluarga bangsawan Anda telah ditangkap oleh bandit dalam penyerbuan baru-baru ini di pemukiman Anda yang masih muda.

Bebaskan mereka sesegera mungkin!"
hint_scenario_slave_owner,"Pemilik Penjara
Keluarga Anda secara tradisional bergantung pada buruh penjara sebagai fondasi ekonominya.

Anda memulai dengan narapidana, bukan petani."
hint_mutator_wave_fanatism,"Gelombang Fanatisme
Kultus Bunda Sophia telah mencapai puncaknya. Dunia telah tergila-gila dengan fanatisme.

Semua migran yang datang ke wilayahmu adalah fanatik."
hint_mutator_after_war,"Pasca Perang
Perang yang berkepanjangan memiliki banyak konsekuensi. Salah satunya adalah meningkatnya keterampilan tempur dan perlengkapan para bandit hutan, karena banyak dari mereka dulunya adalah pejuang."
hint_mutator_decline_of_trade,"Penurunan Perdagangan
Krisis selalu berdampak pertama pada perdagangan. Epidemi baru-baru ini telah menurunkan tingkat perdagangan, dan belum jelas kapan akan pulih. Sebaiknya Anda mengandalkan diri sendiri.

Kafilah Suci hanya akan tiba dengan peluang 25%, tetapi akan muncul setidaknya sekali setiap 5 hari."
hint_mutator_power_of_crowd,"Kekuatan dalam Jumlah
Para petani dan tahanan telah memutuskan bahwa tak seorang pun akan melindungi mereka lebih baik daripada diri mereka sendiri.

Akibatnya, semua migran dan tahanan memulai dengan keterampilan tempur 5-10."
hint_mutator_fast_metabolism,"Metabolisme Cepat
Kehidupan karakter berkembang dua kali lebih cepat: satu hari dalam game setara dengan satu tahun kehidupan (by default, one year of life corresponds to two in-game days).

Ini juga mempercepat perolehan pengalaman dan beberapa aspek lainnya."
hint_crisis_horde,"Gerombolan Jahat
Tak lama setelah permainan dimulai, <b>Gerombolan Jahat</b> akan muncul di peta - lawan tangguh yang akan membakar habis semua kota yang dilewatinya.

Kamu tidak bisa bernegosiasi dengan Gerombolan Jahat; kamu bisa mengalahkannya, atau mencoba <b>bertahan hidup selama {duration_days} hari</b>, setelah itu mereka akan menghilang dengan sendirinya.

Satukan tetanggamu di bawah kekuasaanmu atau perkuat mereka melalui aliansi perdagangan dan pertahanan - atau berdoalah agar kamu tidak menjadi target Gerombolan Jahat.

<b>Petunjuk:</b> Saat memilih provinsi awal, ingatlah bahwa <b>Gerombolan Jahat muncul di hutan di barat laut</b>, jadi semakin dekat kamu dengan wilayah tersebut, semakin besar bahaya yang akan kamu hadapi."
hint_crisis_no_crisis,"Tidak ada krisis
Mainkan permainan gratis di mana krisis tidak terjadi."
hint_ambition_conquer,"Ambisi
<b>Penakluk</b>
Penguasa Anda telah mengumumkan bahwa selama masa pemerintahannya, <hint=hint_tutorial_states>negara</hint> akan diperluas dengan <b>{vas_num} provinsi bawahan atau sekutu.</b>.

Progres saat ini: <b>{progress}%</b>"
hint_ambition_gain_population,"Ambisi
<b>Subur.</b>
Penguasa Anda telah menyatakan bahwa di bawah pemerintahan mereka, populasi provinsi Anda akan mencapai <b>{pop_num} jiwa.</b>

Progres saat ini: <b>{progress}%</b>"
hint_ambition_produce_goods,"Ambisi
<b>Ekonomi</b>
Raja Anda telah menyatakan bahwa selama masa pemerintahannya, produksi barang harian akan mencapai nilai <b><hint=hint_resource_gold>{prod_num}</hint> per hari</b>.

Progres saat ini: <hint=hint_resource_gold>{current_gold}</hint><b> <b>({progress}%)</b>)"
hint_dark_order_action_stolen_books_list,"Buku curian:
{list}"
hint_culture_gwelts,"Suku Banjar-Dayak-Kutai
Sebagai mantan bangsa barbar yang tinggal di perbatasan <hint=hint_crimson_empire>Kekaisaran Crimson</hint>, yang menggunakan mereka untuk menjaga perbatasannya, Suku Banjar-Dayak-Kutai menjunjung tinggi kehormatan dan keberanian militer di atas segalanya. Lagu-lagu mereka mengagungkan keberanian dan kepahlawanan, sementara budaya material mereka sangat keras dan asketis.

Nilai: <hint=hint_Kaiden_views>Kekuatan</hint>
Xenofobia: <hint=hint_Kaiden_xenophobia>Suku Jawa-Sunda-Betawi</hint>
Pengetahuan: <hint=hint_Kaiden_knowledge>Militer</hint>"
hint_culture_tanaya,"Suku Batak-Minang Kabau-Melayu
Dulunya merupakan budaya yang agung dan merupakan pendiri awal <hint=hint_crimson_empire>Kekaisaran Merah</hint>, budaya Suku Batak-Minang Kabau-Melayu akhirnya menjadi terlalu terikat pada dogma agama, yang menjadi salah satu alasan kejatuhan mereka. Meskipun demikian, mereka masih mempertahankan banyak aspek budaya kekaisaran lama, mulai dari birokrasi yang efisien hingga ikatan khusus dengan <hint=hint_sofia_cult>Keluarga Tercinta</hint>, yang mendukung mereka dalam konflik dengan tetangga.

Nilai: <hint=hint_Tanaya_views>Intrik</hint>.
Xenofobia: <hint=hint_Tanaya_xenophobia>Suku Bugis-Makasar-Toraja</hint>.
Pengetahuan: <hint=hint_Tanaya_knowledge>Birokrasi, Demagogi, dan Agama</hint>."
hint_culture_makha,"Suku Bugis-Makasar-Toraja
Masyarakat beradab tertua di Norland, yang menciptakan kota-kota pertama, filosofi, dan hubungan perdagangan antar-kerajaan, Suku Bugis-Makasar-Toraja telah lama dibayangi oleh Suku Batak-Minang Kabau-Melayu yang lebih giat, dan selama ratusan tahun mengalami penurunan demografis. Sebagai filsuf dan skeptis, Suku Bugis-Makasar-Toraja praktis dan lebih mengutamakan uang dan kenyamanan duniawi di atas semua nilai lainnya. <hint=hint_sofia_cult>Keluarga Tercinta</hint> memandang Suku Bugis-Makasar-Toraja dengan curiga, percaya bahwa benih ajaran sesat masih hidup dalam budaya yang condong ke agnostik ini.

Nilai: <hint=hint_Makha_views>Perdagangan</hint>
Xenofobia: <hint=hint_Makha_xenophobia>Suku Batak-Minang Kabau-Melayu</hint>
Pengetahuan: <hint=hint_Makha_knowledge>Buku Teks dan Ramuan</hint>"
hint_culture_voruns,"Suku Jawa-Sunda-Betawi
Penduduk asli dataran tengah Norland, Suku Jawa-Sunda-Betawi, terdesak ke arah timur oleh perluasan kekaisaran. Keterasingan dan permusuhan sosial yang ketat terhadap orang-orang yang bukan bagian dari budaya mereka membuat mereka tidak berasimilasi ke dalam kekaisaran seperti penduduk asli lainnya. Memiliki pengetahuan kuno tentang alam Norland, Suku Jawa-Sunda-Betawi mencari jalan unik mereka yang selaras dengan alam dan tetangga mereka.

Nilai: <hint=hint_Varns_views>Kedamaian</hint>
Xenofobia: <hint=hint_Varns_xenophobia>Suku Banjar-Dayak-Kutai</hint>
Pengetahuan: <hint=hint_Varns_knowledge>Alam</hint>"
hint_nt_terror_culture,"Teror Budaya
Para algojo mulai menyeret ke <hint=hint_bld_scafod>Perancah</hint> dan menghukum anggota budaya yang telah Anda pilih.

$ Ini akan menghalangi para migran dari budaya tersebut dari provinsi Anda selama beberapa hari.
$ Timbulkan teror di antara anggota yang tersisa.
$ Membawa kegembiraan bagi budaya yang membenci mereka (misalnya seluruh Suku Banjar-Dayak-Kutai akan senang dengan teror terhadap Suku Jawa-Sunda-Betawi)."
hint_nt_culture_rage,"Pembantaian
Ketika petani dari suatu budaya tertentu <hint=hint_nt_unhappy>tidak bahagia</hint>, ada kemungkinan setiap hari mereka akan melakukan pembantaian terhadap anggota budaya yang biasa mereka salahkan atas dosa-dosa mereka.

Ada berbagai cara untuk memperbaiki suasana hati anggota suatu budaya, seperti melakukan tindakan yang mereka setujui, atau <hint=hint_nt_terror_culture>teror budaya</hint> (the one they hate)."
