Key,Deutsch
hint_holy_caravan,"Heilige Karawane
Ein Ableger der Kirche, der sich mit dem Handel zwischen Städten befasst und als primäre Quelle von <hint=hint_resource_gold>Gold</hint> und <hint=hint_resource_rune>Heiligen Ringen</hint> dient. Zusätzlich zu Standardressourcen handelt die Karawane auch mit <hint=hint_book>Büchern</hint> und <hint=hint_persons_slave>Gefangenen</hint>.

<img=hint_holy_caravan></img>

Sie wird von der <hint=hint_inqusitors>Inquisition</hint> geschützt und verwaltet.

Typischerweise kommt sie alle 2-3 Tage in Siedlungen vorbei.

<b>Tipp:</b> Vergiss nicht, Bücher vom Karawanenhändler zu kaufen (Lesezeichen-Symbol im Handelsmenü)!"
hint_sin,"Sünde
Manche Aktionen, etwa <hint=hint_speech_insult>Beleidigungen</hint> einer anderen Person, Untreue gegenüber dem Partner oder Prügeleien mit anderen gelten als sündhaft.

<img=hint_sin></img>

Eine Sünde ist ein andauernder und starker negativer Gedanke, von dem eine Person durch eine <hint=hint_confession>Beichte</hint> beim <hint=hint_bishop>Bischof</hint> freigesprochen werden kann.

Sünden werden auch in der „Status“-Sektion im Hauptreiter des Personenmenüs dargestellt."
hint_confession,"Beichte
Entfernt Sünden. Bauern können im <hint=hint_bld_temple>Tempel</hint> bei einem Priester die Beichte ablegen, Lords müssen allerdings direkt bei einem <hint=hint_bishop>Bischof</hint> beichten.

Die Beichte entfernt <hint=hint_sin>Sünden</hint>, die Person muss der Kirche jedoch zusätzlich ein Opfer in Form von <hint=hint_resource_gold>Gold</hint> oder <hint=hint_resource_rune>Heiligen Ringen</hint> darbringen."
hint_sofia_reveal,"Offenbarungen der Sophia
Ein Buch der Offenbarungen, verfasst in einer mysteriösen und symbolstarken Sprache, erzählt aus der Perspektive von Mutter Sophia selbst.

Das Buch lässt jede Menge Spielraum für Interpretationen und enthält folgende Symbole als Schlüsselelemente: Feuer, Schlüssel und Dualismus."
hint_sofia_truth,"Zeugnis der Wahrheit
Das heilige Buch der Kirche der Mutter Sophia. Enthält Eschatologie und einen grundlegenden Kanon, der sich an eine große Bandbreite von Gläubigen richtet.

Das Buch behandelt Fragen über die Schöpfungsgeschichte und eine Prognose zum Weltuntergang, dazu Gebote für die Untertanen des Glaubens.

Zu den Geboten zählt auch ein Verbot auf die Errichtung von Steinbauwerken über Kniehöhe und absoluter Gehorsam.

Darüber hinaus interpretiert das Buch das Wort von Sophias Offenbarung zur Rechtfertigung des heiligen Krieges gegen alle Ketzer, was gewissermaßen für die Schaffung des kirchlichen <hint=hint_persons_fanatic>Fanatismus</hint> und die Gründung der <hint=hint_inqusitors>Inquisition</hint> auslösend war.

Das Buch wurde von <hint=hint_ieremia>Matriarchin Jadwiga</hint> in der zweiten Hälfte des 27. Jahrhunderts verfasst, kurz nach dem Ende des <hint=hint_fire_war>Krieges der Heiligen Flamme</hint>, und diente als strenge Antwort auf den Radikalismus der <hint=hint_cainism>Cainisten</hint>."
hint_sofia_hidden,"Arkanes Wissen
Ein verbotenes Buch der Kirche, das nur den höchsten Priestern der Mutter Sophia, den <hint=hint_persons_mitraya>Mitraya</hint> zugänglich ist.

Gerüchtehalber handelt es sich um ein praxisbezogenes Buch, das über reichlich Wissen in den Disziplinen Mathematik, Ingenieurswesen, Astronomie und Chemie enthält.

Dank des im Buch enthaltenen Wissens kann die Heilige Synode Gold abbauen und Bau- und Wartungsarbeiten am <hint=hint_faith_stone>Stein des Glaubens</hint> vornehmen. Außerdem können sie das Datum der nächsten <hint=hint_sofia_great_purification>Großen Säuberung</hint> voraussehen."
hint_sofia_great_purification,"Die Große Säuberung
Es wird gepredigt, dass die Menschen trotz der großen Gnade der Mutter Sophia und der Fürsorge der Liebenden Familie mit der Zeit öfter gegen die Gebote verstoßen und sich Sünde und Ketzerei hingeben. Im Namen ihrer Liebe zur Menschheit erschafft Mutter Sophia daher wilde Barbarenstämme, deren Zweck es ist, die Städte dieser vom Glauben abgefallenen Kreaturen zu zerstören.

Nur die Rechtschaffenen überleben und werden von der Liebenden Familie gerettet, die sie in den <hint=hint_faith_stone>Stein des Glaubens</hint> einlädt, wo sie mehrere Jahrhunderte des Dunklen Zeitalters überstehen können.

Danach öffnen sich die Tore und der Große Zyklus beginnt mit dem Aufbau eines neuen Purpurnen Reichs von vorne."
hnt_great_cycle,"Der Große Zyklus
Eine Epoche zwischen zwei Großen Säuberungen, in der die Lords von Adelsgeschlechtern Häuser und Städte bauen, Handel und Wissen entwickeln und sich in menschlichen Konflikten gegeneinander beweisen müssen.

Jeder Zyklus dauert Hunderte Jahre an und ist in mehrere Abschnitte aufgeteilt. Nur die Heilige Synode weiß, wann er endet.

Laut der offiziellen Chronologie sind bereits mehrere tausend Große Zyklen vergangen."
hint_faith_stone,"Der Stein des Glaubens
Eine riesige, uneinnehmbare Steinfestung auf einem Berg, umgeben von Wasser. Hier sitzt die Matriarchin als Oberhaupt der <hint=hint_sofia_cult>Kirche der Mutter Sophia</hint> auf ihrem Purpurnen Thron.

Einst war die Festung die Zitadelle des <hint=hint_crimson_empire>Purpurnen Reichs</hint>, während des <hint=hint_fire_war>Krieges der Heiligen Flamme</hint> ging sie schließlich in den Besitz der <hint=hint_synode>Liebenden Familie</hint> über.

Im Inneren des Steins des Glaubens gibt es Unterkünfte, in denen ausgewählte Adelsgeschlechter die <hint=hint_sofia_great_purification>Große Säuberung</hint> überdauern können."
hint_book,"Buch
Ein Objekt, das <hint=hint_idea>Wissen</hint> enthält.

Lords können Bücher im <hint=hint_knowledge_menu>Wissensmenü</hint> studieren, kopieren oder selbst verfassen.

<b>Tipp:</b> Bücher können von der <hint=hint_holy_caravan>Heiligen Karawane</hint> gekauft werden."
hint_pray,"Beten
$ Erfüllt das Herz der gläubigen Person mit Hoffnung und erhöht ihre <hint=hint_mood>Laune</hint>."
hint_morning_pray,"Morgengottesdienst
Ein verpflichtendes <hint=hint_pray>Gruppengebet</hint>, das jeden Tag um 07:00 Uhr morgens im <hint=hint_bld_temple>Tempel</hint> stattfindet. Es deckt das Bedürfnis nach <hint=hint_need_piety>Frömmigkeit</hint> und bietet einen positiven <hint=hint_thought>Gedanken</hint> für den gesamten Tag.

Alle Bewohner der Stadt nehmen am Ritual teil, wenn es in den verfügbaren Tempel genügend Platz gibt.

Zusätzlich erlaubt es die Organisation von Arbeitsschichten, da Arbeiter unmittelbar nach dem Morgengottesdienst mit der Erledigung ihrer täglichen Aufgaben beginnen."
hint_idea,"Wissen
Ermöglicht den Bau neuer bzw. die Reparatur älterer Gebäude, die Produktion komplexer Ressourcen und mehr.

<img=hint_idea></img>

$ Wissen wird im <hint=hint_knowledge_menu>Wissensmenü</hint> angezeigt.
$ Es kann im Kopf eines Lords oder einem <hint=hint_book>Buch</hint> gespeichert werden.
$ Wissen kann aus einem Buch oder durch eine wissenschaftliche <hint=hint_insight>Erkenntnis</hint> erlangt werden.
$ Ein Lord, der über Wissen verfügt, kann dieses in einem Buch <hint=hint_book_write>aufschreiben</hint>.
$ Wissen kann verschiedene Ausmaße von Komplexität annehmen und je höher die <hint=hint_skill_knowledge>Intelligenz</hint> von Lords ist, desto schneller kann es von ihnen erlernt werden.
$ Bücher können bei der <hint=hint_holy_caravan>Heiligen Karawane</hint> gekauft werden."
hint_canon,"Kanon
Eine Reihe von <hint=hint_dogma>Dogmen</hint>, die eine lokale Version der <hint=hint_sofia_cult>Kirche der Mutter Sophia</hint> bestimmen.

Der Kanon kann aus insgesamt sieben Dogmen bestehen."
hint_insight,"Erkenntnis
Das plötzliche Auftreten neuen <hint=hint_idea>Wissens</hint> im Kopf des Lords.

Dies geschieht mitunter beim <hint=hint_inspection>Erteilen von Anweisungen</hint> in einem Produktionsgebäude, falls die Person <hint=hint_happy>zufrieden</hint> ist oder infolge eines starken <hint=hint_tantrum>Nervenzusammenbruchs</hint>.

Die Wahrscheinlichkeit für das Auftreten einer Erkenntnis hängt von der <hint=hint_skill_knowledge>Intelligenz</hint> des Lords ab."
hint_food,"Nahrung
Alle Personen müssen pro Tag mindestens eine Einheit Nahrung verzehren, da sie ansonsten <hint=hint_starvation>hungern</hint>.

$ Bauern und Krieger kaufen Nahrung auf dem <hint=hint_bld_market>Markt</hint>, während Lords und Gefangene diese aus dem Lagerhaus zugestellt erhalten.
$ Es gibt drei Arten von Nahrung, die allesamt die <hint=hint_mood>Laune</hint> von Personen auf unterschiedliche Art und Weise beeinflussen: nicht besonders schmackhafte <hint=hint_resource_rutabaga>Steckrübe</hint>, gewöhnliches <hint=hint_resource_food>Mehl</hint> und schmackhaftes <hint=hint_resource_meat>Fleisch</hint>.
$Personen ziehen es stets vor, Fleisch zu kaufen und zu verzehren, während die Steckrübe die letzte Wahl darstellt.
$Du kannst den Verkauf von Nahrung im <hint=hint_finance_menu>Finanzmenü</hint> regulieren."
hint_alcohol,"Alkohol
Eine schnelle Möglichkeit, die <hint=hint_mood>Laune</hint> von Personen zu verbessern.

Bauern und Krieger kaufen Alkohol in der <hint=hint_bld_tavern>Taverne</hint>, während Lords und Gefangene diesen aus dem Lagerhaus abholen.

Es gibt drei Arten von Alkohol, wobei sich deren Ausmaß an positiven Effekten unterscheidet: 
$ <hint=hint_resource_moonshine>Schnaps</hint> aus Steckrüben, 
$ neutrales <hint=hint_resource_beer>Bier</hint>,
$ aromatisches, leckeres <hint=hint_resource_ale>Ale</hint>.

Personen ziehen es stets vor, Ale zu konsumieren, während Schnaps die letzte Wahl darstellt.

Effekte halten {alcohol_duration} Stunden an:
$ Starker positiver <hint=hint_thought>Gedanke</hint>
$ Erhöhtes <hint=hint_interest>Interesse</hint> an anderen Personen

Kann <hint=hint_th_hangover>Kater</hint> oder Alkoholsucht verursachen.

Du kannst den Verkauf von Alkohol im <hint=hint_finance_menu>Finanzmenü</hint> verwalten."
hint_resource_moonshine,"Schnaps
<hint=hint_alcohol>Alkohol</hint>. Sorgt für einen positiven Gedanken <green>+{thought}</green>, der mehrere Stunden lang anhält und die durchschnittliche <hint=hint_mood>Laune</hint> am Tag beeinflusst.

Wird außerdem für die Herstellung von <hint=hint_resource_nectar>Nektar</hint> benutzt.

<b>Produktion</b> 
$ Wird in einer <hint=hint_bld_brewery>Brauerei</hint> produziert.
$ Für die Produktion ist <hint=hint_resource_rutabaga>1</hint> erforderlich. 
$ Wird in einer <hint=hint_bld_tavern>Taverne</hint> verkauft."
hint_resource_beer,"Bier
<hint=hint_alcohol>Alkohol</hint>. Sorgt für einen positiven Gedanken <green>+{thought}</green>, der mehrere Stunden lang anhält und die durchschnittliche <hint=hint_mood>Laune</hint> am Tag beeinflusst.

<b>Produktion</b> 
$ Wird in einer <hint=hint_bld_brewery>Brauerei</hint> produziert.
$ Für die Produktion sind <hint=hint_resource_rye>0,5</hint> und <hint=hint_resource_hop>0,5</hint> erforderlich. 
$ Wird in einer <hint=hint_bld_tavern>Taverne</hint> verkauft."
hint_resource,"Ressourcen
Alle im Lagerhaus gelagerten Ressourcen."
hint_resource_ale,"Leckeres Ale
<hint=hint_alcohol>Alkohol</hint>. Sorgt für einen positiven Gedanken <green>+{thought}</green>, der mehrere Stunden lang anhält und die durchschnittliche <hint=hint_mood>Laune</hint> am Tag beeinflusst.

<b>Produktion</b> 
$ Wird in einer <hint=hint_bld_brewery>Brauerei</hint> produziert.
$ Für die Produktion sind <hint=hint_resource_herb>0,5</hint> und <hint=hint_resource_hop>0,5</hint> erforderlich.
$ Wird in einer <hint=hint_bld_tavern>Taverne</hint> verkauft."
hint_resource_rune,"Heilige Ringe
Ein Luxus, der das Erscheinungsbild eines Lords aufwertet und das <hint=hint_interest>Interesse</hint> an ihm steigert.

<b>Charakteristiken</b>
$ Heilige Ringe können nicht produziert, sondern nur bei <hint=hint_holy_caravan>Heiligen Karawanen</hint> gekauft werden."
hint_resource_gold,"Gold
Die Währung von Norland und ein universell akzeptiertes Tauschgut.

<b>Charakteristiken</b> 
$ Ein Mangel kann einen negativen <hint=hint_thought>Gedanken</hint> nach sich ziehen, während Überfluss für positive Gedanken sorgen kann.
$ Erhebliche Unterschiede an Ringen können <hint=hint_thought_social>Neid</hint> verursachen.
$ Nur die <hint=hint_synode>Liebende Familie</hint> hat das Recht, Münzen zu prägen, der Verkauf von Waren an die <hint=hint_holy_caravan>Heilige Karawane</hint> ist also die primäre Methode, sie zu erlangen."
hint_resource_wood,"Holz
Eine Grundressource. Wird für den Bau, in der Landwirtschaft und in der Produktion von anderen Ressourcen benutzt. 

<b>Charakteristiken</b> 
$ Großflächige Abholzung auf der Karte kann zu einer Reduktion der <hint=hint_tutorial_fertility>Bodenfruchtbarkeit</hint> führen. 

<b>Produktion</b> 
$ Wird im Wald von Arbeitern des <hint=hint_bld_woodcutter>Holzfällerlagers</hint> gesammelt."
hint_resource_coal,"Kohle
Ein Zwischenprodukt, das für die Herstellung anderer Ressourcen benötigt wird, etwa von <hint=hint_resource_instruments>Werkzeugen</hint>.

<b>Produktion</b> 
$ Wird im <hint=hint_bld_coal_furnace>Kohleofen</hint> produziert. 
$ Für die Produktion wird <hint=hint_resource_wood>1</hint> benötigt."
hint_resource_iron,"Eisen
Eine Grundressource. Wird hauptsächlich für die Produktion anderer Ressourcen, etwa <hint=hint_resource_instruments>Werkzeugen</hint>, und für die Aufwertung von Gebäuden benutzt. 

<b>Charakteristiken</b> 
$ Eisenreserven <hint=hint_tutorial_iron_depleted>werden mit der Zeit erschöpft</hint>. 

<b>Produktion</b> 
$ Wird in <hint=hint_bld_mine>Minen</hint> abgebaut."
hint_resource_steel,"Stahl
Ein Zwischenprodukt, das für die Herstellung anderer Ressourcen benötigt wird, etwa von fortschrittlichen Waffen.

<b>Produktion</b>
$ Wird in einem <hint=hint_bld_steel_furnace>Kohleofen</hint> produziert.
$ Für die Produktion werden <hint=hint_resource_iron>1</hint> und <hint=hint_resource_coal>1</hint> benötigt."
hint_resource_food,"Mehl
Eine Art der <hint=hint_food>Nahrung</hint>. Befriedigt das <hint=hint_need_food>Bedürfnis nach Nahrung</hint>.

<b>Produktion</b>
$ Wird in einer <hint=hint_bld_mill>Mühle</hint> produziert.
$ Für die Produktion ist <hint=hint_resource_rye>1</hint> erforderlich.
$ Wird auf dem <hint=hint_bld_market>Markt</hint> verkauft."
hint_resource_rye,"Roggen
Eine Grundressource. Wird für die Produktion von <hint=hint_resource_food>Mehl</hint> und <hint=hint_resource_beer>Bier</hint> benutzt. 

<b>Produktion:</b> 
$ Wird auf einem <hint=hint_bld_farm>Roggenfeld</hint> angebaut."
hint_resource_hop,"Hopfen
Eine Grundressource. Wird für die Produktion von <hint=hint_resource_beer>Bier</hint> und leckerem <hint=hint_resource_ale>Ale</hint> benutzt.

<b>Produktion:</b>
$ Wird auf einem <hint=hint_bld_hop>Hopfenfeld</hint> angebaut."
hint_resource_rutabaga,"Steckrübe
Grundressource und eine Art der <hint=hint_food>Nahrung</hint>. Wird für die Produktion von <hint=hint_resource_moonshine>Schnaps</hint> und <hint=hint_resource_meat>Fleisch</hint> benötigt. 

<b>Charakteristiken:</b> 
$ Schmeckt widerlich, was die Laune beeinflusst (vor allem jene von Lords und Kriegern). 
$ Ein Verzehr über einen längeren Zeitraum kann tödliches Steckrübenfieber verursachen.
$ Steckrübenfelder sind nicht so stark von fruchtbarem Boden abhängig und können täglich geerntet werden. 

<b>Produktion</b> 
$ Wird auf <hint=hint_bld_rutabaga>Steckrübenfeldern</hint> angebaut."
hint_resource_meat,"Fleisch
Eine Art der <hint=hint_food>Nahrung</hint>. Stillt <hint=hint_need_food>Hunger</hint>.

<b>Charakteristiken</b>
$ Fleisch ist äußerst schmackhaft und stärkt die Laune für den gesamten nächsten Tag (vor allem jene von Bauern und Gefangenen).

<b>Produktion</b>
$ Wird in <hint=hint_bld_pigfarm>Schweinefarmen</hint> produziert.
$ Als Schweinefutter sind <hint=hint_resource_rutabaga>Steckrüben</hint> erforderlich.
$ Wird auf einem <hint=hint_bld_market>Markt</hint> verkauft.
$ Ein wenig Fleisch kann außerdem aus den Kadavern von erschlagenen <hint=hint_fleshwolf>Säbelzahnwölfen</hint> gewonnen werden."
hint_resource_herb,"Kräuter
Eine Grundressource. Wird für die Produktion anderer Ressourcen, etwa <hint=hint_resource_med>Heilsalbe</hint>, <hint=hint_resource_nectar>Nektar</hint> und schmackhaftem <hint=hint_resource_ale>Ale</hint> benutzt.

<b>Charakteristiken</b>
$ Besteht aus getrockneten Blumen, die auf speziellen Büschen im Wald wachsen. Nach der Ernte dauert es eine Weile, bis erneut Blumen erblühen.

<b>Produktion:</b>
$ Wird von <hint=hint_bld_forester>Kräuterkundlern</hint> im Wald gesammelt."
hint_resource_med,"Heilsalbe
Wird zur Behandlung von Krankheiten (etwa Steckrübenfieber) benutzt und reduziert das Risiko von <hint=hint_poisoned>Wundbrand</hint>.

<b>Charakteristiken</b>
$ Diese wertvolle Ressource ist nur für Lords und Krieger verfügbar, die sie aus dem Lagerhaus entnehmen und selbst anwenden, wenn sie krank sind.

<b>Produktion</b>
$ Wird im <hint=hint_bld_alchemistry>Alchemielabor</hint> produziert.
$ Für die Produktion wird <hint=hint_resource_herb>1</hint> benötigt."
hint_resource_nectar,"Nektar
Eine psychoaktive Substanz, die sich deutlich leistungssteigernd auf die Fähigkeiten einer Person auswirkt, aber gefährliche Abhängigkeiten auslösen kann.

<b>Charakteristiken:</b>
$ Hat eine mächtige <hint=hint_encyclopedia_nectar>psychoaktive Wirkung</hint> beim Verzehr.

<b>Produktion:</b>
$ Wird im <hint=hint_bld_alchemistry>Alchemielabor</hint> produziert.
$ Für die Produktion werden <hint=hint_resource_herb>0,5</hint> und <hint=hint_resource_moonshine>0,5</hint> benötigt.
$ Wird in <hint=hint_bld_drug_deg>Rauschhöhlen</hint> verkauft."
hint_resource_instruments,"Werkzeuge
Eine wichtige Übergangsressource. Wird für die Produktion von Waffen, <hint=hint_resource_paper>Papier</hint> und die Aufwertung von Gebäuden auf höhere Stufen benötigt.

<b>Produktion</b> 
$ Wird in der <hint=hint_bld_workshop>Werkstatt</hint> produziert. 
$ Für die Produktion werden <hint=hint_resource_coal>1</hint> und <hint=hint_resource_iron>1</hint> benötigt."
hint_resource_paper,"Papier
Wird für die Herstellung von <hint=hint_book>Büchern</hint>, für weitreichende Diplomatie auf der Weltkarte und im Betrieb der <hint=hint_bld_chancellery>Kanzlei</hint> benötigt.

<b>Produktion</b>
$ Wird in der <hint=hint_bld_paper_factory>Papierwerkstatt</hint> hergestellt.
$ Für die Produktion werden <hint=hint_resource_wood>0,5</hint> und <hint=hint_resource_instruments>0,5</hint> benötigt."
hint_resource_knife,"Dolch
Die einfachste Schnittwaffe.

9-mal effektiver als Faustkampf, doch allen anderen Waffenarten deutlich unterlegen.

<b>Merkmale:</b>
$ Aufgrund der geringen Größe können Personen diese Waffe ständig mitführen.
$ Kann als Sekundärwaffe im Gefecht benutzt werden, wenn die Hauptwaffe kaputt ist.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_workshop>Werkstatt</hint> produziert.
$ Für die Herstellung ist <hint=hint_resource_iron>1</hint> erforderlich."
hint_resource_bow,"Bogen
Eine Fernkampfwaffe mit großer Reichweite.
Besonders effektiv gegen nicht gepanzerte Ziele.

<b>Produktion</b>
$ Wird in der <hint=hint_bld_workshop>Werkstatt</hint> produziert.
$ Für die Herstellung sind <hint=hint_resource_wood>1</hint> und <hint=hint_resource_instruments>1</hint> erforderlich."
hint_resource_light_armor,"Leichte Rüstung
Bietet durchschnittlich <b>+30 %</b> Überlebenschance für den Krieger im Gefecht.

Wie jede Rüstung
$ Besonders effektiv gegen <hint=hint_resource_wooden_spear>Speere</hint>.
$ Weniger effektiv gegen <hint=hint_resource_wooden_hammer>Streitkolben</hint>.
$ Kann von <hint=hint_resource_battle_axe>Äxten</hint> zerstört werden.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_armorsmith>Rüstungsschmiede</hint> hergestellt.
$ Für die Herstellung sind <hint=hint_resource_wood>1</hint> und <hint=hint_resource_instruments>1</hint> erforderlich."
hint_resource_heavy_armor,"Schwere Rüstung
Bietet durchschnittlich <b>+50 %</b> Überlebenschance für den Krieger im Gefecht.

Wie jede Rüstung
$ besonders effektiv gegen <hint=hint_resource_wooden_spear>Speere</hint>.
$ Weniger effektiv gegen <hint=hint_resource_wooden_hammer>Streitkolben</hint>.
$ Kann von <hint=hint_resource_battle_axe>Äxten</hint> zerstört werden.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_armorsmith>Rüstungsschmiede</hint> hergestellt.
$ Für die Herstellung sind <hint=hint_resource_steel>1</hint> und <hint=hint_resource_instruments>1</hint> erforderlich."
hint_resource_shield,"Schild
Bietet durchschnittlich <b>+35 %</b> Überlebenschance für den Krieger im Gefecht.

<b>Merkmal:</b> 
$ Kann als Waffe benutzt werden, wenn die Hauptwaffe kaputt geht (geringfügig weniger effektiv als <hint=hint_resource_wooden_hammer>Streitkolben</hint>).
$ Sehr guter Schutz gegen die Pfeile von Bogenschützen.

Wie jede Rüstung
$ besonders effektiv gegen <hint=hint_resource_wooden_spear>Speere</hint>.
$ Weniger effektiv gegen <hint=hint_resource_wooden_hammer>Streitkolben</hint>.
$ Kann von <hint=hint_resource_battle_axe>Äxten</hint> zerstört werden.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_armorsmith>Rüstungsschmiede</hint> hergestellt.
$ Für die Herstellung sind <hint=hint_resource_iron>1</hint> und <hint=hint_resource_instruments>1</hint> erforderlich."
hint_resource_wooden_hammer,"Streitkolben
Eine einfache, robuste Waffe. Doppelt so effektiv wie der <hint=hint_resource_knife>Dolch</hint>, aber 30 % schwächer als der <hint=hint_resource_wooden_spear>Speer</hint>.

<b>Merkmal:</b>
$ Kann den Kontrahenten zusätzlich <hint=hint_uncons>betäuben</hint>. Benutze diese Waffe, wenn du mehr Gefangene erlangen möchtest.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_forge>Waffenschmiede</hint> produziert.
$ Für die Herstellung sind <hint=hint_resource_coal>1</hint> und <hint=hint_resource_iron>1</hint> erforderlich."
hint_resource_wooden_spear,"Speer
Eine einfache, aber effektive Waffe, die gefährliche Stichwunden verursacht. 9-mal effektiver als der <hint=hint_resource_knife>Dolch</hint> und 30 % effektiver als der <hint=hint_resource_wooden_hammer>Streitkolben</hint>.

<b>Merkmale:</b>
$ Nicht besonders robust.
$ Reduzierte Effektivität gegen gepanzerte Gegner.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_forge>Waffenschmiede</hint> produziert.
$ Für die Herstellung sind <hint=hint_resource_coal>1</hint> und <hint=hint_resource_iron>1</hint> erforderlich."
hint_resource_battle_axe,"Axt
Eine teure Waffe, die ungefähr 4-mal effektiver als der <hint=hint_resource_wooden_spear>Speer</hint> und doppelt so effektiv wie der <hint=hint_resource_wooden_hammer>Streitkolben</hint> ist.

<b>Merkmal:</b> 
$ Zerstört feindliche Panzerung und Schilde. Aufgrund dessen ist sie nur halb so stark wie das <hint=hint_resource_sword>Schwert</hint>, falls beide Krieger nicht von einer Rüstung geschützt sind, und bei voller Rüstung doppelt so stark.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_forge>Waffenschmiede</hint> produziert.
$ Für die Herstellung sind <hint=hint_resource_coal>1</hint> und <hint=hint_resource_steel>1</hint> erforderlich."
hint_resource_sword,"Schwert
Die teuerste und aufwändigste Waffenart. Es ist 10-mal so stark wie der <hint=hint_resource_wooden_spear>Speer</hint>, 5-mal stärker als der <hint=hint_resource_wooden_hammer>Streitkolben</hint> und doppelt so stark wie die <hint=hint_resource_battle_axe>Axt</hint> (bei keiner Rüstung).

<b>Merkmale:</b> 
$ Erlaubt das effektive Parieren feindlicher Angriffe und bietet so zusätzlichen Schutz.
$ Geht nur äußerst selten kaputt. Dein Krieger wird im Gefecht so gut wie nie ohne Waffe auskommen müssen.

<b>Produktion:</b>
$ Wird in der <hint=hint_bld_forge>Waffenschmiede</hint> produziert.
$ Für die Herstellung sind <hint=hint_resource_coal>1</hint> und <hint=hint_resource_steel>1</hint> erforderlich."
hint_resource_parfume,
hint_resource_soap,"Seife
Wird für den Betrieb des <hint=hint_bld_bath>Bades</hint> benötigt.

Für die Herstellung sind 1 <hint=hint_resource_wood>Holz</hint> und 1 <hint=hint_resource_hop>Hopfen</hint> erforderlich."
hint_person_maroders,"Plünderer
Am Ende des <hint=hint_fire_war>Krieges der Heiligen Flamme</hint> flohen die überlebenden <hint=hint_cainism>Cainiten</hint> und Deserteure in die Undurchdringlichen Berge im Süden, wo sie Zuflucht fanden und sich dem Zugriff der <hint=hint_sofia_cult>Kirche</hint> entzogen.

Mit den Jahren organisierten sie sich in Stämmen von Wilden, die jedoch nie vom alten Glauben abwichen. Außerdem behielten sie ihre Fähigkeiten in Sachen Waffen- und Rüstungsproduktion – und ihren Hass auf die <hint=hint_new_kingdoms>Neuen Königreiche</hint>.

Trotz ihrer großen Kampffähigkeiten und der annehmbaren Ausrüstung, ohne die das Überleben in den Bergen unmöglich wäre, schrecken die Plünderer davor zurück, die Städte von Norland direkt anzugreifen. Stattdessen unternehmen sie häufige Überfälle, wenn sie von einem laufenden Krieg erfahren und mit leichter Beute rechnen.

Plünderer greifen wehrlose Dörfer an und nehmen alle Bewohner gefangen, um sie in die Berge zu verschleppen. Niemand weiß, was im Anschluss daran mit diesen unglücklichen Seelen geschieht.

Die Kirche der Mutter Sophia erteilt für die Vernichtung jeglicher Plünderertrupps nur allzu gerne ihren Segen."
hint_social_classes,"Gesellschaftsklassen
Die Bevölkerung der Stadt ist in Klassen unterteilt. Deine Aufgabe ist es, das Überleben der <hint=hint_persons_lords>Lord</hint>-Klasse zu sichern, in deren Rolle du schlüpfst."
hint_persons_lords,"Lords
[hint_tut_3]"
hint_persons_cuthroat,"Handlanger
Handlanger sind die gefährlichsten und am besten bewaffneten Verbrecher. Sie stehlen <hint=hint_resource_gold>Gold</hint>, <hint=hint_resource_rune>Ringe</hint> und <hint=hint_book>Bücher</hint> und entführen außerdem Lords. Handlanger können außerdem Aufgaben für feindselige Nachbarn ausführen.

<img=hint_persons_cuthroat></img>

$ Gewöhnliche <hint=hint_persons_criminal>Vagabunden</hint> entwickeln sich mit der Zeit oder nach der Beobachtung von <hint=hint_punish>Hinrichtungen</hint> zu Handlangern. Ihr Aussehen unterscheidet sich nicht von jenem gewöhnlicher Vagabunden.
$ Sie sind mit <hint=hint_resource_knife>Dolchen</hint> bewaffnet, die sie selbst herstellen können.
$ Im Gegensatz zu <hint=hint_persons_criminal>Vagabunden</hint> können Handlanger nicht nur Bauern, sondern auch Lords angreifen.
$ Handlanger in deiner Provinz könnten von feindseligen Nachbarn bestochen werden und hinterhältige Aufgaben gegen dein Adelsgeschlecht durchführen.

<b>Tipp:</b> Vergiss nicht, deine Lords zu schützen! Platziere aus dem Baumenü ein <b>Patrouillenbanner</b> in der Nähe ihrer Häuser (im Armee-Untermenü)."
