Key,PortugueseBrazilian
hint_persons_guest,"Convidados
[hint_tutorial_guest]"
hint_persons_guard,"Patrulhas
Você pode atribuir <hint=hint_persons_warriors>Guerreiros</hint> para as patrulhas ao posicionar <hint=hint_bld_patrol_sign>Estandartes de Patrulha</hint> diurnos e noturnos a partir do menu de construção (submenu de exército).

<img=hint_persons_guard></img>

$ Cada estandarte de patrulha tem uma área na qual os guardas realizam a patrulha.
$ As patrulhas noturnas protegem os depósitos e as casas contra <hint=hint_persons_criminal>Vadios</hint>, assim como vigiam os prisioneiros nas celas de prisão.
$ As patrulhas diurnas impedem que os <hint=hint_persons_slave>Prisioneiros</hint> escapem enquanto eles estão trabalhando e protegem os trabalhadores de ataques de <hint=hint_fleshwolf>Lobos-Sangrentos</hint>.
$ Os guardas ficam cansados por trabalhar, portanto, quanto mais patrulham, mais baixo é seu <hint=hint_sodiers_happiness>Humor</hint> (o que pode ser um fator importante antes das batalhas).
$ A rotação de guardas entre os guerreiros contratados é automática."
hint_persons_warriors,"Guerreiro
Lutadores contratados que podem formar <hint=hint_army>Esquadrões de Combate</hint> ou ser atribuídos como <hint=hint_persons_guard>Guardas</hint>.

Eles têm uma habilidade de <hint=hint_skill_combat>Combate</hint> que podem melhorar em batalha ou no <hint=hint_bld_training_ground>Campo de Treinamento</hint>.

Você pode recrutar guerreiros dentre os seus camponeses ou prisioneiros, ou contratar <hint=hint_persons_merc>Mercenários</hint> mais experientes com ouro."
hint_persons_unarmed,"Desarmado
Este personagem não tem acesso a armas. Se for atacado, ele se defenderá com os próprios punhos."
hint_persons_militia,"Milícia
Camponeses e prisioneiros recém convocados.

$ Têm habilidades de <hint=hint_skill_combat>Combate</hint> mínimas.
$ Inicialmente, eles têm um grande medo de combate, que afeta negativamente a resistência deles durante uma luta. Esse medo passa com o tempo.
$ Os prisioneiros libertos compensam esse medo parcialmente com a alegria que sentem por estarem livres."
hint_persons_merc,"Mercenário
Tipicamente, os mercenários têm altas habilidades de <hint=hint_skill_combat>Combate</hint> e não temem morrer em batalha.

$ Você pode contratá-los no menu de exército usando ouro, mas eles precisam de algum tempo para chegar à sua cidade.
$ Os mercenários vão até você sem nenhuma arma, então não se esqueça de comprar as arma e armaduras necessárias na Caravana Sagrada (ou de produzi-las)."
hint_persons_faceless,"Lutadores da Horda Profana
Eles não usam armaduras e estão armados com machados. Eles não têm medo de nada."
hint_persons_builder,"Construtores
Eles constroem os edifícios.
Você pode contratá-los no <hint=hint_bld_castle>Salão</hint> ou em um <hint=hint_bld_store>Depósito</hint>."
hint_persons_criminal,"Vadios
Camponeses desempregados infelizes podem simplesmente deixar a sua cidade ou podem ficar para se tornarem vadios e recorrer ao <hint=hint_crime>Crime</hint>.

<img=hint_persons_criminal></img>

Os vadios roubam farinha dos depósitos, assaltam os cidadãos nas ruas e invadem as casas de outros camponeses. Após alguns dias, eles podem se tornar <hint=hint_persons_cuthroat>Facínoras</hint>.

Para combater o crime:
$ Em primeiro lugar, não deixe seus camponeses <hint=hint_nt_unhappy>Infelizes</hint>.
$ Use os <hint=hint_persons_guard>Guardas</hint> para proteger sua cidade.
$ Construa <hint=hint_bld_scafod>Patíbulos</hint> para punir criminosos.
$ <hint=hint_terror>Aterrorize</hint> a população para inspirar obediência com o medo."
hint_persons_fanatic,"Fanáticos
Personagens devotos à <hint=hint_sofia_cult>Mãe Sofia</hint> acima de tudo. Qualquer pessoa pode se tornar um fanático.

<img=hint_persons_fanatic></img>

$ Os fanáticos têm um <hint=hint_thought>Pensamento</hint> positivo constante e também sentem prazer com a <hint=hint_pain>Dor</hint>, pois sentir dor é estar em comunhão com a <hint=hint_sofia_cult>Mãe Sofia</hint>.
$ Os fanáticos podem iniciar uma <hint=hint_pogrom>Insurreição</hint> se ficarem infelizes. Eles também podem ser manipulados pelo bispo.
$ Os camponeses fanáticos estarão dispostos a se alistarem no exército se o rei receber uma <hint=hint_action_task_canonization>Bênção</hint>.
$ Os fanáticos ficarão bastante aborrecidos se não houverem <hint=hint_bld_temple>Templos</hint> suficientes na cidade.
$ Eles sofrem 2x mais com <hint=hint_sin>Pecados</hint> e detestam os <hint=hint_persons_agnostic>Agnósticos</hint>.

<b>DICA:</b> para controlar a quantidade de fanáticos, realize <hint=hint_sermon>Sermões</hint> nos templos."
hint_persons_agnostic,"Agnósticos
Personagens <hint=hint_happy>Felizes</hint> e que ouviram um <hint=hint_sermon_agnostic>Sermão da Dúvida</hint> têm maior chance de se tornarem agnósticos.

<img=hint_persons_agnostic></img>

$ Os agnósticos mantêm um <hint=hint_thought>Pensamento</hint> negativo constante.
$ Os pensamentos negativos deles provocados por <hint=hint_sin>Pecados</hint> desaparecem 3x mais rápido, o que faz com que os agnósticos sejam uma boa escolha para realizar ações sinistras no mapa-múndi.
$ O <hint=hint_bishop>Bispo</hint> detesta os agnósticos, e eles se detestam mutuamente com os <hint=hint_persons_fanatic>Fanáticos</hint>.

<b>DICA:</b> para controlar a quantidade de fanáticos, realize <hint=hint_sermon>Sermões</hint> nos templos."
hint_persons_executer,"Carrascos
Trabalhadores do <hint=hint_bld_scafod>Patíbulo</hint>.

$ Os carrascos aplicam <hint=hint_punish>Punições</hint> aos <hint=hint_crimer>Criminosos</hint>.
$ No tempo restante, ou se não houver criminosos, os carrascos intimidam <hint=hint_persons_criminal>Vadios</hint> para prevenir as ações criminosas deles no dia seguinte."
hint_persons_servant,"Servos
Trabalhadores do <hint=hint_bld_castle>Salão</hint> responsáveis por servir os nobres.

Eles preparam e servem a comida no salão, distribuem a comida nas <hint=hint_bld_noble_house>Casas dos Nobres</hint>, etc.

Eles são contratados entre os <hint=hint_persons_peasant>Camponeses</hint>."
hint_persons_king,"Rei
O líder da sua <hint=hint_noble_house>Casa Nobre</hint>. Usa uma coroa de ouro.

<img=hint_persons_king></img>

$ Apenas o rei pode <hint=hint_action_task_reward>Recompensar</hint>, <hint=hint_action_task_threat>Ameaçar</hint> e realizar outras ações especiais cuja eficiência depende das habilidades dele.
$ Os <hint=hint_resource_rune>Anéis Sagrados</hint> da sua província são armazenados no inventário do rei e são propriedade dele. Portanto, quando você compra anéis na Caravana, gasta-os com nobres livres ou os dá como tributo, eles são adicionados ou removidos do inventário do rei.
$ As relações entre os reis de diferentes casas nobres determinam diretamente as relações diplomáticas entre os dois reinos.
$ As mensagens enviadas através de mensageiros a outras cidades são ""escritas"" por seu rei e a eficiência das mensagens depende das habilidades dele.
$ Uma habilidade importante para um rei é a <hint=hint_skill_speech>Persuasão</hint>. Preste atenção a ela durante a criação de seus herdeiros.
$ Outros reis são preconceituosos contra mulheres no trono. Além disso, uma rainha não pode casar oficialmente, pois as noivas vão para as casas de seus noivos na Norlândia; se elas tiverem filhos, eles serão considerados <hint=hint_persons_bastard>Bastardos</hint>. Por outro lado, com <hint=hint_skill_manners>Boas Maneiras</hint> altas, uma rainha pode manipular os reis com a sedução."
hint_persons_priest,"Sacerdote
Um trabalhador no templo e a classe mais baixa do clero da <hint=hint_sofia_cult>Família Amorosa</hint>.

Realiza as <hint=hint_wedding>Casamentos</hint> e <hint=hint_funeral>Funerais</hint>. Visita os <hint=hint_sick>Doentes</hint> e está presente nos nascimentos.

Contratado dentre os <hint=hint_persons_peasant>Camponeses</hint>."
hint_persons_mitraya,"Mitrayanos
Servos devotos da <hint=hint_sofia_cult>Igreja da Mãe Sofia</hint> que residem principalmente na Rocha de Fé.

Eles servem como clérigos, <hint=hint_holy_caravan>Caravaneiros</hint> e <hint=hint_inquisitors>Inquisidores</hint>.

Os Mitrayanos normalmente são nobres que não encontraram posições em <hint=hint_noble_house>Casas Nobres</hint>."
hint_persons_children_sofia,"Crianças de Sofia
Os membros mais altos da Igreja da Mãe Sofia, responsáveis por todas as decisões. Eles nunca saem da <hint=hint_faith_stone>Rocha de Fé</hint>.

As cinco crianças compõem a <hint=hint_synode>Família Amorosa</hint>."
hint_persons_forest_bandits,"Bandidos da Floresta
Quando um <hint=hint_persons_peasant>Camponês</hint> infeliz deixa a cidade, ele pode ir para outro reino ou pode se juntar aos bandidos da floresta que vivem em algum campo próximo.

<img=hint_persons_forest_bandits></img>

Quando um campo de bandidos chega a um certo tamanho, ele aparece no mapa.

$ Os bandidos da floresta saquearão suas vilas e as vilas vizinhas.
$ Se eles tiverem números suficientes, poderão atacar e saquear sua cidade principal.
$ Há oportunidades para interações vantajosas com os campos, mas isso pode mal visto por seus vizinhos."
hint_person_invalids,"Incapacitado
São personagens que, devido a doenças ou feridas, não podem se mover ou trabalhar."
hint_persons_bastard,"Bastardos
São personagens nobres filhos de outros nobres, mas que nasceram fora de um casamento oficial (por exemplo, de uma relação com um nobre livre ou camponeses).

$ Outros personagens os desprezam abertamente.
$ Porém, os bastardos ainda podem se casar e seus filhos não serão considerados bastardos."
hint_skills,"Habilidades
As principais habilidades dos personagens que afetam a eficiência das ações realizadas por eles. Passe o mouse sobre uma habilidade para ver sua descrição.

$ As habilidades podem ser melhoradas através de <hint=hint_learning>Aprendizagem</hint> e ao realizar ações relacionadas.
$ Um personagem pode ter um <hint=hint_talant>Talento</hint> em uma habilidade, o que lhe concede maior ganho de experiência,
$ Se uma habilidade com talento chegar ao nível 15, o personagem ganhará uma característica especial relacionada ao talento.
$ O nível máximo de habilidade é 20.
$ As crianças desenvolvem suas habilidades ao observar os adultos. As habilidades podem deteriorar na velhice.
$ Modificadores como <hint=hint_resource_nectar>Néctar</hint> ou <hint=hint_tutorial_inspiration>Inspiração</hint> podem subir consideravelmente todas as habilidades."
hint_skill_combat,"Combate
A diferença na habilidade de combate de dois combatentes determina a chance de desvio de ataques inimigos e a precisão ao disparar arcos.

A habilidade de combate aumenta ao receber dano, seja durante o treinamento ou em combate real."
hint_skill_command,"Comando
O comando determina o bônus à bravura dos guerreiros no esquadrão deste nobre, influencia a eficiência do <hint=hint_bld_training_ground>Treinamento</hint> de guerreiros e contribui para a chance de sucesso de certas <hint=hint_action_shadow>Ações Sinistras</hint>."
hint_skill_speech,"Persuasão
A persuasão determina a eficiência das ações relacionadas a influenciar outros personagens, incluindo <hint=hint_action_shadow>Ações Sinistras</hint>, subornos e outras intrigas.

Ela também afeta a eficiência dos <hint=hint_sermon>Sermões</hint>."
hint_skill_manners,"Boas Maneiras
As boas maneiras influenciam o <hint=hint_interest>Interesse</hint> que outros nobres sentem por este personagem e a eficiência das inspirações obtidas em <hint=hint_conversation>Conversas Aprofundadas</hint>.

Porém, uma diferença alta de boas maneiras pode levar à rejeição entre nobres."
hint_skill_negotiations,"Comércio
O comércio determina a eficiência da compra e venda de produtos, seja com a <hint=hint_holy_caravan>Caravana Sagrada</hint> ou com vizinhos. "
hint_skill_management,"Administração
A administração afeta a quantidade de produtos adicionais criados ao <hint=hint_inspection>Dar Instruções</hint> nos edifícios de produção."
hint_skill_knowledge,"Inteligência
A inteligência afeta:
$ A velocidade para adquirir <hint=hint_idea>Conhecimento</hint> e para escrever <hint=hint_book>Livros</hint>.
$ A suscetibilidade à sedução.
$ A probabilidade de ter uma <hint=hint_insight>Epifania</hint>.
$ O sucesso de algumas <hint=hint_action_shadow>Ações Sinistras</hint>.
$ A probabilidade de vencer jogos de dados."
hint_skill_teaching,"Ensino
O ensino afeta a quantidade de experiência transferida ao <hint=hint_learning>Aprender</hint> e também afeta a eficiência de <hint=hint_action_wise_talk>Conversas Sábias</hint>."
hint_skill_category_rhetoric,"Retórica
O nobre desenvolverá suas habilidades de <hint=hint_skill_manners>Boas Maneiras</hint> e <hint=hint_skill_speech>Persuasão</hint>."
hint_skill_category_economic,"Economia
O nobre desenvolverá suas habilidades de <hint=hint_skill_negotiations>Comércio</hint> e <hint=hint_skill_management>Administração</hint>."
hint_skill_category_philosophy,"Filosofia
O nobre desenvolverá suas habilidades de <hint=hint_skill_knowledge>Inteligência</hint> e <hint=hint_skill_teaching>Ensinar</hint>."
hint_skill_category_warcraft,"Guerra
O nobre desenvolverá suas habilidades de <hint=hint_skill_command>Comando</hint> e <hint=hint_skill_combat>Combate</hint>."
hint_skill_disabled,"Habilidade indisponível
O nível da habilidade é considerado 0.
Motivos: {causes_stack}"
hint_talant,"Talento
Uma predisposição especial de um personagem a uma <hint=hint_skills>Habilidade</hint> em particular.

$ Marcado com uma estrela amarela na lista de habilidades.
$ Um personagem pode ter 0, 1 ou 2 talentos.
$ Os talentos são herdados dos pais.
$ O membro da nobreza ganha mais {talent_x} experiência em suas habilidades com talento ao treiná-las.
$ Ao desenvolver tal habilidade até o 15, o personagem ganha uma característica de talento muito poderosa."
hint_needs,"Necessidades
Todo personagem tem necessidades. Geralmente, a satisfação em uma necessidade diminui com o tempo.

Elas são atendidas através de ações específicas que os personagens podem realizar por conta própria.

As necessidades não atendidas causam <hint=hint_thought>Pensamentos</hint> negativos que pioram o <hint=hint_mood>Humor</hint> de um personagem."
hint_need_piety,"Necessidade de piedade
O personagem deseja ser reassegurado de que a deidade se importa com ele. É atendida através de <hint=hint_pray>Orações</hint>.

$ Para atender as necessidades deles, os personagens oram sozinhos em casa ou vão aos <hint=hint_bld_temple>Templos</hint> e <hint=hint_bld_altar>Altares</hint> para fazerem orações mais eficientes.
$ Rezar em um altar bastará no início do jogo, mas o valor atendido da necessidade irá lentamente diminuir até que você construa um templo."
hint_need_sex,"Necessidade de sexo
O personagem deseja procriar e continuar sua linhagem.

É atendida durante <hint=hint_date>Encontros</hint>.

$ Quando os nobres são casados, eles atendem essa necessidade a cada 2 ou 3 dias.
$ Fora do casamento, os personagens podem subornar camponeses para tal, o que é considerado um <hint=hint_sin>Pecado</hint> e os deixa com a consciência pesada.
$ Escolha um membro do campesinato do sexo oposto e ordene que seu membro da nobreza suborne-o se você quiser atender à necessidade de imediato."
hint_need_food,"Necessidade de comida
Todos querem comer. A falta de comida pode levar à fome e acabar levando à inanição.

$ É atendida com o consumo de uma unidade de <hint=hint_food>Comida</hint>.
$ Os camponeses e guerreiros compram comida no <hint=hint_bld_market>Mercado</hint>, enquanto que os nobres e prisioneiros a recebem do depósito.
$ Os personagens só tentam comer pela manhã e à noite, então é normal que eles sintam um pouco de fome durante o dia."
hint_need_fun,"Necessidade de descanso
A fatiga mental devido a vários tipos de trabalho cria a necessidade de descansar.

$ É restaurada gradualmente quando o personagem não está trabalhando.
$ É aliviada rapidamente com <hint=hint_alcohol>Bebida</hint> ou <hint=hint_resource_nectar>Néctar</hint>.
$ Os camponeses e guerreiros compram bebidas na <hint=hint_bld_tavern>Taverna</hint>, enquanto que os nobres e prisioneiros as recebem do depósito.
$ Os personagens consomem bebidas e néctar por conta própria apenas à noite, então é normal que eles sintam um pouco de fatiga durante o dia."
hint_need_sleep,"Necessidade de sono
Se um personagem ficar sem dormir por muito tempo, ele simplesmente cairá e dormirá no chão no momento mais inconveniente.

Os personagens vão dormir por conta próprias após às 23h."
hint_need_care,"Necessidade de cuidados
Uma necessidade única das crianças.

É atendida através de interações com os pais, como comunicação ou educação."
hint_ico_peasant,"Camponeses
$ Total de camponeses na cidade: {peasant_total}
$ Média de <hint=hint_mood>Humor</hint>: {peasant_middle_happyness}
$ Média de <hint=hint_wealth>Riqueza</hint>: <hint=hint_resource_gold>{peasant_middle_rich}</hint>

$ Desempregados saudáveis: {peasant_nowork}
$ Trabalhadores necessários para vagas disponíveis: {need_workers}
$ Desabrigados: {peasant_homeless}
$ Deixaram a província nas últimas 24h: {left_city}

Composição social
$ <hint=hint_persons_fanatic>Fanáticos:</hint> {peasant_fanatics} ({peasant_fanatics_percent}%)
$ <hint=hint_addict>Viciados em Néctar</hint>: {nectaraddicted}
$ <hint=hint_loyalist>Lealistas:</hint> {loyalist}

Composição cultural
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_ico_criminal,"Crime
$ Total de <hint=hint_persons_criminal>Vadios</hint> na cidade: {bandits_total}
$ Quantidade total de <hint=hint_persons_cuthroat>Facínoras</hint>: {bandits_thugs_total}

Nas últimas 24 horas
$ Crimes cometidos: {bandits_crimes_yesterday}
$ Suspeitos <hint=hint_criminal_intimidated>Intimidados</hint>: {intimidated}

Composição cultural
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_ico_soldier,"Guerreiros
$ Total de guerreiros na cidade: {army_total}
$ Média de <hint=hint_sodiers_happiness>Humor</hint>: {army_middle_happyness}

$ Valor total do <hint=hint_equip_cost>Equipamento</hint>: <hint=hint_resource_gold>{army_inv_cost}</hint>
$ Média de habilidade de <hint=hint_skill_combat>Combate</hint>: {army_middle_fight_skill}
$ Desertaram nas últimas 24h: {soldier_gone}

Composição social:
$ <hint=hint_persons_fanatic>Fanáticos</hint>: {army_fanatics}
$ <hint=hint_addict>Viciados em Néctar</hint>: {nectaraddicted}
$ <hint=hint_loyalist>Lealistas</hint>: {loyalist}

Composição cultural
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_ico_slaves,"Prisioneiros
$ Total de prisioneiros na cidade: {slaves_total}
$ Média de <hint=hint_slave_happines>Humor</hint>: {slaves_middle_happiness}

$ Empregados: {slaves_workers}
$ Desempregados saudáveis: {slaves_nowork}
$ <hint=hint_person_invalids>Incapacitados</hint>: {slaves_invalids}

Composição social
$ <hint=hint_persons_fanatic>Fanáticos</hint>: {slave_fanatics}
$ <hint=hint_addict>Viciados em Néctar</hint>: {nectaraddicted}

Composição cultural
$ Kaiden: {gwelts}
$ Tanaya: {tanya}
$ Makha: {makha}
$ Varn: {voruns}

{details_stack}"
hint_nt_matriarch_opinion,"Relação com a Matriarca
{optional_bishop_not_arrived}
Fatores influenciando a relação entre o seu rei e a <hint=hint_relations_matriarch>Matriarca</hint>:
{opinions_list}"
hint_gm_city_money,"Ouro
Quantidade de <hint=hint_resource_gold>Ouro</hint> na cidade.

$ Se você saquear a cidade, este será o valor que você conseguirá.
$ O rei usará esse dinheiro para comprar um exército.
$ O crescimento do ouro depende diretamente da quantidade de <hint=hint_persons_peasant>Camponeses</hint> e <hint=hint_persons_slave>Prisioneiros</hint> vivendo na cidade, e indiretamente da quantidade de <hint=hint_persons_lords>Nobres</hint> adultos.

<b>DICA:</b> para enfraquecer a economia de uma cidade e reduzir seu exército, incapacite os nobre através de <hint=hint_action_task_bribe>Subornos</hint> e <hint=hint_action_task_seduce>Sedução</hint>, ou realize <hint=hint_action_shadow>Ações Sinistras</hint>."
hint_gm_city_peasants,"Camponeses
A quantidade de <hint=hint_persons_peasant>Camponeses</hint> vivendo na cidade.

$ Eles contribuem para o crescimento diário do <hint=hint_resource_gold>Ouro</hint>.
$ O crescimento da quantidade de camponeses depende da quantidade de <hint=hint_persons_lords>Nobres</hint> adultos vivendo na cidade.
$ O crescimento da população de camponeses também pode ser prejudicado ou interrompido se as vilas vizinhas forem queimadas.
$ A quantidade de camponeses pode diminuir como resultado de revoltas e insurreições."
hint_gm_city_slaves,"Prisioneiros
A quantidade de <hint=hint_persons_slave>Prisioneiros</hint> vivendo na cidade.

$ Eles contribuem para o crescimento diário do <hint=hint_resource_gold>Ouro</hint>.
$ Eles são obtidos como detidos durantes operações militares.
$ Se houverem muitos deles, eles podem se revoltar."
hint_gm_city_cutthroats,"Facínoras
A quantidade de <hint=hint_persons_cuthroat>Facínoras</hint> vivendo na cidade.

$ Eles podem ser usados para <hint=hint_action_shadow>Ações Sinistras</hint> dentro da cidade, tais como: sequestro, roubo ou assassinato de nobres.
$ Quanto mais facínoras há, mais a <hint=hint_action_shadow>Ação Sinistra</hint> terá chance de sucesso."
hint_gm_city_books,"Biblioteca da cidade
Lista de tipos de conhecimento único:
{list}"
hint_soul_knowledges,"Conhecimento
{list}"
hint_nt_holy_family_become_enemy,"A Matriarca está desapontada
Suas ações recentes desapontaram a Matriarca e a opinião dela sobre você está abaixo de <red>-25</red>.

$ Esperando que você mude seus comportamentos, a Igreja está lhe aplicando um embargo total: de agora em diante, <red>a Caravana Sagrada já não visitará sua província</red>.
$ Melhore sua relação com a Matriarca para que o embargo seja removido.
$ Se a relação ficar abaixo de <red>-50</red>, você estará oficialmente maldito, e o bispo sairá da sua província.
$ A Matriarca enviará a <hint=hint_inqusitors>Inquisição</hint> à sua cidade se sua relação ficar abaixo de <red>-100</red>."
hint_nt_crops_death,"Seca
Como já não chove há 5 dias, todas as colheitas murcharam. Seus camponeses farão o replantio. Vamos rezar para que a Mãe Sofia nos envie chuva dessa vez."
hint_nt_horde_apeears,"Horda Profana
A missão da Inquisição voltou com más notícias. Nas florestas ao noroeste, uma <hint=hint_unholy_horde>Horda Profana</hint> se formou: uma união de tribos da floresta sob as ordens de um novo culto herege, a <hint=hint_dead_god_herecy>Heresia do Deus Morto</hint>.

Essas tropas extremamente agressivas e poderosas estão se preparando para destruir todos os Novos Reinos da Norlândia.

A Família Amorosa pede que todas as casas nobres deixem seus conflitos de lado por enquanto e se unam contra essa nova ameaça. O rei que fizer cair a capital da Horda Profana, chamada de Domínio do Deus Morto, ganhará a gratidão do mundo inteiro e deixará seu nome na história para sempre.

Os sobreviventes da missão conseguiram apontar precisamente a localização do assentamento."
hint_nt_horde_gossip,"Rumores sobre um novo culto
Viajantes e comerciantes falam sobre um novo culto se espalhando amplamente entre as camponeses não letrados do outro lado do continente.

Alguns dizem que são os sobreviventes da seita herege conhecida como <hint=hint_cainism>Cainitas</hint>, enquanto outros espalham rumores sobre sacrifícios humanos.

Seja como for, a <hint=hint_inqusitors>Inquisição</hint> decidiu enviar uma missão a essas terras para suprimir qualquer potencial heresia."
hint_nt_no_servants_in_hall,"Não há servos no salão
Sem os servos, a comida não será entregue ao salão e seus nobres não poderão comer.

$ Clique no salão e defina-o como um local de prioridade de trabalho para garantir que sempre haja trabalhadores no local."
hint_nt_new_faction,"Uma nova casa nobre
Uma nova casa nobre emergiu no mundo: {faction_uuid}"
hint_nt_faction_death,"Queda de casa nobre
Como resultado de uma série trágica de eventos e mortes, a história da casa nobre dos {faction_uuid} se encerra hoje.

A cidade ancestral da casa está em ruínas e seus moradores se espalharam.

Sic transit gloria mundi!"
hint_display_event_genius_king,"Rei ambicioso
Dizem os rumores que {soul_uuid_king}, governante de {faction_uuid_king}, tem talentos excepcionais e uma grande ambição.

[hint_trait_genius_king]"
hint_display_event_horde_destroy_faction,"A Horda Profana
Há {remain_days} dias até o fim da crise. Não há como saber se alguém sobreviverá."
hint_display_event_horde_crisis_finish,"A crise acabou
A terrível Horda foi desbandada.

Os rumores dizem que o líder deles morreu em circunstâncias misteriosas, revelando a fraqueza e a falácia dos ensinamentos deles aos fieis, que se espalharam nas florestas.

Mas ninguém sabe a causa exata.

Seja como for, a Horda já não existe e apenas as ruínas das cidades queimadas servem como lembretes da terrível ameaça que pairou sobre a Norlândia há pouco tempo."
hint_nt_dark_order,"Facínoras subornados
Um dos seus vizinhos inimigos subornou seus facínoras e eles estão preparados para fazer algo de malicioso esta noite.

Nós lhe aconselhamos fortalecer as patrulhas perto das casas dos nobres, do salão e da biblioteca."
hint_nt_religious_punishment_soon,"Aguarde a Inquisição
Em breve, os fieis contarão à <hint=hint_synode>Família Amorosa</hint> que seu bispo não morreu de uma morte natural, e o Pai Rigoroso virá para purificar a cidade do pecado.

As forças da <hint=hint_inqusitors>Inquisição</hint> servirão a justiça de Sofia a você, e os sobreviventes serão perdoados.

Prepare-se."
hint_trade_vassal_tax_to_player,"Tributo de seus vassalos
A Caravana Sagrada garante o pagamento entre os vassalos e suseranos.

A quantia é calculada diariamente e se acumula até a chegada da Caravana.
{optional_tax_info}"
hint_trade_vassal_tax_from_player,"Tributo a seu suserano
A Caravana Sagrada garante o pagamento entre os vassalos e suseranos.

A quantia é calculada diariamente e se acumula até a chegada da Caravana.
{optional_tax_info}"
hint_trade_soldier_tax,"Imposto sobre guerreiros
$ Valor total devido: <hint=hint_resource_gold>{rune_number}</hint>
{optional_less_tax}

Saiba mais sobre o <hint=hint_tutorial_church_tax>Imposto sobre Guerreiros</hint>."
hint_nt_forecast,"Previsão de preços
Graças a sua característica de <hint=hint_trait_forecaster>Previsões</hint>, {soul_uuid} ficou sabendo com o caravaneiro que <b>{resource_name}</b> custará o <b>dobro</b> na próxima visita da Caravana."
hint_nt_unhappy,"Humor dos camponeses
$ Quanto mais alta seja a média de humor dos camponeses por dia, mais alta será a <hint=hint_migration>Migração</hint>.
$ Se a média de humor de um camponês ficar abaixo de <red>25</red>, ele pode deixar a cidade para se juntar aos <hint=hint_persons_forest_bandits>Bandidos da Floresta</hint> próximos, pode ficar e se tornar um <hint=hint_persons_criminal>Vadio</hint>, ou pode se ater à fé para se tornar um <hint=hint_persons_fanatic>Fanático</hint> religioso.
$ Camponeses felizes (humor acima de 80) têm uma chance de se tornar <hint=hint_loyalist>Lealistas</hint>.

<img=hint_nt_unhappy></img>

Passe o mouse sobre o ícone do personagem no canto superior à esquerda para ver o que mais o preocupa.

Há outras maneiras de deixar os camponeses felizes:
$ Espetáculos de execução no <hint=hint_bld_scafod>Patíbulo</hint>
$ Vender <hint=hint_food>Comida</hint> deliciosa e <hint=hint_alcohol>Bebida</hint> de qualidade no mercado
$ Sermão de fé</hint>
$ Dar-lhes <hint=hint_bld_house>Casas</hint> privadas
$ <hint=hint_nt_terror_culture>Aterrorizar</hint> uma cultura odiada
$ Aumentar salários, levando-os à <hint=hint_rich>Prosperidade</hint>  "
hint_nt_nofood,"Pouca comida
Há uma escassez de <hint=hint_food>Comida</hint> em seus depósitos. Isso pode provocar fome entre seus moradores.

Construa mais fazendas ou compre comida da <hint=hint_holy_caravan>Caravana Sagrada</hint>."
hint_nt_nobeer,"Pouca bebida
Há uma escassez de <hint=hint_alcohol>Bebida</hint> em seus depósitos. Isso pode provocar <hint=hint_unhappy>Infelicidade</hint> entre seus moradores.

Construa mais <hint=hint_bld_brewery>Cervejarias</hint> ou melhore as já existentes. Você também pode comprar cerveja da <hint=hint_holy_caravan>Caravana Sagrada</hint>."
hint_nt_caravancome,"A Caravana Sagrada chegou
O mercador da <hint=hint_holy_caravan>Caravana Sagrada</hint> está de vestes amarelas.

Clique nele e selecione a ação comércio para comprar e vender.

Quanto mais alta for a habilidade de <hint=hint_skill_negotiations>Comércio</hint> do personagem selecionado para a ação, mais vantagem você terá.

$ Clique com o <b>BDM</b> na notificação para fechá-la."
hint_nt_notenough_workers,"Trabalhadores insuficientes
Alguns edifícios não têm trabalhadores suficientes.

Você pode ter construído edifícios novos demais ou há mais camponeses saindo da cidade do que chegando.

$ Verifique os principais pensamentos negativos dos camponeses passando o mouse sobre o ícone de moradores no canto superior à esquerda.
$ Se a média de felicidade estiver baixa, o resultado será baixa migração. Tente verificar quais são os <hint=hint_nt_unhappy>Problemas</hint>.
$ Você pode garantir que edifícios importantes mantenham trabalhadores suficientes ao ativar a opção de ""Prioridade"" neles.

Além disso:
$ Clique na notificação para ver os edifícios afetados."
hint_nt_bandits,"Inimigo nos portões: bandidos da floresta!
O ataque começará em algumas horas!

Você tem tempo para terminar as tarefas que está fazendo agora e reunir um <hint=hint_army>Esquadrão</hint> para se defender.

$ Clique na notificação para ir ao local do evento."
hint_nt_bandits_prepare,"Os bandidos da floresta lançaram uma expedição
Os <hint=hint_persons_forest_bandits>Bandidos da Floresta</hint> organizaram uma expedição em direção à sua cidade e chegarão aos seus portões dentro de alguns dias!"
hint_nt_notenough_temple,"Templos insuficientes
Nem todas as pessoas têm espaço suficiente para participar da missa matutina.

Construa mais <hint=hint_bld_temple>Templos</hint> para acomodar a todos."
hint_nt_notenough_tavern,"Tavernas insuficientes
As tavernas não têm capacidade para todos e alguns personagens já não encontram um local para <hint=hint_alcohol>Beber</hint> por 3 dias seguidos.

Construa mais <hint=hint_bld_tavern>Tavernas</hint>."
