Key,Japanese
hint_pogrom_context_by_bishop_hate_king,"司教からの最後通牒
司教は王である{soul_uuid_target}に対して強く不愉快に感じており、処罰されるべきだと考えています。翌日には反乱が起こり、結果が変わることはありません。

宗教的<hint=hint_persons_fanatic>狂信者</hint>が部隊を組織して、家を焼き払い、信仰が足りないと考える者たちを全員殺します。狂信者たちは{soul_uuid_target}を、自分たちが不幸である元凶だと信じています。"
hint_nt_bishop_is_king_enemy,"司教と王の対立
{soul_uuid_target_1}と{soul_uuid_target_2}の関係は敵対的になりました。これ以上関係が悪化すれば、{soul_uuid_target_2}を狙った宗教的反乱が起こるかもしれません。"
hint_noble_house,"貴族の一族
街を支配して<hint=hint_title>爵位</hint>を持つ<hint=hint_persons_lords>領主</hint>からなる一族です。

そのような一族の多くは、その系譜を<hint=hint_crimson_empire>クリムゾン帝国</hint>の時代にまで遡り、 そして、彼らの祖先の署名が<hint=hint_сhartia_humility>謙譲の憲章</hint>に記されています。

<hint=hint_synode>ラヴィング一族</hint>は、どの貴族も権力を持ちすぎず、ラヴィング一族の権威に挑戦しないようにしています。"
hint_wedding,"結婚式
<hint=hint_bld_temple>礼拝堂</hint>で二人の領主が結婚する社会的儀式。"
hint_funeral,"葬式
<hint=hint_bld_temple>礼拝堂</hint>で行われる社会的儀式で、最後の旅に出る一人にキャラクターが別れを告げます。

最後には火葬が行われます。"
hint_upgrade,"アップグレード
建物のアップグレード。作業スロットが一つ追加されます。"
hint_diplomacy,"和解
このキャラクターは敵対する王を説得し、無意味で危険な戦争を終わらせ、まっさらな状態で再出発することができます。

$ 敵の王との関係が、現在の憎悪に関わりなく<red>10</red>下がります。
$ <hint=hint_trait_diplomat>外交</hint>の特徴を持つキャラクターが必要です。
$ 他にも、行動者の<hint=hint_loyalty>忠誠心</hint>が{loyalty_action}以上なければ、任務を受けることができません。

<b>価格</b>」
<hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_army,"戦闘部隊
あなたの直接の指揮下に入り、敵を攻撃する部隊。

$ 軍隊メニューから、<hint=hint_persons_warriors>戦士</hint>たちからなる部隊を作成します。
$ 部隊は領主か<hint=hint_knight>騎士</hint>が率いなければなりません。領主の<hint=hint_skill_command>指揮</hint>スキルにより、戦士の士気ボーナスが決まります。
$ 部隊を選択したら、右クリックで特定の場所へ移動させるか、敵を攻撃します。"
hint_wealth,"平均的な富
キャラクターが所有する平均的なゴールドを表示します。

$ キャラクターは少しの蓄えとともにあなたの集落へとやってきます。
$ <hint=hint_salary>給与</hint>が日々の食事やアルコールの購入できるだけの額であれば、余った給与が貯蓄に回され、富が増えます。 足りない場合は、キャラクターは自分の貯蓄を切り崩し始めます。
$ 富は<hint=hint_rich>繁栄</hint>を成し遂げる上で役立ちます。."
hint_free_people,"自由な住民
あなたの街に住む自由農民、戦士、失業者、浮浪者の総数です。"
hint_equip_cost,"装備の費用
あなたの戦士が身につけているすべての武器と防具の総額。

自軍（または部隊）の強さを間接的に反映します。"
hint_sodiers_happiness,"戦士のムード
$ 雇われの戦士の<hint=hint_mood>ムード</hint>が悪くなると（<red>25</red>以下）、戦士たちが街を見捨てて出ていくことがあります。
$ ムードのいい（<green>80</green>以上）戦士は戦闘における<hint=hint_moral_level>勇気</hint>が増し、<hint=hint_loyalist>王政支持者</hint>になる可能性が高くなります。

<img=hint_sodiers_happiness></img>

ムード改善のヒント：
$ 新兵を戦場に送り込む前に、戦闘の現実に慣れさせましょう。新米戦士の死への恐怖は、戦闘訓練を受けるうちに徐々に薄れていきます。
$ 高い<hint=hint_skill_command>指揮</hint>スキルを持つ領主を選び、部隊を率いるようにします。
$ 戦いの前に過度の訓練や<hint=hint_persons_guard>巡回</hint>で戦士たちを疲弊させないこと。
$ 戦士には<hint=hint_resource_meat>肉</hint>や<hint=hint_resource_ale>エール</hint>などの高級品 を提供するようにする。
$ 戦士のために別の<hint=hint_bld_temple>礼拝堂</hint>を割り当て、そこで信仰を説きます。 そうすることで、痛みに喜びを覚える<hint=hint_persons_fanatic>狂信者</hint>になるでしょう。しかし、これは<hint=hint_bishop>司教</hint>との関係性がよくないことで<hint=hint_pogrom>宗教的反乱</hint>がおこった際には、戦士たちが司教の側についてしまう危険性があります。
$ 戦士たちが嫌う文化に対して<hint=hint_nt_terror_culture>テロ</hint>を起こすか、彼らの文化的価値観に沿った政策を追求します。"
hint_slave_happines,"囚人のムード
不満のある囚人は集落から脱走しようとするかもしれませんし、極端に不満が溜まっている場合は<hint=hint_slave_riot>暴動</hint>を扇動するかもしれません。

囚人のムードをよくするためにできること：
$ 十分な数の刑務所を作ること。
$ 刑務所には、囚人に食事を提供する看守を配置するように。
$ <hint=hint_finance_menu>経済メニュー</hint>では、囚人に十分な量のアルコールと食事を供給するようにします。
$ 囚人が<hint=hint_bld_temple>礼拝堂</hint>を利用できるようにします。

<b>ヒント：</b> 逃亡した囚人を捕らえるには、その刑務所の近くに<hint=hint_persons_guard>護衛</hint>を配置します。"
hint_fatigue,"疲労
様々な任務や作業をこなすことで、キャラクターは疲れ、<hint=hint_need_fun>休息</hint>を必要とし始めます。

これがネガティブな<hint=hint_thought>思考</hint>につながり、<hint=hint_mood>ムード</hint>に影響し、時間とともに蓄積されます。

休養の必要性は、キャラクターが働いていないときに徐々に満たされるが、最も手っ取り早い休息の充足方法は、<hint=hint_alcohol>アルコール</hint>を摂取することです。"
hint_recovery,"回復
傷を治したり、病気から回復したりするのにかかる時間。"
hint_sender,"使者
グローバルマップ上の他の集落で任務を遂行するために、使者を送ることができます。

<img=hint_sender></img>

使者は農民から選ばれ、メッセージを届けるには紙が<hint=hint_resource_paper>1</hint>枚必要です。

王が書いた手紙を使者が届けます。ですので、このアクションの効果のほどは、王のスキルにより決まります。"
hint_sick,"病気
病気は軽いものから重いものまであります。

軽症の場合、キャラクターはゆっくりとしたペースで動くようになります。

重症の場合、歩くこともできず、寝たきりの状態が続きます。愛する人たちと<hint=hint_persons_priest>司祭</hint>が見舞いに来てくれます。

病気は、戦闘中に負った<hint=hint_wounds>怪我</hint>や、たとえば<hint=hint_display_event_swede_typh_allowed>ルタバガ中毒</hint>によって引き起こされることがあります。

病気は<hint=hint_heal>治療</hint>できますが、その成功の度合いは様々です。"
hint_heal,"治療
病気や<hint=hint_wounds>傷口</hint>は<hint=hint_resource_med>医療用軟膏</hint>で治療します。

領主や戦士は必要な医薬品を倉庫から取り出して自分で治療できるますが、しかし、農民たちは高価な薬を手に入れることができず、女神ソフィアの慈悲に頼るしかありません。"
hint_death,"死
キャラクターが死ぬと、愛する人たちは故人を悼み、強いネガティブな<hint=hint_thought>思考</hint>を経験します。

<hint=hint_persons_priest>司祭</hint>が亡くなった人を<hint=hint_bld_temple>礼拝堂</hint>と連れていき、そこで葬儀、続いて式典が行われます。"
hint_wounds,"傷
武器による打撃や事故に見舞われることで傷ができます。

傷のなかには<hint=hint_pain>痛み</hint>引き起こすものもあれば、<hint=hint_bleeding>出血</hint>、<hint=hint_poisoned>壊疽</hint>につながる危険な<hint=hint_wounds_open>感染症</hint>もあります。"
hint_wounds_open,"傷口の炎症
危険なタイプの傷で、治療せずに放っておくと必ず<hint=hint_poisoned>壊疽</hint>になります。

感染症を治療する<hint=hint_resource_med>医療用軟膏</hint>を利用できるようにしておくことが大切です。

$ 領主および戦士の場合、インベントリから軟膏を利用できます。"
hint_poisoned,"壊疽
<hint=hint_wounds_open>傷口の炎症</hint>によって引き起こされる組織の不治の壊死。確実に死へとつながります。

壊疽の発症を防ぐには、国民が<hint=hint_resource_med>医療用軟膏</hint>を入手できるようにしておくことです。"
hint_pain,"痛み
痛みは<hint=hint_wounds>傷</hint>と<hint=hint_sick>病気</hint>から生じます。

<img=hint_pain></img>

キャラクターメニューのメインタブの一番下、「状態」というラベルの下に表示されています。痛みのアイコンにカーソルを合わせると、<hint=hint_pain_level>痛みの閾値</hint>が表示されます。

経験した痛みの総量は、キャラクターの<hint=hint_moral_level>勇気</hint>にも影響します。"
hint_pain_level,"痛みのしきい値
痛みのしきい値は {pain_threshold} です。
方向感覚を失うしきい値は {dis_threshold} です。

$ <hint=hint_pain>痛み</hint>が累積した結果、方向感覚を失うしきい値を<b>超える</b>と、キャラクターはそのキャラクターは致命的な攻撃を受けやすくなり、移動速度も遅くなります。
$痛みが累積した結果、痛みのしきい値を<b>超える</b>と、キャラクターは痛みによるショックで<hint=hint_death>死んでしまいます</hint>。"
hint_moral_level,"勇気の閾値
戦士の勇気の閾値は、現在の<hint=hint_mood>ムード</hint>の値の{bravery_threshold_moral_factor}%に相当します。

<img=hint_moral_level></img>

$<hint=hint_pain>痛み</hint>から受ける思考の累積値がこの値を超えると、戦士は逃げ出します。
$また戦士の士気が5以下の場合、敵を目にするだけで逃げ出します。

戦士が部隊の一員である場合、戦士のムード（撤退確率）は、その他の要因の影響を受けます：
$指揮を取る領主が生きている間、領主の<hint=hint_skill_command>指揮</hint>スキルに基づいて莫大なムードボーナスが与えられます。<b>これは勝利のための重要な要素のひとつです。</b>
$敵の指揮官が不在になる（死亡、意識不明、退却）場合、また敵の戦士が逃走すると、ムードは盛り上がります。
$一方、自部隊の指揮官を失ったり、味方の戦士が逃げ出したりすると、ムードは低下します。"
hint_damaged,"醜い
異性の<hint=hint_interest>関心</hint>大幅に下がります。"
hint_bleeding,"出血
一般的に、切り裂いたり、貫通する武器による<hint=hint_wounds>傷</hint>の結果として出血が起こります。

小さな出血が積み重なり、中程度度、そして重度の出血となり、<hint=hint_death>死</hint>に至ることもあります。

そのキャラクターは即席の手段を用いて、止血のために自己治療を行う、または他の者の助けてもらうことができます。"
hint_uncons,"意識を失う
積み重なった<hint=hint_pain>痛み</hint>が<hint=hint_pain_level>しきい値</hint>を超えた場合、または<hint=hint_resource_wooden_hammer>鎚矛</hint>の一撃をくらうと、キャラクターは意識を失します。

しばらくすると、キャラクターは意識を取り戻します。

他のキャラクターは、意識を失ったキャラクターを家まで運ぼうとします。"
hint_tantrum,"神経衰弱
領主は自分の行動を制御できなくなり、他人や自分自身に対して危険な行動をとるようになります。暴飲暴食のような危険度の低いものから、自殺のような深刻な行動まで様々です。

<img=hint_tantrum></img>

どのような神経衰弱になるかは、その領主の不満の程度にもよって変化しますが、どのキャラクターも最初は軽度の神経衰弱を患います。

いずれの場合も、神経衰弱を患っている間はそのキャラクターを制御できず、任務遂行は停止します。

神経衰弱の結果、<hint=hint_insight>洞察力</hint>を獲得する可能性があります。"
hint_determination,"ほとばしる決意
キャラクターが<hint=hint_desire_obsession>執着</hint>を抱くものの、それを満たすことができない場合、力ずくでそれを満たそうとすることがあります。この状況は、キャラクター本人にも、周囲にも危険です。"
hint_contagios,"伝染病
病気の中には、あるキャラクターから別のキャラクターへと移り、伝染病を引き起こすものもあります。そのような病気の例としては、<hint=hint_sifilis>梅毒</hint>、<hint=hint_plague>家きんペスト</hint>、<hint=hint_fury>狂犬病</hint>などがあります。

一般的に、街の人口が多ければ多いほど、より多くの相互作用が発生し、伝染病が流行する可能性が高くなります。"
hint_sifilis,"梅毒
主に性的接触によって感染する感染症。

感染から数日以内に、瘢痕、抜け毛、内出血を発症します。

<hint=hint_resource_med>医療用軟膏</hint>を使っても治る確率は10％なので、通常長期間の治療が必要になります。"
hint_plague,"家きんペスト
これは死に至る極めて危険な伝染病です。

$この病気は数日間続くので、即死を避けるためには毎日<hint=hint_resource_med>医療用軟膏</hint>を使う必要があります。
$ 感染者は強い悪臭を放ち、これが病名の由来となっています。
$ この病気はシラミを介して感染するため、<hint=hint_vshi>シラミ</hint>を持つキャラクターは疫病の媒介者となります。
$ 集団感染は、<hint=hint_bld_temple>礼拝堂</hint>での路上生活者の集団など、大人数が集まる場所でよく起こります。"
hint_vshi,"シラミ
不快感やかゆみを引き起こす小さな虫。

最悪なのは、シラミが<hint=hint_plague>家きんペスト</hint>を媒介する可能性があることで、シラミを持つキャラクターは病気の媒介者になる可能性があります。

シラミは<hint=hint_bld_bath>風呂</hint>で洗髪することで駆除できます。"
hint_fury,"狂犬病
顔にひどい傷跡が残る病気で、罹患者はマスクの着用を余儀なくされます。

さらに、この病気は意識にも影響を及ぼし、性格が攻撃的になり、<hint=hint_persons_peasant>農民</hint>が<hint=hint_persons_criminal>放浪人</hint>や<hint=hint_persons_forest_bandits>森の盗賊</hint>になる可能性が高まります。

この病気の治療法はありませんが、やがて自然に治ります。その症状は<hint=hint_resource_nectar>ネクタル</hint>を摂取することで緩和されます。"
hint_unholy_horde,"罪深き軍団
<hint=hint_dead_god_herecy>死神</hint>の異教に従う極めて攻撃的で危険な人々。

<img=hint_unholy_horde></img>

$ 軍団は5日ごとに集まり、最も近い集落を完全に焼き払おうとします。勝利の後、生き残った戦士たちは近隣の土地を恐怖に陥れます。
$ 軍団の戦士は斧で武装し、非常に高い戦闘技術を持っていますが、鎧は身に着けていません。
$ 軍団と交渉することはできません。

<hint=hint_fire_war>神聖な炎の戦争</hint>で<hint=hint_cainism>カイン教</hint>が新王国内で敗北した後、<hint=hinr_prophet_michail>預言者ミカエル</hint>は文明的な王国の外へと追放され、社会と断絶した場所で異端を説き続けました。部族は死神を受け入れ、近年著しく力をつけてきています。

今、信仰の声に従うままに、ノーランド全土に死と破壊をもたらす準備ができています。"
hint_cainism,"カイン教
<hint=hint_crimson_empire>クリムゾン帝国</hint>の末期に生まれた異端の教義。

聖母ソフィアの教えでは、彼女の兄カインは最初の殺人者であり、彼女の慈悲深さに反する邪悪な敵対者であると考えられているが、カイン教徒はそうではなく、カインこそが慈悲深い神であり、ソフィアの支配に立ち向かい、ソフィアの圧制から人類を守るためにソフィアの手によって滅んだと主張しています。

カイン教徒は人間の意志の強さを第一の美徳と考え、聖母ソフィアの教えの道徳規範の多くを否定しています。

クリムゾン帝国の郊外で生まれたカイン教は、死んだ神カインから啓示を受けたと主張する<hint=hinr_prophet_michail>預言者ミカエル</hint>によって広まり、ミカエルは<hint=hint_secret_book_of_dead>死者の秘伝書</hint>を書きました。その後の神聖な炎の戦争の結果、カイン教は滅び、ミカエルは追放され、その後彼の痕跡は途絶えてしまいました。

しかし、帝国は40年にわたる壊滅的な宗教戦争に耐えることが出来ないままに崩壊し、<hint=hint_noble_house>貴族</hint>が支配する数多くの<hint=hint_new_kingdoms>新王国</hint>が生まれました。これが現在のノーランドの状況です。"
hint_secret_book_of_dead,"死者の秘伝書
<hint=hinr_prophet_michail>預言者ミカエル</hint>によって書かれたこの本は カイン教の主要な教義を構成しています。

聖母ソフィアは人間を奴隷にしている邪悪な女神だと主張しています。ソフィアの弟カインはかつて人類を解放するために彼女に挑んだが、彼女に殺されてしまった。しかし、死後、カインはベルベットの暗闇の中に自由を見出し、そこからミカエルに正体を明かし、自分の言葉を記録して人々に明かすよう指示しました。

この本は、<hint=hint_sofia_cult>聖母ソフィア教会</hint>は服従の教義で人々を支配していると主張しており、 そして、膝上の高さを持つ<hint=hint_sofia_truth>石造物を禁じています</hint>。カイン教徒は、これによって<hint=hint_synode>ラヴィング一族</hint>がノーランド唯一の石の要塞、<hint=hint_faith_stone>信仰の石</hint>で完全に無敵になれると信じています。いつでも、庇護を失った集落を消滅させることができ、<hint=hint_sofia_great_purification>大浄化</hint>が訪れると、集落に要塞化を禁じていることで浄化を素早く推し進めることができ、教会がすべての権力を握り、教会による支配をこれからも支持する人々を保護します。

カイン教徒は、<hint=hint_great_cycle>大いなるサイクル</hint>を終わらせる唯一の方法は、聖母ソフィアに抗うことだと信じています。"
hint_dead_god_herecy,"死神の異教
<hint=hint_prophet_michail>預言者ミカエル</hint>の後の教えは、北の森に住む異教徒の部族に取り入れられ、ミカエルの儀式を極端な形に発展させました。それは<hint=hint_unholy_horde>罪深き軍団</hint>が信奉する宗教です。

これは伝統的なカイン教とは矛盾しており、カイン教が防ごうとした文明の死そのものを説いているのです。

教義によれば、カインが聖母ソフィアの手によって死んだ後に落ちたベルベットの暗闇は、静寂と意志の空間であり、この厳格な女神の支配を超えた唯一の場所なのです。この苦しみの世界での終わりのない輪廻の輪から解放されるためには、人間の魂はその場所を目指さなければいけません。

これは、死の瞬間に死神カインに呼びかけることで可能になります。従って、適切な死は、求めるべき解放という贈り物とみなされます。

このカルトの信者は、人身御供と儀式的自殺を行います。異教徒を「適切に」殺すことは、ソフィアの支配下からの魂の救済を意味するため、特別な美徳と考えられています。軍団の男女は皆、子供の頃から鍛え上げられた強い戦士であり、死を恐れません。このため、カルト教団の宗教的な偉業である罪深き軍団の襲撃は特に危険なのです。

襲撃の際、彼らは皆殺しにし、街を焼き払うだけでなく、<hint=hint_sofia_cult>教会</hint>が人々を支配するために使っていると信じている忌まわしい書物を破壊することにも余念がありません。

信奉者たちは、過剰な感情や執着に対処するための仮面をつけています。"
hint_nt_new_matriarch,"新しい女家長！
聖母ソフィアの意志により、かつての女家長は聖母の懐へと戻り、そして今、ノーランドは新たな擁護者を得ました！

今、女家長とあなたの王との個人的な関係は、ゼロから再構築されます。"
hint_nt_synod_relations_begin,"教会が街にやってきた
<hint=hint_sofia_cult>聖母ソフィア教会</hint>の女家長は、あなたの街に<hint=hint_bishop>司教</hint>を送り、あなたの集落を真の道へと導いてくれるでしょう。

[hint_relations_matriarch]"
hint_relations_matriarch,"女家長との関係性
女家長との関係性は、<hint=hint_bishop>司教</hint>が街にやってきて（人口が40以上）から始まります。

<img=hint_relations_matriarch></img>

$<hint=hint_holy_caravan>神聖なキャラバン</hint>からさまざまな商品が手入できるかどうかは、あなたと女家長との関係性に左右されます。女家長との関係性が悪く<red>0</red>を下回ると、キャラバンから入手できる商品は減り、<red>-25</red>を下回ると完全に街に訪れなくなります。
$女家長は中立を保っていますが、予見者から聞いた差し迫った災害について警告してくれます。
$関係性が良好（<green>25</green>以上）であれば、司教に<hint=hint_action_task_canonization>祝福</hint>を求めることができ、入手できる商品が増えます。
$司教との関係性が<red>-100</red>を下回ると、女家長があなたの街に<hint=hint_inqusitors>異端審問官</hint>を送り込みます。

さまざまな要素が関係性に影響を及ぼします。左上にある聖母ソフィアの十字架アイコンにマウスカーソルを合わせると、確認することができます。"
hint_crimson_empire,"クリムゾン帝国
西部の小さな植民地であった<hint=hint_culture_tanaya>タナヤ</hint>から発展したクリムゾン帝国は、<hint=hint_culture_makha>マーカ</hint>から得た軍事と官僚業務の革新のおかげで、やがてノーランドの半分を飲み込み、中央平原の先住民である<hint=hint_culture_voruns>ヴァーン</hint>を追い出し、そして、もう一つの地方民である<hint=hint_culture_gwelts>カイデン</hint>を任務に就かせました。

帝国は急拡大し、まもなく黄金時代が訪れました。帝国は<hint=hint_culture_tanaya>タナヤ</hint>によって統治され、少数のマーカは古くからある半独立状態の街で文化と哲学の研究に従事し、<hint=hint_culture_gwelts>カイデン</hint>は国境に住み、国境を防衛する兵役を通じて生計を立て、<hint=hint_culture_voruns>ヴァーン</hint>は東部に住み、交易を通じて増え続ける人口に食糧を供給しています。

しかし、何世紀にもわたる均衡は、マーカの街に芽生えた異教である<hint=hint_cainism>カイン教</hint>によって崩れ、その後の<hint=hint_fire_war>神聖な炎の戦争</hint>は統一帝国の終わりを告げ、いわゆる<hint=hint_new_kingdoms>新王国</hint>が誕生しました。

<hint=hint_sofia_cult>聖母ソフィア教会</hint>の多大な努力のおかげで、世界は前時代的な水準に陥ることなく、何世紀もの間、女家長と教会の司祭たちによって新たな均衡が保たれてきました。"
hint_fire_war,"神聖な炎の戦争
2652年から2692年にかけて起こった、聖母ソフィア教会と異端のカイン教との戦争。

教会と皇帝は、<hint=hint_cainism>カイン派の異教</hint>が<hint=hint_culture_makha>マーカ</hint>の街で最初に出現してから長い間、見て見ぬふりをしてきました。しかし、積極的な説教が数年続いた後、西部各地で暴動や聖母ソフィア教会の礼拝堂への放火が始まると、帝国は弾圧で対応し、異教の街も反発して2つの宗派の間で大規模な戦争が勃発しました。

この戦争は、2691年にマクシミリアン皇帝が跡継ぎを残さずに戦死するまで、さまざまな勝利を収めつつも続きました。<hint=hint_ieremia>女家長ジャドウィガ</hint>が真紅の玉座に即位したとき、帝国は完全な混乱と破壊の瀬戸際にありました。戦争を終結させるため、ジャドウィガは反乱を起こした地方に恩赦と独立を約束し、その代わりに異端審問官が彼らの都市に立ち入ることができるようにし、この地域の新しい君主制の構造を提案しました。異端者たちはこれに同意し、<hint=hint_chartia_humility>謙譲の憲章</hint>が調印され、近代的な世界構造の基礎が築かれました。この憲章は、各王国が取得できる貴族の爵位の数に制限を設けました。

異端者については、ある者は南の超え難し山々に行き、時が経つにつれて<hint=hint_person_maroders>略奪者</hint>の部族に身を落とし、またある者は預言者ミカエルと共に北部の森林に退き、やがて姿を消しました。"
hint_new_kingdoms,"新王国
かつての<hint=hint_crimson_empire>クリムゾン帝国</hint>の各地方は、ノーランドの<hint=hint_noble_house>貴族</hint>によって200年間統治されてきました。

王国の国境は<hint=hint_сhartia_humility>謙譲の憲章</hint>で定められているため修正されることはありませんが、王国間で臣従関係や同盟関係を結ぶことはできます。"
hinr_prophet_michail,"預言者ミカエル
<hint=hint_culture_makha>マーカ</hint>の出身で、預言者ミカエルが生まれたのは、<hint=hint_fire_war>神聖な炎の戦争</hint>が始まり20年が経とうかという頃でした。ミカエルは帝国教会で輝かしいキャリアを築き、狂信的教条主義と異端審問の基礎を築いた<hint=hint_sofia_truth>真理の証</hint>の発展に携わりました。

2685年、ミカエルは帝国にたてつく<hint=hint_cainism>カイン派</hint>の都市のひとつに派遣され、<hint=hint_sofia_cult>聖母ソフィア教会</hint>のために狂信者の秘密結社を創設する使命を与えられました。

数年後、任務は失敗に終わったと判断されましたが、ミカエルはラヴィング一族に戻る代わりにカイン教に改宗し、すぐにその指導者となり、教会との戦いの中心人物となりました。

2691年、彼の異端勢力は偉大なる石の戦いで皇帝マクシミリアンを破り、<hint=hint_synode>ラヴィング一族</hint>は、現在<hint=hint_faith_stone>信仰の石</hint>として知られる、帝城に逃げ込まざるを得なくなりました。

しかし、2692年に<hint=hint_сhartia_humility>謙譲の憲章</hint>に署名した後、仲間に裏切られ、北西部の森に逃げ込み、消息を絶ちました。

真偽のほどが怪しい文書によれば、ミカエルは常に教会に忠誠を誓っていたらしいのですが、彼が突然カイン教に改宗したのも、最後に忽然と姿を消したのも、より大きな計画の一部なのです。"
hint_сhartia_humility,"謙譲の憲章
近代の世界の構造の基礎を築いた<hint=hint_crimson_empire>クリムゾン帝国</hint>と<hint=hint_synode>ラヴィング一族</hint>の男爵によって署名された文書。

これはクリムゾン帝国の終焉を意味し、各王国の領主たちに独立を認め、<hint=hint_new_kingdoms>新王国</hint>として知られるようになりました。国境は侵すことのできない、不可分のものとして認められました。

一方、平和を維持するため、領主たちは異端審問に門を開き、王位継承者間の争いを減らすため、領主が保有する<hint=hint_title>爵位</hint>の数を制限することに同意しました。

ラヴィング一族は、難攻不落の帝国要塞である<hint=hint_faith_stone>信仰の石</hint>も支配しており、女家長はそれ以来、要塞の真紅の玉座についています。"
hint_ieremia,"女家長ジャドウィガ
クリムゾン帝国末期の<hint=hint_sofia_cult>聖母ソフィア教会</hint>における伝説の女家長。ヤドヴィガの指揮下、<hint=hint_synode>ラヴィング一族</hint>は<hint=hint_fire_war>神聖な炎の戦争</hint>で勝利を収め、<hint=hint_сhartia_humility>謙譲の憲章</hint>を通じて現代の世界秩序の基礎を築きました。

女家長ジャドウィガは<hint=hint_sofia_truth>真理の証</hint>を執筆し、真紅の玉座ついた最初の女家長となりました。"
hint_reveal,"啓示
<hint=hint_dogma>教義</hint>の変更や新たな創造につながる宗教的知識。

そのためには、啓示の伝達者は<hint=hint_bld_temple>礼拝堂</hint>で<hint=hint_sermon_dogma>教義の説教</hint>という仕事を行う必要があります。

<hint=hint_persons_fanatic>宗教的狂信者</hint>が<hint=hint_tantrum>神経衰弱</hint>の結果、啓示を受け取ったと信じ込むか、<hint=hint_book>書物</hint>に書かれているものを読むかもしれません。"
hint_dogma,"教義
ある行為を<hint=hint_sin>罪</hint>とし、他の行為を<hint=hint_virtue>徳</hint>と定める宗教的な<hint=hint_idea>思想</hint>。

<hint=hint_sermon_dogma>説教</hint>の結果、町の<hint=hint_canon>規範</hint>から追加または削除できます。

型破りな教義は異端とみなされ、<hint=hint_synode>聖シノド</hint>との関係悪化につながり、<hint=hint_inqusitors>異端審問</hint>に発展することもあります。"
hint_donation,"寄付
キャラクターは<hint=hint_bld_temple>礼拝堂</hint>に告解に行くことができます。

これは<hint=hint_need_piety>信心深さ</hint>を取り戻す最も効果的な手段ですが、最後に寄付をすることが求められます。

農民は<hint=hint_resource_gold>ゴールド</hint>を寄付し、領主は<hint=hint_resource_rune>神聖なリング</hint>を寄付します。"
hint_virtue,"徳
<hint=hint_pray>祈り</hint>と行動は<hint=hint_sofia_cult>聖母ソフィア</hint>に喜ばれる行為であり、<hint=hint_need_piety>信心深さ</hint>が回復します。"
hint_sofia_cult,"聖母ソフィア教会
この世界の支配的な宗教で、大きな力を持ちます。

教会の最高機関は<hint=hint_synode>ラヴィング一族</hint>で、女家長が率います。

教会は<hint=hint_bishop>司教</hint>を通じて、ノーランドのすべての主要都市で各個人に対する存在感を維持しています。

教会の教義は、聖典である<hint=hint_sofia_reveal>「ソフィアの啓示」</hint>と<hint=hint_sofia_truth>「真理の証」</hint>に記されています。"
hint_synode,"ラヴィング一族
世界における主要な宗教的、経済的、軍事的組織。

女家長（精神的指導者）と厳格なる父親（<hint=hint_inqusitors>異端審問</hint>の軍事的指導者）が率いています。

<hint=hint_faith_stone>信仰の石</hint>として知られる難攻不落の石造りの城を拠点としています。

ラヴィング一族だけが<hint=hint_resource_gold>ゴールド</hint>と<hint=hint_resource_rune>神聖なリング</hint>を生産できます。"
hint_inqusitors,"異端審問
<hint=hint_synode>ラヴィング一族</hint>の極めて強力な軍隊であり、厳格なる父は軍隊を指揮します。

$異端審問の部隊はレベル15～18の重厚な装備に身を固めた{number}人の戦士からなります。
$<hint=hint_holy_caravan>神聖なキャラバン</hint>を攻撃したり、教会との関係を著しく悪化させたりした場合は、異端審問官の訪問を受けることになります。
$異端審問官が集落に入ると、家や<hint=hint_bld_chancellery>官庁</hint>を焼き払い、<hint=hint_book>書物</hint>をすべて燃やし、見かけた者は一人残らず殺します。
$炎と死をもって街が浄化されたと認められると、赦しを受けます。"
hint_holy_caravan,"神聖なキャラバン
都市間の交易に従事する教会の一部門であり、<hint=hint_resource_gold>ゴールド</hint>と<hint=hint_resource_rune>神聖なリング</hint>の主な供給源となっています。一般的な資源に加えて、キャラバンは<hint=hint_book>書籍</hint>と<hint=hint_persons_slave>囚人</hint>も取引します。

<img=hint_holy_caravan></img>

キャラバンは<hint=hint_inqusitors>異端審問官</hint>によって保護・管理されています。

通常、2～3日おきに集落を訪れます。

<b>ヒント：</b> キャラバン商人（貿易メニューのしおりアイコン）から本を買うのをお忘れなく！"
hint_sin,"罪
誰かを<hint=hint_speech_insult>侮辱する</hint>、配偶者への不貞、喧嘩をするなど、いくつかの行為は罪であると考えられます。

<img=hint_sin></img>

罪とは、長く続く強いネガティブな思考であり、<hint=hint_bishop>司教</hint>への<hint=hint_confession>告解</hint>によって赦しを受けます。

罪はキャラクターメニューにあるメインタブの「ステータス」セクションにも表示されます。"
hint_confession,"告解
罪を取り除きます。農民は<hint=hint_bld_temple>礼拝堂</hint>の司祭に告白できますが、領主は<hint=hint_bishop>司教</hint>に直接告解しなければいけません。

告解により<hint=hint_sin>罪</hint>は赦されますが、キャラクターは<hint=hint_resource_gold>ゴールド</hint>か<hint=hint_resource_rune>神聖なリング</hint>を教会に捧げる必要があります。"
hint_sofia_reveal,"ソフィアの啓示
神秘的で象徴に満ちた言語で書かれた啓示の書であり、聖母ソフィア自身の視点から語られています。

本書は、火、鍵、二元性といったシンボルを重要な要素として含み、広大な解釈のための余地を残しています。"
