Key,French
hint_skill_category_economic,"Économie
Enseignez l'économie pour développer les compétences en <hint=hint_skill_negotiations>négociation</hint> et en <hint=hint_skill_management>gestion</hint> du seigneur ou de la dame."
hint_skill_category_philosophy,"Philosophie
Enseignez la philosophie pour développer l'<hint=hint_skill_knowledge>intelligence</hint> et la <hint=hint_skill_teaching>pédagogie</hint> du seigneur ou de la dame."
hint_skill_category_warcraft,"Art de la guerre
Enseignez l'art de la guerre pour développer l'<hint=hint_skill_command>autorité</hint> et la <hint=hint_skill_combat>combativité</hint> du seigneur ou de la dame."
hint_skill_disabled,"Compétence indisponible
Le niveau de la compétence est considéré comme nul.
Raison(s) : {causes_stack}"
hint_talant,"Talent
Un talent est une prédisposition spéciale d'un personnage pour une <hint=hint_skills>compétence</hint> particulière.

$ Les talents sont marqués d'une étoile jaune dans la liste de compétences.
$ Un personnage peut avoir 0, 1 ou 2 talents.
$ Les talents sont transmis par les parents.
$ Le personnage obtient {talent_x} d'expérience supplémentaire dans les compétences pour lesquelles il a un talent lorsqu'il les travaille.
$ Lorsque la compétence atteint le niveau 15, le personnage obtient un puissant trait développé."
hint_needs,"Besoins
Chaque personnage à des besoins, dont l'intensité augmente généralement au fil du temps.

Plusieurs actions permettent de satisfaire les besoins, la plupart effectuées automatiquement par le personnage.

Si les besoins ne sont pas comblés, le personnage ressent des <hint=hint_thought>impressions</hint> négatives, ce qui sape son <hint=hint_mood>moral</hint>."
hint_need_piety,"Besoin de foi
Le personnage désire être rassuré et savoir que la déesse se soucie de lui. La <hint=hint_pray>prière</hint> comble le besoin de foi.

$ Les personnages peuvent prier seuls chez eux ou se rendre dans des <hint=hint_bld_temple>temples</hint> ou devant des <hint=hint_bld_altar>idoles</hint> pour que les prières soient plus efficaces.
$ Les prières devant des idoles pourront leur suffire pendant un moment, mais leur besoin de foi grandira progressivement jusqu'à ce que vous érigiez un temple."
hint_need_sex,"Besoin de forniquer
Le personnage désire procréer et perpétuer sa lignée.

Les <hint=hint_date>rendez-vous galants</hint> comblent le besoin de sexe.

$ Les seigneurs et les dames mariées comblent ce besoin au quotidien. 
$ Dans le cas contraire, il leur est possible de payer un paysan ou une paysanne pour avoir des rapports sexuels. Cet acte est considéré comme un <hint=hint_sin>péché</hint> et lui pèsera sur la conscience.
$ Choisissez quelqu'un du genre opposé à soudoyer si vous souhaitez combler ce besoin immédiatement."
hint_need_food,"Besoin de nourriture
Tous les personnages doivent manger. Si la nourriture manque, les personnages souffrent de la faim et peuvent même en mourir.

$ La consommation d'une unité de <hint=hint_food>nourriture</hint> comble le besoin de nourriture.
$ Les populations paysanne et guerrière achètent de la nourriture au <hint=hint_bld_market>marché</hint> tandis que les nobles et esclaves se la font apporter directement depuis le dépôt.
$ Votre population ne prend le temps de manger que le matin et le soir, il est donc normal qu'elle ait un peu faim pendant la journée."
hint_need_fun,"Besoin de repos
Le travail entraîne une fatigue mentale et donc un besoin de repos.

$ Ce besoin est satisfait graduellement lorsque le personnage ne travaille pas.
$ La consommation d'<hint=hint_alcohol>alcool</hint> ou de <hint=hint_resource_nectar>nectar</hint> comble rapidement le besoin de repos.
$ Les populations paysanne et guerrière achètent l'alcool à la <hint=hint_bld_tavern>taverne</hint> tandis que les nobles et esclaves se le procurent au dépôt.
$ Votre population ne consomme de l'alcool et du nectar que le soir, il est donc normal qu'elle soit un peu fatiguée pendant la journée."
hint_need_sleep,"Besoin de sommeil
Un personnage qui ne dort pas pendant trop longtemps s'effondrera et s'endormira au sol au pire moment.

Votre population va se coucher automatiquement après 23 heures."
hint_need_care,"Besoin d'attention
Ce besoin est exclusif aux enfants.

Les interactions avec les parents, telles que la communication ou l'éducation, comblent le besoin d'attention."
hint_ico_peasant,"Paysannat
$ Population paysanne totale dans la cité : {peasant_total}
$ <hint=hint_mood>Moral</hint> moyen : {peasant_middle_happyness}
$ <hint=hint_wealth>Richesse</hint> moyenne : <hint=hint_resource_gold>{peasant_middle_rich}</hint>

$ En bonne santé, sans emploi : {peasant_nowork}
$ Besoin en main-d'œuvre : {need_workers}
$ Sans logement : {peasant_homeless}
$ Départs (dernières 24 h) : {left_city}

 Répartition sociale :
$ <hint=hint_persons_fanatic>Fanatiques</hint> : {peasant_fanatics} ({peasant_fanatics_percent} %)
$ <hint=hint_addict>Nectaromanes</hint> : {nectaraddicted}
$ <hint=hint_loyalist>Loyalistes</hint> : {loyalist}

 Répartition culturelle :
$ Kaidens : {gwelts}
$ Tanayas : {tanya}
$ Makhas : {makha}
$ Varns : {voruns}

{details_stack}"
hint_ico_criminal,"Population criminelle
$ <hint=hint_persons_criminal>Parias</hint> dans la cité : {bandits_total}
$ <hint=hint_persons_cuthroat>Coupe-jarrets</hint> : {bandits_thugs_total}

Au cours des dernières 24 h : 
$ Crimes commis : {bandits_crimes_yesterday}
$ Suspects <hint=hint_criminal_intimidated>intimidés</hint> : {intimidated}

Répartition culturelle :
$ Kaidens : {gwelts}
$ Tanayas : {tanya}
$ Makhas : {makha}
$ Varns : {voruns}

{details_stack}"
hint_ico_soldier,"Population guerrière
$ Population guerrière totale dans la cité : {army_total}
$ <hint=hint_sodiers_happiness>Moral</hint> moyen : {army_middle_happyness}

$ Valeur totale de l'<hint=hint_equip_cost>équipement</hint> : <hint=hint_resource_gold>{army_inv_cost}</hint>
$ <hint=hint_skill_combat>Combativité</hint> moyenne : {army_middle_fight_skill}
$ Désertions (dernières 24 h) : {soldier_gone}

Répartition sociale :
$ <hint=hint_persons_fanatic>Fanatiques</hint> : {army_fanatics}
$ <hint=hint_addict>Nectaromanes</hint> : {nectaraddicted}
$ <hint=hint_loyalist>Loyalistes</hint> : {loyalist}

Répartition culturelle :
$ Kaidens : {gwelts}
$ Tanayas : {tanya}
$ Makhas : {makha}
$ Varns : {voruns}

{details_stack}"
hint_ico_slaves,"Esclaves
$ Population d'esclaves totale dans la cité : {slaves_total}
$ <hint=hint_slave_happines>Moral</hint> moyen : {slaves_middle_happiness}

$ Avec un emploi : {slaves_workers}
$ En bonne santé, sans emploi : {slaves_nowork}
$ <hint=hint_person_invalids>Invalides</hint> : {slaves_invalids}

Répartition sociale :
$ <hint=hint_persons_fanatic>Fanatiques</hint> : {slave_fanatics}
$ <hint=hint_addict>Nectaromanes</hint> : {nectaraddicted}

Répartition culturelle :
$ Kaidens : {gwelts}
$ Tanayas : {tanya}
$ Makhas : {makha}
$ Varns : {voruns}

{details_stack}"
hint_nt_matriarch_opinion,"Relation avec la Matriarche
{optional_bishop_not_arrived}
Les facteurs suivants influencent la <hint=hint_relations_matriarch>relation entre la Matriarche</hint> et votre monarque :
{opinions_list}"
hint_gm_city_money,"Or
Voici la quantité d'<hint=hint_resource_gold>or</hint> détenue par la cité.

$ Vous obtiendrez cette valeur si vous pillez la cité.
$ Le monarque utilise cet argent pour acheter une armée.
$ L'enrichissement en or dépend directement du nombre de <hint=hint_persons_peasant>paysans et paysannes</hint> et d'<hint=hint_persons_slave>esclaves</hint> dans la cité. Indirectement, il dépend du nombre de <hint=hint_persons_lords>nobles</hint> adultes.

<b>Astuce</b> : pour fragiliser l'économie d'une cité et affaiblir son armée, compromettez ses nobles en les <hint=hint_action_task_bribe>soudoyant</hint>, en les <hint=hint_action_task_seduce>séduisant</hint> ou en commettant des <hint=hint_action_shadow>actes malveillants</hint>."
hint_gm_city_peasants,"Paysannat
Voici le nombre de <hint=hint_persons_peasant>paysans et paysannes</hint> qui vivent dans la cité.

$ La population paysanne contribue à l'enrichissement quotidien en <hint=hint_resource_gold>or</hint>.
$ La croissance de la population paysanne de la cité dépend du nombre de <hint=hint_persons_lords>nobles</hint> adultes qui y résident.
$ Si les villages voisins sont détruits, la croissance de la population paysanne est freinée ou interrompue.
$ La population paysanne peut diminuer à la suite de révoltes."
hint_gm_city_slaves,"Esclaves
Voici le nombre d'<hint=hint_persons_slave>esclaves</hint> qui vivent dans la cité.

$ Les esclaves contribuent à l'enrichissement quotidien en <hint=hint_resource_gold>or</hint>.
$ Ces personnages sont capturés lors d'opérations militaires.
$ En trop grand nombre, les esclaves peuvent se révolter."
hint_gm_city_cutthroats,"Coupe-jarrets
Voici le nombre de <hint=hint_persons_cuthroat>coupe-jarrets</hint> qui vivent dans la cité.

$ Les coupe-jarrets peuvent mener des <hint=hint_action_shadow>actes malveillants</hint> : enlever un personnage, voler ou assassiner des nobles.
$ Plus il y a de coupe-jarrets dans la cité, plus les chances de réussite des <hint=hint_action_shadow>actes malveillants</hint> sont élevées."
hint_gm_city_books,"Bibliothèque de la cité
Liste des savoirs uniques :
{list}"
hint_soul_knowledges,"Savoir
{list}"
hint_nt_holy_family_become_enemy,"Vous n'êtes plus dans les bonnes grâces de la Matriarche !
Vos récentes actions ont fortement déçu la Matriarche et votre score de relation est inférieur à <red>-25</red>.

$ L'Église espère que vous changerez de comportement et vous a imposé un embargo total. <red>La Caravane sacrée ne visitera donc plus votre province.</red>
$ Améliorez votre relation avec la Matriarche pour lever l'embargo.
$ Si votre relation tombe en dessous de <red>-50</red>, votre province sera officiellement damnée et l'évêque partira.
$ Si votre score de relation tombe en dessous de <red>-100</red>, la Matriarche vous enverra l'<hint=hint_inqusitors>Inquisition</hint>."
hint_nt_crops_death,"Sécheresse
Il n'a pas plu pendant cinq jours et vos récoltes ont fané. Vos paysans et paysannes vont semer les champs à nouveau. Espérons que Mère Sophia nous envoie de la pluie, cette fois."
hint_nt_horde_apeears,"Horde impie
La mission de l'Inquisition est de retour avec de terribles nouvelles. Dans les forêts du Nord-Ouest, les tribus des forêts se sont réunies et ont formé la <hint=hint_unholy_horde>Horde impie</hint>, vouée à un nouveau culte hérétique : l'<hint=hint_dead_god_herecy>Hérésie du Dieu mort</hint>.

Cette force extrêmement agressive et puissante se prépare à détruire tous les royaumes du Norland.

La Famille de l'étreinte divine exhorte toutes les maisons nobles à oublier leurs querelles et à s'unir face à cette nouvelle menace. Le monarque qui mettra en cendres la Demeure du Dieu mort, la capitale de la Horde impie, gagnera la reconnaissance du monde entier et son nom sera gravé à jamais dans les mémoires.

Les survivants et survivantes de la mission ont réussi à déterminer l'emplacement exact de cette cité."
hint_nt_horde_gossip,"Rumeurs d'un nouveau culte
Les marchands et les voyageurs parlent d'un nouveau culte qui se propagerait dans les populations paysannes ignares de l'autre bout du continent.

Selon certaines rumeurs, il s'agit du retour de la secte hérétique des <hint=hint_cainism>caïnites</hint>, tandis que d'autres évoquent des sacrifices humains.

Quoi qu'il en soit, l'<hint=hint_inqusitors>Inquisition</hint> a décidé d'envoyer une mission sur ces terres pour exterminer toute hérésie de façon préventive."
hint_nt_no_servants_in_hall,"Pas de domestiques dans la grand-salle
Sans domestiques, la nourriture ne parvient pas à la grand-salle et les nobles ne peuvent pas manger.

$ Cliquez sur la grand-salle et configurez-la comme lieu de travail prioritaire afin qu'elle dispose toujours de domestiques."
hint_nt_new_faction,"Nouvelle maison noble
Une nouvelle maison noble est apparue dans le monde : {faction_uuid}."
hint_nt_faction_death,"Chute d'une maison noble
Une série d'événements tragiques a mis fin à l'histoire des {faction_uuid}.

La cité ancestrale de cette maison noble est aujourd'hui en ruines et sa population s'est dispersée.

Sic transit gloria mundi !"
hint_display_event_genius_king,"Grandes ambitions monarchiques
Des rumeurs laissent entendre que le monarque {soul_uuid_king} de {faction_uuid_king} a de nombreux talents et une ambition sans bornes.

[hint_trait_genius_king]"
hint_display_event_horde_destroy_faction,"Horde impie
La crise se terminera dans {remain_days} jours. Il n'est pas dit que quiconque y survive."
hint_display_event_horde_crisis_finish,"Crise terminée
La terrible Horde a été dissoute.

D'après certaines rumeurs, son leader a trouvé la mort dans des circonstances mystérieuses. Ses adeptes ont ainsi pris conscience de la fragilité et des mensonges de ses enseignements et se sont dispersés dans la forêt.

Personne ne connaît cependant la cause exacte de sa mort.

En tout cas, la Horde n'existe plus. Seules les ruines des cités qu'elle a mises à feu rappellent la terrible menace qui guettait le Norland il y a peu."
hint_nt_dark_order,"Corruption des coupe-jarrets
Un personnage d'une province hostile voisine a soudoyé vos coupe-jarrets, qui se préparent à mener des actes malveillants ce soir.

Renforcez les patrouilles autour de vos maisons seigneuriales, de la grand-salle et de la bibliothèque."
hint_nt_religious_punishment_soon,"Venue de l'Inquisition
Bientôt, les fidèles informeront la <hint=hint_synode>Famille de l'étreinte divine</hint> que votre évêque a trouvé la mort de manière prématurée. Le Père autoritaire entreprendra donc de purifier votre cité du péché.

La justice de Sophia s'abattra ainsi sur vous des mains de l'<hint=hint_inqusitors>Inquisition</hint>. Quiconque survivra verra ses péchés absous.

Préparez-vous."
hint_trade_vassal_tax_to_player,"Tribut des royaumes vassaliques
La Caravane sacrée garantit les paiements entre royaumes vassaliques et suzerains.

Le montant des tributs est calculé tous les jours et s'accumule jusqu'à l'arrivée de la Caravane.
{optional_tax_info}"
hint_trade_vassal_tax_from_player,"Tribut au royaume suzerain
La Caravane sacrée garantit les paiements entre royaumes vassaliques et suzerains.

Le montant des tributs est calculé tous les jours et s'accumule jusqu'à l'arrivée de la Caravane.
{optional_tax_info}"
hint_trade_soldier_tax,"Impôt militaire
$ Montant total : <hint=hint_resource_gold>{rune_number}</hint>
{optional_less_tax}

Découvrez le fonctionnement de l'<hint=hint_tutorial_church_tax>impôt militaire</hint>."
hint_nt_forecast,"Prévisions économiques
Grâce à son trait <hint=hint_trait_forecaster>Prévision</hint>, {soul_uuid} a pu apprendre que la ressource <b>{resource_name}</b> coûtera <b>deux fois plus cher</b> à la prochaine venue de la Caravane."
hint_nt_unhappy,"Moral de la population paysanne
$ Plus le niveau moyen de moral de la population paysanne est élevé, plus l'<hint=hint_migration>immigration</hint> est forte.
$ Si le niveau moyen de moral d'un paysan ou d'une paysanne tombe en dessous de <red>25</red>, il ou elle risquera de quitter la ville et de rejoindre les <hint=hint_persons_forest_bandits>bandits de la forêt</hint>, de devenir un <hint=hint_persons_criminal>paria</hint> ou de s'accrocher à sa foi et devenir <hint=hint_persons_fanatic>fanatique</hint>.
$ Les paysans et paysannes dont le moral est supérieur à 80 ont des chances de devenir <hint=hint_loyalist>loyalistes</hint>.

<img=hint_nt_unhappy></img>

Passez votre curseur sur l'icône d'un personnage, dans le coin supérieur gauche, pour voir ce qui le préoccupe le plus. 

Il existe d'autres manières d'améliorer le moral de la population paysanne : 
$ Organiser des exécutions spectaculaires sur l'<hint=hint_bld_scafod>échafaud</hint> ; 
$ Vendre de la délicieuse <hint=hint_food>nourriture</hint> et de l'<hint=hint_alcohol>alcool</hint> de qualité au marché ;
$ Prêcher la foi et la joie au <hint=hint_bld_temple>temple</hint> ;
$ Offrir des <hint=hint_bld_house>logements particuliers</hint> ;
$ <hint=hint_nt_terror_culture>Terroriser</hint> une culture haïe ;
$ Augmenter les salaires et créer plus de <hint=hint_rich>prospérité</hint>."
hint_nt_nofood,"Niveau de nourriture bas
Il y a une pénurie de <hint=hint_food>nourriture</hint> dans vos dépôts. La famine guette.

Construisez d'autres champs ou achetez de la nourriture à la <hint=hint_holy_caravan>Caravane sacrée</hint>."
hint_nt_nobeer,"Niveau d'alcool bas
Il y a une pénurie d'<hint=hint_alcohol>alcool</hint> dans vos dépôts. Le <hint=hint_unhappy>moral</hint> de votre population risque de baisser.

Améliorez les <hint=hint_bld_brewery>brasseries</hint> existantes ou construisez-en d'autres. Vous pouvez également acheter de la bière à la <hint=hint_holy_caravan>Caravane sacrée</hint>."
hint_nt_caravancome,"Arrivée de la Caravane sacrée
Le <hint=hint_holy_caravan>marchand ou la marchande de la Caravane sacrée</hint> porte une toge jaune.

Cliquez sur ce personnage puis sur le bouton Assigner pour commercer avec.

Plus la compétence <hint=hint_skill_negotiations>Négociation</hint> du personnage que vous assignez est élevée, plus les échanges vous seront favorables.

$ Cliquez sur la notification avec le <b>BDS</b> pour la fermer."
hint_nt_notenough_workers,"Main-d'œuvre insuffisante 
Certains bâtiments manquent de main-d'œuvre. 

Vous avez peut-être construit trop de nouveaux bâtiments, ou la population paysanne <hint=hint_migration>quitte la cité</hint> et n'est pas remplacée. 

$ Passez votre curseur sur l'icône d'un personnage de votre cité, dans le coin supérieur gauche, pour consulter les principales impressions négatives de la population paysanne. 
$ Si son moral moyen est trop bas, elle finira par quitter votre cité. Essayez de <hint=hint_nt_unhappy>régler ces problèmes</hint>. 
$ Cliquez sur la case Priorité pour doter vos bâtiments d'une main-d'œuvre suffisante. 

 
$ Cliquez sur la notification pour voir les bâtiments affectés."
hint_nt_bandits,"Bandits de la forêt aux portes de la cité
L'attaque des bandits de la forêt aura lieu dans deux heures !

Vous avez le temps de terminer vos tâches et d'assembler une <hint=hint_army>escouade</hint> pour vous défendre.

$ Cliquez sur la notification pour aller à la position des bandits."
hint_nt_bandits_prepare,"Expédition des bandits de la forêt
Les <hint=hint_persons_forest_bandits>bandits de la forêt</hint> ont monté une expédition pour attaquer votre cité. Elle sera là dans deux jours environ !"
hint_nt_notenough_temple,"Pas assez de temples
Certains personnages ne peuvent pas participer au sermon.

Construisez d'autres <hint=hint_bld_temple>temples</hint> pour accueillir tout le monde."
hint_nt_notenough_tavern,"Pas assez de tavernes
Vos tavernes ne peuvent pas accueillir tout le monde et certains personnages n'ont pas trouvé de lieu pour consommer de l'<hint=hint_alcohol>alcool</hint> pendant trois jours de suite.

Construisez d'autres <hint=hint_bld_tavern>tavernes</hint>."
hint_nt_notenough_barraks,"Pas assez de casernes
Vos <hint=hint_bld_barracks>casernes</hint> ne peuvent pas accueillir toute votre <hint=hint_persons_warriors>population guerrière</hint>, dont une partie dort dehors ou à même le sol d'un temple. Cela affecte négativement le moral de ces personnages.

Construisez d'autres casernes."
hint_nt_farmgobad,"Sol appauvri
Votre main-d'œuvre agricole a remarqué que le sol de vos champs s'appauvrissait. Il faudra les fertiliser dans deux jours.

Prévoyez assez de <hint=hint_resource_wood>bois</hint> à brûler pour fertiliser vos champs."
hint_nt_wolfattack,"Attaque de loup
Vous devriez envoyer vos nobles <hint=hint_action_task>chasser</hint> plus souvent pour réguler la population de loups.

Vendez également plus de <hint=hint_resource_knife>dagues</hint> au <hint=hint_bld_market>marché</hint> pour que la population paysanne puisse se défendre.

Cliquez sur {input.key.mb_left} pour aller sur le lieu de l'attaque."
hint_nt_peasant_use_caravan,"Achat de nourriture à la Caravane
La population paysanne préfère acheter sa <hint=hint_food>nourriture</hint> à la <hint=hint_holy_caravan>Caravane sacrée</hint> et vos réserves d'<hint=hint_resource_gold>or</hint> s'amenuisent.

Pour résoudre ce problème :
$ construisez un <hint=hint_bld_market>marché</hint> ;
$ assurez-vous que quelqu'un y travaille ;
$ configurez des prix plus attractifs ;
$ rendez disponibles tous les types de nourriture."
hint_nt_actor_complete_action_task_on_gm,"Tâche terminée
{soul_uuid} a bien terminé la tâche {task_name} dans la cité de {faction_uuid} et rentre.

Vous pouvez lui assigner une autre tâche avant son arrivée."
hint_nt_actor_abort_action_task_on_gm,"Tâche non terminée
{soul_uuid} n'a pas pu terminer la tâche {task_name} dans la cité de {faction_uuid}."
hint_nt_actor_arrived_in_town_as_guest_on_gm,"Arrivée d'un seigneur ou d'une dame
{soul_uuid} a rejoint {faction_uuid} et commence la tâche qui lui a été assignée."
hint_nt_fanatics_perc,"Fanatiques
La présence de <hint=hint_persons_fanatic>fanatiques</hint> dans la cité comporte de nombreux avantages, mais si le moral de cette population se dégrade trop, une <hint=hint_pogrom>révolte</hint> peut éclater.

Pour influencer leur nombre, prêchez le <hint=hint_sermon_agnostic>doute</hint> ou la <hint=hint_sermon_faith>foi</hint> dans les <hint=hint_bld_temple>temples</hint>."
hint_nt_religion_riot,"Trop de fanatiques
Près de la moitié de la population est <hint=hint_persons_fanatic>composée de fanatique</hint>s !

Vous pouvez réduire leur nombre en prêchant le <hint=hint_sermon_agnostic>doute</hint> dans les <hint=hint_bld_temple>temples</hint> avant qu'une <hint=hint_pogrom>révolte</hint> n'éclate."
hint_nt_servants,"Pour manger et boire, les nobles ont besoin de <hint=hint_persons_servants>domestiques</hint> qui leur apportent de la nourriture à la <hint=hint_bld_castle>grand-salle</hint> et dans leurs <hint=hint_bld_noble_house>maisons</hint>.

Embauchez des domestiques dans le menu de la grand-salle."
hint_nt_dummy_low_food,"Paysannat affamé
Une grande part de votre population paysanne a <hint=hint_starvation>faim</hint> !

Vos paysans et paysannes doivent consommer au moins une unité de <hint=hint_food>nourriture</hint> par jour.

Dans le <hint=hint_finance_menu>menu Économie</hint>, vérifiez que :
$ vous leur distribuez suffisamment de nourriture.
$ Si vous leur reversez un <hint=hint_salary>salaire</hint>, assurez-vous qu'il leur permet d'acheter de la nourriture."
hint_nt_dummy_low_beer,"Faible consommation d'alcool
Seul 20 % de la population paysanne de la cité consomme de l'<hint=hint_alcohol>alcool</hint>. 

L'alcool constitue le moyen le plus facile d'augmenter le moral, ce qui est primordial pour stimuler l'<hint=hint_migration>immigration</hint>. 

$Assurez-vous de distribuer suffisamment d'alcool depuis le <hint=hint_finance_menu>menu Économie</hint>. 
$ Si vous versez des <hint=hint_salary>salaires</hint>, assurez-vous qu'ils permettent d'acheter de l'alcool au moins plusieurs fois par semaine."
hint_nt_dummy_many_homeless,"Crise du logement
Une grande part de votre population paysanne est sans-abri !
Construisez d'autres <hint=hint_bld_house>chaumières</hint> pour remonter le moral du peuple."
hint_nt_slave_escape,"Évasion d'esclaves
Les esclaves peuvent parfois tenter de s'échapper si leur moral est trop bas ou s'ils et elles aspirent à la liberté.

<img=hint_nt_slave_escape></img>

Pour empêcher leur évasion, placez des <hint=hint_persons_guard>gardes</hint> à l'entrée des <hint=hint_bld_slaves_barrack>cabanes d'esclaves</hint> et près de leurs lieux de travail."
hint_nt_events_unhappy_lord,"Moral des nobles
Un seigneur ou une dame dont le <hint=hint_mood>moral</hint> est inférieur à <red>25</red> devient maussade et l'arrière-plan de son portrait en haut de l'écran devient rouge.

<img=hint_nt_events_unhappy_lord></img>

$ Dans cet état, le personnage n'effectue pas ses <hint=hint_action>tâches</hint>, y compris la <hint=hint_inspection>gestion des bâtiments</hint>.
$ Les nobles maussades peuvent souffrir d'une déprime, puis tomber en <hint=hint_tantrum>dépression nerveuse</hint>. De plus, leur <hint=hint_loyalty>loyauté</hint> baisse.
$ Des nobles maussades risquent aussi d'insulter leurs pairs ou d'avoir d'autres comportements inappropriés, ce qui affectera également le moral des autres nobles.
$ Les nobles qui sont la plupart du temps de bonne humeur et dont le moral est donc supérieur à <green>80</green> peuvent devenir <hint=hint_loyalist>loyalistes</hint> ou avoir un <hint=hint_insight>éclair de génie</hint> et trouver l'<hint=hint_inspired>inspiration</hint>.

Améliorez le moral de vos nobles de plusieurs façons :
$ Veillez à ce que ces personnages aient toujours accès à des produits de meilleure qualité tels que la <hint=hint_resource_meat>viande</hint> et l'<hint=hint_resource_ale>ale</hint>.
$ Encouragez-les à passer du temps ou à aller chasser avec un seigneur ou une dame dont le moral est meilleur.
$ Prêchez la <hint=hint_sermon_faith>foi</hint> dans les temples pour en faire des fanatiques.
$ Semez la <hint=hint_nt_terror_culture>terreur</hint> dans la culture que vos nobles détestent ou appliquez des politiques en accord avec leurs valeurs culturelles.

<b>Astuce</b> : passez le curseur sur les impressions en rouge de l'onglet Besoins d'un personnage pour savoir ce qu'il lui manque."
hint_nt_event_building_without_instruction,"Remarque

Un ou plusieurs bâtiments n'ont pas reçu d'<hint=hint_inspection>instructions</hint> aujourd'hui et leur productivité pourrait chuter dès demain.

Le seigneur ou la dame responsable est peut-être <hint=hint_unhappy>maussade</hint>, ou vous lui avez attribué trop de bâtiments.

$ Cliquez sur la notification pour voir les bâtiments concernés."
hint_nt_event_building_without_inspector,"Instructions
La main-d'œuvre des bâtiments de production ne sait pas quoi faire si les nobles ne lui donnent pas d'<hint=hint_inspection>instructions</hint>.

Assignez un seigneur ou une dame comme responsable dans le menu d'un bâtiment pour que la main-d'œuvre ait des instructions quotidiennes.

$ Cliquez sur la notification pour voir les bâtiments concernés."
hint_nt_no_meds,"Pénurie d'onguents
Renouvelez vite votre stock d'<hint=hint_resource_med>onguents</hint> ! Achetez-en à la <hint=hint_holy_caravan>Caravane sacrée</hint> ou produisez-en dans le <hint=hint_bld_alchemistry>laboratoire d'alchimie</hint>.

Sans onguents, toute <hint=hint_wounds>blessure</hint> peut se transformer en <hint=hint_poisoned>gangrène</hint> et entraîner la mort !"
hint_nt_slaves_starving,"Famine des esclaves
<tight>$ Assurez-vous d'avoir assez de <hint=hint_bld_slaves_barrack>cabanes</hint> pour tous vos esclaves.

$ Veillez à ce que chaque cabane d'esclaves ait un contremaître.
$ Vérifiez que vous allouez assez de nourriture à vos esclaves dans le <hint=hint_finance_menu>menu Économie</hint></tight>."
hint_nt_kid_now_can_read,"Adolescence
Le personnage a grandi. Il peut maintenant étudier dans le <hint=hint_knowledge_menu>menu Savoir</hint>.

Vous pouvez également le former par le biais de conversations philosophiques avec d'autres nobles qui lui transmettront leur <hint=hint_idea>savoir</hint> (les jeunes personnages y sont particulièrement réceptifs)."
hint_display_event_storage_robbery_gold,"Cambriolage
Si vous voulez tenter de récupérer ce qui a été volé, assemblez une <hint=hint_army>escouade</hint> et attaquez les cambrioleurs."
hint_display_event_nectar_rage_begin,"Rage du nectar
Après avoir consommé du <hint=hint_resource_nectar>nectar</hint>, un personnage peut avoir un accès de rage et attaquer toute personne dans son champ de vision.

Plus le personnage consomme de nectar, plus il a de chances de faire une crise de rage du nectar."
hint_display_drunk_fight_start,"Bagarre alcoolisée
Aujourd'hui, ce personnage a bu trop d'<hint=hint_alcohol>alcool</hint> et a déclenché une bagarre.

Cela a une petite chance d'arriver lorsque le personnage boit de l'alcool alors qu'il est maussade. Consultez régulièrement ses impressions les plus fortes pour réduire ce risque."
hint_nt_free_lord_expired,"Fin de contrat avec le ou la noble libre
Le personnage libre a rempli sa part du contrat et quittera bientôt votre cité. Vous pouvez tenter de le recruter à nouveau si ses services ont été satisfaisants."
hint_nt_free_lord_low_loyalty,"Fin prématurée de contrat avec le ou la noble libre
Le personnage libre a décidé de rompre le contrat par manque de loyauté et quittera bientôt votre cité."
hint_nt_lod_mising,"Personnage disparu
Lors de la bataille, votre noble {uuid_lord} a fui le champ de bataille et sa position est désormais inconnue.

Il est cependant probable que le personnage revienne dans votre cité dans quelques jours."
hint_nt_faction_become_enemy,"Nouvelle province ennemie
Vous êtes désormais en guerre contre le monarque {soul_uuid_king} de {faction_uuid}.

Attendez-vous à subir des attaques armées dans vos villages et votre cité, et à être la cible de différentes intrigues."
hint_nt_faction_soon_become_enemy,"Nouveau rival
Le monarque {soul_uuid_king} de {faction_uuid} vous est désormais hostile.

Le monarque ne vous attaquera peut-être pas immédiatement, mais pourra s'engager dans des actions et intrigues hostiles."
hint_province_peasants_statistics,"Statistiques de la population paysanne
<center>Aujourd'hui</center>

$ Population restante : {peasant_left}
$ {peasant_criminal} sont désormais des <hint=hint_persons_criminal>parias</hint>
$ {peasant_thug} sont désormais des <hint=hint_persons_cuthroat>coupe-jarrets</hint>
$ {peasant_fanatic} sont désormais <hint=hint_persons_fanatic>fanatiques</hint>
$ <hint=hint_migration>Immigration</hint> attendue : {peasant_migrant}"
hint_nt_world_summary,"Statistiques mondiales
<center>Événements de la journée</center>
{events}

<center>Événements des régions voisines</center>
{neighbore_events}"
