Key,Russian
hint_thought_social,"Социальная мысль
Мысли одного персонажа по отношению к другому, влияющие на их <hint=hint_relations>отношения</hint>. 

Могут появляться в ходе <hint=hint_conversation>глубоких разговоров</hint>, или в результате социальных факторов (например, как зависть)

Слабеют со временем."
hint_friendship,"Дружба
Если взаимные <hint=hint_relations>отношения</hint> персонажей больше {rel_friend}, то они становятся друзьями. 

При этом они склонны <hint=hint_action_task_together>проводить время вместе</hint>, навещают друг друга во время <hint=hint_sick>болезни</hint>, и заступаются друг за друга в драке."
hint_interest,"Интерес
Персонажей тянет друг к другу с разной силой. Это выражается в интересе. 

Его можно увидеть в закладке Отношений персонажей, при наведении на портрет другого персонажа.

<img=hint_interest></img>

Интерес влияет на
$ Готовность персонаж пойти на <hint=hint_date>свидание</hint> чтобы заняться сексом (должен быть выше {interest_high})
$ <hint=hint_love>Влюбленность</hint>
$ Вероятность Шутки при выборе <hint=hint_conversation>глубокого разговора</hint>

Факторы, влияющие на интерес:
$ Разница в навыке <hint=hint_skill_manners>Манеры</hint>
$ <hint=hint_relations>Отношения</hint>
$ Запах 
$ Возраст
$ Социальный статус
$ Выпитый алкоголь
...и еще ряд факторов, которые можно увидеть, наведя курсор на знак вопроса рядом с показателем интереса."
hint_enemy,"Вражда
Если отношения персонажа к другому ниже <red>{rel_enemy}</red>, то он считается врагом. Это влияет на <hint=hint_interest>интерес</hint>, выбор объекта для <hint=hint_speech_intrigue>Интриг</hint>, выбор <hint=hint_conversation>глубокого разговора</hint> в пользу <hint=hint_speech_ignore>Презрения</hint> и <hint=hint_speech_insult>Оскорбления</hint>."
hint_enemy_deadly,"Смертельная вражда
Отношения ниже <red>{rel_deadly_enemy}</red> означают смертельную вражду, при которой один персонаж может попытаться убить другого."
hint_love,"Влюбленность
Когда персонаж влюбляется, он получает сильную положительную <hint=hint_thought>мысль</hint>.

Кроме того, персонаж теперь:
$ <hint=hint_flirt>Флиртует</hint> только с объектом любви
$ Дарит ему <hint=hint_resource_rune>Святые кольца</hint>, когда <hint=hint_speech_flattery>льстит</hint>. 
$ <hint=hint_jealousy>Ревнует</hint> его к другим
$ Страдает, если его отвергли.

Влюбленность может возникнуть при высокой потребности в <hint=hint_need_sex>Сексе</hint> и достаточном <hint=hint_interest>интересе</hint>.

Со временем Влюбленность может пройти."
hint_flirt,"Флирт
При низком значении нужды в <hint=hint_need_sex>сексе</hint>, персонаж будет стараться флиртовать, приглашая на <hint=hint_date>свидание</hint> тех, к кому проявляет <b>высокий</b> <hint=hint_interest>интерес</hint>. 

Чтобы свидание состоялось,  интерес к персонажу должен быть выше <green>{interest_high}</green>"
hint_love_relations,"Любовные отношения
Если у персонажей было пара <hint=hint_date>свиданий</hint> за короткое время, или они взаимно влюблены, они становятся любовниками. 

При этом:
$ Они легко и без всяких условий занимаются сексом друг с другом
$ Стараются <hint=hint_action_task_together>проводить вместе время</hint>
$ <hint=hint_relations>Отношения</hint> между ними становятся <hint=hint_relatives>родственными</hint>
$ Они <hint=hint_jealousy>ревнуют</hint> друг друга и болезненно воспринимают измену
$ <hint=hint_speech_friendly>Душевное общение</hint> отчасти компенсирует <hint=hint_need_sex>потребность в сексе</hint>

Если отношение одного из них к другому опустится ниже 0, любовь заканчиваются."
hint_jealousy,"Ревность
<hint=hint_thought_social>Социальная мысль</hint>, которую испытывает <hint=hint_love>влюбленный</hint> или состоящий в <hint=hint_love_relations>любовных отношениях</hint> персонаж по отношению к возможным соперникам.

Соперниками считаются все персонажи противоположного пола, с которыми их объект любви имеет хорошие отношения, а также другие влюбленные в объект любви."
hint_date,"Свидание
Персонажи, которые в результате успешного <hint=hint_flirt>флирта</hint> договорились о свидании, встретятся в доме одного из них чтобы переспать, восполняя потребность в <hint=hint_need_sex>сексе</hint>. 

При очень высокой потребности в сексе, персонажи могут прибегать <hint=hint_sex_bribe>подкупу</hint>"
hint_sex_bribe,"Секс через подкуп
При высокой <hint=hint_need_sex>потребности в сексе</hint>, персонаж может попробовать подкупить кого-то противоположного пола, чтобы <hint=hint_date>переспать</hint> с ним.

Для этого он использует <hint=hint_resource_rune>Святые кольца</hint>.

Это является <hint=hint_sin>грехом</hint>"
hint_relatives,"Родственники
Персонажи, которые состоят в близких и родственных отношениях, имеют дополнительную положительную <hint=hint_thought_social>социальную мысль</hint> по отношению друг к другу.

Они также навещают друг друга в случае <hint=hint_sick>болезни</hint> и скорбят в случае <hint=hint_death>смерти</hint> близкого."
hint_culture,"Культура
Каждый персонаж в игре обладает одной из 4х культур: <hint=hint_culture_gwelts>Кайден</hint>, <hint=hint_culture_tanaya>Танайя</hint>, <hint=hint_culture_voruns>Варны</hint> и <hint=hint_culture_makha>Макха</hint>

<img=hint_culture></img>

Культуры оказывают влияние на различные части игры
$ <b>Ксенофобия</b>. Персонажи одних культур не любят других, а в случае резни атакуют именно их. Они также будут счастливы, если ненавидимая культура подвергнется <hint=hint_nt_terror_culture>террору.</hint>
$ <b>Ценности</b>. Дают положительные или отрицательные мысли персонажам в зависимости от положения провинции, и таким образом косвенно влияют на политику. Кроме того, ценности влияют на отношение к вашей политике королей-соседей.
$ <b>Языки и знания</b>. У каждой культуры есть свой язык, и определенное количество <hint=hint_book>книг</hint>, написанных на нем. Караваны приносят эти книги, если в городе есть лорды, способные их прочитать.
$ <b>Отношение с <hint=hint_sofia_cult>Церковью</hint></b>."
hint_title,"Титул
Как известно, двести лет назад, при подписании <hint=hint_сhartia_humility>Договора Смирения</hint>, которой кончилась <hint=hint_fire_war>Война Священного Пламени</hint>, <hint=hint_synode>Любящая Семья</hint> не просто даровала всем благородным домам Норланда независимость, но и ограничила число титулов Лорда на одну семью.

<img=hint_title></img>

Когда у вас вырастает ребенок он становится <hint=hint_untitled_lord>младшим лордом</hint>, и вам нужно будет определить его судьбу. 

Король также может отнимать титул, и тогда персонаж также становится младшим лордом. </b>Эти действия доступны в меню персонажей, в разделе ""Король"".</b>

<b>ПОДСКАЗКА</b> Ваш король может награждать титулами <b>младших лордов и нанятых свободных лордов</b>, чтобы они стали частью благородной семьи. "
hint_free_lord,"Свободный лорд
Вы сможете выдавать ему такие же задания, как и своим лордам - инспектировать здания, возглавлять отряды и прочее.

$ Контракт закончится через {day} дней"
hint_bishop,"Епископ
Когда <hint=hint_synode>Любящая Семья</hint> считает ваше поселение достаточно большим, она направляет к вам Епископа, чтобы установить с его помощью отношения. 

<img=hint_bishop></img>

$ Через меню ДЕЙСТВИЕ ваши лорды могут исповедоваться Епископу, чтобы снять с себя <hint=hint_sin>грехи</hint>, а также совершать другие религиозные действия.
$ Епископ может спровоцировать <hint=hint_pogrom>религиозное восстание</hint>, если поссорится с кем-то из ваших лордов. 
$ <hint=hint_relations_matriarch>Матриарх</hint> прислушивается к мнению Епископа о вашем короле.
$ Если Епископ умрет не своей смертью, ваши отношения с Матриархом ухудшатся на <red>{kill_bishop_penalty}</red>"
hint_marriage,"Брак
Целью брака является рождение детей, и персонажи стараются выполнять свой долг, хотя бы раз в 1-3 дня."
hint_loyalty,"Лояльность
Показывает, насколько лорд предан <hint=hint_persons_king>королю</hint>. 

<img=hint_loyalty></img>

$ Обычно немного меняется каждый день, но сильно падает, если персонаж <hint=hint_unhappy>несчастен</hint> или не любит короля.
$ Высокая лояльность позволяет давать этому персонажу некоторые особенные задания
$ Низкая (ниже 25) лояльность ведет к тому, что персонаж может уйти в другой благородный дом или, если он наследник, поднять <hint=hint_nt_heir_rebellion>восстание</hint>

Отображается на главной закладке персонажа (иконка короны). Наведите на число лояльности рядом с короной, чтобы узнать почему и как она изменилась за последнее время.

<b>ПОДСКАЗКА:</b> Вы можете быстро поднять лояльность наградив лорда, или угрожая ему (действия короля)"
hint_loyalty_captive,"Лояльность заложника
Изначально лояльность заложника отрицательная, но если вы сможете сделать ее положительной, он согласится стать членом вашей благородной семьи."
hint_thought,"Мысль
Мысли возникают от <hint=hint_needs>потребностей</hint> или как реакция на ситуации, в которых оказывается персонаж.

Cумма мыслей влияет на <hint=hint_mood>Настроение</hint>.

Отображается в закладке Настроения персонажа"
hint_mood,"Настроение
Измеряется от 0 до 100 и определяется суммой <hint=hint_thought>мыслей</hint>.

<img=hint_mood></img>

$ Мысли зависят от потребностей персонажей, а также являются реакцией на происходящие вокруг события.
$ Если настроение падает ниже 25, персонаж становится <hint=hint_unhappy>несчастлив</hint>, а если поднимается выше 80, то становится <hint=hint_happy>счастлив</hint>.
$ Средний уровень настроения крестьян влияет на уровень <hint=hint_migration>миграции</hint>. 

Узнайте больше о настроении разных персонажей:
$ <hint=hint_nt_unhappy>Крестьяне</hint>
$ <hint=hint_nt_events_unhappy_lord>Лорды</hint>
$ <hint=hint_sodiers_happiness>Воинов</hint>
$ <hint=hint_slave_happines>Пленников</hint>

<b>Подсказка:</b> Самые частые негативные <hint=hint_thought>мысли</hint>, влияющие на настроение удобно смотреть в <hint=hint_statistic_menu>меню Статистики</hint>"
hint_unhappy,"Несчастье
Состояние, когда <hint=hint_mood>настроение</hint> падает ниже 25

Узнайте больше о настроении разных персонажей:
$ <hint=hint_nt_unhappy>Крестьяне</hint>
$ <hint=hint_nt_events_unhappy_lord>Лорды</hint>
$ <hint=hint_sodiers_happiness>Воинов</hint>
$ <hint=hint_slave_happines>Пленников</hint>"
hint_happy,"Счастье
Состояние, когда <hint=hint_mood>настроение</hint> находится выше 80.

Узнайте больше о настроении разных персонажей:
$ <hint=hint_nt_unhappy>Крестьяне</hint>
$ <hint=hint_nt_events_unhappy_lord>Лорды</hint>
$ <hint=hint_sodiers_happiness>Воинов</hint>
$ <hint=hint_slave_happines>Пленников</hint>"
hint_casus_beli,
hint_terror,"Террор
Беспричинные казни и наказания вызывают чувство террора у персонажей, но иногда могут быть вызваны политической необходимостью.

<img=hint_terror></img>

Так как персонажи разных социальных классов обычно не общаются между собой, <hint=hint_terror_peasants>террор среди крестьян</hint> обычно не вызывает страха у лордов, и наоборот, <hint=hint_terror_lord>террор среди лордов</hint> не замечается крестьянами.

Вы также можете устроить <hint=hint_nt_terror_culture>террор определенной культуры</hint>, если они угрожают вам восстанием - и это вызовет воодушевление у той культуры, которая их ненавидит (например крестьяне Кайден будут рады террору в отношении Варнов)

<b>Подсказка:</b> Позитивная мысль от террора ненавидимой культуры настолько сильна, что это действие является одним из лучших инструментов создания <hint=hint_loyalist>лоялистов</hint>."
hint_terror_lord,"Террор среди лордов
Некоторые ваши действия, такие как беспричинные казни, приводят лордов в ужас. Казнь во время <hint=hint_pogrom>Святого восстания</hint> не считается террором. 

Эффекты:
$ Сильная негативная <hint=hint_thought>мысль</hint>
$ Повышение <hint=hint_loyalty>лояльности</hint> на 40
$ Длится 5 дней. 
"
hint_terror_peasants,"Террор населения
Используя <hint=hint_bld_scafod>Эшафот</hint>, палачи начинают без доказательств казнить выбранной казнью сначала всех бродяг, потом безработных, и наконец, просто крестьян. 

Эффекты:
$ Сильная негативная <hint=hint_thought>мысль</hint> у 3 знакомых наказанного персонажа. 
$ Среднее счастье и <hint=hint_migration>миграция</hint> будут снижаться.
$ Несчастные <hint=hint_persons_peasant>крестьяне</hint> не будут становиться <hint=hint_persons_criminal>бродягами</hint>, а бродяги - <hint=hint_persons_cuthroat>головорезами</hint>.

Вы также можете казнить конкретного крестьянина или бродягу через его меню действий - это тоже будет расценено как террор."
hint_salary,"Зарплаты
Устанавливаются в <hint=hint_finance_menu>Меню экономики</hint>. Требуют знания ""Зарплаты"" и ""Внутреняя торговля"".

<img=hint_salary></img>

Вместо прямо раздачи ресурсов, изучив соответствующее знание, вы можете раздавать своим подданым Золото в качестве зарплаты. 

$ Это позволяет более тонко и равномерно распределять дефицитные товары между ними, так как доргоие покупки будут совершаться по мере накопления средств.
$ Кроме того, избыток денег приводит к <hint=hint_rich>достатку</hint>."
hint_rich,"Достаток
Если персонаж поел, выпил хотя бы один напиток с <hint=hint_alcohol>алкоголем</hint> и имеет дом как минимум 3 дня, он начинает чувствовать себя процветающим, благодаря чему получает положительную <hint=hint_thought>мысль</hint>.

<img=hint_rich></img>

Также персонаж чувствует себя счастливее, если в инвентаре у него много <hint=hint_resource_gold>Золота</hint>. Для крестьян, лордов и воинов это разные суммы, но это та сумма, которая даёт ему уверенность в завтрашнем дне."
hint_price,"Цены
Вы можете выставлять любые цены на местных <hint=hint_bld_market>рынках</hint> и <hint=hint_bld_tavern>тавернах</hint>. 

Однако, если они будут слишком высокими относительно цен <hint=hint_holy_caravan>Святого Каравана</hint>, крестьяне постараются подождать и купить товары у каравана, а не у вас."
hint_migration,"Миграция
Количество приходящих каждый день новых крестьян главным образом зависит от среднего <hint=hint_nt_unhappy>настроения</hint> крестьян в городе.

<img=hint_migration></img>

В зависимости от среднего настроения:

$ Ниже <red>{gone_tres}</red>: крестьяне будут покидать ваш город.
$ За каждые {mood_step} очков настроения выше этого, будет приходить +{migrant} мигрант (например, если настроение между {tres_3} и {tres_4}, будет приходить {mig_number}).

<b>Подсказки:</b>
$ Вы можете посмотреть ожидаемое количество мигрантов наведя на иконку крестьян слева вверху.
$ Помимо прочего, новые поселенцы приносят с собой скопленное на прошлом месте <hint=hint_resource_gold>золото</hint>. 
$ Война в соседней провинции увеличивает миграцию
$ Миграцию также снижает <hint=hint_terror_peasants>террор</hint>"
hint_betrayal,"Предательство
Если <hint=hint_loyalty>лояльность</hint> вашего лорда ниже 50, существует шанс его предательства на поле боя.

Это означает, что в момент, когда он будет командовать армией, он может перейти на сторону врага вместе со своими воинами.

Шанс предательства зависит от значения лояльности, от соотношения сил на поле боя, а также отношений вашего лорда с лордами враждебной благородной семьи."
hint_escape,"Уход
Если <hint=hint_loyalty>лояльность</hint> вашего лорда ниже 25, существует шанс его ухода из вашего поселения

Если он наследник престола, он может поднять восстание, а если простой лорд - перейти в другую благородную семью."
hint_riot,"Мятеж
Персонаж отправляется с частью ваших недовольных воинов в лагерь лесных бандитов.

При поддержке враждебных вам провинций, мятежная армия может сильно вырасти. 

Через некоторое время мятежники попытаются напасть на ваш город."
hint_slave_riot,"Восстание пленников
Если среднее настроение <hint=hint_slave_happines>настроение</hint> пленников за день ниже <red>25</red> (то есть они несчастны), каждый день существует вероятность, что они могут начать восстание. 

<hint=hint_persons_slave>Пленники</hint> поднимают восстание, организуясь в отряд, который постарается сжечь поселение и уничтожить вашу благородную семью."
hint_warrior_riot,"Восстание воинов
Если среднее настроение <hint=hint_mood>настроение</hint> воинов за день ниже 25 (то есть они несчастны), они могут начать восстание. 

Они объединяются в группу и атакуют Холл с целью грабежа, а потом уходят в <hint=hint_persons_forest_bandits>лесные бандиты</hint>"
hint_pogrom,"Религиозное Восстание
Если среднее настроение <hint=hint_mood>настроение</hint> <hint=hint_persons_fanatic>фанатиков</hint> за день ниже <red>25</red> (то есть они несчастны), они могут начать восстание - но для начала они попросят принести им в жертву лорда, которого они считают виноватым в своих бедах.

Если вы им откажете, фанатики объединяются в отряды, которые 
$ Будут жечь дома и убивать всех, кто по их мнению недостаточно верующий. 
$ Одной из целей станет <hint=hint_bld_library>Библиотека</hint>. 
$ Финальной целью станет персонаж, которого они считают виноватым.

Религиозное восстание также может начать Епископ, натравив фанатиков на своего врага.

<b>Подсказка</b> В религиозном восстании участвуют все фанатики вне зависимости от классовой принадлежности - крестьяне, воины, пленники и даже лорды. Поэтому, несмотря на плюсы фанатиков, чем их больше, тем больше опасен Епископ. "
hint_pogrom_context,"Недовольство среди фанатиков
В результате <hint=hint_nt_unhappy>несчастья</hint> фанатики из числа крестьян, пленников и воинов начинают искать виновного, из-за которого, по их мнению Святая София прокляла город. 

У вас есть сутки, чтобы <hint=hint_punishment_blindness>ослепить</hint> {soul_uuid_target}, иначе поднимется <hint=hint_pogrom>восстание</hint>.

Если {soul_uuid_target} уже ослеплен, его следует <hint=hint_punishment_execution>казнить</hint>

Это действие не будет расценено как <hint=hint_terror_lord>террор</hint>"
hint_pogrom_context_by_bishop,"Угроза восстания

Епископ крайне недоволен {soul_uuid_target} и хочет чтобы тот был ослеплен. У вас есть сутки, чтобы самому <hint=hint_punishment_blindness>ослепить</hint> {soul_uuid_target}, иначе поднимется восстание.

У вас есть сутки, чтобы самому <hint=hint_punishment_blindness>ослепить</hint> {soul_uuid_target}, иначе поднимется <hint=hint_pogrom>религиозное восстание</hint>.

Если {soul_uuid_target} уже ослеплен, его следует <hint=hint_punishment_execution>казнить</hint>

Это действие не будет расценено как <hint=hint_terror_lord>террор</hint>"
hint_pogrom_context_by_bishop_decapitation,"Ультиматум от епископа
Епископ крайне недоволен {soul_uuid_target} и хочет чтобы тот был казнен. У вас есть сутки, чтобы самому <hint=hint_punishment_execution>казнить</hint> {soul_uuid_target}, иначе поднимется восстание.

Религиозные <hint=hint_persons_fanatic>фанатики</hint> объединяются в отряды, которые будут жечь дома и убивать всех, кто по их мнению недостаточно верующий. Финальной целью станет {soul_uuid_target}, которого они считают виноватым в своих бедствиях"
hint_pogrom_context_by_bishop_hate_king,"Ультиматум от епископа
Епископ крайне недоволен вашим королем {soul_uuid_target} и хочет чтобы тот был наказан. Через сутки поднимется восстание и этого уже не изменить.

Религиозные <hint=hint_persons_fanatic>фанатики</hint> объединяются в отряды, которые будут жечь дома и убивать всех, кто по их мнению недостаточно верующий. Финальной целью станет {soul_uuid_target}, которого они считают виноватым в своих бедствиях"
hint_nt_bishop_is_king_enemy,"Епископ враждует с королем
Отношение {soul_uuid_target_1} к {soul_uuid_target_2} стало враждебным, если его отношение продолжит ухудшаться, то это может привести к религиозному восстанию целью которого станет {soul_uuid_target_2}"
hint_noble_house,"Благородные дома
Несколько избранных семей <hint=hint_persons_lords>лордов</hint>, которые управляют городами и владеют <hint=hint_title>титулами</hint> лордов.

Многие из них ведут свое происхождение со времен <hint=hint_crimson_empire>Багровой империи</hint>, и подписи их предков стоят под <hint=hint_сhartia_humility>Договором Смирения</hint>.

<hint=hint_synode>Любящая Семья</hint> следит, чтобы ни один благородный дом не получил слишком много власти и не смог бросить ей вызов."
hint_wedding,"Свадьба
Социальный ритуал, при котором два лорда женятся в <hint=hint_bld_temple>Храме</hint>. "
hint_funeral,"Похороны
Социальный ритуал в <hint=hint_bld_temple>Храме</hint>, при котором персонажи провожают одного из своих в последний путь.

Заканчивается кремацией."
hint_upgrade,"Улучшения
Улучшение здания. Добавляет одно рабочее место и повышает производительность здания на 10%"
hint_diplomacy,
hint_army,"Боевой отряд
Отряд, которым вы управляете напрямую, и который может атаковать ваших врагов.

$ Создается в меню Армии из <hint=hint_persons_warriors>воинов</hint>
$ Отряд должен возглавить один из ваших лордов или <hint=hint_knight>рыцарей</hint>. Его <hint=hint_skill_command>навыки Командования</hint> определят бонус к настроению воинов.
$ Выбрав отряд, нажмите ПКМ чтобы отдать ему команду идти в нужную точку или атаковать цель."
hint_wealth,"Среднее состояние
Показывает сколько в среднем у персонажей <hint=hint_resource_gold>Золота</hint>.

$ Мигранты и воины приходят в ваше поселение с небольшими сбережениями.
$ Пока у вас нет рынка, они могут тратить свое золото на покупку у каравана недостающих им товаров - еды или алкоголя.
$ Если денег у них скопилось много, они могут начать покупать у караванщика товары роскоши, такие как <hint=hint_resource_meat>Мясо</hint> или <hint=hint_resource_ale>Душистый эль</hint>
$ Состояние может помочь получить <hint=hint_rich>достаток</hint>"
hint_free_people,"Свободные жители
Суммарное число свободных крестьян, воинов, безработных и бродяг, которые обитают в вашем городе."
hint_equip_cost,"Стоимость экипировки
Суммарная стоимость всего оружия и брони, которые носят ваши воины.

Косвенно отражает силу армии (или отряда)"
hint_sodiers_happiness,"Настроение воинов
$ Нанятые воины могут дезертировать и уйти из города, если у них плохое <hint=hint_mood>настроение</hint> (ниже <red>25</red>).
$ Хорошее настроение (выше <green>80</green>) влияет на <hint=hint_moral_level>храбрость воинов</hint> в бою, а также дает шанс стать <hint=hint_loyalist>лоялистами</hint>.

<img=hint_sodiers_happiness></img>

Советы по повышения настроения:
$ Не рекомендуется брать в бой только что набранных крестьян, которые еще не свыклись со страхом смерти
$ Выбирайте для создании отряда лорда с высоким навыком <hint=hint_skill_command>Командования</hint>
$ Не изнуряйте воинов тренировками и <hint=hint_persons_guard>патрулями</hint> перед боем
$ Выдавайте им качественные продукты, такие как <hint=hint_resource_meat>Мясо</hint> и <hint=hint_resource_ale>Эль</hint>
$ Выделите для воинов отдельный <hint=hint_bld_temple>Храм</hint> и проповедуйте в нем веру. Это сделает их <hint=hint_persons_fanatic>фанатиками</hint>, которые наслаждаются болью. Правда, это опасный путь, если у вас плохие отношения с <hint=hint_bishop>епископом</hint>, так как в случае <hint=hint_pogrom>религиозного восстания</hint> они будут на его стороне.
$ Начините <hint=hint_nt_terror_culture>террор</hint> ненавидимой им культуры или ведите политику, отвечающую ценностям его культурным ценностям."
hint_slave_happines,"Настроение пленников
Несчастные <hint=hint_persons_slave>пленники</hint> склонны чаще убегать из поселения, а если они будут несчастны, они могут поднять <hint=hint_slave_riot>восстание</hint>.

Чтобы повысить настроение пленников:
$ Убедитесь, что вы построили достаточно бараков пленников
$ Убедитесь, что у барака есть надзиратель, который носит пленникам еду.
$ В <hint=hint_finance_menu>Меню Экономики</hint> убедитесь что снабжаете их достаточным количеством алкоголя и еды
$ Сделайте их фанатиками, проведя в Храме, где они молятся, <hint=hint_sermon_faith>проповедь веры</hint>.
$ Начините <hint=hint_nt_terror_culture>террор</hint> ненавидимой ими культуры 

<b>Подсказка:</b> Чтобы поймать пленников, ставьте <hint=hint_persons_guard>патрули</hint> возле их бараков и мест где они работают."
hint_fatigue,"Усталость
Выполняя различные задания и работы, персонажи устают и начинают нуждаться в <hint=hint_need_fun>Отдыхе</hint>

Это вызывает негативные <hint=hint_thought>мысли</hint>, которые влияют на <hint=hint_mood>настроение</hint> и накапливаются со временем.

Потребность в Отдыхе постепенно удовлетворяется, если персонаж не работает, но самый быстрый способ ее восполнить - выпить <hint=hint_alcohol>алкоголя</hint>"
hint_recovery,"Выздоровление
Время заживления раны или выздоровления от болезни"
hint_sender,"Гонец
Вы можете послать гонца для выполнения заданий в других поселениях на карте мира.

<img=hint_sender></img>

Гонец назначается из крестьян и требует <hint=hint_resource_paper>1</hint> для передачи послания.

Письмо, которое передает гонец, пишется королем, поэтому эффект действия рассчитывается от навыков вашего короля."
hint_sick,"Болезни
Болезни делятся на легкие и тяжелые. 

В первом случае, персонаж замедленно ходит.

Во втором, он не может ходить и лежит дома. Его навещают близкие и <hint=hint_persons_priest>священник</hint>

Причиной болезни могут быть <hint=hint_wounds>травмы</hint> полученные в результате боя, а также, например, <hint=hint_display_event_swede_typh_allowed>отравление Брюквой</hint>.

Болезни с разным успехом можно <hint=hint_heal>лечить</hint>"
hint_heal,"Лечение
Болезни и открытые <hint=hint_wounds>раны</hint> лечатся <hint=hint_resource_med>Лечебной мазью</hint>. 

Лорды и воины сами берут со склада нужные лечебные средства и лечат себя, а крестьянам лекарства не доступны по причине их дороговизны, поэтому они могут уповать только на милость Софии."
hint_death,"Смерть
Когда персонаж умирает, его близкие скорбят и получают сильную негативную <hint=hint_thought>мысль</hint>.

<hint=hint_persons_priest>Священник</hint> относит умершего в <hint=hint_bld_temple>храм</hint>, где происходит похороны и последующая кремация."
hint_wounds,"Раны
Раны возникают в результате ударов оружием или несчастных случаев. 

Некоторые раны приносят <hint=hint_pain>боль</hint>, другие могут вызывать <hint=hint_bleeding>кровотечение</hint> или опасное <hint=hint_wounds_open>воспаление</hint>, приводящее к <hint=hint_poisoned>гангрене</hint>"
hint_wounds_open,"Воспаленная рана
Опасный вид раны, который неизменно приводит к <hint=hint_poisoned>гангрене</hint>, если его не вылечить. 

Убедитесь, что у персонажа есть доступ к <hint=hint_resource_med>Лечебной мази</hint>, которая лечит воспаление.

$ Мазь должна быть на складе, чтобы быть доступной для лордов и воинов"
hint_poisoned,"Гангрена
Неизлечимый некроз тканей, причиной которой являются <hint=hint_wounds_open>воспаленые раны</hint>. Приводит к неминуемой смерти.

Чтобы предотвратить появление гангрены, убедитесь что у них есть доступ к <hint=hint_resource_med>Лечебной мази</hint>"
hint_pain,"Боль
Боль возникает от <hint=hint_wounds>ран</hint> и <hint=hint_sick>болезней</hint>. 

<img=hint_pain></img>

Отображаются в разделе Состояния на главной вкладке меню персонажа. Там же при наведении на иконку боли отображается уровень <hint=hint_pain_level>болевого порога</hint>.

Сумма полученной боли также влияет на <hint=hint_moral_level>храбрость</hint> персонажа"
hint_pain_level,"Болевой порог
Болевой порог: {pain_threshold}
Порог дезориентации: {dis_threshold} 

$ Если сумма <hint=hint_pain>боли</hint> от ран <b>превысит</b> порог дезориентации, персонаж станет уязвим для смертельных ударов, а также будет медленнее двигаться.
$ Если сумма боли станет <b>превысит</b> болевой порог, персонаж <hint=hint_death>умрет</hint> от болевого шока."
hint_moral_level,"Порог храбрости
Определяется как {bravery_threshold_moral_factor}% от текущего значения <hint=hint_mood>настроения</hint>.

<img=hint_moral_level></img>

$ Если сумма мыслей от <hint=hint_pain>боли</hint> становится выше этого значения, воин побежит
$ Воин также побежит от одного вида врага, если его настроение ниже 5. 

Когда воин в составе отряда, его настроение, а значит и вероятность побега, зависят от дополнительных факторов:
$ Пока лорд-командир жив, он дает большой бонус к настроению, который зависит от его навыка <hint=hint_skill_command>Командования</hint>. <b>Это один из важнейших факторов успеха.</b>
$ Потеря (смерть, оглушение или побег) вражеского командира и побег воинов противника повышают настроение
$ С другой стороны, потеря командира отряда или побег дружественных воинов снижает настроение."
