Key,Spanish
hint_pogrom_context_by_bishop_hate_king,"Ultimátum del obispo
El obispo está extremadamente insatisfecho con tu monarca, {soul_uuid_target}, y quiere que lo castiguen. En 1 día, tendrá lugar un levantamiento, y no hay forma de cambiar el resultado.

Los <hint=hint_persons_fanatic>fanáticos</hint> religiosos se unirán en escuadras que quemarán casas y matarán a cualquiera que no consideren suficientemente devoto. Su objetivo final será {soul_uuid_target}, a quien creen responsable de sus desgracias."
hint_nt_bishop_is_king_enemy,"El obispo está enemistado con el monarca
La relación entre {soul_uuid_target_1} y {soul_uuid_target_2} se ha vuelto hostil. Si su relación sigue deteriorándose, puede conducir a un levantamiento religioso contra {soul_uuid_target_2}."
hint_noble_house,"Casas nobles
Varias familias de <hint=hint_persons_lords>señores</hint> que gobiernan las ciudades y ostentan <hint=hint_title>títulos señoriales</hint>.

El linaje de muchas de esas casas se remonta a la época del <hint=hint_crimson_empire>Imperio Carmesí</hint>, y las firmas de sus ancestros se encuentran en el <hint=hint_сhartia_humility>Acta de Humildad</hint>.

La <hint=hint_synode>Familia Feliz</hint> se asegura de que ninguna casa obtenga demasiado poder y desafíe su autoridad."
hint_wedding,"Boda
Un ritual social durante el cual dos señores se casan en un <hint=hint_bld_temple>templo</hint>."
hint_funeral,"Funeral
Un ritual social que se celebra en el <hint=hint_bld_temple>templo</hint>, en el que los personajes se despiden de uno de los suyos antes de emprender el último viaje.

Termina con la cremación."
hint_upgrade,"Mejoras
Mejora un edificio. Añade un espacio de trabajo."
hint_diplomacy,
hint_army,"Escuadra de combate
Una escuadra bajo tu control directo que puede atacar a tus enemigos.

$ Las escuadras se crean en el menú Ejército, y se componen de <hint=hint_persons_warriors>guerreros</hint>.
$ La escuadra debe estar bajo el mando de uno de tus señores o <hint=hint_knight>caballeros</hint>. La habilidad <hint=hint_skill_command>Mando</hint> del señor determinará la bonificación a la moral de los guerreros.
$ Tras seleccionar a la escuadra, haz clic derecho para ordenarle que se mueva a un punto específico o ataque a un objetivo."
hint_wealth,"Riqueza media
Muestra cuánto oro tienen los personajes en promedio.

$ Los personajes llegan a tu asentamiento con algunos ahorros.
$ Si los <hint=hint_salary>salarios</hint> bastan para comprar comida y alcohol a diario, lo que sobre se acumulará y la riqueza crecerá. En caso contrario, los personajes empezarán a gastar sus ahorros.
$ La riqueza puede contribuir a conseguir <hint=hint_rich>prosperidad</hint>."
hint_free_people,"Residentes libres
El total de campesinos, guerreros, desempleados y vagabundos libres que viven en tu ciudad."
hint_equip_cost,"Coste del equipamiento
El valor total de todas las armas y armaduras que llevan tus guerreros.

Indirectamente, refleja la fuerza de tu ejército (o escuadra)."
hint_sodiers_happiness,"Humor de los guerreros
$ Los guerreros contratados pueden desertar y abandonar la ciudad, si están de mal <hint=hint_mood>humor</hint> (por debajo de <red>25</red>).
$ Los guerreros de buen humor (por encima de <green>80</green>) luchan en batalla con más <hint=hint_moral_level>valentía</hint> y tienen también más probabilidades de convertirse en <hint=hint_loyalist>fieles al régimen</hint>.

<img=hint_sodiers_happiness></img>

Consejos para mejorar el humor:
$ Deja que los recién reclutados se acostumbren a la realidad del combate antes de mandarlos a la batalla. El miedo a la muerte de un nuevo guerrero irá desapareciendo a medida que se entrene en combate.
$ Elige a señores con elevada habilidad <hint=hint_skill_command>Mando</hint> para liderar a tus escuadras.
$ No agotes a tus guerreros con un entrenamiento excesivo o con <hint=hint_persons_guard>patrullas</hint> antes de la batalla.
$ Proporciónales productos de calidad como <hint=hint_resource_meat>carne</hint> y <hint=hint_resource_ale>ale</hint>.
$ Edifica un <hint=hint_bld_temple>templo</hint> aparte para los guerreros y predica la fe en él. Esto los convertirá en <hint=hint_persons_fanatic>fanáticos</hint> que disfrutan del dolor. No obstante, este camino es peligroso si tienes malas relaciones con el <hint=hint_bishop>obispo</hint>, ya que se pondrán de su parte si se produce un <hint=hint_pogrom>levantamiento religioso</hint>.
$ Siembra el <hint=hint_nt_terror_culture>terror</hint> contra la cultura que odien tus guerreros o fomenta directrices que se ajusten a sus valores culturales."
hint_slave_happines,"Humor de los prisioneros
Los prisioneros descontentos pueden intentar escapar del asentamiento, y si su descontento es extremo, pueden incitar un <hint=hint_slave_riot>levantamiento</hint>.

Para mejorar el humor de los prisioneros:
$ Asegúrate de construir suficientes prisiones.
$ Asegúrate de que las prisiones tengan un alcaide que proporcione comida a los prisioneros.
$ En el <hint=hint_finance_menu>menú Economía</hint>, asegúrate de que les suministras una cantidad adecuada de alcohol y comida.
$ Asegúrate de que los prisioneros tienen acceso a los <hint=hint_bld_temple>templos</hint>.

<b>Consejo:</b> para capturar a prisioneros fugados, coloca <hint=hint_persons_guard>guardias</hint> cerca de las prisiones."
hint_fatigue,"Fatiga
Cuando realizan varias tareas y trabajos, los personajes se fatigan y empiezan a necesitar un <hint=hint_need_fun>descanso</hint>.

Esto lleva a <hint=hint_thought>pensamientos</hint> negativos, que afectan a su <hint=hint_mood>humor</hint> y se acumulan con el tiempo.

La necesidad de descanso queda satisfecha cuando el personaje no trabaja, pero la mejor forma de eliminarla es consumiendo <hint=hint_alcohol>alcohol</hint>."
hint_recovery,"Recuperación
El tiempo necesario para reponerse de una herida o una enfermedad."
hint_sender,"Mensajero
Puedes enviar a un mensajero a que lleve a cabo tareas en otros asentamientos del mapa del mundo.

<img=hint_sender></img>

El mensajero se elige de entre los campesinos y requiere de <hint=hint_resource_paper>1</hint> para entregar el mensaje.

La carta que entregue el mensajero está escrita por el monarca, así que la eficacia de la acción viene determinada por las habilidades de este."
hint_sick,"Enfermedades
Las enfermedades pueden ser leves o graves.

En caso de enfermedad leve, el personaje se mueve más lentamente.

Si se trata de una enfermedad grave, el personaje no podrá andar y estará postrado en la cama. Lo visitarán sus seres queridos y un <hint=hint_persons_priest>sacerdote</hint>.

Las causas de las enfermedades pueden ser <hint=hint_wounds>lesiones</hint> en las batallas, así como, por ejemplo, <hint=hint_display_event_swede_typh_allowed>intoxicación por colinabo</hint>.

Las enfermedades pueden <hint=hint_heal>tratarse</hint> con varios grados de éxito."
hint_heal,"Tratamiento
Las enfermedades y las <hint=hint_wounds>heridas</hint> abiertas se tratan con <hint=hint_resource_med>ungüentos</hint>.

Los señores y los guerreros cogen los suministros médicos que necesiten del almacén y se curan a sí mismos, pero los campesinos no tiene acceso a estas medicinas, debido a su elevado coste, así que dependen de la misericordia de Sophia."
hint_death,"Muerte
Cuando un personaje muere, sus seres queridos se afligen y obtienen <hint=hint_thought>pensamientos</hint> negativos potentes.

El <hint=hint_persons_priest>sacerdote</hint> lleva al fallecido al <hint=hint_bld_temple>templo</hint>, donde tendrán lugar el funeral y la cremación."
hint_wounds,"Heridas
Las heridas se producen como resultado de ataques con armas o accidentes.

Algunas heridas causan <hint=hint_pain>dolor</hint>, mientras que otras pueden causar <hint=hint_bleeding>hemorragia</hint> o una peligrosa <hint=hint_wounds_open>inflamación</hint> que termine en <hint=hint_poisoned>gangrena</hint>."
hint_wounds_open,"Herida infectada
Un peligroso tipo de herida que produce inevitablemente <hint=hint_poisoned>gangrena</hint> si no se trata.

Asegúrate de que tu población tiene acceso a <hint=hint_resource_med>ungüentos</hint> con los que tratar la infección.

$ El ungüento estará disponible en el inventario de los señores y los guerreros.
"
hint_poisoned,"Gangrena
Una necrosis incurable de los tejidos causada por una <hint=hint_wounds_open>herida inflamada</hint>. Supone una muerte inevitable.

Para evitar que se produzca gangrena, asegúrate de que tu población tiene acceso a <hint=hint_resource_med>ungüento</hint>."
hint_pain,"Dolor
El dolor proviene de las <hint=hint_wounds>heridas</hint> y de la <hint=hint_sick>enfermedad</hint>.

<img=hint_pain></img>

Se muestra en la parte inferior de la pestaña principal del menú Personajes, en la etiqueta ""Estados"". Si pasas el cursor sobre el icono de dolor, se mostrará el <hint=hint_pain_level>umbral de dolor</hint>.

El dolor acumulado afecta también a la <hint=hint_moral_level>valentía</hint> del personaje."
hint_pain_level,"Umbral de dolor
El umbral de dolor es {pain_threshold}.
El umbral de desorientación es {dis_threshold}.

$ Si el <hint=hint_pain>dolor</hint> acumulado <b>supera</b> el umbral de desorientación, el personaje quedará vulnerable a golpes mortales y también se moverá más despacio.
$ Si el dolor acumulado <b>supera</b> el umbral de dolor, el personaje <hint=hint_death>morirá</hint>."
hint_moral_level,"Umbral de valentía
El umbral de valentía de un guerrero equivale al {bravery_threshold_moral_factor} % del valor de su <hint=hint_mood>humor</hint> actual.

<img=hint_moral_level></img>

$ Si los pensamientos acumulados de <hint=hint_pain>dolor</hint> superan este valor, el guerrero huirá.
$ Un guerrero también huirá con solo ver a un enemigo si su moral está por debajo de 5.

Cuando un guerrero forma parte de una escuadra, su humor, y por tanto su probabilidad de retirarse, se ve influenciado por factores adicionales:
$ Mientras el señor al mando siga vivo, proporciona una bonificación al humor que depende de su habilidad <hint=hint_skill_command>Mando</hint>. <b>Este es uno de los factores clave para el éxito.</b>
$ La pérdida (muerte, desvanecimiento o retirada) de un comandante enemigo y la huida de los guerreros enemigos aumentan el humor.
$ Por otro lado, la pérdida del comandante de la escuadra o la huida de guerreros aliados reduce el humor."
hint_damaged,"Desfiguración
Reduce enormemente el <hint=hint_interest>interés</hint> del sexo opuesto."
hint_bleeding,"Hemorragia
Tiene lugar normalmente como resultado de <hint=hint_wounds>heridas</hint> causadas por armas cortantes o punzantes.

Las hemorragias menores se acumulan para convertirse en hemorragias moderadas y graves, lo que puede conllevar la <hint=hint_death>muerte</hint>.

El personaje puede tratarse a sí mismo, o pueden ayudarlo otros con medios improvisados para detener la hemorragia.
{optional_hemophilia}"
hint_uncons,"Pérdida de consciencia
Un personaje pierde la consciencia si su <hint=hint_pain>dolor</hint> acumulado excede su <hint=hint_pain_level>umbral de dolor</hint>, o como resultado del golpe de una <hint=hint_resource_wooden_hammer>maza</hint>.

Tras un tiempo, el personaje recuperará la consciencia.

Otros personajes intentarán llevar al personaje inconsciente a casa."
hint_tantrum,"Colapso nervioso
Un señor pierde el control de su comportamiento y empieza a actuar de modo peligroso hacia otros y hacia sí mismo. Puede ir de versiones suaves, como beber desmesuradamente, a versiones graves, como el suicidio.

<img=hint_tantrum></img>

El tipo de colapso nervioso a menudo depende del descontento del señor, pero el primer colapso de cada personaje será suave.

En cualquier caso, durante un colapso nervioso, pierdes el control sobre el personaje y este deja de realizar tus tareas.

Como resultado de un colapso nervioso, el personaje puede obtener una <hint=hint_insight>revelación</hint>."
hint_determination,"Oleada de determinación
Cuando un personaje se ve consumido por una <hint=hint_desire_obsession>obsesión</hint> que no es capaz de satisfacer, puede intentar hacerlo a la fuerza. Esto puede ser peligroso tanto para el personaje como para aquellos a su alrededor."
hint_contagios,"Enfermedades contagiosas
Algunas enfermedades pueden transmitirse de un personaje a otro, causando epidemias. Estas enfermedades incluyen la <hint=hint_sifilis>sífilis</hint>, la <hint=hint_plague>peste fétida</hint> y la <hint=hint_fury>rabia pálida</hint>.

En general, cuanto mayor es la población de una ciudad, más interacciones tienen lugar, lo que incrementa la probabilidad de una epidemia."
hint_sifilis,"Sífilis
Una enfermedad infecciosa que se transmite principalmente por contacto sexual.

Unos días tras la infección se desarrollan cicatrices, calvicie y hemorragias internas.

Usar <hint=hint_resource_med>ungüento</hint> tiene un 10 % de probabilidad de curar la enfermedad, así que el tratamiento será con frecuencia prolongado."
hint_plague,"Peste fétida
Esta enfermedad es extremadamente peligrosa y contagiosa, y puede suponer la muerte.

$ La enfermedad dura varios días, y se necesita usar <hint=hint_resource_med>ungüento</hint> a diario para evitar una muerte rápida.
$ El individuo infectado emite un olor nauseabundo, de ahí el nombre de la enfermedad.
$ Se transmite a través de los <hint=hint_vshi>piojos</hint>, así que los personajes que los tengan son portadores de la enfermedad.
$ A menudo, los brotes ocurren en lugares de reunión de mucha gente, como los grupos de mendigos en los <hint=hint_bld_temple>templos</hint>."
hint_vshi,"Piojos
Pequeños insectos que causan incomodidad y picores.

Lo peor es que pueden portar la <hint=hint_plague>peste fétida</hint>, así que los personajes con piojos pueden ser portadores de la enfermedad.

Es posible eliminar los piojos lavándose en los <hint=hint_bld_bath>baños</hint>."
hint_fury,"Rabia pálida
Una enfermedad caracterizada por horribles cicatrices en la cara, lo que obliga a los afectados a llevar máscara.

Además, la enfermedad afecta a la consciencia, aumentando la agresividad y la probabilidad de que los <hint=hint_persons_peasant>campesinos</hint> pasen a ser <hint=hint_persons_criminal>vagabundos</hint> o <hint=hint_persons_forest_bandits>bandidos del bosque</hint>.

Esta enfermedad es incurable, pero termina resolviéndose sola. Sus síntomas pueden aliviarse consumiendo <hint=hint_resource_nectar>néctar</hint>."
hint_unholy_horde,"La Horda Impía
Gente extremadamente agresiva y peligrosa que sigue la herejía del <hint=hint_dead_god_herecy>Dios Muerto</hint>.

<img=hint_unholy_horde></img>

$ La Horda se reúne cada 5 días e intenta reducir a cenizas el asentamiento más cercano. Tras salir victoriosos, los guerreros supervivientes aterrorizan las tierras vecinas.
$ Los guerreros de la Horda van armados con hachas y son muy hábiles en combate, pero no llevan armadura.
$ No es posible negociar con la Horda.

Después de acabar con el <hint=hint_cainism>cainismo</hint> en los Nuevos Reinos, durante la <hint=hint_fire_war>Guerra de la Llama Sagrada</hint>, el <hint=hinr_prophet_michail>profeta Michael</hint> fue desterrado más allá de los reinos civilizados, donde continuó predicando su herejía fuera de la sociedad. Las tribus aceptaron al Dios Muerto y se han vuelto bastante más fuertes en los últimos años.

Ahora están listos para sembrar la muerte y la destrucción en todo Norland, tal y como exige su fe."
hint_cainism,"Cainismo
Una doctrina herética de la época tardía del <hint=hint_crimson_empire>Imperio Carmesí</hint>.

Aunque las enseñanzas de la Madre Sophia consideran a su hermano Caín el primer asesino y un antagonista malvado para su benevolencia, los cainitas afirman que Caín era el dios benevolente, y se opuso al dominio de Sophia para perecer a sus manos, mientras defendía a la humanidad de su opresión.

Los cainitas consideran que la fuerza de voluntad del ser humano es la principal virtud, y rechazan muchas de las normas morales de las enseñanzas de la Madre Sophia.

El cainismo se originó en los límites del Imperio Carmesí, y el <hint=hinr_prophet_michail>profeta Michael</hint> fue el encargado de difundirlo, afirmando que el Dios Muerto Caín le había hecho revelaciones, de las que dejó constancia en el <hint=hint_secret_book_of_dead>Libro secreto de los muertos</hint>. Como consecuencia de la Guerra de la Llama Sagrada, el cainismo fue destruido, y Michael fue exiliado, tras lo cual se perdió su rastro.

Sin embargo, el imperio no pudo soportar los cuarenta años de devastadora guerra religiosa, y se desintegró en los <hint=hint_new_kingdoms>Nuevos Reinos</hint>, gobernados por <hint=hint_noble_house>casas nobles</hint>. En este estado se encuentra Norland a día de hoy."
hint_secret_book_of_dead,"El Libro secreto de los muertos
Este libro, escrito por el <hint=hinr_prophet_michail>profeta Michael</hint>, comprende la doctrina principal del cainismo.

Afirma que la Madre Sophia es una diosa maligna que esclaviza a la humanidad. Su hermano Caín la desafió para liberar a los seres humanos, pero ella lo mató. Sin embargo, en la muerte, Caín encontró la libertad en la Oscuridad de Terciopelo, la que se reveló a Michael y le indicó que registrara sus palabras y se las revelase al pueblo.

El libro afirma que la <hint=hint_sofia_cult>Iglesia de la Madre Sophia</hint> controla a la gente con su doctrina de sumisión y su <hint=hint_sofia_truth>prohibición de estructuras de piedra</hint> más altas de la rodilla. Los cainitas creen que esto permite que la <hint=hint_synode>Familia Feliz</hint> sea totalmente invulnerable en la única fortaleza de piedra de Norland, la <hint=hint_faith_stone>Piedra de la Fe</hint>, y que puedan aniquilar, en cualquier momento, los asentamientos que pierdan su favor; además, cuando la <hint=hint_sofia_great_purification>Gran Purificación</hint> llegue, facilitada por la prohibición de fortificaciones independientes, la Iglesia retendrá todo el poder y salvará solo a quienes sigan apoyando su dominación.

Los cainitas creen que el único modo de poner fin al <hint=hint_great_cycle>Gran Ciclo</hint> es rebelarse contra la Madre Sophia."
hint_dead_god_herecy,"La herejía del Dios Muerto
Las últimas enseñanzas del <hint=hint_prophet_michail>profeta Michael</hint> se adaptaron para las tribus paganas de los bosques septentrionales y su culto ha derivado en una forma extrema. Es la religión a la que se adhiere la <hint=hint_unholy_horde>Horda Impía</hint>.

Esto contradice el cainismo tradicional, ya que predica la muerte de la civilización misma que el cainismo buscaba impedir.

Según la doctrina, la Oscuridad de Terciopelo en la que cayó Caín tras su muerte a manos de la Madre Sophia es un espacio de tranquilidad y sosiego, el único lugar fuera del control de la rígida diosa. Para liberarse de los eternos ciclos de renacimiento en este mundo de sufrimiento, el alma humana debe ir allí.

Esto puede lograrse llamando al Dios Muerto Caín en el momento de la muerte. De este modo, la muerte definitiva se contempla como un regalo de liberación que vale la pena buscar.

Los adeptos a esta secta practican sacrificios humanos y suicidios rituales. El asesinato ""adecuado"" de infieles se considera una virtud especial, ya que implica la salvación del alma bajo el poder de Sophia. Los integrantes de la Horda son todos curtidos guerreros, entrenados desde la niñez y sin miedo a la muerte. Esto hace que las incursiones de la Horda Impía, que son gestas religiosas para los sectarios, sean especialmente peligrosas.

Durante sus incursiones, no solo matan a todo el mundo y queman ciudades, sino que hacen todo lo posible por destruir los libros que consideran abominaciones, y que creen que la <hint=hint_sofia_cult>Iglesia</hint> usa para controlar a la gente.

Los seguidores llevan máscaras que les facilitan lidiar con emociones y apegos excesivos."
hint_nt_new_matriarch,"¡Nueva matriarca!
Por la voluntad de Sophia, la anterior matriarca descansa en el pecho de la Sagrada Madre, y ahora Norland tiene una nueva defensora.

A partir de ahora, las relaciones personales de la matriarca con tu monarca empezarán de cero."
hint_nt_synod_relations_begin,"La Iglesia ha llegado a tu ciudad
La matriarca de la <hint=hint_sofia_cult>Iglesia de la Madre Sophia</hint> te envía un <hint=hint_bishop>obispo</hint> que te ayudará a guiar a tu asentamiento por el camino verdadero.

[hint_relations_matriarch]"
hint_relations_matriarch,"Relación con la matriarca
Las relaciones empiezan cuando un <hint=hint_bishop>obispo</hint> llega a tu ciudad (población superior a 40).

<img=hint_relations_matriarch></img>

$ La disponibilidad de varias mercancías de la <hint=hint_holy_caravan>Caravana Sagrada</hint> depende de la actitud de la matriarca hacia ti. Si las relaciones son hostiles y caen por debajo de <red>0</red>, el surtido disponible en la Caravana se reducirá, y si cae por debajo de <red>-25</red>, dejará de visitar la ciudad.
$ Mientras la matriarca sea neutral, te advertirá de futuros desastres que ella conoce de sus augurios.
$ Con unas relaciones amistosas (más de <green>25</green>), puedes solicitar una <hint=hint_action_task_canonization>bendición</hint> del obispo, y la disponibilidad de mercancías se ampliará.
$ La matriarca enviará a la <hint=hint_inqusitors>Inquisición</hint> a tu ciudad, si las relaciones caen por debajo de <red>-100</red>.

Existen varios factores que influyen en estas relaciones; puedes echarles un vistazo pasando el cursor sobre el icono de la cruz de la Madre Sophia, en la esquina superior izquierda."
hint_crimson_empire,"Imperio Carmesí
El Imperio Carmesí comenzó siendo una pequeña colonia occidental de los <hint=hint_culture_tanaya>tanaya</hint>, pero gracias a innovaciones militares y en asuntos burocráticos obtenidas de los <hint=hint_culture_makha>makha</hint>, terminó engullendo medio Norland, desplazando a los indígenas de las llanuras centrales, los <hint=hint_culture_voruns>varn</hint>, y poniendo a los lugareños, los <hint=hint_culture_gwelts>kaiden</hint>, a su servicio.

Poco después de una rápida expansión, llegó la Edad Dorada, que mantuvo un equilibrio constante: los <hint=hint_culture_tanaya>tanaya</hint> lideraban el imperio, los escasos makha se centraron en la cultura y la filosofía en sus antiguas ciudades semiindependientes, los <hint=hint_culture_gwelts>kaiden</hint> se instalaron en la frontera, defendiéndola y ganándose la vida mediante el servicio militar, y los <hint=hint_culture_voruns>varn</hint> vivieron en el este, proporcionando alimentos a la creciente población mediante el comercio.

Pero el equilibrio de siglos vino a quebrarse debido a la herejía surgida en las ciudades makha, el <hint=hint_cainism>cainismo</hint>, y la posterior <hint=hint_fire_war>Guerra de la Llama Sagrada</hint> marcó el fin del imperio unificado, dando lugar a los llamados <hint=hint_new_kingdoms>Nuevos Reinos</hint>.

Solo gracias a los esfuerzos titánicos de la <hint=hint_sofia_cult>Iglesia de la Madre Sophia</hint>, el mundo no retrocedió a tiempos prehistóricos, y desde hace ya siglos, se ha mantenido un nuevo equilibrio, sostenido por la matriarca y los sacerdotes de la Iglesia."
hint_fire_war,"La Guerra de la Llama Sagrada
Una guerra entre la Iglesia de la Madre Sophia y la secta herética cainita, que tuvo lugar de 2652 a 2692.

La Iglesia y el emperador hicieron caso omiso a la <hint=hint_cainism>herejía cainita</hint> mucho tiempo después de que surgiera en las ciudades <hint=hint_culture_makha>makha</hint>. Pero tras varios años de agresivos sermones, cuando empezaron las revueltas y los incendios de los templos de santa Sophia en el oeste, el imperio respondió mediante la represión, lo que provocó la rebelión de las ciudades heréticas, provocando una enorme guerra entre las dos sectas.

La guerra continuó fluctuando hasta 2691, fecha en que el emperador Maximilian murió en batalla, sin dejar heredero. El imperio estuvo al borde del caos y la destrucción, cuando la <hint=hint_ieremia>matriarca Jadwiga</hint> ascendió al Trono Carmesí. Con miras a poner fin a la guerra, prometió la amnistía y la independencia a las provincias rebeldes, a cambio de que la Santa Inquisición tuviera acceso a sus ciudades, y propuso una nueva estructura para las monarquías de la región. Los herejes aceptaron, y se firmó el <hint=hint_chartia_humility>Acta de Humildad</hint>, sentando las bases para la estructura moderna del mundo. El acta fijó un límite a la cantidad de títulos nobiliarios a los que cada reino tenía acceso.

Por lo que respecta a los herejes, algunos se marcharon a las Montañas Impenetrables, al sur, donde con el tiempo degeneraron en tribus de <hint=hint_person_maroders>saqueadores</hint>, mientras que otros, junto al profeta Michael, se retiraron a los bosques salvajes del norte y terminaron desapareciendo."
hint_new_kingdoms,"Los Nuevos Reinos
Las antiguas provincias del <hint=hint_crimson_empire>Imperio Carmesí</hint> llevan doscientos años bajo el mando de las <hint=hint_noble_house>casas nobles</hint> de Norland.

Las fronteras de los reinos se trazaron en el <hint=hint_сhartia_humility>Acta de Humildad</hint>, por lo que no están sujetas a revisiones, aunque son posibles relaciones de alianza y vasallaje entre reinos."
hinr_prophet_michail,"El profeta Michael
De origen <hint=hint_culture_makha>makha</hint>, el profeta Michael nació cuando la <hint=hint_fire_war>Guerra de la Llama Sagrada</hint> llevaba veinte años en marcha. Hizo una carrera meteórica en la Iglesia imperial, y estuvo involucrado en el desarrollo del <hint=hint_sofia_truth>Testimonio de la Verdad</hint>, que sentó las bases del dogmatismo fanático y la Inquisición.

En 2685, enviaron a Michael a una de las ciudades rebeldes de los <hint=hint_cainism>cainitas</hint>, con la misión de crear una sociedad secreta de fanáticos para la <hint=hint_sofia_cult>Iglesia de la Madre Sophia</hint>.

Tras varios años, la misión fue un fracaso, pero en lugar de volver al redil de la Familia Feliz, el propio Michael se convirtió al cainismo y no tardó en ser su líder y una figura clave en la guerra contra la Iglesia.

En 2691, sus fuerzas heréticas derrotaron al emperador Maximilian en la batalla de la Gran Piedra, obligando a la <hint=hint_synode>Familia Feliz</hint> a retirarse al castillo imperial, ahora conocido como la <hint=hint_faith_stone>Piedra de la Fe</hint>.

No obstante, tras firmar el <hint=hint_сhartia_humility>Acta de Humildad</hint> en 2692, fue traicionado y sus camaradas huyeron a los bosques del noroeste, donde desaparecieron.

Algunos documentos apócrifos indican que Michael fue siempre leal a la Iglesia, y su repentina conversión al cainismo, así como su milagrosa desaparición al final, forman parte de un plan mayor."
hint_сhartia_humility,"Acta de Humildad
Un documento firmado por los barones del <hint=hint_crimson_empire>Imperio Carmesí</hint> y la <hint=hint_synode>Familia Feliz</hint>, que sentó las bases de la estructura moderna del mundo.

Marcó el final del Imperio Carmesí, ya que concedió la independencia a los barones de las provincias, que acabaron conociéndose como los <hint=hint_new_kingdoms>Nuevos Reinos</hint>. Se determinó que sus fronteras eran inviolables e indivisibles.

Por otro lado, para mantener la paz, los barones aceptaron abrir las puertas a la Inquisición y limitar el número de <hint=hint_title>títulos</hint> de los señores para reducir los conflictos entre los herederos al trono.

La Familia Feliz también mantuvo el control de la <hint=hint_faith_stone>Piedra de la Fe</hint>, una fortaleza imperial inexpugnable, en la que se halla el Trono Carmesí, donde se han sentado las sucesivas matriarcas desde entonces."
hint_ieremia,"La matriarca Jadwiga
La legendaria matriarca de la <hint=hint_sofia_cult>Iglesia de la Madre Sophia</hint> en la caída del Imperio Carmesí. Bajo el liderazgo de Jadwiga, la <hint=hint_synode>Familia Feliz</hint> se alzó con la victoria en la <hint=hint_fire_war>Guerra de la Llama Sagrada</hint> y, mediante el <hint=hint_сhartia_humility>Acta de Humildad</hint>, se sentaron las bases del orden mundial de hoy en día.

La matriarca Jadwiga fue la autora del <hint=hint_sofia_truth>Testimonio de la Verdad</hint> y fue la primera matriarca en el Trono Carmesí."
hint_reveal,"Revelación
Un conocimiento religioso que puede conducir a un cambio o a la creación de un nuevo <hint=hint_dogma>dogma</hint>.

Para hacer esto, el portador de la revelación tiene que realizar la tarea de <hint=hint_sermon_dogma>sermón de dogma</hint> en el <hint=hint_bld_temple>templo</hint>.

Puede recibirla un <hint=hint_persons_fanatic>fanático religioso</hint> como resultado de un <hint=hint_tantrum>colapso nervioso</hint> o leerse en un <hint=hint_book>libro</hint>."
hint_dogma,"Dogma
Una <hint=hint_idea>idea</hint> religiosa que define ciertas acciones como <hint=hint_sin>pecados</hint> y otras como <hint=hint_virtue>virtudes</hint>.

Puede añadirse o eliminarse del <hint=hint_canon>canon</hint> de la ciudad, como resultado de un <hint=hint_sermon_dogma>sermón</hint>.

Los dogmas poco convencionales se consideran herejía y puede deteriorar las relaciones con el <hint=hint_synode>Santo Sínodo</hint>, lo que puede atraer a la <hint=hint_inqusitors>Inquisición</hint>."
hint_donation,"Donación
Los personajes pueden ir a un <hint=hint_bld_temple>templo</hint> para confesarse.

Este es el medio más efectivo de recuperar <hint=hint_need_piety>piedad</hint>, pero se necesita hacer una donación al final.

Los campesinos entregan <hint=hint_resource_gold>oro</hint>, mientras que los señores entregan <hint=hint_resource_rune>anillos sagrados</hint>."
hint_virtue,"Virtud
Algunas acciones como <hint=hint_pray>rezar</hint>, agradan a la <hint=hint_sofia_cult>Madre Sophia</hint> y hacen recuperar la <hint=hint_need_piety>piedad</hint>."
hint_sofia_cult,"Iglesia de la Madre Sophia
La religión dominante, que posee un poder notable.

El organismo supremo de la Iglesia es la <hint=hint_synode>Familia Feliz</hint>, liderada por la matriarca.

La Iglesia mantiene presencia personal en las ciudades más importantes de Norland mediante sus <hint=hint_bishop>obispos</hint>.

El dogma de la Iglesia se describe en los libros sagrados <hint=hint_sofia_reveal>""Revelaciones de Sophia""</hint> y <hint=hint_sofia_truth>""Testimonio de la Verdad""</hint>."
hint_synode,"Familia Feliz
La principal organización religiosa, económica y militar del mundo.

Está liderada por la matriarca (la líder espiritual) y el padre estricto (líder militar de la <hint=hint_inqusitors>Inquisición</hint>).

Está ubicada en el castillo de piedra inexpugnable conocido como <hint=hint_faith_stone>Piedra de la Fe</hint>.

Solo la Familia Feliz puede producir monedas de <hint=hint_resource_gold>oro</hint> y <hint=hint_resource_rune>anillos sagrados</hint>."
hint_inqusitors,"La Inquisición
Es un extremadamente poderoso ejército de la <hint=hint_synode>Familia Feliz</hint>, encabezado por su líder militar, el padre estricto.

$ La escuadra de inquisidores consta de {number} guerreros bien armados de nivel 15-18.
$ Los inquisidores pueden visitarte si has atacado la <hint=hint_holy_caravan>Caravana Sagrada</hint> o si tu relación con la Iglesia se ha deteriorado mucho.
$ Cuando los inquisidores entran en un asentamiento, queman casas, la <hint=hint_bld_chancellery>cancillería</hint> y todos los <hint=hint_book>libros</hint>, y matan a todo el que vean.
$ Tras purificarlo todo mediante el fuego y la muerte, se te concederá el perdón."
