Key,Italiana
hint_culture_voruns,"Varn
I Varn, abitanti nativi delle pianure centrali di Norland, furono spinti verso est dall'impero in espansione. Il loro isolamento e il rigido antagonismo sociale contro gli estranei alla loro cultura hanno permesso loro di non assimilarsi all'impero come altri popoli nativi. I Varn, detentori dell'antica conoscenza sulla natura di Norland, cercano la loro strada in armonia con il mondo naturale e con i vicini.

$ Valori: <hint=hint_varns_views>pace</hint>
$ Xenofobia: <hint=hint_varns_xenophobia>Kaiden</hint>
$ Conoscenza: <hint=hint_varns_knowledge>natura</hint>"
hint_nt_terror_culture,"Terrore culturale
I boia iniziano a trascinare al <hint=hint_bld_scafod>patibolo</hint> e a punire i membri della cultura che hai scelto.

$ Questo terrà lontani i migranti di quella cultura dalla tua provincia per alcuni giorni.
$ Provoca terrore tra i membri rimasti.
$ Porta felicità alla cultura che li odia (ad esempio, tutti i Kaiden saranno felici del terrore contro i Varn)."
hint_nt_culture_rage,"Massacro
Quando i popolani di una certa cultura sono <hint=hint_nt_unhappy>infelici</hint>, c'è la possibilità quotidiana che compiano un massacro contro i membri della cultura che sono soliti incolpare dei loro peccati.

Esistono vari modi per migliorare il morale dei membri di una cultura, come compiere azioni che essi approvano o il <hint=hint_nt_terror_culture>terrore della cultura</hint> (quella che odiano)."
hint_nt_character_assimilated,"Cambiamento di cultura
Durante la loro educazione e influenzati dall'autorità, i valori culturali dei nobili sono cambiati per allinearsi a quelli del loro insegnante."
hint_nt_culture_migration_increase,"Conseguenze della guerra
A seguito della guerra nella provincia vicina di {faction_uuid}, l'emigrazione da quel luogo è aumentata. I rifugiati appartengono alla cultura <b>{culture}</b>.

La Carovana sacra venderà <b>{recource}</b>, una risorsa molto commercializzata dalla provincia, a un prezzo <b>2 volte</b> superiore per diversi giorni, riflettendo l'impatto economico della guerra.

Le conseguenze dureranno <b>3 giorni</b>."
hint_city_on_the_map,"~
<b>Generale</b>
$ Popolazione: {pop}
$ Budget della città: <hint=hint_resource_gold>{budget}</hint>

<b>Fattori di migrazione</b>
$ Nobili adulti: {lords}
$ Villaggi bruciati: {burned_villages}
$ Totale arrivi al giorno: {mig_max} popolani

<b>Economia</b>
$ {pop} persone producono al giorno: <hint=hint_resource_gold>+{sum}</hint>
$ Investimenti quotidiani nell'esercito: <hint=hint_resource_gold>-{sum_army}</hint>
$ Manutenzione dell'esercito: <hint=hint_resource_gold>-{sum_army_support}</hint>

<b>Esercito</b>
{army_list}

<b>Elenco delle conoscenze</b>
{knowledge_list}"
hint_tech_prisoners,"Tecnologia
Normalmente, gli eserciti con prigionieri si spostano il 50% più lentamente di quelli senza. Questa conoscenza elimina questa penalità."
hint_tech_war_logistic,"Tecnologia
Accelera il movimento dell'esercito del {percent}%

I bonus della velocità di movimento non sono cumulativi; viene selezionato il maggiore."
hint_display_event_communication_lost,"Comunicazione perduta
Non condividi più i confini con la provincia di {faction_uuid}, il che segna l'interruzione di tutti i rapporti.

Se si trattava di un vassallo o di un alleato, significa che questi accordi non sono più in vigore."
hint_display_event_help_arrived,"Sono arrivati i rinforzi!
{soul_uuid_king} di {faction_uuid} ha inviato una squadra per assisterti nell'imminente battaglia.

I guerrieri rimarranno nella tua provincia fino alla fine della battaglia o fino a quando la crisi non sarà risolta con altri mezzi."
hint_building_workplace_priority,"Priorità
Se il servizio prioritario di un edificio è attivo, in caso di carenza di lavoratori questi verranno assegnati prima a quell'edificio."
hint_building_upgrade_button,"Miglioramento
$ Uno slot di lavoro aggiuntivo
$ La produzione totale aumenta del {effect_add}%"
hint_tech_poisoner,"Segreti dei veleni
Conferisce al personaggio il tratto <hint=hint_trait_poisoner>Passione per i veleni</hint>, che gli permette di creare e usare veleni."
hint_action_task_poison_unavailable_no_performers,"Non disponibile
Nessuno dei tuoi personaggi possiede il tratto <hint=hint_trait_poisoner>Passione per i veleni</hint> per eseguire questa azione.

<b>SUGGERIMENTO:</b> per creare un personaggio con Passione per i veleni, apprendi la conoscenza del laboratorio alchemico e poi dei <hint=hint_tech_poisoner>Segreti dei veleni</hint>. È consigliabile che un personaggio di questo tipo abbia un alto livello dell'abilità <hint=hint_skill_knowledge>Intelligenza</hint>."
hint_matriarch_bishop_not_arrived,"~
Finché la <hint=hint_sofia_cult>Chiesa</hint> considera la tua città troppo piccola per inviare un <hint=hint_bishop>vescovo</hint>, la Matriarca rimane all'oscuro dei tuoi affari interni."
hint_building_prefer_noone,"Nessuna priorità
In questo edificio verranno assunti lavoratori liberi casuali, senza alcuna priorità."
hint_building_prefer_all,"Assegnazione automatica
I lavoratori che possono fornire il bonus di produzione massimo qui saranno automaticamente assunti in questo edificio."
hint_building_sent_production,"Invia ora
Tutti i materiali attualmente pronti saranno trasferiti immediatamente al magazzino, ma questo distrarrà i lavoratori dalla produzione."
hint_building_destroy,"Distruggi
Demolisci completamente l'edificio. Questo avviene istantaneamente."
hint_building_replace,"Spostamento
Sposta l'edificio in una nuova posizione."
hint_building_fire_all,"Sospendi i lavori
I lavori nell'edificio saranno interrotti, i magazzini saranno sgomberati e i lavoratori si sposteranno su altre produzioni."
hint_building_appoint_inspector,"Nomina un amministratore
Nomina un amministratore dell'edificio che inizierà i lavori."
hint_building_appoint_preach,"Sermone
Nomina un nobile come predicatore e scegli un sermone."
hint_building_priority_build,"Costruisci con priorità
I costruttori daranno priorità alla costruzione di questo edificio."
hint_building_pause_buiding,"Metti in pausa la costruzione
Sospendi la costruzione fino a nuovo ordine."
hint_building_resume_buiding,"Riprendi la costruzione
I lavoratori torneranno a costruire l'edificio."
hint_building_discard_building,"Annulla la costruzione
La costruzione di un edificio sarà annullata e le risorse già assegnate per la costruzione saranno riportate al magazzino."
hint_display_event_low_loyalty,"Lealtà bassa
Una lealtà bassa (inferiore a 25) può indurre un personaggio ad abbandonare una casata nobiliare in favore di un'altra o, se è un erede, a iniziare una rivolta.

La lealtà viene visualizzata nel menu del personaggio (icona della corona). Posiziona il cursore sul numero della lealtà accanto alla corona per scoprire perché e come è cambiato di recente.

<b>SUGGERIMENTO:</b> puoi aumentare rapidamente la lealtà premiando un nobile o usando le minacce (azioni del monarca)."
hint_building_repair_button,"Ripara
Ripristina la funzionalità dell'edificio."
hint_army_menu_card_mercenary,"Mercenari
Guerrieri esperti pronti a combattere per te immediatamente.

Il mercenario viene assoldato per {knight_duration_days} giorni, dopodiché lascerà il tuo insediamento (ma potrà essere assoldato di nuovo).

$ Impiega uno o due giorni per raggiungere il tuo insediamento.
$ Viene assoldato senza equipaggiamento, quindi assicurati di fornirglielo prima di mandarlo in battaglia."
hint_army_menu_card_dummy,"Popolani
I guerrieri più deboli e codardi.

$ Dopo essere stati assoldati, subiscono un forte pensiero negativo relativo alla paura della morte, che abbassa la loro <hint=hint_moral_level>soglia di coraggio</hint>.
$ Per essere utili, dovranno trascorrere del tempo nel <hint=hint_bld_training_ground>campo d'addestramento</hint> per aumentare la loro abilità Combattimento."
hint_army_menu_card_fanatic,"Fanatici
I popolani fanatici provano un'estasi religiosa per il dolore ricevuto. Questo aumenta la loro <hint=hint_moral_level>soglia di coraggio</hint>, quindi molto raramente fuggono dal campo di battaglia.

Tuttavia, sono disposti a combattere solo per un monarca benedetto.

<b>Suggerimento:</b> seleziona l'azione ""Benedizione"" nel menu del personaggio del monarca (sezione Vescovo) per vedere i requisiti della Chiesa per questo servizio."
hint_army_menu_card_loyalist,"Lealisti
I popolani lealisti sono sempre pronti a difendere la loro città natale, quindi non temono la morte.

Inoltre, sentono un'ispirazione in più quando combattono e, se la loro unità è comandata dal monarca in persona, non si arrendono né fuggono."
hint_army_menu_card_slave,"Libera un prigioniero
Tra i prigionieri ci sono guerrieri esperti.

$ Dopo essere stati assoldati, subiscono un forte pensiero negativo relativo alla paura della morte, che abbassa la loro <hint=hint_moral_level>soglia di coraggio</hint>.
$ Gli ex fuorilegge (icona del coltello) subiscono un pensiero negativo per la necessità di obbedire ai comandi, ma hanno un'abilità Combattimento più alta.
$ Un prigioniero liberato non può essere fatto di nuovo prigioniero."
main_menu.tutorial_offer,"~
Norland è un gioco complesso con molte nuove meccaniche.

Per i nuovi giocatori, consigliamo VIVAMENTE di seguire il nostro breve tutorial, al termine del quale sarà possibile continuare a giocare con impostazioni adatte ai principianti."
hint_nt_build_library,"Costruisci una biblioteca 
Per acquisire una nuova conoscenza dai libri, è necessario costruire una biblioteca."
hint_family_editor.hard_culture,"Attenzione! 
La Matriarca della Chiesa di Madre Sofia non favorisce i monarchi di questa cultura.

Consigliata ai giocatori esperti che conoscono la politica della Chiesa."
hint_nt_retrieve_bishop,"Vescovo
Il vescovo lascia la provincia perché i rapporti con la <hint=hint_relations_matriarch>matriarca</hint> sono scesi al di sotto di <red>-50</red>."
hint_production_product_requirement,"Titolo
Per iniziare a produrre {product}"
hint_nt_holy_family_below_zero,"Cattivi rapporti con la Matriarca
A seguito delle tue recenti azioni, i tuoi <hint=hint_relations_matriarch>rapporti con la Matriarca</hint> sono scesi sotto lo 0.

Un ulteriore deterioramento comporterà l'embargo di alcune merci dalla Carovana sacra, seguito da un embargo completo e infine dalla <hint=hint_church_curse>scomunica della Chiesa</hint>.

Per ripristinare i rapporti:
$ Migliora il rapporto del monarca con il vescovo (oltre <green>+25</green>, preferibilmente oltre </green>+50</green>).
$ Aumenta il numero di fanatici attraverso la predicazione nei templi.
$ Compi azioni virtuose sulla mappa globale (ad esempio, distruggi gli accampamenti dei fuorilegge)."
hint_cant_relocate_no_wood,"Risorse insufficienti
Per trasferire l'edificio è necessario <hint=hint_resource_wood>{wood_count}</hint>."
hint_display_event_lord_seduced,"Nobile vittima di seduzione
Qualcuno dei tuoi vicini ha sedotto {soul_uuid_1}. La sua <hint=hint_loyalty>lealtà</hint> è a rischio e se scende al di sotto di <red>{threshold}</red> potrebbe andarsene.

<b>Suggerimento:</b> per ripristinare la lealtà, il monarca può regalare al nobile degli anelli o minacciarlo. Per proteggerti completamente da queste cospirazioni, mantieni alto lo spirito del nobile in modo che diventi un <hint=hint_loyalist>lealista</hint>, così che non possa essere corrotto o sedotto.

Un nobile non può essere sedotto se è innamorato di un'altra persona."
hint_display_event_player_lord_captured,"Cattura di un nobile
Un nobile è stato catturato ed è attualmente in prigionia."
hint_family_editor.age,"Età
L'età viene impostata automaticamente e dipende dal livello di abilità acquisito dal personaggio al momento della sua comparsa. Maggiore è l'esperienza, più avanzata è l'età."
bishop_actions_category_unavailabe,"Non disponibile
Il vescovo non è ancora arrivato nella tua tenuta perché la Matriarca ritiene che la popolazione sia troppo esigua.

Affinché il vescovo si interessi ai tuoi affari, la popolazione deve essere superiore a <b>{population}</b>.

Inoltre, il vescovo non arriverà se il rapporto del tuo <hint=hint_relations_matriarch>monarca</hint> con la Matriarca è inferiore a <red>{opinion}</red>."
bishop_actions_category_unavailabe_2,"Il vescovo è assente
Un nuovo vescovo arriverà quando il rapporto tra il tuo monarca e la <hint=hint_relations_matriarch>Matriarca</hint> sarà superiore a <red>{opinion}</red>."
hint_new_game_faction_temperament_peaceful,"Pacifico
I monarchi di questa provincia si comporteranno in modo pacifico, evitando la sottomissione e i conflitti con i vicini."
hint_new_game_faction_temperament_default,"Normale
I monarchi di questa provincia perseguiranno politiche tipiche, impegnandosi occasionalmente in conflitti con i vicini e talvolta mostrando aggressività."
hint_new_game_area_info,"~
<center>Risorse della provincia:</center>
{optional_resources}

<center>Risorse dei villaggi:</center>
{optional_village_resources}"
hint_church_curse,"Scomunica della Chiesa
Imposta dalla Matriarca al monarca quando il loro rapporto scende al di sotto di <red>-50</red>.

È meglio non sapere cosa comporta..."
hint_tech_kaiden_army,"Titolo
L'intensità del pensiero ""Paura della morte"" dei popolani assoldati nell'esercito è dimezzata."
hint_tech_makha_trade,"Titolo
La soglia di rapporto necessaria affinché i monarchi vicini possano commerciare con te è scesa a <red>{trade_threshold}</red>."
hint_tech_makha_fanatic_terror,"Titolo
Il terrore contro i fanatici non avrà conseguenze negative."
hint_tech_econom_writing,"Titolo
La cancelleria richiede tre volte meno carta per funzionare."
hint_tech_faith_defender,"Titolo
<hint=hint_tutorial_church_tax>La tassa sui guerrieri</hint> sarà ridotta del {percent}%."
hint_tech_kaiden_training,"Titolo
L'efficacia dell'addestramento dei guerrieri al campo d'addestramento aumenta di {bonus}%."
hint_tech_kaiden_loyalist,"Titolo
Una volta diventati <hint=hint_loyalist>lealisti</hint>, i personaggi lo rimarranno per sempre."
hint_tech_makha_secret_deals,"Titolo
Le transazioni commerciali con gli accampamenti dei fuorilegge delle foreste (come l'acquisto di prigionieri e di anelli sacri rubati) non avranno un impatto negativo sui rapporti con i vicini."
hint_incompatible_trait,"Tratto incompatibile
Questo tratto non può essere selezionato perché non è compatibile con i tratti già selezionati."
hint_holy_protection,"Protezione della Famiglia benevola
Per l'armonia del mondo di Norland e come grazia di Madre Sofia a tutto ciò che è nuovo e rinnovato, la <hint=hint_synode>Famiglia benevola</hint> proibisce l'aggressione alle casate nobiliari recenti e virtuose.

Ciò significa che le province vicine non intraprenderanno ricatti, guerre e cospirazioni contro di te finché la protezione è in vigore.
{optional_remove_by_population}

Tuttavia, la <b>protezione sarà revocata</b> se intraprenderai <red>azioni aggressive</red> contro i tuoi vicini."
hint_display_event_holy_protection_removed_by_agression,"La protezione della Famiglia benevola è stata rimossa!
La <hint=hint_synode>Famiglia benevola</hint> ritiene che le tue azioni aggressive abbiano dimostrato che la tua casata nobiliare non ha più bisogno della sua protezione.

Ora, altre casate nobiliari potrebbero intraprendere azioni aggressive contro di te.

Assicurati di avere un esercito competitivo."
hint_display_event_holy_protection_will_removed_by_population,"La protezione della famiglia amorevole sarà rimossa!
La <hint=hint_synode>Famiglia benevola</hint> ti comunica che, poiché la popolazione della tua provincia ha raggiunto {population_threshold}, entro {remain_days} giorni ritirerà la propria protezione.

Dopodiché, i tuoi vicini che hanno rapporti con te inferiori a <red>-15</red> potranno intraprendere azioni aggressive contro di te, tra cui ricatti, cospirazioni, coercizione al vassallaggio e così via.

Assicurati questo punto di avere buoni rapporti con casate nobiliari potenti e un esercito competitivo."
hint_display_event_holy_protection_was_removed,"La protezione della Famiglia benevola è stata rimossa!
La <hint=hint_synode>Famiglia benevola</hint> ti informa che sta ritirando la sua protezione. Hai ricevuto un avvertimento in merito.

Ora, i tuoi vicini che hanno rapporti con te inferiori a <red>-15</red> possono intraprendere azioni aggressive contro di te, tra cui ricatti, cospirazioni, coercizione al vassallaggio e così via.

Assicurati di avere un esercito competitivo."
hint_display_event_holy_protection_pop_add,"~

Di solito, la Famiglia benevola <b>rimuove la protezione</b> quando l'insediamento raggiunge {population_threshold} persone (compresi guerrieri, nobili, popolani e prigionieri)."
hint_display_event_swede_typh_allowed,"Tifo delle rape
La lunga coltivazione delle rape ha portato alla sua degenerazione e il suo consumo può ora causare casi di infezione da una nuova malattia, che è stata soprannominata ""tifo delle rape"".

Se possibile, nutri i tuoi sudditi con farina e carne, utilizzando la rapa come cibo per i maiali o in caso di carestia."
hint_encyclopedia.mode.disabled,Disattivati
hint_encyclopedia.mode.default,Solo intestazioni
hint_encyclopedia.mode.with_popups,Guida completa
hint_loyalty_with_log,"Lealtà
La <hint=hint_loyalty>lealtà</hint> indica quanto il nobile sia devoto al proprio <hint=hint_persons_king>monarca</hint>. Se il valore è inferiore a <red>25</red>, il nobile può lasciare l'insediamento o iniziare una rivolta.
{optional_loyalty_log}"
hint_loyalty_with_log_captive,"Lealtà dell'ostaggio
Indica quanto il nobile è devoto al tuo monarca. Se alzi il valore sopra lo zero, al momento del rilascio l'ostaggio deciderà di restare con te.

{optional_loyalty_log}"
hint_mood_with_reasons,"Morale
Indica quanto è felice il personaggio. Se il valore inferiore a <red>25</red>, il nobile si rifiuterà di eseguire gli ordini e cadrà in depressione, il che può portare a un esaurimento nervoso.
{optional_mood_reasons}"
hint_kaiden_views,"Valori dei Kaiden
I Kaiden saranno contenti se il loro monarca condurrà coraggiosamente azioni militari sulla mappa globale."
hint_kaiden_xenophobia,"Xenofobia dei Kaiden
Per molti secoli, i Varn hanno tormentato l'impero con incursioni, mentre i Kaiden lo hanno difeso. Gli echi di questo antico conflitto sono conservati in canzoni e proverbi. I Kaiden non si fidano dei Varn e li considerano un popolo selvaggio e senza onore.

$ In caso di insoddisfazione, i Kaiden attaccano i Varn."
hint_kaiden_production,"Abilità tradizionali dei Kaiden
I popolani kaiden giocano con le armi fin dall'infanzia, il che li rende più efficienti nella fucina per armi, nella fucina per armature e nella bottega degli archi."
hint_kaiden_knowledge,"Conoscenza dei Kaiden
I libri in lingua kaiden sono naturalmente dedicati alle armi, all'arte militare e alla lealtà."
hint_tanaya_views,"Valori dei Tanaya
I Tanaya saranno contenti se il loro monarca pianifica azioni maligne, tangenti e seduzioni sulla mappa globale."
hint_tanaya_xenophobia,"Xenofobia dei Tanaya
I Makha, avidi chiacchieroni, si sono allontanati dalla Santa Madre e, nel loro orgoglio, hanno generato un'eresia che ha consumato tutto ciò che i Tanaya avevano costruito nei secoli.

$ In caso di insoddisfazione, i Tanaya attaccano i Makha."
hint_tanaya_production,"Abilità tradizionali dei Tanaya
I bonus di produzione di carta derivano dai tassi tradizionalmente elevati di alfabetizzazione dei popolani tanaya."
hint_tanaya_knowledge,"Conoscenza dei Tanaya
I libri in lingua Tanaya enfatizzano l'uso della cospirazione e della religione al posto della forza bruta."
hint_makha_views,"Valori dei Makha
I Makha saranno contenti se il monarca sottoscriverà contratti commerciali con i vicini."
hint_makha_xenophobia,"Xenofobia dei Makha
I Tanaya sono degli ipocriti complottisti che aspettano solo il momento giusto per pugnalare qualcuno alle spalle. Sono responsabili della quasi estinzione del fuoco della civiltà che un tempo era stato acceso dai Makha.

$ In caso di insoddisfazione, i Makha attaccano i Tanaya."
hint_makha_production,"Abilità tradizionali dei Makha
Per molti secoli, i Makha hanno creato con onestà i migliori strumenti e pozioni di Norland, e i loro segreti di famiglia li rendono eccellenti lavoratori nella bottega, nel birrificio e nell'alchimia."
hint_makha_knowledge,"Conoscenza dei Makha
Molti libri sullo sviluppo intellettuale, sul commercio, sul trattamento speciale del nettare e sulla ricetta della loro famosa birra aromatica sono scritti in lingua makha."
hint_varns_views,"Valori dei Varn
I Varn saranno contenti se il monarca non attaccherà città e villaggi stranieri per molto tempo."
hint_varns_xenophobia,"Xenofobia dei Varn
I Kaiden, un tempo fratelli dei Varn, vendettero le loro antiche divinità in cambio di oro imperiale e gingilli ed espulsero i Varn dalla terra dei loro antenati.

$ In caso di insoddisfazione, i Varn attaccano i Kaiden."
hint_varns_production,"Abilità tradizionali dei Varn
I Varn sanno come interagire con la natura in modo da impiegarne i frutti per avere molto cibo gustoso. La coltivazione di rape tradizionali, la raccolta di erbe della foresta e l'allevamento di maiali sono stati le loro arti fin dall'infanzia."
hint_varns_knowledge,"Conoscenza dei Varn
La conoscenza della lingua varn è dedicata ai temi della cucina, dell'agricoltura, della raccolta di risorse e della longevità."
hint_bld_patrol_sign_day,"Pattuglia diurna
Contrassegna l'area di <hint=hint_persons_guard>pattugliamento</hint> diurno.

Posiziona gli stendardi di pattuglia vicino ai luoghi di produzione dove lavorano i prigionieri per impedirne la fuga, nonché ai luoghi dove lavorano i taglialegna e gli erboristi per proteggerli dagli attacchi dei lupi.

Le guardie tra i tuoi guerrieri andranno automaticamente in pattugliamento durante il <b>giorno</b>."
hint_display_event_village_tribute,"Consegna di tributo
Il capo del villaggio di {village_name} ha portato un tributo. Ora lo consegnerà al tuo magazzino.
{optional_resources}"
hint_inventroy_container,"Scatola
{resources}"
hint_clerk_button_unavailable_by_limit,"Non disponibile
La cancelleria può servire {limit} produzioni."
hint_nt_culture_approve,"Approva
La cultura approva le azioni del monarca."
hint_action_wise_talk,"Conversazione saggia
Avrà luogo una conversazione in cui i personaggi potranno condividere la rispettiva conoscenza che l'altro interlocutore non possiede.

<b>Probabilità di base di trasferimento della conoscenza</b>
$ Conoscenza di livello base (grigio): {var_1}
$ Conoscenza di livello avanzato (verde): {var_2}
$ Conoscenza di livello superiore (viola): {var_3}

<b>Inoltre:</b>
$ Ogni punto abilità in <hint=hint_skill_teaching>Insegnamento</hint> aggiunge +{percentage}% alla probabilità di condividere conoscenza.
$ Il tratto ""Illuminazione"" aumenta questa probabilità del {enlighter_plus}%.
$ Se il personaggio è anziano, la probabilità aumenta del {old_plus}%.

<b>Suggerimento:</b> puoi invitare personaggi amici di altre città (o rapirli) per ottenere una conoscenza preziosa, ad esempio quella relativa ad altre culture."
hint_wise_talk_unavailable_by_opinion,"Non disponibile
{soul_uuid_1} ha una scarsa opinione di {soul_uuid_2}.
{opinion} attuale:
Necessario: {threshold}"
hint_unavailable_senility,"Il personaggio è folle
Il personaggio è in uno stato di follia e non può eseguire questa azione."
hint_unavailable_to_senility,"Il personaggio è folle
Il personaggio è in uno stato di follia e non può eseguire questa azione."
hint_cant_add_to_army_senility,"Senilità
Il guerriero è attualmente in preda alla follia."
hint_nt_senility_begin,"Demenza senile
Questo personaggio soffre di demenza senile e ha perso la ragione.

Questa condizione lo accompagnerà fino al passaggio all'altro mondo."
hint_nt_mine_limit_reached,"Giacimenti esauriti
Alla profondità attuale della miniera, tutti i giacimenti di ferro sono esauriti.

Migliora la miniera per accedere a giacimenti più profondi."
hint_nt_mine_limit_soon,"I giacimenti si stanno esaurendo
Alla profondità attuale della miniera, i giacimenti di ferro sono quasi esauriti.

Migliora la miniera per accedere a giacimenti più profondi prima che il ferro disponibile si esaurisca.

<b>Suggerimento:</b> fai clic sulla miniera per vedere quanto ferro è rimasto. Questo dato è visibile anche nel <hint=hint_statistic_menu>menu delle statistiche</hint>."
hint_nt_fetility_loss_from_tree,"Declino della fertilità
A causa della deforestazione, la fertilità del suolo in tutta la provincia è diminuita, e se si continuano a tagliare alberi, la fertilità diminuirà ulteriormente. 
Questa situazione, a sua volta, riduce la produttività dei campi e la raccolta delle erbe della foresta.

I nuovi alberi crescono accanto a quelli esistenti, quindi la foresta si riprenderà se si evita il disboscamento. 

<b>Suggerimento:</b> la fertilità attuale dei campi può essere controllata nel <hint=hint_statistic_menu>menu delle statistiche</hint>."
hint_trade_agreements_window,"Menu del commercio estero 
Visualizza tutti i contratti commerciali sottoscritti con i vicini. Vengono aggiornati quotidianamente. 

Puoi eseguirli manualmente o automaticamente. 

Per il commercio, un popolano libero viene inviato e poi ritorna nella tua città (la <hint=hint_resource_paper>carta</hint> non è necessaria per questo)."
hint_trade_agreements_results,"Relazione sul commercio estero
Il bilancio commerciale di oggi è il seguente:
{optional_stack_balance}

I tuoi partner commerciali hanno aumentato il loro budget e la loro popolazione."
hint_trade_dynamic_prices,"Saturazione del mercato
La saturazione di un prodotto sul mercato aumenta ogni volta che lo vendi. Se il numero rimane al di sotto della soglia della <hint=hint_market_volume>domanda locale</hint>, i prezzi non cambieranno. Tuttavia, una volta che la saturazione del mercato aumenta al di sopra della soglia della domanda locale, i prezzi inizieranno a scendere, dando meno valore alle tue merci.

La saturazione del mercato diminuisce costantemente quando le popolazioni consumano gradualmente le risorse esportate. Questo processo è rappresentato dal valore del <b>consumo giornaliero</b> di ciascun prodotto."
hint_market_volume,"Domanda locale
Un indicatore unico per ogni prodotto che mostra la quantità che il mercato può assorbire senza che il prezzo diminuisca.

<img=hint_market_volume></img>

Se la quantità delle tue vendite supera la domanda locale della risorsa, il mercato diventa saturo e il prezzo scende.

La partecipazione agli <hint=hint_tutorial_states>stati</hint> può <hint=hint_market_volume_bonus>aumentare</hint> la domanda locale."
hint_building_stores,"Costruzione di depositi
Al mattino, i lavoratori prendono le risorse necessarie alla produzione dal deposito della città, e la sera riportano ciò che hanno prodotto. Mentre le risorse sono nel deposito dell'edificio, non sono disponibili per gli altri lavoratori.

Pertanto, le risorse prodotte durante il giorno diventano disponibili solo la sera, quando vengono trasferite nel deposito della città.

Puoi consegnare immediatamente le risorse prodotte al deposito della città premendo il pulsante nell'edificio richiesto."
hint_market_volume_bonus,"Aumento della domanda locale
L'indicatore della <hint=hint_market_volume>domanda locale</hint> aumenta proporzionalmente per tutte le merci quando la tua provincia fa parte di uno <hint=hint_tutorial_states>stato</hint>, ovvero un regno vassallo o un'alleanza di città libere. 

La capacità della domanda aumenterà in base alla popolazione totale di tutte le province di quello stato."
hint_nt_prophecy_soon,"La catastrofe è vicina!
Secondo la profezia della Chiesa, tra pochi giorni le tue terre saranno colpite dal seguente disastro:

{optional_prophecy_text}"
hint_prophecy_wolf_attack,"Invasione di lupi
Una luna che gli umani non possono percepire farà impazzire i <hint=hint_fleshwolf>lupi</hint> e li costringerà a riunirsi in grandi branchi per dare la caccia agli umani.
$ Un branco di {size} lupi attaccherà il centro della tua città e ucciderà tutti quelli che vedrà."
hint_prophecy_bandits_capm,"Esercito di disertori
Le lunghe guerre civili porteranno alla nascita di una grande banda di disertori che considereranno la tua provincia un ottimo posto in cui vivere.
$ Sulla mappa globale, vicino alla tua città, apparirà un accampamento di fuorilegge particolarmente grande, composto da {size_1}-{size_2} combattenti esperti."
hint_prophecy_fields_sick_one,"Pestilenza delle colture 
Un fungo parassita che distrugge le colture infetterà questo prodotto: {type}. 
$ Tutti i campi con questa coltura non produrranno alcun raccolto per {duration_days} giorni.
$ Il prezzo della coltura presso la <hint=hint_holy_caravan>Carovana sacra</hint> durante questo periodo sarà {price_factor} volte più alto."
hint_prophecy_cholera_epidemy,"Epidemia di vaiolo 
I numerosi peccati dei tuoi sudditi turbano Madre Sofia, che presto riverserà il suo dolore su di voi. 
$ Per {duration_days} giorni, ogni abitante della tua città ha una probabilità del {sick_chance}% di contrarre una malattia mortale ogni giorno.
$ Il vaiolo può essere curato con l'<hint=hint_resource_med>unguento curativo</hint>, ma può portare alla cecità e a terribili cicatrici."
hint_prophecy_xenophoby,"Diffusione della xenofobia 
Tra i tuoi sudditi {culture} si diffonderà l'indiscrezione che gli abitanti della disprezzata cultura {culture_target} praticano la magia nera e rapiscono i loro figli. 
$ Per {duration_days} giorni, i personaggi {culture} attaccheranno i personaggi {culture_target} per le strade.
$ Le guardie delle <hint=hint_persons_guard>pattuglie</hint> proteggeranno le vittime degli attacchi."
hint_prophecy_crocks_wave,"Invasione di vagabondi 
Numerosi disastri tra i vicini genereranno un gran numero di popolani impoveriti che decideranno di diventare vagabondi e malviventi. 
$ Per {duration_days} giorni, tutti i <hint=hint_persons_criminal>migranti</hint> in arrivo saranno vagabondi o <hint=hint_persons_cuthroat>malviventi</hint>."
hint_prophecy_fanatics_wave,"Fanatici del giallo
Una strana setta in cui si crede che il consumo di <hint=hint_resource_nectar>nettare</hint> avvicini a Madre Sofia deciderà di trasferirsi nella tua città dopo essere stata espulsa dal luogo in cui risiedeva in precedenza.
$ Per {duration_days} giorni, ogni giorno arriveranno nella tua città altri {size_1}-{size_2} <hint=hint_persons_fanatic>fanatici</hint> <hint=hint_addict>nettaredipendenti</hint>.
$ Inoltre, appartengono tutti alla cultura {culture}."
hint_prophecy_fields_sick_all,"Giorni di carestia 
Una malattia colpirà tutte le colture portando la fame. 
$ Per {duration_days} giorni, tutti i campi non produrranno alcun raccolto. 
$ I prezzi di <hint=hint_resource_rye>segale</hint>, <hint=hint_resource_rutabaga>rape</hint> e <hint=hint_resource_hop>luppolo</hint> aumenteranno di {price_factor} volte."
hint_prophecy_tree_bug,"Tarlo del legno 
Gli alberi della tua provincia saranno infestati dai tarli del legno, che lo mangiano rapidamente rendendolo inadatto all'uso. 
$ Per {duration_days} giorni, i taglialegna raccoglieranno il <hint=hint_resource_wood>legno</hint> a un tasso {wood_decrease} volte inferiore.
$ Il prezzo del legno presso la <hint=hint_holy_caravan>Carovana sacra</hint> aumenterà di {price_factor} volte."
