Key,Turkish
hint_escape,"Yerleşkeden Ayrılma
Asilzadenin <hint=hint_loyalty>sadakati</hint> 25'in altına düştüğünde yerleşkenden ayrılma ihtimali oluşur.

Bu asilzade tahtın vârisi ise isyan başlatabilir. Sıradan bir asilzade ise başka bir asil ailenin buyruğuna girebilir."
hint_riot,"İsyan
Karakter, mutsuz savaşçılarının birkaçıyla birlikte orman haydutlarının kampına gider.

Sana düşman olan asil ailelerin desteği ile asi ordusu giderek büyüyebilir.

Bir süre sonra isyancılar şehrine saldırmayı dener."
hint_slave_riot,"Mahkûm Ayaklanması
Mahkûmlar günlük ortalama <hint=hint_slave_happines>ruh hâlleri</hint> <red>25</red>'in altına düştüğünde mutsuz olurlar ve her gün isyan çıkarma ihtimalleri olur.

<hint=hint_persons_slave>Mahkûmlar</hint> isyancı bir grup oluşturarak yerleşkeni yakma ve asil aileni yok etme girişimlerinde bulunurlar."
hint_warrior_riot,"Savaşçı Ayaklanması
Savaşçıların ortalama <hint=hint_mood>ruh hâli</hint> 25'in altına düştüğünde mutsuz olurlar ve ayaklanabilirler.

Gruplaşarak Salon'u yağmalamak için saldırır ve sonrasında <hint=hint_persons_forest_bandits>orman haydutlarına</hint> katılmaya giderler."
hint_pogrom,"Dinî Ayaklanma
<hint=hint_persons_fanatic>Fanatikler</hint> ortalama <hint=hint_mood>ruh hâlleri</hint> <red>25</red>'in altına düştüğünde mutsuz olurlar ve her gün ayaklanma başlatabilirler. İlk olarak sıkıntılarının sebebi olduğuna inandıkları bir asilzadeyi kurban etmeni isteyeceklerdir.

Taleplerini reddetmen durumunda fanatikler, bölükler oluşturur ve şunları yapar:
$ Evleri ateşe verirler ve yeterince inançlı olmadığına kanaat getirdikleri herkesi öldürürler.
$ <hint=hint_bld_library>Kütüphane</hint>'yi ve diğer binaları yakarlar.
$ Suçlu olduğuna inandıkları asilzadeyi bulup öldürmeye çalışırlar.

Piskopos da fanatikleri düşmanına karşı kışkırtarak bir dinî ayaklanma başlatabilir.

<b>İpucu:</b> Dinî ayaklanmalara sosyal sınıfları fark etmeksizin köylülerden, savaşçılardan, mahkûmlardan ve asilzadelerden tüm fanatikler katılır. Bu nedenle fanatiklere sahip olmanın birtakım avantajları olsa da şehirdeki fanatiklerin sayısı arttıkça piskopos daha da tehlikeli bir hâle gelir."
hint_pogrom_context,"Fanatikler Arasında Kargaşa
<hint=hint_nt_unhappy>Mutsuzluk</hint> nedeniyle fanatik köylüler, mahkûmlar ve savaşçılar Sophia'nın şehri lanetlediğine inandıkları için suçlayacak birini ararlar.

Bir <hint=hint_pogrom>ayaklanmanın</hint> çıkmaması için {soul_uuid_target} hedefini 1 gün içinde <hint=hint_punishment_blindness>kör</hint> etmen gerekiyor.

Eğer {soul_uuid_target} zaten körse <hint=hint_punishment_execution>idam</hint> edilmesi gerekiyor.

Bu eylem <hint=hint_terror_lord>dehşet</hint> olarak görülmez."
hint_pogrom_context_by_bishop,"Ayaklanma Tehdidi

Piskopos, {soul_uuid_target} adlı kişiden memnun değil ve onun kör edilmesini istiyor.

Bir <hint=hint_pogrom>dinî ayaklanmanın</hint> çıkmaması için {soul_uuid_target} hedefini 1 gün içinde bizzat <hint=hint_punishment_blindness>kör</hint> etmen gerekiyor.

Eğer {soul_uuid_target} zaten körse <hint=hint_punishment_execution>idam</hint> edilmesi gerekiyor.

Bu eylem <hint=hint_terror_lord>dehşet</hint> olarak görülmez."
hint_pogrom_context_by_bishop_decapitation,"Piskoposun Ültimatomu
Piskopos, {soul_uuid_target} adlı kişiden hiç memnun değil ve onun idam edilmesini istiyor.

Bir ayaklanmanın çıkmaması için {soul_uuid_target} hedefini 1 gün içinde bizzat <hint=hint_punishment_execution>idam</hint> etmen gerekiyor. Aksi takdirde dindar <hint=hint_persons_fanatic>fanatikler</hint> gruplaşarak evleri ateşe verecek ve yeterince inançlı olmadığına kanaat getirdikleri herkesi öldürecek. Son hedefleri, başlarına gelen tüm felaketlerin sorumlusu olarak gördükleri {soul_uuid_target} olacak."
hint_pogrom_context_by_bishop_hate_king,"Piskoposun Ültimatomu
Piskopos, {soul_uuid_target} adlı hükümdarından hiç memnun değil ve onun cezalandırılmasını istiyor.

1 gün içinde önlenemeyen bir ayaklanma çıkacak. Dindar <hint=hint_persons_fanatic>fanatikler</hint> gruplaşarak evleri ateşe verecek ve yeterince inançlı olmadığına kanaat getirdikleri herkesi öldürecek. Son hedefleri, başlarına gelen tüm felaketlerin sorumlusu olarak gördükleri {soul_uuid_target} olacak."
hint_nt_bishop_is_king_enemy,"Hükümdara Zıt Düşen Piskoposlar
{soul_uuid_target_1} ve {soul_uuid_target_2} arasındaki ilişki husumete dönüştü. İlişkileri kötüleşmeye devam ederse dinî ayaklanma esnasında {soul_uuid_target_2} hedef alınır."
hint_noble_house,"Asil Aileler
Şehirleri yöneten <hint=hint_persons_lords>asilzadelerin</hint> ve <hint=hint_title>asilzadelik ünvanı</hint> taşıyanların aileleridir.

Çoğu ailenin soyu <hint=hint_crimson_empire>Kızıl İmparatorluk</hint> dönemine uzanır ve atalarının mühürleri <hint=hint_сhartia_humility>Tevazu Antlaşması</hint>'nda bulunur.

<hint=hint_synode>Sevecen Aile</hint>, asil ailelerin çok fazla güç kazanarak otoritesine meydan okumasına engel olur."
hint_wedding,"Düğün
İki asilzadenin <hint=hint_bld_temple>Tapınak</hint>'ta evlendiği sosyal bir törendir."
hint_funeral,"Cenaze
Karakterlerin <hint=hint_bld_temple>Tapınak</hint>'ta son yolculuklarına uğurlandığı sosyal bir törendir.

Cansız bedenin yakılması ile sonlanır."
hint_upgrade,"Yükseltmeler
Bina yükseltmeleri. Bir iş yuvası ekler."
hint_diplomacy,"Uzlaşma
Karakter, düşman hükümdarı anlamsız ve tehlikeli bir savaşı bitirmeye ve yeni bir başlangıç yapmaya ikna edebilir.

$ Mevcut husumet seviyesi ne olursa olsun düşman hükümdarla olan ilişki <red>10</red> azalır.
$ <hint=hint_trait_diplomat>Diplomat</hint> özelliğine sahip bir karakterin olması gerekir.
$ Ayrıca eylemi gerçekleştirecek karakterin bu görevi yapabilmesi için <hint=hint_loyalty>sadakat</hint> seviyesinin en az {loyalty_action} olması gerekir.

<b>Bedel</b>:
<hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_army,"Savaş Bölüğü
Düşmanlarına saldırabilen ve doğrudan senin kontrolün altında olan bir bölüktür.

$ Bölükler, Ordu menüsünden oluşturulur ve <hint=hint_persons_warriors>savaşçılardan</hint> oluşur.
$ Bölüğün asilzadelerinden veya <hint=hint_knight>şövalyelerinden</hint> biri tarafından komuta edilmesi gerekir. Asilzadenin <hint=hint_skill_command>Komuta</hint> becerisi, savaşçıların moral bonusunu belirler.
$ Bölüğü seçtikten sonra sağ tıklayarak ona belirli bir yere gitmesi veya bir hedefe saldırması için emir verebilirsin."
hint_wealth,"Ortalama Servet
Karakterlerin sahip olduğu ortalama altın miktarını gösterir.

$ Karakterler yerleşkene ufak bir birikimle gelir.
$ <hint=hint_salary>Maaşlar</hint> günlük gıda ve alkol alımları için yeterliyse maaşın kalanı biriktirilir ve servet artar. Aksi takdirde karakterler birikimlerini harcamaya başlarlar.
$ Servet, <hint=hint_rich>refaha</hint> ulaşılmasına yardımcı olabilir."
hint_free_people,"Özgür Sakinler
Şehrinde ikamet eden köylülerin, savaşçıların, işsiz vatandaşların ve avarelerin toplam sayısıdır."
hint_equip_cost,"Ekipman Maliyeti
Savaşçıların tarafından kuşanılan silah ve zırhların toplam değeridir.

Dolaylı yoldan ordunun veya bölüğün gücünü yansıtır."
hint_sodiers_happiness,"Savaşçıların Ruh Hâli
$ İşe alınan savaşçıların <hint=hint_mood>ruh hâli</hint> kötüyse (<red>25</red>'in altındaysa) şehri terk edebilirler.
$ İyi ruh hâline sahip olan savaşçıların (<green>80</green>'in üzerindeyse) savaştaki <hint=hint_moral_level>cesareti</hint> ve <hint=hint_loyalist>rejim destekçisi</hint> olma ihtimalleri artar.

<img=hint_sodiers_happiness></img>

Ruh hâlini iyileştirme önerileri:
$ Yeni işe alınan askerleri savaşa yollamadan önce savaşın gerçeklerini öğrenmelerini sağla. Yeni bir savaşçının ölüm korkusu savaş eğitimi gördükçe azalacaktır.
$ Bölüklerini yönetmesi için <hint=hint_skill_command>Komuta</hint> becerisi yüksek asilzadeleri seç.
$ Savaşçıları savaştan önce yoğun eğitim ve <hint=hint_persons_guard>devriye</hint> görevleri ile yorma.
$ Onlara <hint=hint_resource_meat>et</hint> ve <hint=hint_resource_ale>lezzetli bira</hint> gibi yüksek kaliteli ürünler ver.
$ Savaşçılar için ayrı bir <hint=hint_bld_temple>Tapınak</hint> kur ve onlara burada iman aşıla. Böylelikle savaşçıların <hint=hint_persons_fanatic>fanatiklere</hint> dönüşerek acıdan zevk almaya başlayacaktır. Ne var ki <hint=hint_bishop>piskopos</hint> ile olan ilişkin kötüyse fanatik askerler <hint=hint_pogrom>dinî ayaklanma</hint> sırasında piskoposa destek vereceğinden bu tehlikeli bir seçenek olabilir.
$ Savaşçılarının nefret ettiği kültürlerde <hint=hint_nt_terror_culture>dehşet</hint> yarat veya onların kültürel değerlerine uygun stratejiler belirle."
hint_slave_happines,"Mahkûmların Ruh Hâli
Mutsuz mahkûmlar yerleşkeden kaçmaya çalışabilir. Çok mutsuz olduklarında <hint=hint_slave_riot>ayaklanma</hint> başlatabilirler.

Mahkûmların ruh hâlini iyileştirmek için:
$ Yeterince Hapishane Koğuşu inşa ettiğinden emin ol.
$ Koğuşlarda mahkûmlara gıda veren gardiyanların olduğundan emin ol.
$ <hint=hint_finance_menu>Ekonomi menüsünden</hint> mahkûmlara yeterli miktarda alkol ve gıda temin edildiğinden emin ol.
$ Mahkûmların <hint=hint_bld_temple>Tapınaklara</hint> erişiminin olduğundan emin ol.

<b>İpucu:</b> Kaçak mahkûmları yakalamak için koğuşlarının etrafına <hint=hint_persons_guard>muhafızlar</hint> yerleştir."
hint_fatigue,"Yorgunluk
Karakterler, çeşitli görevleri yaptıktan veya çalıştıktan sonra kendilerini yorgun hissederler ve <hint=hint_need_fun>dinlenmeye</hint> ihtiyaç duyarlar.

Bu durum, olumsuz <hint=hint_thought>düşüncelere</hint> sebebiyet vererek <hint=hint_mood>ruh hâllerini</hint> etkiler ve bu düşünceler zamanla kötüleşir.

Karakter çalışmadığında dinlenme ihtiyacı kademeli olarak giderilir. Dinlenme ihtiyacını en hızlı şekilde gidermenin yolu <hint=hint_alcohol>alkol</hint> tüketimidir."
hint_recovery,"İyileşme
Bir yaranın veya hastalığın iyileşme süresidir."
hint_sender,"Elçi
Dünya haritasındaki yerleşkelerde görev yapmaları için elçiler gönderebilirsin.

<img=hint_sender></img>

Elçi, köylülerin arasından seçilir ve mesajı götürmesi için <hint=hint_resource_paper>1</hint> gerekir.

Elçinin taşıdığı mektup hükümdar tarafından yazılır ve eylemin etkileri hükümdarın becerilerine bağlıdır."
hint_sick,"Hastalık
Hastalıklar hafif veya ağır olabilir.

Hafif geçen bir hastalığa yakalanmış karakter daha yavaş hareket eder.

Ağır hasta karakterler ise yürüyemez ve yataktan çıkamaz. Sevdikleri ve <hint=hint_persons_priest>rahipler</hint> tarafından ziyaret edilirler.

Hastalıklar, savaşta alınan <hint=hint_wounds>yaralar</hint> veya <hint=hint_display_event_swede_typh_allowed>şalgam zehirlenmesi</hint> gibi sebeplerden kaynaklanabilir.

Hastalıklar çeşitli başarı düzeylerinde <hint=hint_heal>tedavi edilir</hint>."
hint_heal,"Tedavi
Hastalıklar veya açık <hint=hint_wounds>yaralar</hint> <hint=hint_resource_med>merhem</hint> ile tedavi edilir.

Asilzadeler ve savaşçılar gerekli ilaçları ardiyeden alıp kendilerini tedavi edebilir ancak bu ilaçlar çok pahalı olduğundan köylülerin onlara erişimi yoktur. Bu nedenle kendilerini Sophia'nın merhametine bırakmaktan başka çareleri yoktur."
hint_death,"Ölüm
Bir karakter öldüğünde sevdikleri onun yasını tutar ve güçlü olumsuz <hint=hint_thought>düşüncelere</hint> sahip olurlar.

<hint=hint_persons_priest>Rahip</hint>, merhumu cenazenin yapılması ve cesedin yakılması için <hint=hint_bld_temple>Tapınak</hint>'a götürür."
hint_wounds,"Yaralar
Silah darbeleri veya kazalar yaralara neden olabilir.

Bazı yaralar <hint=hint_pain>acıya</hint> sebebiyet verirken bazıları <hint=hint_bleeding>kanayabilir</hint> veya <hint=hint_wounds_open>iltihap</hint> kaparak <hint=hint_poisoned>kangrene</hint> sebep olabilir."
hint_wounds_open,"İltihaplanan Yaralar
Tedavi edilmediğinde <hint=hint_poisoned>kangren</hint> ile sonuçlanan tehlikeli yaralardır.

Halkının <hint=hint_resource_med>merheme</hint> erişimi olduğundan emin ol.

$ Asilzadeler ve savaşçılar, merhemlere envanterden ulaşabilir."
hint_poisoned,"Kangren
<hint=hint_wounds_open>İltihaplanan yaralar</hint> dokuların ölmesine neden olur ve tedavisi yoktur. Ölüme yol açar.

Kangreni önlemek için halkının <hint=hint_resource_med>merheme</hint> erişimi olduğundan emin ol."
hint_pain,"Acı
Acı, <hint=hint_wounds>yaralar</hint> ve <hint=hint_sick>hastalık</hint> nedeniyle hissedilir.

<img=hint_pain></img>

Karakter menüsünün ana sekmesindeki ""Durum"" başlığı altında gösterilir. Fare ile acı simgesinin üzerine gelindiğinde <hint=hint_pain_level>acı eşiği</hint> görülür.

Acının artması karakterin <hint=hint_moral_level>cesaretini</hint> de etkiler."
hint_pain_level,"Acı Eşiği
Acı eşiği sınırı {pain_threshold} kadardır.
Baş dönmesi sınırı {dis_threshold} kadardır.

$ Toplam <hint=hint_pain>acı</hint>, baş dönmesi sınırını <b>aştığında</b> karakter ölümcül saldırılara karşı daha savunmasız olur ve daha yavaş hareket eder.
$ Toplam acı, eşiği <b>aşarsa</b> karakter ağrı şokuna girip <hint=hint_death>ölür</hint>."
hint_moral_level,"Cesurluk Eşiği
Bir savaşçının cesurluk eşiği güncel <hint=hint_mood>ruh hâli</hint> değerinin %{bravery_threshold_moral_factor} kadarına eşittir.

<img=hint_moral_level></img>

$ <hint=hint_pain>Acı</hint> düşüncelerinin toplamı bu değeri aştığında savaşçı kaçacaktır.
$ Savaşçı, morali 5'in altına düştüğünde düşmanı görür görmez kaçar.

Savaşçı bir bölüğün parçası olduğunda ruh hâli ve dolayısıyla geri çekilme olasılığı dış etkenlerden etkilenir:
$ Kumandan asilzade hayattaysa <hint=hint_skill_command>Komuta</hint> becerisine göre önemli bir ruh hâli bonusu sağlar. <b>Bu, başarı için en önemli etkenlerden biridir.</b>
$ Ölüm, baygınlık veya geri çekilme gibi durumlardan dolayı düşman kumandanın kaybı ve düşman savaşçıların geri çekilmesi ruh hâlini iyileştirir.
$ Öte yandan bölük kumandanının kaybı veya dost savaşçıların geri çekilmesi ruh hâlini düşürür."
hint_damaged,"Görünümünü etkileyen yara izleri
Karşı cinsin <hint=hint_interest>ilgisini</hint> büyük ölçüde azaltır."
hint_bleeding,"Kanama
Genellikle kesici veya delici aletlerden alınan <hint=hint_wounds>yaralar</hint> sonucu olur.

Hafif kanamalar artarak önce orta ölçekli ardından da <hint=hint_death>ölüm</hint> ile sonuçlanabilen şiddetli kanamalara neden olur.

Karakter kanamayı durdurmak için kendi kendini tedavi edebilir veya diğer karakterler elde bulunan malzemelerle ona yardım eder."
hint_uncons,"Bilinç Kaybı
Bir karakterin toplam <hint=hint_pain>acı</hint> değeri, <hint=hint_pain_level>acı eşiğini</hint> aştığında veya bir <hint=hint_resource_wooden_hammer>gürz</hint> darbesi aldığında bilinç kaybı yaşar.

Bir süre sonra karakter uyanır.

Diğer karakterler baygın karakteri eve götürmeyi dener."
hint_tantrum,"Sinir Krizi
Sinir krizi geçiren bir asilzade kendini kaybeder ve hem diğerleri hem de kendi için tehdit oluşturacak hareketlerde bulunur. Bunlar, çok fazla içki içme gibi orta ölçekli veya intihar gibi aşırı hareketler olabilir.

<img=hint_tantrum></img>

Sinir krizinin türü, asilzadenin ne kadar mutsuz olduğuna bağlıdır ancak her karakterin ilk sinir krizi orta ölçekli olur.

Her durumda, sinir krizi sırasında karakterin kontrolünü kaybedersin ve karakter görevini yapmayı bırakır.

Sinir krizinin sonucunda karakter bir <hint=hint_insight>aydınlanma</hint> yaşayabilir."
hint_determination,"Kararlılık Patlaması
Bir karakter <hint=hint_desire_obsession>takıntının</hint> girdabına katılıp arzusunu yerine getiremediğinde zorla yerine getirmeye çalışabilir. Bu durum hem kendisi hem de etrafındakiler için tehlikeli olabilir."
hint_contagios,"Bulaşıcı Hastalıklar
Bazı hastalıklar bir karakterden başkasına geçerek salgına sebebiyet verebilir. Bu hastalıklara <hint=hint_sifilis>frengi</hint>, <hint=hint_plague>pis veba</hint> ve <hint=hint_fury>soluk kuduz</hint> örnek verilebilir.

Genelde şehrin nüfusu ne kadar büyükse toplum arasında o kadar fazla etkileşim olur ve salgın riski artar."
hint_sifilis,"Frengi
Genellikle cinsel yoldan bulaşan bulaşıcı bir hastalıktır.

Bulaştıktan birkaç gün sonra yaralara, kelliğe ve iç kanamaya sebep olabilir.

<hint=hint_resource_med>Merhem</hint> kullanmak hastalığı yalnızca %10 oranında iyileştireceğinden uzun süreli bir tedavi gerekir."
hint_plague,"Pis Veba
Ölüme neden olan çok tehlikeli ve bulaşıcı bir hastalıktır.

$ Hastalık birkaç gün sürer ve ani ölümlerin önlenmesi için <hint=hint_resource_med>merhem</hint> kullanılması gerekir.
$ Hasta bireylerden pis bir koku yayılır, hastalığın ismi de buradan gelir.
$ Bitlerden yayıldığından <hint=hint_vshi>bitli</hint> karakterler veba taşır.
$ Salgınlar genelde <hint=hint_bld_temple>Tapınak</hint>'taki evsizler grubu gibi birçok kişinin bir araya geldiği yerlerden ortaya çıkar."
hint_vshi,"Bit
Rahatsızlık ve kaşıntı veren ufak böceklerdir.

En kötü tarafı bu bitlerin <hint=hint_plague>pis veba</hint> taşıyabiliyor olmasıdır, bu nedenle bitli karakterler hastalığın taşıyıcısı olabilir.

Bitler <hint=hint_bld_bath>Hamam</hint>'da yıkanılarak tedavi edilebilir."
hint_fury,"Soluk Kuduz
Yüzde korkunç yaralara neden olmasıyla bilinen, hastaları maske takmaya zorlayan bir hastalıktır.

Bu hastalık, bilinci de etkiler. Saldırganlığı ve <hint=hint_persons_peasant>köylülerin</hint> <hint=hint_persons_criminal>avare</hint> veya <hint=hint_persons_forest_bandits>orman haydudu</hint> olma olasılığını artırır.

Hastalığın tedavisi yoktur, zamanla kendiliğinden geçer. Semptomlar <hint=hint_resource_nectar>nektar</hint> tüketimi ile hafifletilebilir."
hint_unholy_horde,"Habis Sürü
<hint=hint_dead_god_herecy>Ölü Tanrı</hint> sapkınlığının yolundan giden saldırgan ve tehlikeli bir topluluktur.

<img=hint_unholy_horde></img>

$ Sürü her 5 günde bir toplanarak en yakındaki yerleşkeyi yakıp kül etmeye çalışır. Zaferlerinin ardından hayatta kalan savaşçılar komşu topraklara dehşet salar.
$ Sürü savaşçıları balta kuşanır ve yüksek dövüş becerilerine sahiptir ancak zırh giymezler.
$ Sürü ile anlaşmaya varmak mümkün değildir.

<hint=hint_cainism>Kabilizmin</hint> <hint=hint_fire_war>Kutsal Alev Savaşı</hint> sırasında Yeni Krallıklar'da yok edilmesiyle birlikte <hint=hinr_prophet_michail>Peygamber Michael</hint> medeni krallıklardan uzağa sürülmüş ve burada inancını yaymaya devam etmiştir. Kabileler, Ölü Tanrı'yı benimsemiş ve geçtiğimiz yıllarda gittikçe güçlenmiştir.

Artık inançlarının gereklerini yerine getirmek için Norland topraklarına ölüm ve yıkım getirmeye hazırlar."
hint_cainism,"Kabilizm
<hint=hint_crimson_empire>Kızıl İmparatorluk</hint> döneminin son zamanlarında ortaya çıkan sapkın bir öğretidir.

Sophia Ana'nın öğretileri, erkek kardeşi Kabil'i ilk katil ve iyiliklerinin düşmanı olarak görürken Kabilistler Kabil'i, Sophia'nın hâkimiyetine karşı gelen ve insanlığı onun baskısından korumaya çalışırken can veren bir iyilik tanrısı olarak görürler.

Kabilistler insanların kuvvetinin en önemli erdem olduğuna inanır ve Sophia Ana'nın öğretilerindeki birçok ahlak kuralını reddederler.

Kızıl İmparatorluk'un sınır bölgelerinde ortaya çıkan Kabilizm, Ölü Tanrı Kabil'den vahiy aldığını iddia eden ve <hint=hint_secret_book_of_dead>Ölülerin Gizli Kitabı</hint>'nı yazan <hint=hinr_prophet_michail>Peygamber Michael</hint> tarafından yayılmıştır. Kutsal Alev Savaşı'nın sonucunda Kabilizm yok edilmiş ve Mikhail daha sonra sürülmüş ve ardından izini kaybettirmiştir.

İmparatorluk kırk yıl süren yıkıcı dinî savaşları kaldıramayarak <hint=hint_noble_house>asil aileler</hint> tarafından yönetilen sayılı <hint=hint_new_kingdoms>Yeni Krallıklar</hint>'a bölünmüştür. Norland'ın bugünkü yönetim şekli de böyle ortaya çıkmıştır."
hint_secret_book_of_dead,"Ölülerin Gizli Kitabı
Kabilizmin ana öğretilerinden oluşan bu kitap <hint=hinr_prophet_michail>Peygamber Michael</hint> tarafından yazılmıştır.

Sophia Ana'nın insanları esir eden kötü bir tanrıça olduğunu iddia eder. Erkek kardeşi Kabil, insanlığı özgür bırakması için Sophia'ya meydan okumuş ancak ellerinde can vermiştir. Kabil ölümünden sonra Kadife Zulmet'te özgürlüğünü kazanmış ve kendini Michael'a göstererek ona sözlerini yazmasını ve insanlara anlatmasını söylemiştir.

Kitap, <hint=hint_sofia_cult>Sophia Ana Kilisesi</hint>'nin insanları boyun eğme öğretileri ile ve diz boyunu aşan <hint=hint_sofia_truth>taş yapıları yasaklayarak</hint> kontrol ettiğini yazar. Kabilistler, bu durumun <hint=hint_synode>Sevecen Aile</hint>'nin, Norland'ın tek taş kalesi olan <hint=hint_faith_stone>İnanç Kayası</hint>'nda oturarak fethedilemez konumda olmasının ve gözden düşen herhangi bir yerleşkeyi dilediği zaman yok edebilmesinin önünü açtığına ve bağımsız tahkimatın yasaklanmasıyla, yaklaşan <hint=hint_sofia_great_purification>Ulu Arınma</hint> geldiğinde Kilise'nin tüm gücü elinde tutarak hâkimiyetini destekleyenleri koruyacağına inanır.

Kabilistler, <hint=hint_great_cycle>Ulu Döngü</hint>'yü sona erdirmenin tek yolunun Sophia Ana'ya karşı ayaklanmak olduğuna inanır."
hint_dead_god_herecy,"Ölü Tanrı Sapkınlığı
<hint=hint_prophet_michail>Peygamber Michael</hint>'ın öğretileridir. Kuzey ormanlarının pagan kabileleri tarafından kabul görmüş ve peygamberin tarikatını aşırılığa ulaştırmıştır. <hint=hint_unholy_horde>Habis Sürü</hint>'nün bağlı olduğu dindir.

Kabilizm öğretilerinin önlemeye çalıştığı medeniyetin ölümünü öğütlediğinden geleneksel Kabilizm öğretisine ters düşer.

Öğretiye göre Sophia Ana tarafından öldürülen Kabil, sükûnet ve iradenin hüküm sürdüğü, bu katı tanrıçanın kontrolünün dışında yer alan tek bölge olan Kadife Zulmet'e düşmüştür. Bu eziyet dünyasındaki sonsuz yeniden doğuş döngüsünden çıkabilmesi için insan ruhunun Zulmet'e gitmesi gerekir.

Zulmet'e gidebilmek için ölüm anında Ölü Tanrı Kabil'e yalvarılması gerekir. Böylelikle doğru ölüm, aranan kurtuluşun armağanı olarak görülür.

Bu tarikatın mahirleri insan kurban ederler ve intihar ritüelleri gerçekleştirirler. Kâfirlerin ""doğru"" öldürülmesi, ruhların Sophia'nın eziyetinden kurtarılması anlamına geldiğinden özel bir erdem olarak görülür. Sürü'nün kadınları ve erkekleri çocukluktan itibaren eğitilen ve ölümden korkmayan güçlü savaşçılardır. Habis Sürü'nün dinî zafer olarak değerlendirdiği baskınlar bu nedenle çok tehlikelidir.

Baskınlar sırasında Sürü herkesi öldürmekle ve şehirleri yakmakla kalmaz ve <hint=hint_sofia_cult>Kilise</hint>'nin insanları kontrol etmek için kullandığına inandıkları ve iğrençlik olarak değerlendirdikleri kitapları yakmak için de özel çaba harcarlar.

Müritler yaşadıkları aşırı duygulara ve bağlılıklarına yardımcı olması için maske takarlar."
hint_nt_new_matriarch,"Yeni Maderşah!
Sophia'nın takdiri ile eski Maderşah, Yüce Ana'nın koynuna geri döndü. Norland'ın artık yeni bir savunucusu var!

Şimdi Maderşah ve hükümdarın arasındaki kişisel ilişki tekrar kurulmalı."
hint_nt_synod_relations_begin,"Kilise kasabana geldi.
<hint=hint_sofia_cult>Sophia Ana Kilisesi</hint>'nin Maderşah'ı sana yerleşkeni doğru yola çekmene yardım edecek bir <hint=hint_bishop>piskopos</hint> gönderdi.

[hint_relations_matriarch]"
hint_relations_matriarch,"Maderşah İle İlişkiler
Bu ilişki, <hint=hint_bishop>piskopos</hint> 40'tan fazla nüfusu olan şehrine geldiğinde başlar.

<img=hint_relations_matriarch></img>

$ <hint=hint_holy_caravan>Kutsal Kervan</hint>'daki çeşitli ürünlerin mevcudiyeti Maderşah'ın sana olan tavrına bağlıdır. Aranızdaki ilişki dostane değilse ve <red>0</red>'ın altına düşerse Kervan'da bulunan ürünlerin sayısı azalır. <red>-25</red>'in altına düştüğünde ise Kervan şehrine gelmez.
$ Maderşah tarafsız kalsa da kâhinlerinden öğrendiği bilgilere göre seni yaklaşan felaketlere karşı uyarır.
$ İlişkiniz <green>25</green>'in üzerinde ve dostane ise piskopostan <hint=hint_action_task_canonization>kutsama</hint> talep edebilirsin. Bu durumda erişebileceğin ürünlerin sayısı artar.
$ Maderşah, aranızdaki ilişki <red>-100</red>'ün altına düşerse şehrine <hint=hint_inqusitors>Engizisyon</hint>'u gönderir.

Çeşitli faktörler bu ilişkiyi etkiler. Ayrıntılı bilgi için fareni sol üst köşedeki Sophia Ana Haçı'nın üzerine getirebilirsin."
hint_crimson_empire,"Kızıl İmparatorluk
Kuzeydeki ufak bir <hint=hint_culture_tanaya>Tanaya</hint> kolonisinin gelişmesiyle oluşan Kızıl İmparatorluk, <hint=hint_culture_makha>Makha</hint>'dan alınan askerî gelişmeler ve bürokratik ilişkiler sayesinde zamanla Norland'ın yarısını kapsayacak boyuta gelerek yerli <hint=hint_culture_voruns>Varn</hint> halkını merkez bölgelerden sürerek yerlerine başka bir yerli halk olan <hint=hint_culture_gwelts>Kaidenleri</hint> yerleştirmiştir.

Bu hızlı gelişmeden kısa bir süre sonra gelen Altın Çağ ile dengeler sağlanmıştır: İmparatorluk <hint=hint_culture_tanaya>Tanayalar</hint> tarafından yönetilirken Makhalar kendi eski yarı bağımsız şehirlerinde kültür ve felsefe ile ilgilenmiş, sınır bölgelerde yaşayan <hint=hint_culture_gwelts>Kaidenler</hint> sınırı korumuş ve geçimlerini askerî hizmetler ile sağlamıştır. <hint=hint_culture_voruns>Varnlar</hint> ise doğuya yerleşmiş ve artmakta olan nüfusa gıda sağlamışlardır.

Gelgelelim yüzyıllık denge Makha şehirlerinde çıkan <hint=hint_cainism>Kabilizm</hint> sapkınlığı nedeniyle bozulmuş ve hemen ardından İmparatorluk'un sonunu getiren ve <hint=hint_new_kingdoms>Yeni Krallıklar</hint> adı verilen yönetim şeklinin doğmasına neden olan <hint=hint_fire_war>Kutsal Alev Savaşı</hint> başlamıştır.

Tarih öncesi devirlere geri dönmemenin tek sebebi, <hint=hint_sofia_cult>Sophia Ana Kilisesi</hint>'nin muazzam çabaları olmuştur. Sağlanan denge birkaç yüzyıldır devam etmekte olup Maderşah ve kilise rahipleri tarafından desteklenmektedir."
