Key,Hungarian
hint_loyalty_captive,"Túszok hűsége
A túszok hűsége kezdetben negatív, de ha sikerül pozitívvá tenned, beleegyeznek, hogy nemesi családod tagjává váljanak."
hint_thought,"Gondolatok
A gondolatok <hint=hint_needs>szükségletekből</hint> vagy helyzetekre adott reakcióként támadnak, amelyekbe a karakter kerül.

A gondolatok összessége befolyásolja a <hint=hint_mood>hangulatot</hint>.

A gondolatok a Karakter menü Hangulat lapján jelennek meg."
hint_mood,"Hangulat
A hangulat értéke 0 és 100 között lehet, és a <hint=hint_thought>gondolatok</hint> összege határozza meg.

<img=hint_mood></img>

$ A gondolatok a karakter szükségleteitől függenek, valamint reakciók a körülötte zajló eseményekre.
Ha a karakter hangulata 25 alá esik, <hint=hint_unhappy>elégedetlen</hint>, ha 80 fölé emelkedik, <hint=hint_happy>elégedett</hint> lesz.
$ A parasztok átlagos hangulatszintje befolyásolja a <hint=hint_migration>bevándorlás</hint> mértékét.

Bővebben a különféle karakterek hangulatáról:
$ <hint=hint_nt_unhappy>Parasztok</hint>
$ <hint=hint_nt_events_unhappy_lord>Nemesek</hint>
$ <hint=hint_sodiers_happiness>Harcosok</hint>
$ <hint=hint_slave_happines>Foglyok</hint>

<b>Tipp:</b> A hangulatot befolyásoló leggyakoribb negatív <hint=hint_thought>gondolatok</hint> könnyen megtekinthetők a <hint=hint_statistic_menu>Statisztikák menüben</hint>."
hint_unhappy,"Elégedetlen
Ha a karakter <hint=hint_mood>hangulata</hint> 25 alá esik, elégedetlen.

További információk a rossz hangulat következményeiről:
$ <hint=hint_nt_unhappy>Parasztok</hint>
$ <hint=hint_nt_events_unhappy_lord>Nemesek</hint>
$ <hint=hint_sodiers_happiness>Harcosok</hint>
$ <hint=hint_slave_happines>Foglyok</hint>"
hint_happy,"Elégedettség
Ha a karakter <hint=hint_mood>hangulata</hint> 80 fölött van, elégedett.

Az elégedett nemeseknek <hint=hint_insight>meglátásai</hint> támadhatnak."
hint_casus_beli,"Casus belli
A háború indítóoka.

Casus bellivel úgy üzenhetsz hadat, hogy nem sérül a kapcsolatod más uralkodókkal és a <hint=hint_synode>Szent Zsinattal</hint>."
hint_terror,"Terror
Az indokolatlan kivégzések és fenyítések rettegést keltenek a lakosságban.

<img=hint_terror></img>

Mivel a különböző társadalmi osztályokhoz tartozó karakterek általában nem kommunikálnak egymással, <hint=hint_terror_peasants>a parasztok közt dúló terror</hint> általában nem kelt félelmet a nemesek körében, <hint=hint_terror_lord>a nemesek közti terror</hint> pedig észrevétlen marad a parasztok számára.

Emellett végrehajthatsz <hint=hint_nt_terror_culture>terrort egy adott kultúra ellen</hint>, ha lázadással fenyegetnek – ez pedig lelkesíti majd az őket gyűlölő kultúrát (például a kaiden parasztok örülnek a varnok elleni terrornak).

<b>Tipp:</b> A gyűlölt kultúra terrorizálásának pozitív gondolata olyan erős, hogy ez a beavatkozás az egyik legjobb eszköz a <hint=hint_loyalist>lojalisták</hint> megidézésére."
hint_terror_lord,"Terror a nemesek közt
Néhány cselekedeted, például az indokolatlan kivégzések, megrémíti a nemeseket. A <hint=hint_pogrom>vallási felkelések</hint> során végrehajtott kivégzések azonban nem minősülnek terrornak.

Hatások:
$ A nemeseknek erős negatív <hint=hint_thought>gondolata</hint> támad.
$ A <hint=hint_loyalty>hűség</hint> 40 ponttal nő.
$ Ez 5 napig tart."
hint_terror_peasants,"Terror a lakosság körében
Ha a <hint=hint_bld_scafod>vesztőhelyet</hint> terror kiváltására utasítod, a hóhérok elkezdenek bizonyítékok nélkül mindenféle személyeket megfenyíteni, kezdve az összes <hint=hint_persons_criminal>csavargóval</hint>, majd a munkanélküliekkel és végül a közönséges parasztokkal.

Hatások:
$ A megfenyített karakter 3 ismerősének erős negatív <hint=hint_thought>gondolata</hint> lesz.
$ Az átlagos elégedettség és a <hint=hint_migration>bevándorlás</hint> csökkenni fog.
$ Az elégedetlen <hint=hint_persons_peasant>parasztok</hint> nem válnak <hint=hint_persons_criminal>csavargóvá</hint>, a csavargók pedig 
brigantikká.

Egy adott parasztot vagy csavargót kivégezhetsz a beavatkozás menüjén keresztül is – ez is terrornak számít."
hint_salary,"Bérek
A <hint=hint_finance_menu>Gazdaság menüben</hint> állítható be. Szükséges hozzá a Bérek és a Belső kereskedelem ismeret. 

<img=hint_salary></img>

A nyersanyagok közvetlen kiosztása helyett, a vonatkozó ismeretek tanulmányozása után, <hint=hint_resource_gold>aranyat</hint> osztasz ki az alattvalóidnak bérként.

$ Ez lehetővé teszi a ritka áruk pontosabb és egyenletesebb kiosztását közöttük, mivel drágábban vásárolnak a pénz felhalmozódásával.
$ Továbbá a többlet pénz <hint=hint_rich>vagyont</hint> jelent."
hint_rich,"Vagyon
Ha egy parasztnak több, mint <hint=hint_resource_gold>{rich_treshold}</hint> aranya van az eszköztárában, akkor állandó pozitív <hint=hint_thought>gondolatot</hint> kap.

<img=hint_rich></img>

Ez a mennyiség önbizalmat ad neki, hogy ha valami lényeges hiány miatt kénytelen lenne elhagyni a várost, még akkor is elegendő pénze lesz egy új helyen letelepedni."
hint_price,"Árak
Bármilyen árakat beállíthatsz a helyi <hint=hint_bld_market>piacokon</hint> és <hint=hint_bld_tavern>kocsmákban</hint>.

Ha azonban túl magasak a <hint=hint_holy_caravan>Szent Karaván</hint> áraihoz képest, a parasztok inkább várnak, és karavántól vásárolnak árut, nem tőled."
hint_migration,"Bevándorlás
A naponta érkező új parasztok száma főleg a városban lévő parasztok átlagos <hint=hint_nt_unhappy>hangulatától</hint> függ.

<img=hint_migration></img>

Az átlagos hangulattól függően:

$ <red>{gone_tres}</red> alatt: a parasztok elhagyják a városodat.
$ Efölött a hangulat minden {mood_step} pontja után +{migrant} bevándorló érkezik (például, ha a hangulat {tres_3} és {tres_4} között van, {mig_number} bevándorló jön). 

<b>Tippek:</b>
$ A bevándorlók várható számát láthatod a bal felső sarokban lévő paraszt ikon fölé víve az egeret.
$ Ezenkívül az új telepesek magukkal hozzák az előző helyen felhalmozott <hint=hint_resource_gold>aranyat</hint> is.
$ Egy háború a szomszédos tartományban növeli a bevándorlást.
$ A bevándorlást a <hint=hint_terror_peasants>terror</hint> is csökkenti"
hint_betrayal,"Árulás
Ha nemesed <hint=hint_loyalty>hűsége</hint> 50 alatt van, fennáll az esélye, hogy elárul a csatatéren.

Ez azt jelenti, hogy amikor sereget vezényel, átállhat, és az ellenséghez csatlakozhat a harcosaival együtt.

Az árulás esélye a hűség értékétől, a csatatér erőviszonyaitól és a nemesnek a nemes család tagjaival való kapcsolatától függ."
hint_escape,"Távozás
Ha egy nemes <hint=hint_loyalty>hűsége</hint> 25 alatt van, fennáll a lehetősége, hogy elhagyja a településed.

Ha ő a trónörökös, lázadást szíthat, ha pedig csak egyszerű nemes, akkor átállhat egy másik nemesi családhoz."
hint_riot,"Lázadás
A karakter néhány elégedetlen harcosoddal átáll az erdei banditák táborába.

A veled ellenséges nemes családok támogatásával a lázadók serege jelentősen megnőhet.

Egy idő után a lázadók megpróbálják megtámadni városodat."
hint_slave_riot,"Fogolylázadás
Ha a foglyok átlagos <hint=hint_slave_happines>hangulata</hint> <red>25</red> alatt van (vagyis elégedetlenek), esély van rá, hogy lázadás tör ki.

A <hint=hint_persons_slave>foglyok</hint> lázadócsapatba szerveződnek, ami megpróbálja felégetni a települést és kiirtani a nemesi családod."
hint_warrior_riot,"Harcosfelkelés
Ha a harcosok átlagos <hint=hint_mood>hangulata</hint> 25 alatt van (vagyis elégedetlenek), felkelést robbanthatnak ki.

Egy csoportba tömörülnek, és megtámadják a palotát, hogy kifosszák, majd elmennek, hogy csatlakozzanak az <hint=hint_persons_forest_bandits>erdei banditákhoz</hint>."
hint_pogrom,"Vallási felkelés
Ha a <hint=hint_persons_fanatic>fanatikusok</hint> átlagos napi <hint=hint_mood>hangulata</hint> <red>25</red> alatt van (vagyis elégedetlenek), a felkelés törhet ki – előbb azonban azt követelik, hogy áldozz fel egy nemest, akit a bajaikért okolnak.

Ha ezt megtagadod, a fanatikusok osztagokba szerveződnek, amelyek:
$ Felégetik a házakat, és megölnek mindenkit, akit nem gondolnak elég jámbornak.
$ Felégetik a <hint=hint_bld_library>könyvtárat</hint> és más épületeket.
$ Felkutatják és megpróbálják megölni az általuk bűnösnek vélt nemest.

A püspök is kirobbanthat vallási felkelést, a fanatikusokat az ellensége ellen szítva.

<b>Tipp:</b> A vallási felkelésben minden fanatikus részt vesz a társadalmi osztályától függetlenül – parasztok, harcosok, foglyok, sőt még a nemesek is. Ezért – az előnyeik ellenére – minél többen vannak a fanatikusok, a püspök annál veszélyesebbé válik."
hint_pogrom_context,"Nyugtalanság a fanatikusok között
<hint=hint_nt_unhappy>Elégedetlenségük</hint> következtében a fanatikus parasztok, foglyok és harcosok keresnek valakit, akit hibáztathatnak amiért szerintük Szófia átka szállt a városra.

1 napod van, hogy gondoskodj {soul_uuid_target} <hint=hint_punishment_blindness>megvakíttatásáról</hint>, különben <hint=hint_pogrom>felkelés</hint> tör ki.

Ha {soul_uuid_target} már vak, <hint=hint_punishment_execution>ki kell végeztetned</hint>.

Ez a cselekedet nem minősül <hint=hint_terror_lord>terrornak</hint>."
hint_pogrom_context_by_bishop,"A felkelés fenyegetése

A püspök rendkívül elégedetlen {soul_uuid_target} személyével, és meg akarja vakíttatni.

1 napod van, hogy magad gondoskodj {soul_uuid_target} <hint=hint_punishment_blindness>megvakíttatásáról</hint>, különben <hint=hint_pogrom>vallási felkelés</hint> tör ki.

Ha {soul_uuid_target} már vak, <hint=hint_punishment_execution>ki kell végeztetned</hint>.

Ez a cselekedet nem minősül <hint=hint_terror_lord>terrornak</hint>."
hint_pogrom_context_by_bishop_decapitation,"A püspök ultimátuma
A püspök rendkívül elégedetlen {soul_uuid_target} személyével, és ki akarja végeztetni. 1 napod van, hogy magad gondoskodj {soul_uuid_target} <hint=hint_punishment_execution>kivégzéséről</hint>, különben felkelés tör ki.

A vallási <hint=hint_persons_fanatic>fanatikusok</hint> osztagokba tömörülnek, és házakat gyújtanak fel és megölnek mindenkit, akit nem tartanak elég jámbornak. A fő célpontjuk {soul_uuid_target}, aki szerintük a bajaikért felelős."
hint_pogrom_context_by_bishop_hate_king,"A püspök ultimátuma
A püspök rendkívül elégedetlen az uralkodód, {soul_uuid_target} személyével, és meg akarja fenyíttetni. 1 nap múlva felkelés tör ki, és ez ellen nincs mit tenni.

A vallási <hint=hint_persons_fanatic>fanatikusok</hint> osztagokba tömörülnek, és házakat gyújtanak fel és megölnek mindenkit, akit nem tartanak elég jámbornak. A fő célpontjuk {soul_uuid_target}, aki szerintük a bajaikért felelős."
hint_nt_bishop_is_king_enemy,"A püspök rosszban van az uralkodóval
{soul_uuid_target_1} és {soul_uuid_target_2} kapcsolata ellenségessé vált. Ha a kapcsolat tovább romlik, az vallási felkeléshez vezethet {soul_uuid_target_2} ellen."
hint_noble_house,"Nemesi házak
Több <hint=hint_persons_lords>nemesi</hint> család, akik városokat kormányoznak és <hint=hint_title>nemesi címeket</hint> viselnek.

Számos ilyen ház a származását a <hint=hint_crimson_empire>Bíbor Birodalom</hint> idejére vezeti vissza, és az őseik szignói megtalálhatók az <hint=hint_сhartia_humility>Alázatossági Bullán</hint>.

<hint=hint_synode>A Szerető Család</hint> gondoskodik róla, hogy egy nemesi ház se tehessen szert túl nagy hatalomra, és támadhassa a tekintélyét."
hint_wedding,"Esküvő
Szociális szertartás, melynek során két nemes a <hint=hint_bld_temple>templomban</hint> összeházasodik."
hint_funeral,"Temetés
Szociális szertartás a <hint=hint_bld_temple>templomban</hint>, ahol a jelenlévők utolsó útjára bocsátják társukat.

A szertartás hamvasztással zárul."
hint_upgrade,"Fejlesztések
Az épületek fejlesztése. Növeli eggyel a munkahelyek számát."
hint_diplomacy,
hint_army,"Harci osztag
A közvetlen irányításod alatt álló osztag, amellyel megtámadhatod az ellenségeidet.

$ Osztagokat a Hadsereg menüben alakíthatsz, és <hint=hint_persons_warriors>harcosok</hint> alkotják.
$ Az osztagot az egyik nemesednek vagy <hint=hint_knight>lovagodnak</hint> kell vezetnie. A nemes <hint=hint_skill_command>Parancsnoklás</hint> képessége határozza meg a harcosok morálbónuszát.
$ Miután kiválasztod az osztagot, jobb gombbal adhatsz parancsot nekik, hogy egy adott pontra mozogjanak vagy egy célpontot megtámadjanak."
hint_wealth,"Átlagos vagyon
Megmutatja, hogy egy karakternek átlagosan mennyi aranya van.

$ A karakterek kevés megtakarítással érkeznek a településre.
$ Ha a <hint=hint_salary>bérek</hint> elegendőek a napi élelem- és alkoholvásárlásra, a fennmaradó bér halmozódik, és nő a vagyon. Ellenkező esetben a karakterek elkezdik felélni a megtakarításaikat.
$ A vagyon segíthet <hint=hint_rich>jólétet</hint> elérni."
hint_free_people,"Szabad lakók
A városodban élő szabad parasztok, harcosok, munkanélküliek és csavargók teljes száma."
hint_equip_cost,"Felszerelések költsége
A harcosaid által viselt minden fegyver és páncél összértéke.

Közvetve mutatja a hadsereg (vagy az osztag) erejét."
hint_sodiers_happiness,"Harcosok hangulata
$ A felfogadott harcosok dezertálhatnak és elhagyhatják a várost, ha rossz a <hint=hint_mood>hangulatuk</hint> (<red>25</red> alatt).
$ A jó hangulatban lévő harcosoknak (<green>80</green> felett) nagyobb a <hint=hint_moral_level>bátorsága</hint> a csatában, és nagyobb eséllyel válnak <hint=hint_loyalist>lojalistává</hint>.

<img=hint_sodiers_happiness></img>

Tippek a hangulat javítására:
$ Hagyd, hogy a frissen toborzott újoncok hozzászokjanak a harc valóságához, mielőtt csatába küldenéd őket. Az új harcosok halálfélelme fokozatosan alábbhagy a harci kiképzés során.
$ Válassz magas <hint=hint_skill_command>Parancsnoklás</hint> képességgel rendelkező nemeseket az osztagok vezetésére.
$ Ne fáraszd ki a harcosokat túlzott gyakorlatozással és <hint=hint_persons_guard>járőrözéssel</hint> a csata előtt.
$ Lásd el őket jobb minőségű árukkal, például <hint=hint_resource_meat>hússal</hint> és <hint=hint_resource_ale>sörpárlattal</hint>.
$ Jelölj ki külön <hint=hint_bld_temple>templomot</hint> a harcosoknak, ahol tarts hitbeszédeket. Ettől <hint=hint_persons_fanatic>fanatikusokká</hint> válnak, akik élvezik a fájdalmat. Ez azonban veszélyes lehet, ha rossz a kapcsolatod a <hint=hint_bishop>püspökkel</hint>, mivel <hint=hint_pogrom>vallási felkelés</hint> esetén az ő oldalára állnak.
$ Hirdess <hint=hint_nt_terror_culture>terrort</hint> a kultúra ellen, amelyet harcosaid gyűlölnek, vagy folytass a kulturális értékeikkel összhangban lévő politikát."
hint_slave_happines,"A foglyok hangulata
Az elégedetlen foglyok megpróbálhatnak elszökni a városból, vagy ha rendkívül elégedetlenek, <hint=hint_slave_riot>lázadást</hint> szíthatnak.

A foglyok hangulatának javítására:
$ Gondoskodj róla, hogy elegendő börtön épüljön.
$ Gondoskodj róla, hogy a börtönben legyen börtönőr, aki ellátja élelemmel a foglyokat.
$ A <hint=hint_finance_menu>Gazdaság</hint> menüben gondoskodj róla, hogy megfelelő mennyiségű alkoholt és élelmet biztosíts nekik.
$ Gondoskodj róla, hogy a foglyoknak legyen <hint=hint_bld_temple>temploma</hint>.

<b>Tipp:</b> A szökött foglyok elfogására állomásoztass <hint=hint_persons_guard>őröket</hint> a börtön közelében."
hint_fatigue,"Fáradtság
A különféle feladatok és a munka során a karakterek elfáradnak és <hint=hint_need_fun>pihenésre</hint> lesz szükségük.

Ez negatív <hint=hint_thought>gondolatokhoz</hint> vezet, amelyek befolyásolják a <hint=hint_mood>hangulatukat</hint>, és idővel felhalmozódnak.

A pihenésszükséglet fokozatosan kielégül, ha a karakter nem dolgozik, de a leggyorsabban <hint=hint_alcohol>alkohol</hint> fogyasztásával elégíthető ki."
hint_recovery,"Gyógyulás
Az az idő, ami alatt a karakter sebe begyógyul vagy a betegségéből felépül."
hint_sender,"Hírnök
Kiküldhetsz egy hírnököt más településekre a világtérképen, hogy ott feladatokat végrehajtson.

<img=hint_sender></img>

A hírnök a parasztok közül kerül ki, és <hint=hint_resource_paper>1</hint> a költsége, hogy kézbesítse az üzenetet.

A levelet, amit a hírnök kézbesít, az uralkodó írja, így a tevékenység hatékonyságát az uralkodód képességei határozzák meg."
hint_sick,"Betegségek
A betegségek lehetnek enyhék vagy súlyosak.

Enyhe betegség esetén a karakter lassabb tempóban mozog.

Súlyos betegség esetén a karakter nem tud járni és ágyhoz van kötve. A karaktert a szerettei és egy <hint=hint_persons_priest>pap</hint> látogatja.

A betegségeket okozhatják a csatában elszenvedett <hint=hint_wounds>sérülések</hint>, valamint például a <hint=hint_display_event_swede_typh_allowed>karórépa-mérgezés</hint>.

A betegségek változó sikerrel <hint=hint_heal>kezelhetők</hint>."
hint_heal,"Kezelés
A betegségek és a nyílt <hint=hint_wounds>sebek</hint> <hint=hint_resource_med>gyógykenőccsel</hint> kezelhetők.

A nemesek és a harcosok a raktárban felveszik a szükséges gyógyszereket, és magukat gyógyítják, a parasztok azonban a magas költsége miatt nem jutnak hozzá a gyógyszerhez, így csak Szófia Anya irgalmában bízhatnak."
hint_death,"Halál
Ha egy karakter meghal, a szerettei meggyászolják, és erős negatív <hint=hint_thought>gondolataik</hint> támadnak.

A <hint=hint_persons_priest>pap</hint> a <hint=hint_bld_temple>templomba</hint> viszi az elhunytat, ahol a temetésre és az azt követő hamvasztásra sor kerül."
hint_wounds,"Sebek
A sebek fegyvercsapások vagy balesetek következtében keletkeznek.

Egyes sebek <hint=hint_pain>fájdalmat</hint>, míg mások <hint=hint_bleeding>vérzést</hint> vagy veszélyes <hint=hint_wounds_open>gyulladást</hint> okozhatnak, ami <hint=hint_poisoned>üszkösödéshez</hint> vezethet."
hint_wounds_open,"Gyulladt seb
A sebek veszélyes típusa, ami kezelés hiányában elkerülhetetlenül <hint=hint_poisoned>üszkösödéshez</hint> vezet.

Gondoskodj róla, hogy legyen <hint=hint_resource_med>gyógykenőcs</hint> a lakosság számára a fertőzés kezelésére.

$ A kenőcsnek a nemesek és a harcosok számára a raktárban kell elérhetőnek lennie.
"
hint_poisoned,"Üszkösödés
A szövetek az <hint=hint_wounds_open>elfertőződött sebek</hint> okozta gyógyíthatatlan elhalása. Elkerülhetetlenül halálhoz vezet.

Az üszkösödés kialakulásának megelőzése érdekében gondoskodj róla, hogy legyen <hint=hint_resource_med>gyógykenőcs</hint> a lakosság számára."
hint_pain,"Fájdalom
A fájdalmat a <hint=hint_wounds>sebek</hint> és a <hint=hint_sick>betegségek</hint> okozzák.

<img=hint_pain></img>

A Karakter menü fő lapjának alján, az Állapotok címke alatt látható. Ha a fájdalomikon fölé viszed az egeret, megjelenik a <hint=hint_pain_level>fájdalomküszöb</hint>.

Az átélt felhalmozódó fájdalom kihat a karakter <hint=hint_moral_level>bátorságára</hint> is."
hint_pain_level,"Fájdalomküszöb
A fájdalomküszöb {pain_threshold}.
A zavarküszöb {dis_threshold}.

$ Ha a halmozódó <hint=hint_pain>fájdalom</hint> <b>meghaladja</b> a zavarküszöböt, a karakter ki lesz téve a halálos csapásoknak, és lassabban mozog.
$ Ha a halmozódó fájdalom <b>meghaladja</b> a fájdalomküszöböt, a karakter <hint=hint_death>belehal</hint> a fájdalom okozta sokkba."
hint_moral_level,"Bátorságküszöb
A harcos bátorságküszöbe az aktuális <hint=hint_mood>hangulat</hint> értékének {bravery_threshold_moral_factor}%-a.

<img=hint_moral_level></img>

$ Ha a <hint=hint_pain>fájdalom</hint> okozta halmozódó gondolatok meghaladják ezt az értéket, a harcos elmenekül.
$ A harcos az ellenség puszta látványára is elmenekül, ha morálja 5 alatt van.

Ha a harcos egy osztag tagja, a hangulatát és – ezzel a visszavonulás esélyét – további tényezők is befolyásolják:
$ Amíg a parancsnokló nemes él, jelentős hangulatbónuszt ad a <hint=hint_skill_command>Parancsnoklás</hint> képessége alapján. <b>Ez a siker egyik kulcstényezője.</b>
$ Egy ellenséges parancsnok kiesése (ha meghal, eszméletlenné válik vagy visszavonul) és az ellenséges harcosok elmenekülése növeli a hangulatot.
$ Másrészt viszont az osztagparancsnok elvesztése vagy a baráti harcosok menekülése csökkenti a hangulatot."
hint_damaged,"Torz
Erősen csökken az ellenkező nem <hint=hint_interest>érdeklődése</hint>."
hint_bleeding,"Vérzés
Jellemzően vágó- vagy szúró-fegyverek okozta <hint=hint_wounds>sebek</hint> következtében lép fel.

A kisebb vérzések összeadódnak, és mérsékelt, majd súlyos vérzésekké alakulnak, amik <hint=hint_death>halált</hint> is okozhatnak.

A karakter önmagát is kezelheti, vagy mások is segíthetnek rögtönzött eszközökkel leállítani a vérzést.
{optional_hemophilia}"
hint_uncons,"Eszméletvesztés
A karakter elveszti az eszméletét, ha a halmozódó <hint=hint_pain>fájdalma</hint> meghaladja a <hint=hint_pain_level>fájdalomküszöbét</hint>, vagy ha <hint=hint_resource_wooden_hammer>buzogánnyal</hint> megütik.

Egy idő után a karakter visszanyeri az eszméletét.

Az eszméletlen karaktert a többi karakter megpróbálja hazacipelni."
hint_tantrum,"Idegösszeomlás
A nemes elveszti az önuralmát, és veszélyesen viselkedik másokkal és önmagával szemben. Ez enyhébb formájában például mértéktelen ivás, súlyosabb formájában akár öngyilkosság is lehet.

<img=hint_tantrum></img>

Az idegösszeomlás típusa gyakran attól függ, mennyire elégedetlen az adott nemes, de az első idegösszeomlás minden karakter esetében enyhe lesz.

Akárhogy is, az idegösszeomlás alatt elveszted az irányítást a karakter felett, és nem végzi el a feladatait.

Az idegösszeomlás következtében a karakternek esetenként valamilyen <hint=hint_insight>meglátása</hint> lehet."
hint_determination,"Eltökéltség hulláma
Ha a karaktert valamilyen <hint=hint_desire_obsession>megszállottság</hint> emészti, ami nem tud beteljesedni, megpróbálhatja erővel beteljesíteni. Ez a karakterre és a körülötte lévőkre egyaránt veszélyes lehet."
hint_contagios,"Fertőző betegségek
Egyes betegségek karakterről karakterre terjedhetnek, ezzel járványokat okozva. Ilyen betegségek például a <hint=hint_sifilis>szifilisz</hint>, a <hint=hint_plague>bűzpestis</hint> és a <hint=hint_fury>fakóveszettség</hint>.

Általában minél nagyobb a város lakossága, annál több az interakció, ami növeli a járvány valószínűségét."
hint_sifilis,"Szifilisz
Fertőző betegség, ami elsősorban szexuális érintkezés útján terjed.

A fertőzést követő néhány napon belül hegek, kopaszodás és belső vérzések kialakulásához vezet.

<hint=hint_resource_med>Gyógykenőcs</hint> használatával 10% az esélye, hogy a betegség gyógyítható, ezért a kezeléshez általában hosszabb kúra szükséges."
hint_plague,"Bűzpestis
Rendkívül veszélyes és fertőző betegség, amely halállal végződik.

$ A betegség több napig tart, és a hirtelen halál elkerülése érdekében <hint=hint_resource_med>gyógykenőcs</hint> használata szükséges.
$ A megfertőzött beteg erős kellemetlen szagot áraszt, innen ered a betegség neve.
$ A tetvek terjesztik, ezért a <hint=hint_vshi>tetves</hint> karakterek hordozzák a kórt.
$ Járvány gyakran lép fel az olyan helyeken, ahol az emberek nagy csoportokban fordulnak elő, például a hajléktalanok a <hint=hint_bld_temple>templomokban</hint>."
hint_vshi,"Tetvek
Apró rovarok, amelyek kényelmetlenséget és viszketést okoznak.

A legrosszabb, hogy a <hint=hint_plague>bűzpestis</hint> hordozói lehetnek, ezért a tetves karakterek is hordozhatják a kórt.

A tetvek <hint=hint_bld_bath>fürdők</hint> látogatásával távolíthatók el."
hint_fury,"Fakóveszettség
Betegség, amelyet félelmetes hegeket okoz az arcon, és a betegek így maszkot kénytelenek viselni.

Emellett a betegség a tudatra is hat, növeli az agressziót és a valószínűségét, hogy a <hint=hint_persons_peasant>parasztokból</hint> <hint=hint_persons_criminal>csavargók</hint> vagy <hint=hint_persons_forest_bandits>erdei banditák</hint> lesznek.

A betegség gyógyíthatatlan, de idővel magától elmúlik. A tünetei <hint=hint_resource_nectar>nektár</hint> fogyasztásával enyhíthetők."
hint_unholy_horde,"A Szentségtelen Horda
Rendkívül agresszív és veszélyes nép, a <hint=hint_dead_god_herecy>Halott Isten</hint> eretnekség követői.

<img=hint_unholy_horde></img>

$ A Horda 5 naponta gyülekezik, és próbálja a legközelebbi települést felgyújtani és porig égetni. Ha győznek, az életben maradt harcosok a szomszédos országokat terrorizálják.
$ A Horda harcosai baltákkal vannak felfegyverkezve, és nagyon magas a harci képességük, de páncélt nem viselnek.
$ A Hordával nem lehet tárgyalni.

Miután a <hint=hint_cainism>Káinizmust</hint> az Új Királyságokban a <hint=hint_fire_war>Szent Láng Háborúja</hint> során leverték, <hint=hinr_prophet_michail>Mihály prófétát</hint> a civilizált királyságon túlra száműzték, ahol tovább hirdette az eretnekséget a társadalom peremén. A törzsek a Halott Isten követői lettek, és a közelmúltban nagyon megerősödtek.

És most készek halált és pusztítást hozni egész Norlandra, ahogyan azt a hitük megköveteli."
hint_cainism,"Káinizmus
A <hint=hint_crimson_empire>Bíbor Birodalom</hint> késői korszakából származó eretnek tan.

Míg Szófia Anya tanításai szerint a fivére, Káin az első gyilkos, a jóindulatú Anya gonosz ellenlábasa, a káinisták szerint Káin a jóindulatú isten, aki szembeszállt Szófia uralmával, aki megölte, amiért az emberiséget elnyomó uralma ellen védte.

A káinisták szerint az akaraterő az ember elsődleges erénye, és elutasítják Szófia Anya tanításainak erkölcsi normáit.

A Bíbor Birodalom peremén eredő Káinizmust <hint=hinr_prophet_michail>Mihály próféta</hint> terjesztette el, aki állítólag a halott Káin istentől kapott kinyilatkoztatások alapján írta meg <hint=hint_secret_book_of_dead>A Holtak Titkos Könyvét</hint>. Az ezt követő Szent Láng Háborújában a Káinizmus megsemmisült, Mihályt pedig száműzték, azután nyoma veszett.

A birodalom azonban nem bírta ki a negyven évig elhúzódó vallásháború pusztításait, és a helyét <hint=hint_noble_house>nemesi házak</hint> uralta <hint=hint_new_kingdoms>Új Királyságok</hint> vették át. Ez Norland mai helyzete."
hint_secret_book_of_dead,"A Holtak Titkos Könyve
<hint=hinr_prophet_michail>Mihály próféta</hint> könyve, amely a Káinizmus fő tanait tartalmazza.

A könyv szerint Szófia Anya egy gonosz istennő, aki az embereket rabszolgasorban tartja. A fivére, Káin egyszer felszólította, hogy szabadítsa fel az emberiséget, aki erre azonban megölte őt. Halálában azonban Káin szabadságra lelt a Bársony Sötétségben, ahonnan felfedte magát Mihály prófétának, és utasította, hogy jegyezze fel a szavait és tárja fel azokat az embereknek.

A könyv szerint <hint=hint_sofia_cult>Szófia Anya Egyháza</hint> a behódolás doktrínájával és a <hint=hint_sofia_truth>térdmagasságnál magasabb kőépítmények tilalmával</hint> irányítja az embereket. A káinisták szerint a <hint=hint_synode>Szerető Család</hint> emiatt teljesen sebezhetetlen Norland egyetlen kőerődítményében, a <hint=hint_faith_stone>Hit Szikláján</hint>, és bármikor lerombolhatnak bármely kegyvesztett települést, és ha majd elérkezik a <hint=hint_sofia_great_purification>Nagy Megtisztulás</hint>, a független erődítmények tilalmától az Egyház birtokolja az összes hatalmat, és megvédi azokat, akik továbbra is támogatni fogják az uralmát.

A káinisták úgy vélik, hogy a <hint=hint_great_cycle>Nagy Kör</hint> lezárásának egyetlen útja a Szófia Anya elleni lázadás."
