Key,Ukrainian
hint_need_piety,"Потреба в набожності
Персонаж бажає бути впевненими у тому, що божество піклується про нього. Ця потреба задовольняється через <hint=hint_pray>молитву</hint>.

$ Прагнучи задовольнити свої потреби, персонажі моляться вдома самостійно або відвідують <hint=hint_bld_temple>храми</hint> й <hint=hint_bld_altar>вівтарі</hint>, щоб молитва була більш дієвою.
$ Молитви біля вівтаря спочатку може бути достатньо, але це не повністю задовольняє потребу, тому значення потреби поступово зменшуватиметься, доки ви не збудуєте Храм."
hint_need_sex,"Потреба в сексі
Персонаж бажає продовжити свій рід.

Потреба задовольняється на <hint=hint_date>побаченнях</hint>.

$ Одружені вельможі задовольняють цю потребу що декілька днів. 
$ Поза шлюбом персонажі можуть підкуповувати селян для цієї мети. Це вважається <hint=hint_sin>гріхом</hint> і призводить до нечистого сумління.
$ Щоб задовольнити потребу негайно, виберіть когось з селян протилежної статі й накажіть вельможі підкупити його."
hint_need_food,"Потреба в їжі
Усім треба їсти. Нестача їжі може призвести до голоду, а потім до смерті від голоду.

$ Потреба задовольняється через споживання 1 од. <hint=hint_food>їжі</hint>
$ Селяни й воїни купують їжу на <hint=hint_bld_market>ринку</hint>, а вельможам і в’язням приносять її зі складу.
$ Персонажі намагатимуться їсти лише вранці й увечері, тому незначний голод протягом дня є нормальним явищем."
hint_need_fun,"Потреба у відпочинку
Психологічна втома від різних видів роботи викликає потребу у відпочинку.

$ Рівень задоволення поступово підвищується, якщо персонаж не працює.
$ Рівень підвищується швидше в разі споживання <hint=hint_alcohol>алкоголю</hint> або <hint=hint_resource_nectar>нектару</hint>.
$ Селяни й воїни купують алкоголь у <hint=hint_bld_tavern>корчмі</hint>, а вельможам й в’язням привозять їх зі складу.
$ Персонажі вживають алкоголь і нектар самостійно й тільки ввечері, тому невелика втома протягом дня є нормальним явищем."
hint_need_sleep,"Потреба у сні
Якщо персонаж надто довго не спатиме, то упаде й засне на землі в найнезручніший момент.

Після 23:00 персонажі лягають спати самостійно."
hint_need_care,"Потреба в турботі
Унікальна потреба дітей.

Потреба задовольняється через взаємодію з батьками, наприклад під час спілкування або навчання."
hint_ico_peasant,"Селяни
$ Загальна кількість селян у місті: {peasant_total}
$ Середній рівень <hint=hint_mood>настрою:</hint> {peasant_middle_happyness}
$ Середній рівень <hint=hint_wealth>заможності:</hint> <hint=hint_resource_gold>{peasant_middle_rich}</hint>

$ Здорові безробітні: {peasant_nowork}
$ Робітники для найму: {need_workers}
$ Бездомні: {peasant_homeless}
$ Покинули провінцію (за останню добу): {left_city}

Соціальний склад:
$ <hint=hint_persons_fanatic>Фанатики:</hint> {peasant_fanatics} ({peasant_fanatics_percent}%)
$ <hint=hint_addict>Нектарозалежні:</hint> {nectaraddicted}
$ <hint=hint_loyalist>Прибічники:</hint> {loyalist}

Культурний склад:
$ Кейден: {gwelts}
$ Таная: {tanya}
$ Маха: {makha}
$ Варн: {voruns}

{details_stack}"
hint_ico_criminal,"Злочинність
$ Загальна кількість <hint=hint_persons_criminal>волоцюг</hint> у місті: {bandits_total}
$ Загальна кількість <hint=hint_persons_cuthroat>головорізів:</hint> {bandits_thugs_total}

За останню добу:
$ Кількість скоєних злочинів: {bandits_crimes_yesterday}
$ <hint=hint_criminal_intimidated>Залякані</hint> підозрювані: {intimidated}

Культурний склад:
$ Кейден: {gwelts}
$ Таная: {tanya}
$ Маха: {makha}
$ Варн: {voruns}

{details_stack}"
hint_ico_soldier,"Воїни
$ Загальна кількість воїнів у місті: {army_total}
$ Середній рівень <hint=hint_sodiers_happiness>настрою</hint>: {army_middle_happyness}

$ Цінність усього <hint=hint_equip_cost>спорядження</hint>: <hint=hint_resource_gold>{army_inv_cost}</hint>
$ Середній рівень <hint=hint_skill_combat>навички ведення бою</hint>: {army_middle_fight_skill}
$ Дезертирували (за останню добу): {soldier_gone}
{optional_loyalty}

Соціальний склад:
$ <hint=hint_persons_fanatic>Фанатики</hint>: {army_fanatics}
$ <hint=hint_addict>Нектарозалежні:</hint> {nectaraddicted}
$ <hint=hint_loyalist>Прибічники:</hint> {loyalist}

Культурний склад:
$ Кейден: {gwelts}
$ Таная: {tanya}
$ Маха: {makha}
$ Варн: {voruns}

{details_stack}"
hint_ico_slaves,"В’язні
$ Загальна кількість в’язнів у місті: {slaves_total}
$ Середній рівень <hint=hint_slave_happines>настрою</hint>: {slaves_middle_happiness}

$ Працевлаштовані: {slaves_workers}
$ Здорові безробітні: {slaves_nowork}
$ <hint=hint_person_invalids>Непрацездатні:</hint> {slaves_invalids}

Соціальний склад:
$ <hint=hint_persons_fanatic>Фанатики:</hint> {slave_fanatics}
$ <hint=hint_addict>Нектарозалежні:</hint> {nectaraddicted}

Культурний склад:
$ Кейден: {gwelts}
$ Таная: {tanya}
$ Маха: {makha}
$ Варн: {voruns}

{details_stack}"
hint_nt_matriarch_opinion,"Взаємини з Матріархом
{optional_bishop_not_arrived}
Фактори впливу на <hint=hint_relations_matriarch>взаємини між Матріархом</hint> і вашим монархом:
{opinions_list}"
hint_gm_city_money,"Золото
Кількість <hint=hint_resource_gold>золота</hint> в місті.

$ Якщо ви пограбуєте місто, ця сума стане вашою здобиччю.
$ Монарх використовує ці гроші для купівлі війська.
$ Приріст золота прямо залежить від кількості <hint=hint_persons_peasant>селян</hint> і <hint=hint_persons_slave>в’язнів</hint>, які мешкають у місті, і опосередковано – від кількості дорослих <hint=hint_persons_lords>вельмож</hint>.

<b>Підказка:</b> щоб послабити економіку міста та зменшити чисельність війська, нейтралізуйте вельмож за допомогою <hint=hint_action_task_bribe>підкупу</hint>, <hint=hint_action_task_seduce>спокуси</hint> або <hint=hint_action_shadow>темних справ</hint>."
hint_gm_city_peasants,"Селяни
Кількість <hint=hint_persons_peasant>селян</hint>, які мешкають у місті.

$ Вони сприяють щоденному зростанню кількості <hint=hint_resource_gold>золота</hint>.
$ Зростання чисельності селян залежить від кількості дорослих <hint=hint_persons_lords>вельмож</hint>, які мешкають у місті.
$ Зростання кількості селян сповільнюється й зупиняється, якщо спалити сусідні села.
$ Чисельність селян може зменшуватися внаслідок бунтів і повстань."
hint_gm_city_slaves,"Кількість в’язнів
Кількість <hint=hint_persons_slave>в’язнів</hint>, які мешкають у місті.

$ Вони сприяють щоденному зростанню кількості <hint=hint_resource_gold>золота</hint>.
$ Вони потрапляють у полон під час військових дій.
$ Якщо кількість в’язнів стане занадто великою, вони можуть повстати."
hint_gm_city_cutthroats,"Кількість головорізів
Кількість <hint=hint_persons_cuthroat>головорізів</hint>, які проживають у місті.

$ Головорізів можна використовувати для виконання <hint=hint_action_shadow>темних справ</hint> у місті, як-от викрадення, пограбування або вбивство вельмож.
$ Що більше буде головорізів, то успішнішими будуть <hint=hint_action_shadow>темні справи</hint>."
hint_gm_city_books,"Міська бібліотека
Список унікальних знань:
{list}"
hint_soul_knowledges,"Знання
{list}"
hint_nt_holy_family_become_enemy,"Ви потрапили в немилість!
Ваші останні дії дуже розчарували Матріарха, і її ставлення до вас впало нижче <red>-25</red>.

$ Сподіваючись на те, що ви зміните свою думку, Церква запровадила повне ембарго: відтепер <red>Священний караван не відвідуватиме вашу провінцію.</red>
$ Поліпшіть взаємини з Матріархом, щоб зняти ембарго.
$ Якщо рівень взаємин становитиме нижче <red>-50</red>, ви будете офіційно прокляті, і єпископ покине вашу провінцію.
$ Матріарх відправить до вашого міста <hint=hint_inqusitors>Інквізицію</hint>, якщо рівень ваших взаємин становитиме нижче <red>–100</red>."
hint_nt_crops_death,"Посуха
Оскільки п’ять днів не було дощу, усі посіви зів’яли. Ваші селяни їх пересадять, і, сподіватимемося, що цього разу Мати Софія пошле нам дощ."
hint_nt_horde_apeears,"Нечиста орда
Місія Інквізиції повернулася з жахливими новинами. У північно-західних лісах утворилася так звана <hint=hint_unholy_horde>Нечиста орда</hint> – союз лісових племен під владою нового єретичного культу – <hint=hint_dead_god_herecy>єресі Мертвого бога</hint>.

Ця надзвичайно агресивна й потужна сила готується знищити всі Нові королівства Норланду.

Любляча сім’я закликає всі шляхетні дома залишити осторонь конфлікти й об’єднатися проти нової загрози. Монарх, який перетворить на попіл столицю Нечистої орди, Дім Мертвого бога, заслужить вдячність усього світу й назавжди вкарбує своє ім’я в історію.

Учасники місії, що залишилися, зуміли встановити точне місце розташування цього поселення."
hint_nt_horde_gossip,"Чутки про Новий культ
Мандрівники й торговці говорять про новий культ, який поширюється серед неосвічених селян на іншій стороні континенту.

Деякі кажуть, що це залишки єретичної секти, відомої як <hint=hint_cainism>каїніти</hint>, тоді як інші поширюють чутки про людські жертвоприношення.

Що б там не було, <hint=hint_inqusitors>Інквізиція</hint> вирішила надіслати місію в ці землі, щоб попередити будь-яку потенційну єресь."
hint_nt_no_servants_in_hall,"У замку немає слуг.
Без слуг їжа не доставлятиметься, і ваші вельможі не зможуть їсти.

$ Клацніть по замку і позначте його як пріоритетне робоче місце, щоб забезпечити присутність слуг у замку назавжди."
hint_nt_new_faction,"Новий шляхетний дім
У світі з’явився новий шляхетний дім: {faction_uuid}."
hint_nt_faction_death,"Падіння шляхетного дому
У результаті низки трагічних подій і смертей шляхетний дім {faction_uuid} сьогодні перестав існувати.

Родове поселення перетворилося на руїни, а його жителі розсіялися.

Sic transit gloria mundi!"
hint_display_event_genius_king,"Амбітний монарх
Ходять чутки, що правитель {soul_uuid_king} з {faction_uuid_king} надзвичайно обдарований і амбітний. 

[hint_trait_genius_king]"
hint_display_event_horde_destroy_faction,"Нечиста орда
До завершення кризи залишилося {remain_days} дн. Невідомо, чи хтось виживе."
hint_display_event_horde_crisis_finish,"Криза минула.
Злочестива Орда розпалася.

За чутками лідер Орди помер за загадкових обставин. Отже, віруючі Орди, збагнувши слабкість і хибність їхнього вчення віруючим, розбіглися по лісах.

Але ніхто не знає точної причини.

Що б там не було, Орди більше не існує, і лише руїни спалених нею міст слугують нагадуванням про жахливу загрозу, яка нещодавно нависала над Норландом."
hint_nt_dark_order,"Головорізи підкуплені
Хтось із ваших недоброзичливих сусідів підкупив ваших головорізів, і вони готові скоїти злочин сьогодні ввечері.

Радимо посилити патрулі навколо домівок вельмож, замку й бібліотеки."
hint_nt_religious_punishment_soon,"Чекайте на Інквізицію
Незабаром вірні повідомлять <hint=hint_synode>Люблячій сім'ї</hint> про те, що ваш єпископ помер не з природних причин, і Суворий Батько прийде очистити місто від гріха.

Потім <hint=hint_inqusitors>Інквізиція</hint> покарає вас за справедливими законами Софії, і тим, хто виживе, буде прощено.

Вам варто підготуватися."
hint_trade_vassal_tax_to_player,"Данина від ваших васалів
Священний караван гарантує васальні платежі між васалами та сюзеренами.

Сума розраховується щодня й накопичується до прибуття каравану.
{optional_tax_info}"
hint_trade_vassal_tax_from_player,"Данина сюзерену
Священний караван гарантує васальні платежі між васалами та сюзеренами.

Сума розраховується щодня й накопичується до прибуття каравану.
{optional_tax_info}"
hint_trade_soldier_tax,"Податок на воїнів
$ Всього: <hint=hint_resource_gold>{rune_number}</hint>
{optional_less_tax}

Дізнайтеся більше про <hint=hint_tutorial_church_tax>податок на воїнів</hint>."
hint_nt_forecast,"Передбачення цін
Завдяки рисі <hint=hint_trait_forecaster>«Передбачення»</hint> {soul_uuid} дізнається від караванника, що в наступний приїзд каравану <b>{resource_name}</b> коштуватиме <b>вдвічі більше</b>."
hint_nt_unhappy,"Настрій селян
$ Що вищий середній настрій усіх селян за один день, то вищий рівень <hint=hint_migration>міграції</hint>.
$ Якщо середній настрій селян падає нижче <red>25</red>, вони можуть покинути місто, щоб приєднатися до сусідніх <hint=hint_persons_forest_bandits>лісових розбійників</hint>; або можуть залишитися й стати <hint=hint_persons_criminal>волоцюгами</hint>; також вони можуть міцно триматися своєї віри й стати релігійними <hint=hint_persons_fanatic>фанатиками</hint>.
$ Вдоволені селяни (настрій вище 80) мають змогу стати <hint=hint_loyalist>прибічниками</hint>.

<img=hint_nt_unhappy></img>

Наведіть вказівник на значки персонажів у лівому верхньому куті, щоб дізнатися, що турбує їх найбільше.

Є інші способи зробити селян щасливими:
$ Захопливі страти на <hint=hint_bld_scafod>ешафотах</hint>.
$ Продаж смачної <hint=hint_food>їжі</hint> та якісного <hint=hint_alcohol>алкоголю</hint> на ринку.
$ Проповіді віри й проповіді радості в <hint=hint_bld_temple>храмі</hint>.
$ Надання <hint=hint_bld_house>приватного житла</hint>.
$ <hint=hint_nt_terror_culture>Терор</hint> проти ненависної культури.
$ Підвищення зарплат, що призведе до <hint=hint_rich>процвітання</hint>.  "
hint_nt_nofood,"Мало їжі
На ваших складах бракує <hint=hint_food>їжі</hint>. Це може призвести до голоду серед мешканців.

Побудуйте додаткові ферми або придбайте їжу в <hint=hint_holy_caravan>Священному каравані</hint>."
hint_nt_nobeer,"Мало алкоголю
На ваших складах бракує <hint=hint_alcohol>їжі</hint>. Це може призвести до <hint=hint_unhappy>невдоволення</hint> серед мешканців.

Побудуйте додаткові <hint=hint_bld_brewery>броварні</hint> або вдоскональте наявні. До того ж ви можете придбати пиво в <hint=hint_holy_caravan>Священному каравані</hint>."
hint_nt_caravancome,"Священний караван прибув
<hint=hint_holy_caravan>Торговець Священного каравану</hint> одягнений у жовту мантію.

Клацніть персонажа й виберіть дію «Торгівля», щоб почати торгувати з ним

Чим вище рівень навички  <hint=hint_skill_negotiations>«Торгівля»</hint> у вельможі, призначеного для торгівлі, тим вигідніше це буде для вас.

$ Натисніть <b>ПКМ</b>, щоб закрити сповіщення."
hint_nt_notenough_workers,"Недостатньо робітників  
У деяких будівлях бракує робітників.  

Можливо, ви побудували забагато нових будівель, або більше селян залишають місто, ніж <hint=hint_migration>мігрують</hint> до нього.  

$ Перегляньте основні негативні думки селян, навівши вказівник на значок мешканця в лівому верхньому куті екрана.  
$ Якщо їхній середній рівень вдоволення низький, це призведе до зниження міграції. Спробуйте <hint=hint_nt_unhappy>вирішити ці проблеми</hint>.  
$ Ви можете забезпечити важливі будівлі достатньою кількістю робітників, встановивши на них прапорець «Пріоритет».  

Додатково:  
$ Натисніть на сповіщення, щоб переглянути відповідні будівлі."
hint_nt_bandits,"Ворог біля воріт: лісові розбійники!
Напад почнеться через пару годин! 

У вас є час завершити поточні завдання й зібрати <hint=hint_army>загін</hint> для захисту.

$ Клацніть по сповіщенню, щоб перейти до місця події."
hint_nt_bandits_prepare,"Лісові розбійники вирушили в експедицію
<hint=hint_persons_forest_bandits>Лісові розбійники</hint> вирушили в експедицію до вашого міста. Вони прибудуть до ваших воріт через пару днів!"
hint_nt_notenough_temple,"Недостатньо храмів
Не всім вистачає місця, щоб послухати проповіді.

Побудуйте додаткові <hint=hint_bld_temple>храми</hint>, щоб умістити всіх."
hint_nt_notenough_tavern,"Недостатньо корчем
Не всім вистачає місця в корчмах. Деякі персонажі не можуть знайти місця, щоб випити <hint=hint_alcohol>алкоголю</hint>, протягом трьох днів поспіль.

Побудуйте додаткові <hint=hint_bld_tavern>корчми</hint>."
hint_nt_notenough_barraks,"Недостатньо казарм
<hint=hint_bld_barracks>Казарми</hint> не можуть вмістити всіх найнятих <hint=hint_persons_warriors>воїнів</hint>, і ті вимушені спати надворі або на підлозі храму, що погано впливає на їхній настрій.

Побудуйте більше казарм."
hint_nt_farmgobad,"Ґрунт незабаром виснажиться
Фермери помітили ознаки виснаження ґрунту на полях. Це означає, що через декілька днів його потрібно буде знову зорати.

Підготуйте <hint=hint_resource_wood>деревину</hint> заздалегідь (її спалюють на полях, щоб ґрунт став родючим)."
hint_nt_wolfattack,"Напад плотожерів
Порада: частіше відправляйте своїх вельмож на <hint=hint_action_task>полювання</hint>, щоб регулювати популяцію плотожерів.

Ви також можете продати більше <hint=hint_resource_knife>кинджалів</hint> селянам на <hint=hint_bld_market>ринку</hint>, щоб вони могли захиститися.

Натисніть {input.key.mb_left}, щоб перейти до місця події."
hint_nt_peasant_use_caravan,"Придбання їжі в Каравані
Схоже, що селяни воліють купувати <hint=hint_food>їжу</hint> у <hint=hint_holy_caravan>Священному каравані</hint>. <hint=hint_resource_gold>Золото</hint> вислизає з ваших рук.

Переконайтеся в тому, що:
$ Ви побудували <hint=hint_bld_market>ринок</hint>.
$ Ви призначили робітника для ринку.
$ Ціни на їжу на вашому ринку нижчі за ціни в Священному каравані.
$ Усі види їжі доступні на вашому ринку.

"
hint_nt_actor_complete_action_task_on_gm,"Завдання виконано
Персонаж {soul_uuid} виконав поставлене завдання «{task_name}» в місті {faction_uuid} і прямує додому.

Ви можете призначити цьому персонажу нове завдання до повернення."
hint_nt_actor_abort_action_task_on_gm,"Неможливо виконати завдання
З якоїсь причини персонаж {soul_uuid} не зміг виконати призначене завдання «{task_name}» в місті {faction_uuid}."
hint_nt_actor_arrived_in_town_as_guest_on_gm,"Вельможа прибуває до міста
Персонаж {soul_uuid} прибув у місто {faction_uuid} і готовий виконувати доручення."
hint_nt_fanatics_perc,"Релігійні фанатики
<hint=hint_persons_fanatic>Релігійні фанатики</hint> мають багато переваг, але якщо вони стануть нещасними, вони можуть підняти <hint=hint_pogrom>повстання</hint>.

Ви можете вплинути на їх кількість, проповідуючи <hint=hint_sermon_agnostic>сумнів</hint> або <hint=hint_sermon_faith>віру</hint> в <hint=hint_bld_temple>храмах</hint>."
hint_nt_religion_riot,"Забагато фанатиків!
Майже половина населення міста – <hint=hint_persons_fanatic>релігійні фанатики</hint>.

Можливо, варто було б зменшити їхню кількість через використання <hint=hint_sermon_agnostic>сумнівних проповідей</hint> у <hint=hint_bld_temple>храмах</hint>, щоб запобігти <hint=hint_pogrom>повстанням</hint>."
hint_nt_servants,"Щоб вельможі могли їсти й пити, їм потрібні <hint=hint_persons_servants>слуги</hint>, які принесуть їжу зі складу в <hint=hint_bld_castle>замок</hint> і їхнє <hint=hint_bld_noble_house>житло</hint>. 

Слуг можна найняти в меню замку."
hint_nt_dummy_low_food,"Голодні селяни
У місті високий відсоток <hint=hint_starvation>голодних</hint> селян!

Їм потрібно споживати принаймні 1 од. <hint=hint_food>їжі</hint> на день.

У <hint=hint_finance_menu>меню економіки</hint> переконайтеся, що:
$ Ви розподіляєте достатньо їжі для них.
$ Якщо ви платите їм <hint=hint_salary>зарплату</hint>, переконайтеся, що її вистачає на покупку їжі."
hint_nt_dummy_low_beer,"Низький рівень споживання алкоголю
Тільки 20% селян міста споживають <hint=hint_alcohol>алкоголь</hint>. 

Алкоголь – це найпростіший спосіб підвищити середній рівень настрою, що необхідно для заохочення <hint=hint_migration>міграції</hint>.  

$ Переконайтеся в тому, що ви розподіляєте достатньо алкоголю в <hint=hint_finance_menu>меню економіки</hint>.  
$ Якщо ви платите <hint=hint_salary>зарплати</hint>, переконайтеся в тому, що їх вистачає на покупку алкоголю принаймні раз на кілька днів."
hint_nt_dummy_many_homeless,"Бездомні селяни
У місті великий відсоток бездомних селян!
Побудуйте додаткове <hint=hint_bld_house>житло</hint>, бо бездомні селяни невдоволені."
hint_nt_slave_escape,"Утеча в'язня
В'язні намагаються втекти, коли вони невдоволені й прагнуть свободи.

<img=hint_nt_slave_escape></img>

Щоб запобігти цьому, розмістіть <hint=hint_persons_guard>вартових</hint> біля входу до <hint=hint_bld_slaves_barrack>тюремних бараків</hint> і біля будівель, де вони працюють."
hint_nt_events_unhappy_lord,"Настрій вельможі
Якщо <hint=hint_mood>настрій</hint> вельможі менше <red>25</red> (ви також можете помітити, що колір фону за портретом персонажа угорі червоний), вельможа стане невдоволеним.

<img=hint_nt_events_unhappy_lord></img>

$ У цьому стані вельможа не виконуватиме ваші <hint=hint_action>завдання</hint>, як-от <hint=hint_inspection>управління будівлею</hint>.
$ У невдоволених вельмож може розвинутися депресія, що призведе до <hint=hint_tantrum>нервового зриву</hint>. Тоді рівень їхньої <hint=hint_loyalty>вірності</hint> знизиться.
$ Невдоволені вельможі також більш схильні ображати інших і вдаватися до подібних порушень. Так може утворитися сніжний ком негативу, що призведе до невдоволення інших вельмож.
$ Вельможа, що проводить більшу частину свого часу в гарному настрої (більше <green>80</green>), може стати <hint=hint_loyalist>прибічником</hint> або отримати <hint=hint_insight>прозріння</hint> і <hint=hint_inspired>натхнення</hint>.

Поради щодо покращення настрою:
$ Переконайтеся в тому, що ваші вельможі мають доступ до продуктів вищої якості, як-от <hint=hint_resource_meat>м’ясо</hint> й <hint=hint_resource_ale>ель</hint>.
$ Заохочуйте вельможу в поганому настрої провести час або піти на полювання з більш вдоволеним вельможею.
$ Перетворіть вельможу на фанатика, проповідуючи <hint=hint_sermon_faith>віру</hint> в храмах.
$ Розпочніть <hint=hint_nt_terror_culture>терор</hint> проти культури, яку ненавидить вельможа, або проводьте політику, яка відповідає культурним цінностям вельможі.

<b>Підказка:</b> наведіть вказівник на червоні думки на вкладці потреб, щоб дізнатися, чого цьому вельможі не вистачає."
hint_nt_event_building_without_instruction,"Підказка.

Не всі будівлі отримали сьогодні <hint=hint_inspection>вказівки</hint> – завтра їхня продуктивність може знизитися.

Можливо, вельможа-керівник <hint=hint_unhappy>невдоволений</hint> або ви доручили йому керувати занадто великою кількістю будівель.

$ Клацніть по сповіщенню, щоб переглянути будівлі."
hint_nt_event_building_without_inspector,"Вказівки
Робітники у виробничих будівлях не знають, що робити, доки один із вельмож не надасть їм <hint=hint_inspection>вказівки</hint>.

Призначте вельможу керівником у меню будівлі – і він щодня надаватиме вказівки робітникам.

$ Натисніть на сповіщення, щоб переглянути будівлі."
hint_nt_no_meds,"У вас закінчилася цілюща мазь
Терміново поповніть запас <hint=hint_resource_med>цілющої мазі</hint>, купивши її в <hint=hint_holy_caravan>Священному каравані</hint> або виробивши самостійно в <hint=hint_bld_alchemistry>алхімічній лабораторії</hint>.

За відсутності цілющої мазі важкі <hint=hint_wounds>рани</hint> можуть призвести до утворення <hint=hint_poisoned>гангрени</hint>, а потім і до смерті персонажа!"
hint_nt_slaves_starving,"В'язні голодують!
<tight>$ Переконайтеся в тому, що у вас достатньо <hint=hint_bld_slaves_barrack>тюремних бараків</hint> для всіх в'язнів.

$ Переконайтеся, що до тюремних бараків призначено наглядачів.
$ Переконайтеся в тому, що ви виділили достатню кількість їжі для наявної кількості в'язнів у <hint=hint_finance_menu>меню економіки</hint></tight>"
hint_nt_kid_now_can_read,"Підліток
Персонаж підріс і тепер може навчатися, читаючи книги, які є в <hint=hint_knowledge_menu>меню знань</hint>.

Ба більше, ви зможете назначити йому мудру розмову з освіченим вельможею, щоб передати <hint=hint_idea>знання</hint> (підлітки особливо сприйнятливі до неї)."
hint_display_event_storage_robbery_gold,"Пограбування!
Ви можете спробувати повернути вкрадені речі, зібравши <hint=hint_army>загін</hint> й атакувавши злодіїв."
hint_display_event_nectar_rage_begin,"Нектарний шал
Після споживання <hint=hint_resource_nectar>нектару</hint> персонаж шаленіє й нападає на будь-кого в полі зору.

Що частіше персонаж споживає нектар, то більша ймовірність настання нектарного шалу."
hint_display_drunk_fight_start,"П’яний дебош
Сьогодні персонаж перепив <hint=hint_alcohol>алкоголю</hint> і вчинив бійку.

Незначна імовірність бійки виникає щоразу, коли невдоволений персонаж уживає алкоголь. Звертайте увагу на найбільш негативні думки персонажів, щоб таке траплялося рідше."
hint_nt_free_lord_expired,"Ваша угода із вільним вельможею завершилася
Вільний вельможа виконав свою частину угоди й незабаром покине ваше місто. Ви можете спробувати найняти вельможу знову, якщо ви задоволені послугами."
hint_nt_free_lord_low_loyalty,"Вільний вельможа передчасно розірвав угоду
Вільний вельможа вирішив розірвати угоду через низький рівень вірності. Вельможа незабаром покине ваше місто."
hint_nt_lod_mising,"Відсутність вельможі
Під час битви ваш вельможа {uuid_lord} утік із поля битви. Тепер місцеперебування вельможі невідоме.

Однак вельможа, імовірно, повернеться до поселення за пару днів."
hint_nt_faction_become_enemy,"Новий ворог
Монарх {soul_uuid_king} з міста {faction_uuid} зараз у стані війни з вами.

На вас чекають збройні напади на села й місто, а також інтриги проти вас."
hint_nt_faction_soon_become_enemy,"Новий супротивник
Правитель {soul_uuid_king} з міста {faction_uuid} став ворожим до вас.

Ще не атакуючи вас, вони можуть брати участь у ворожих інтригах і діях."
hint_province_peasants_statistics,"Статистика селян
<center>За поточну добу така кількість селян</center>

$ Пішли: {peasant_left}
$ Стали <hint=hint_persons_criminal>волоцюгами</hint>: {peasant_criminal}
$ Стали <hint=hint_persons_cuthroat>головорізами</hint>: {peasant_thug}
$ Стали <hint=hint_persons_fanatic>фанатиками</hint>: {peasant_fanatic}
$ Можуть <hint=hint_migration>мігрувати</hint>: {peasant_migrant}"
hint_nt_world_summary,"Події у світі
<center>Події поточного дня</center>
{events}

<center>Події з сусідніх регіонів</center>
{neighbore_events}"
hint_nt_economic_summary,"Економіка
<center>Події поточного дня</center>

$ Залишок золота: <hint=hint_resource_gold>{gold_change}</hint>
$ Виплачено <hint=hint_salary>зарплат</hint>: <hint=hint_resource_gold>{salary}</hint>
$ <hint=hint_re_prod>Вироблено ресурсів</hint>: <hint=hint_resource_gold>{prod_sum}</hint>
$ <hint=hint_re_saled>Продано товарів</hint> на місцевому ринку: <hint=hint_resource_gold>{sale_sum}</hint>
$ <hint=hint_re_built>Інвестовано ресурсів</hint> в економіку: <hint=hint_resource_gold>{build_sum}</hint>

<b>Не отримано вказівок:</b>
{buildings_list_no_instruction}

<b>Поламано або не працює:</b>
{buildings_list_broken}

<b>Бракує робітників:</b>
{buildings_list_not_enought_workers}

<b>Поля на межі виснаження:</b>
{buildings_list_depleted_soon}

$ Натисніть <b>ПКМ</b>, щоб закрити сповіщення."
hint_re_prod,"Вироблено ресурсів
$ Показник цінності усіх ресурсів, вироблених усіма будівлями за день.
$ Вимірюється в золоті на основі ціни продажу Каравану.
$ У дні збору врожаю значення може бути значно вищим."
hint_re_saled,"Продано товарів
Показник кількості золота, отриманого від продажу товарів селянам і воїнам на місцевих ринках, а також у корчмах і наркопритонах."
hint_re_built,"Інвестовано ресурсів
Показник цінності ресурсів (вимірюється в золоті), витрачених на будівництво й вдосконалення будівель."
hint_nt_character_part_of_nature_add,"Риси характеру
Риси характеру надають унікальні характеристики й здібності персонажу.

Вони можуть бути надані від народження або з’явитися під час життєвих подій, виховання чи здобуття навичок.

Список риси характеру див. на третій вкладці в меню персонажа."
hint_nt_heir_rebellion,"Заколот спадкоємця
Через низький рівень <hint=hint_loyalty>вірності</hint> монархові спадкоємець престолу заявляє про свої претензії на корону й починає заколот.

$ Дружні вельможі приєднуються до спадкоємця, тоді як прибічники монарха – до монарха. Військо розподілене пропорційно.
$ Нейтральні вельможі не беруть участі в заколоті.
$ Якщо спадкоємець переможе, то успадкує трон, хоча прихильники нинішнього монарха не будуть задоволені таким результатом."
hint_nt_heir_rebellion_former,"Заколот колишнього спадкоємця
Через низький рівень <hint=hint_loyalty>вірності</hint> монархові колишній спадкоємець престолу почувається ошуканим і проголошує, що корона має по праву належати йому.

$ Дружні вельможі приєднуються до спадкоємця, тоді як прибічники монарха – до монарха. Військо розподілене пропорційно.
$ Нейтральні вельможі не беруть участі в заколоті.
$ Якщо колишній спадкоємець переможе, то успадкує трон, хоча прихильники нинішнього монарха не будуть задоволені таким результатом."
hint_nt_kid_need_lesson,"Дитина не отримує освіти
Останні декілька днів {soul_uuid_1} жодним чином не освічується."
hint_nt_lord_dead_in_travell,"Вельможу вбито під час кампанії
{soul_uuid_1} гине під час кампанії."
hint_nt_other_faction_king_dead,"Правитель помер
{faction_uuid}: правитель {soul_uuid_1} помер."
hint_nt_soldier_for_rises,"Солдати, готові до підвищення
Деякі з ваших солдатів покращили свої навички ведення бою і тепер мають право на підвищення бойового класу."
hint_nt_ceremony_funeral,"Церемонія відспівування
О 20:00 у місцевому храмі відбудеться відспівування: {actor_list}

Нехай буде безмежним милосердя Святої Софії!"
