Code,Indonesia
hint_nt_nofood,"Kekurangan Makanan
Terdapat kekurangan <hint=hint_food>makanan</hint> di gudang-gudang Anda. Hal ini dapat menyebabkan kelaparan di kalangan penduduk Anda.


Bangun peternakan tambahan atau beli makanan dari <hint=hint_holy_caravan>Holy Caravan</hint>."
hint_nt_nobeer,"Kekurangan Alkohol
Ada kekurangan <hint=hint_alcohol>alkohol</hint> di gudang-gudang Anda. Ini bisa menyebabkan <hint=hint_unhappy>ketidakbahagiaan</hint> di kalangan penduduk Anda.

Bangun tambahan <hint=hint_bld_brewery>Pabrik Bir</hint> atau tingkatkan yang sudah ada. Alternatifnya, Anda bisa membeli bir dari <hint=hint_holy_caravan>Holy Caravan</hint>."
hint_nt_caravancome,"Holy Caravan Telah Tiba
Pedagang <hint=hint_holy_caravan>Holy Caravan</hint> mengenakan jubah kuning.

Klik pada mereka dan pilih aksi ""Perdagangan"" untuk berdagang dengan mereka

Semakin tinggi <hint=hint_skill_negotiations>Perdagangan</hint> skill dari karakter yang ditugaskan untuk berdagang, semakin menguntungkan bagi Anda.

$ Tekan <b>RMB</b> pada notifikasi untuk menutupnya."
hint_nt_notenough_workers,"Tidak Cukup Pekerja  
Beberapa bangunan kekurangan pekerja.  

Anda mungkin telah membangun terlalu banyak bangunan baru, atau lebih banyak petani meninggalkan kota daripada <hint=hint_migration>migrasi</hint> ke sana.  

$ Periksa pikiran negatif utama petani dengan mengarahkan kursor ke ikon penduduk di sudut kiri atas.  
$ Jika kebahagiaan rata-rata mereka rendah, itu akan menyebabkan migrasi rendah. Coba <hint=hint_nt_unhappy>atasi masalah ini</hint>.  
$ Anda bisa memastikan bangunan penting memiliki cukup pekerja dengan mengklik kotak centang 'Prioritas' di dalamnya.  

Selain itu:  
$ Klik pada notifikasi untuk melihat bangunan yang terpengaruh."
hint_nt_bandits,"Musuh di Gerbang: Begal (hutan)!
Serangan akan dimulai dalam beberapa jam! 

Anda punya waktu untuk menyelesaikan tugas saat ini dan merakit sebuah <hint=hint_army>regu</hint> untuk pertahanan.

$ Klik pada notifikasi untuk pergi ke lokasi kejadian."
hint_nt_bandits_prepare,"Begal (hutan) Telah Meluncurkan Ekspedisi
<hint=hint_persons_forest_bandits>Begal (hutan)</hint> telah berangkat dalam ekspedisi menuju kota Anda, dan mereka akan tiba di gerbang Anda dalam beberapa hari!"
hint_nt_notenough_temple,"Tidak Cukup Kuil Tersedia
Tidak semua orang memiliki cukup ruang untuk menghadiri khotbah.

Bangun tambahan <hint=hint_bld_temple>Kuil</hint> untuk menampung semua orang."
hint_nt_notenough_tavern,"Tidak Cukup Kedai
Kedai tidak bisa menampung semua orang, dan beberapa karakter tidak bisa menemukan tempat untuk minum <hint=hint_alcohol>alkohol</hint> selama 3 hari berturut-turut.

Bangun tambahan <hint=hint_bld_tavern>Kedai</hint>."
hint_nt_notenough_barraks,"Tidak Cukup Barak
<hint=hint_bld_barracks>Barak</hint> tidak bisa menampung semua prajurit <hint=hint_persons_warriors>prajurit</hint> yang direkrut dan mereka harus tidur di luar atau di lantai Kuil, yang buruk memengaruhi suasana hati mereka.

Bangun lebih banyak Barak."
hint_nt_farmgobad,"Tanah Akan Segera Hablis Kesuburannya
Petani telah melihat tanda-tanda kehabisan kesuburan tanah di ladang, yang berarti itu perlu dibajak lagi dalam beberapa hari.

Siapkan <hint=hint_resource_wood>Kayu</hint> sebelumnya (itu dibakar di ladang untuk membuat tanah subur)."
hint_nt_wolfattack,"Serangan Fleshwolf
Saran: Kirim para lord Anda untuk <hint=hint_action_task>berburu</hint> lebih sering untuk mengendalikan populasi fleshwolf.

Anda juga bisa menjual lebih banyak <hint=hint_resource_knife>Belati</hint> kepada petani di <hint=hint_bld_market>Pasar</hint> agar mereka bisa membela diri.

Klik {input.key.mb_left} untuk pergi ke lokasi kejadian."
hint_nt_peasant_use_caravan,"Membeli makanan dari karavan
Sepertinya Para Petani lebih suka membeli <hint=hint_food>makanan</hint> dari <hint=hint_holy_caravan>Holy Caravan</hint>, dan sekarang <hint=hint_resource_gold>Emas</hint> Anda sedang terkuras.

Pastikan bahwa:
$ Anda telah membangun sebuah <hint=hint_bld_market>Pasar</hint>.
$ Ada pekerja yang ditugaskan ke pasar tersebut.
$ Harga makanan di pasar Anda lebih rendah daripada harga di Holy Caravan.
$ Semua jenis makanan tersedia di pasar Anda.

"
hint_nt_actor_complete_action_task_on_gm,"Tugas telah diselesaikan
{soul_uuid} telah berhasil menyelesaikan tugas yang ditugaskan ""{task_name}"" di kota {faction_uuid} dan sedang menuju pulang.

Anda dapat menugaskan tugas lain kepada mereka sebelum mereka kembali."
hint_nt_actor_abort_action_task_on_gm,"Tidak dapat menyelesaikan tugas
Karena alasan tertentu, {soul_uuid} tidak dapat menyelesaikan tugas yang ditugaskan ""{task_name}"" di kota {faction_uuid}."
hint_nt_actor_arrived_in_town_as_guest_on_gm,"Seorang lord telah tiba di kota
{soul_uuid} telah tiba di kota {faction_uuid} dan mulai menjalankan tugas yang ditugaskan."
hint_nt_fanatics_perc,"Fanatik agama
<hint=hint_persons_fanatic>Fanatik agama</hint> memiliki banyak keuntungan, tetapi jika mereka menjadi tidak bahagia, mereka mungkin memicu <hint=hint_pogrom>pemberontakan</hint>.

Anda dapat memengaruhi jumlah mereka dengan berkhotbah <hint=hint_sermon_agnostic>Keraguan</hint> atau <hint=hint_sermon_faith>Iman</hint> di <hint=hint_bld_temple>Kuil</hint>."
hint_nt_religion_riot,"Banyak fanatik!
Hampir setengah dari populasi di kota adalah <hint=hint_persons_fanatic>fanatik agama</hint>.

Mungkin layak untuk mengurangi jumlah mereka melalui penggunaan <hint=hint_sermon_agnostic>khotbah yang meragukan</hint> di <hint=hint_bld_temple>Kuil</hint> sebelum terjadi <hint=hint_pogrom>pemberontakan</hint> apa pun."
hint_nt_servants,"Agar para lord bisa makan dan minum, mereka membutuhkan <hint=hint_persons_servants>pelayan</hint> yang akan membawa makanan dari gudang di <hint=hint_bld_castle>Aula</hint> dan ke <hint=hint_bld_noble_house>rumah</hint> mereka. 

Pelayan direkrut di menu Aula."
hint_nt_dummy_low_food,"Petani yang kelaparan
Ada persentase tinggi <hint=hint_starvation>petani kelaparan</hint> di kota!

Mereka perlu mengonsumsi setidaknya satu unit <hint=hint_food>makanan</hint> per hari.

Di <hint=hint_finance_menu>Menu Ekonomi</hint>, pastikan bahwa:
$ Anda mendistribusikan cukup makanan kepada mereka.
$ Jika Anda membayar mereka <hint=hint_salary>upah</hint>, pastikan itu cukup untuk membeli makanan."
hint_nt_dummy_low_beer,"Konsumsi Alkohol Rendah
Hanya 20% petani di kota yang mengonsumsi <hint=hint_alcohol>alkohol</hint>.   

Alkohol adalah cara termudah untuk meningkatkan suasana hati rata-rata, yang diperlukan untuk mendorong <hint=hint_migration>migrasi</hint>.   
$ Pastikan Anda mendistribusikan cukup alkohol di <hint=hint_finance_menu>Menu Ekonomi</hint>.   
$ Jika Anda membayar <hint=hint_salary>upah</hint>, pastikan itu cukup untuk membeli alkohol setidaknya sekali setiap beberapa hari."
hint_nt_dummy_many_homeless,"Petani tanpa rumah
Ada persentase tinggi petani tanpa rumah di kota!
Bangun rumah tambahan <hint=hint_bld_house>rumah-rumah</hint>, karena petani tanpa rumah tidak bahagia."
hint_nt_slave_escape,"Pelarian Narapidana
Narapidana terkadang mungkin mencoba melarikan diri ketika mereka tidak bahagia dan mendambakan kebebasan.

<img=hint_nt_slave_escape></img>

Untuk mencegah ini, letakkan <hint=hint_persons_guard>garda</hint> di pintu masuk ke <hint=hint_bld_slaves_barrack>Blok Penjara</hint> dan dekat dengan bangunan tempat mereka bekerja."
hint_nt_events_unhappy_lord,"Suasana Hati Para Lord
Jika <hint=hint_mood>suasana hati</hint> seorang lord tetap di bawah <red>25</red> (Anda juga mungkin memperhatikan bahwa warna latar belakang di belakang potret mereka di bagian atas berwarna merah), mereka akan menjadi tidak bahagia.

<img=hint_nt_events_unhappy_lord></img>

$ Dalam keadaan ini, lord tidak akan melaksanakan <hint=hint_action>tugas</hint> Anda, termasuk <hint=hint_inspection>manajemen bangunan</hint>.
$ Lord yang tidak bahagia mungkin mengalami depresi, yang mengarah pada <hint=hint_tantrum>penyakit mental</hint>, dan <hint=hint_loyalty>loyalitas</hint> mereka akan menurun.
$ Dalam suasana hati yang tidak bahagia, mereka juga lebih rentan untuk menghina orang lain dan perilaku buruk lainnya, yang dapat menciptakan efek bola salju negatif yang membuat lord lain menjadi tidak bahagia.
$ Seorang lord yang menghabiskan sebagian besar waktunya dalam suasana hati yang baik (di atas <green>80</green>) mungkin menjadi <hint=hint_loyalist>loyalis</hint> atau memperoleh <hint=hint_insight>wawasan</hint> dan <hint=hint_inspired>inspirasi</hint>.

Tips untuk meningkatkan suasana hati:
$ Pastikan para lord Anda memiliki akses ke produk berkualitas lebih tinggi seperti <hint=hint_resource_meat>Daging</hint> dan <hint=hint_resource_ale>Ale</hint>.
$ Dorong mereka untuk menghabiskan waktu atau pergi berburu dengan lord yang lebih bahagia.
$ Jadikan mereka fanatik dengan berkhotbah <hint=hint_sermon_faith>khotbah iman</hint> di Kuil.
$ Mulai <hint=hint_nt_terror_culture>teror</hint> terhadap budaya yang dibenci lord atau kejar kebijakan yang selaras dengan nilai budaya mereka.

<b>Petunjuk:</b> Arahkan kursor ke pikiran merah di tab Kebutuhan untuk mengetahui apa yang mereka kurangi."
hint_nt_event_building_without_instruction,"Petunjuk

Tidak semua bangunan menerima <hint=hint_inspection>instruksi</hint> hari ini, dan mereka mungkin mulai menjadi kurang produktif besok.

Periksa lord yang ditugaskan di Aula, atau, jika ada terlalu banyak bangunan, pertimbangkan untuk membangun <hint=hint_bld_chancellery>Kantor Sekretaris</hint>.

$ Klik notifikasi untuk melihat bangunan-bangunan tersebut."
hint_nt_event_building_without_inspector,"Instruksi
Pekerja di bangunan produksi tidak tahu apa yang harus dilakukan kecuali salah satu lord memberikan <hint=hint_inspection>instruksi</hint> kepada mereka.

Tugaskan seorang lord sebagai manajer di menu bangunan, dan mereka akan mendistribusikan instruksi kepada pekerja setiap hari.

$ Klik notifikasi untuk melihat bangunan-bangunan tersebut."
hint_nt_no_meds,"Anda kehabisan Salep Medis
Segera isi ulang persediaan <hint=hint_resource_med>Salep Medis</hint> Anda dengan membelinya dari <hint=hint_holy_caravan>Holy Caravan</hint> atau memproduksinya sendiri di <hint=hint_bld_alchemistry>Laboratorium Alkimia</hint>.

Jika Anda tidak memiliki Salep Medis, <hint=hint_wounds>luka</hint> serius apa pun dapat mengarah ke <hint=hint_poisoned>Luka Busuk</hint> dan kemudian ke kematian karakter!"
hint_nt_slaves_starving,"Narapidana kelaparan!
<tight>$ Pastikan Anda memiliki cukup <hint=hint_bld_slaves_barrack>Blok Penjara</hint> untuk semuanya.

$ Pastikan Blok Penjara memiliki pekerja penjaga yang ditugaskan kepadanya.
$ Verifikasi bahwa Anda telah mengalokasikan jumlah makanan yang memadai untuk jumlah narapidana Anda di <hint=hint_finance_menu>Menu Ekonomi</hint></tight>"
hint_nt_kid_now_can_read,"Remaja
Karakter telah dewasa. Sekarang mereka dapat mempelajari buku di <hint=hint_knowledge_menu>menu Pengetahuan</hint>.

Selain itu, Anda dapat menugaskannya Percakapan Bijak dengan lord yang berpendidikan untuk mentransfer <hint=hint_idea>pengetahuan</hint> (remaja sangat reseptif terhadapnya)."
hint_display_event_storage_robbery_gold,"Perampokan!
Anda dapat mencoba memulihkan barang curian dengan merakit <hint=hint_army>regu</hint> dan menyerang pencuri."
hint_display_event_nectar_rage_begin,"Kemarahan Nektar
Setelah mengonsumsi <hint=hint_resource_nectar>Nektar</hint>, karakter akan memasuki keadaan amarah dan menyerang siapa pun di bidang penglihatan mereka.

Semakin sering karakter mengonsumsi nektar, semakin mungkin mereka mengalami episode Kemarahan Nektar."
hint_display_drunk_fight_start,"Agresi Mabuk
Hari ini, mereka minum terlalu banyak <hint=hint_alcohol>alkohol</hint> dan memulai perkelahian.

Ada kemungkinan kecil hal ini terjadi setiap kali karakter tidak bahagia dan minum alkohol. Perhatikan pikiran terberat mereka untuk membuat ini terjadi lebih jarang."
hint_nt_free_lord_expired,"Kontrak Anda dengan free lord telah berakhir
Free lord telah memenuhi bagian kontrak mereka dan akan segera meninggalkan kota Anda. Anda dapat mencoba mempekerjakan mereka lagi jika puas dengan layanan mereka."
hint_nt_free_lord_low_loyalty,"Free lord telah memutuskan kontrak lebih awal
Free lord memutuskan untuk membatalkan kontrak karena kesetiaan yang rendah, dan mereka akan segera meninggalkan kota Anda."
hint_nt_lod_mising,"Lord Hilang
Selama pertempuran, lord Anda {uuid_lord} melarikan diri dari medan perang, dan sekarang keberadaan mereka tidak diketahui.

Namun, mereka kemungkinan akan kembali ke pemukiman dalam beberapa hari."
hint_nt_faction_become_enemy,"Musuh Baru
Raja {soul_uuid_king} dari kota {faction_uuid} sekarang dalam keadaan perang dengan Anda.

Anda bisa mengharapkan serangan bersenjata terhadap desa-desa dan kota Anda, serta berbagai intrik melawan Anda."
hint_nt_faction_soon_become_enemy,"Lawan Baru
Penguasa {soul_uuid_king} dari kota {faction_uuid} telah menjadi bermusuhan terhadap Anda.

Meskipun mereka mungkin belum menyerang Anda, mereka mungkin terlibat dalam intrik dan tindakan yang bermusuhan."
hint_province_peasants_statistics,"Statistik Petani
<center>Untuk hari ini</center>

$ Petani yang pergi: {peasant_left}
$ Menjadi <hint=hint_persons_criminal>pengembara</hint>: {peasant_criminal}
$ Menjadi <hint=hint_persons_cuthroat>pembunuh berantai</hint>: {peasant_thug}
$ Menjadi <hint=hint_persons_fanatic>fanatik</hint>: {peasant_fanatic}
$ Migrasi yang diharapkan <hint=hint_migration>pendatang</hint>: {peasant_migrant}"
hint_nt_world_summary,"Ringkasan Dunia
<center>Peristiwa untuk hari ini</center>
{events}

<center>Peristiwa dari wilayah tetangga</center>
{neighbore_events}"
hint_nt_economic_summary,"Ringkasan Ekonomi
<center>Untuk hari ini</center>

$ Saldo emas: <hint=hint_resource_gold>{gold_change}</hint>
$ Dibayar <hint=hint_salary>upah</hint>: <hint=hint_resource_gold>{salary}</hint>
$ <hint=hint_re_prod>Sumber daya yang diproduksi</hint>: <hint=hint_resource_gold>{prod_sum}</hint>
$ <hint=hint_re_saled>Barang Dijual</hint> di pasar lokal: <hint=hint_resource_gold>{sale_sum}</hint>
$ <hint=hint_re_built>Sumber daya yang diinvestasikan</hint> dalam ekonomi: <hint=hint_resource_gold>{build_sum}</hint>

<b>Instruksi tidak diterima:</b>
{buildings_list_no_instruction}

<b>Rusak atau tidak berfungsi:</b>
{buildings_list_broken}

<b>Pekerja tidak mencukupi:</b>
{buildings_list_not_enought_workers}

<b>Ladang yang hampir habis:</b>
{buildings_list_depleted_soon}

$ Tekan <b>RMB</b> untuk menutup notifikasi."
hint_re_prod,"Sumber Daya yang Diproduksi
$ Menampilkan nilai semua sumber daya yang diproduksi oleh semua bangunan dalam sehari.
$ Diukur dalam emas, berdasarkan harga jual karavan.
$ Pada hari panen, nilai bisa jauh lebih tinggi."
hint_re_saled,"Barang Dijual
Menampilkan berapa banyak emas yang Anda terima dari penjualan barang ke petani dan prajurit di pasar lokal Anda, serta di kedai dan sarang obat."
hint_re_built,"Sumber Daya yang Diinvestasikan
Menunjukkan nilai sumber daya (diukur dalam emas) yang dibelanjakan untuk membangun dan meningkatkan bangunan."
hint_nt_character_part_of_nature_add,"Sifat Kepribadian
Sifat kepribadian memberikan karakteristik dan kemampuan unik kepada sebuah karakter.

Mereka bisa diberikan sejak lahir atau ditemukan selama peristiwa kehidupan, didikan, atau pelatihan skill.

Daftar sifat kepribadian dapat ditemukan di tab ketiga menu Karakter."
hint_nt_heir_rebellion,"Pemberontakan Pewaris
Karena kesetiaan <hint=hint_loyalty>rendah</hint> kepada raja, pewaris tahta menyatakan klaimnya atas mahkota dan memulai pemberontakan.

$ Teman-teman mereka di antara para lord bergabung dengan mereka, sementara loyalis raja bergabung dengannya. Pasukan dibagi secara proporsional di antara mereka.
$ Para lord netral tidak ikut serta dalam pemberontakan.
$ Jika pewaris menang, mereka akan mewarisi tahta, meskipun pendukung raja saat ini tidak akan senang dengan hasil ini."
hint_nt_heir_rebellion_former,"Pemberontakan Mantan Pewaris
Karena kesetiaan <hint=hint_loyalty>rendah</hint> kepada raja, mantan pewaris tahta merasa tertipu dan menyatakan bahwa mahkota seharusnya menjadi milik mereka secara sah.

$ Teman-teman mereka di antara para lord bergabung dengan mereka, sementara loyalis raja bergabung dengan raja. Pasukan dibagi secara proporsional di antara mereka.
$ Para lord netral tidak ikut serta dalam pemberontakan.
$ Jika mantan pewaris menang, mereka akan mewarisi tahta, meskipun pendukung raja saat ini tidak akan senang dengan hasil ini."
hint_nt_kid_need_lesson,"Anak tidak menerima pendidikan
Dalam beberapa hari terakhir, {soul_uuid_1} tidak menerima pendidikan apa pun."
hint_nt_lord_dead_in_travell,"Lord tewas dalam kampanye
{soul_uuid_1} tewas saat kampanye.
{optional_sad_list}"
hint_nt_other_faction_king_dead,"Penguasa meninggal
{faction_uuid} : Penguasa {soul_uuid_1} telah meninggal dunia."
hint_nt_soldier_for_rises,"Prajurit yang tersedia untuk promosi
Beberapa prajurit Anda telah meningkatkan Keterampilan Tempur mereka dan sekarang memenuhi syarat untuk promosi ke kelas tempur yang lebih tinggi."
hint_nt_ceremony_funeral,"Upacara Pemakaman
Pada pukul 8:00 malam, upacara perpisahan akan diadakan di Kuil setempat untuk: {actor_list}

Semoga rahmat Holy Sophia tak terbatas!"
hint_nt_ceremony_wedding,"Upacara Pernikahan
Pada pukul 8:00 malam, di Kuil setempat, {husband} dan {wife} akan bersatu dalam ikatan pernikahan suci.

Semoga Holy Sophia memberkati mereka dengan anak-anak yang sehat!"
hint_nt_lord_bribed,"Lord telah disuap
{soul_uuid_1} telah disuap oleh seseorang di antara tetangga Anda (mungkin seorang utusan). Loyalitas mereka dalam bahaya, dan jika turun di bawah <red>{threshold}</red>, mereka mungkin pergi.

Tetangga Anda melakukan tindakan ini sebagai respons terhadap langkah agresif Anda baru-baru ini atau perluasan negara Anda di peta.

<b>Hint:</b> Untuk memulihkan loyalitas, raja dapat memberikan cincin kepada lord sebagai hadiah atau mengancam mereka. Dan untuk melindungi diri dari intrik semacam itu sepenuhnya, jaga lord dalam suasana hati yang baik sehingga mereka menjadi seorang <hint=hint_loyalist>loyalis</hint>, yang tidak dapat disuap atau digoda dengan godaan."
hint_nt_knowledge_too_hard_again,"Pengetahuan tidak tersedia
Lord kekurangan tingkat <hint=hint_skill_knowledge>Kecerdasan</hint> yang diperlukan untuk mempelajari buku. Jika tingkat meningkat, studi dapat dilanjutkan."
hint_nt_discovered_talent,"Bakat ditemukan
Berkat hadiah <hint=hint_trait_insightful>wawasan</hint> dari guru, lord telah menemukan <hint=hint_talant>bakat</hint> baru dalam dirinya."
hint_nt_death_is_near,"Karakter sekarat karena usia tua
Karena sebab alamiah, hari-hari karakter ini terhitung, dan segera mereka akan pergi dari dunia fana ini. Kerabat dan teman memiliki beberapa hari untuk mengucapkan selamat tinggal."
hint_nt_death_is_near_king,"Penguasa sekarat
Karena sebab alamiah, hari-hari karakter ini terhitung, dan segera dia akan pergi dari dunia fana ini.

Karena penguasa tidak berdaya, pewaris {soul_uuid_1}, dan yang berikutnya dalam antrean mahkota {soul_uuid_2}, akan mengembangkan ketidakpercayaan timbal balik selama beberapa hari ini, yang bisa mengarah pada peristiwa tragis.
{optional_politics_rival}"
hint_soldier_immobilized,"Prajurit tidak bisa bergerak. 
Prajurit yang tidak bisa bergerak tidak bisa ditambahkan ke regu."
hint_merc_on_the_way,"Prajurit yang direkrut sedang dalam perjalanan
Mereka akan tiba di pemukiman Anda dalam {remain_hours} jam."
hint_cant_add_to_army_in_battle,"Prajurit dalam pertempuran
Mereka sedang bertempur saat ini."
hint_cant_add_to_army_pregnant,"Kehamilan
Dia sekarang sedang mengandung bayi."
hint_cant_add_to_army_madness,"Gila
Prajurit saat ini hilang dalam kegilaan."
hint_cant_hire_king_not_saint,"Fanatik  
Fanatik terutama setia kepada Pihak Gereja, sehingga mereka tidak akan mengangkat senjata hingga Matriark <hint=hint_saint>memberkahi</hint> Penguasa Anda."
hint_no_available_dummy_for_hiring,"Di kota, tidak ada individu pengangguran yang tersedia untuk direkrut ke dalam milisi."
hint_army_command_bonus,"Bonus Komando
Keterampilan <hint=hint_skill_command>Komando</hint> lord ini memberikan bonus moral kepada semua anggota regu selama komandan masih hidup."
hint_bonus_prodution,"Produksi Tambahan
Menunjukkan berapa banyak output tambahan (dari total kuantitas yang ditunjukkan di kiri) yang diproduksi oleh pekerja karena keterampilan <hint=hint_skill_management>Manajemen</hint> lord-manajer."
hint_enemy,"Musuh
Jika hubungan antara raja-raja memburuk dan jatuh di bawah <red>-25</red>, mereka menjadi musuh.

Dalam hal ini, begitu raja musuh merasakan keunggulan militernya, ia akan mencoba memanfaatkannya dan menyerang kota Anda, dengan niat merampoknya.

Tindakan seperti itu tidak akan dikutuk oleh tetangga, karena serangan oleh musuh tidak dianggap tidak terhormat."
hint_vassal,"Vassalage
Ketika satu raja tunduk kepada yang lain, ia menjadi bawahan, sementara yang lain menjadi penguasa atasannya.
Ini berarti hal berikut:

$ Bawahan berhak menuntut perlindungan dari penguasa atasan ketika kotanya diserang.
$ Bawahan tidak dapat secara independen menyerang kota-kota lord lain atau menuntut upeti darinya.
$ Bawahan membayar upeti kepada penguasa atasan dalam <hint=hint_resource_gold>Emas</hint>, jumlahnya tergantung pada populasi kota bawahan.
$ Perjanjian akan berlanjut setelah kematian penguasa atasan atau bawahan.
$ Semua <hint=hint_action_shadow>perbuatan gelap</hint> dan intrik tidak ramah juga dilarang.
$ Anggota kerajaan bawahan dapat berdagang satu sama lain tanpa batasan, dan permintaan pasar mereka <hint=hint_market_volume_bonus>bertambah</hint>."
hint_alliance_of_free_cities,"Aliansi Kota Bebas
[hint_defence_alliance_only_description]"
hint_army_menu,"Menu Tentara
Di menu tentara, Anda dapat melihat semua <hint=hint_persons_warriors>prajurit</hint> Anda serta komandan yang dapat memimpin <hint=hint_army>regu</hint> bersenjata.

<img=hint_army_menu></img>

Dengan mengklik tombol di kiri, Anda dapat merekrut prajurit dari <hint=hint_persons_peasant>Petani</hint> atau <hint=hint_persons_slave>Narapidana</hint> Anda atau mengundang <hint=hint_persons_merc>tentara bayaran</hint> bersenjata yang lebih berpengalaman, termasuk <hint=hint_knight>ksatria</hint>.

Tombol di kanan digunakan untuk membuat regu: unit yang dapat menyerang musuh Anda di peta lokal atau peta dunia. Jangan lupa untuk melengkapi regu Anda dengan senjata!"
hint_finance_menu,"Menu Ekonomi
Tombol roda gigi di menu tengah bawah. Memungkinkan konfigurasi produksi, distribusi sumber daya, dan perdagangan internal.

<img=hint_finance_menu></img>

$ Di kolom kiri, buat pesanan untuk produksi barang.  
$ Di kolom tengah, atur distribusi sumber daya harian atau satu kali di antara subjek Anda. Pengetahuan ""Upah"" memungkinkan mendistribusikan Emas kepada mereka.  
$ Di kolom kanan, Anda dapat mengatur penjualan barang di pasar internal (ini memerlukan pengetahuan ""Perdagangan Internal"")."
hint_production_menu,"Menu Produksi
Tidak seperti sumber daya dasar yang diproduksi oleh bangunan sumber daya seperti Pabrik Kayu, yang selalu memproduksi sebanyak yang mereka bisa, produksi barang kompleks perlu dipesan melalui menu Produksi.

<img=hint_production_menu></img>

$ ""Buat X"" adalah produksi satu kali dari sumber daya kompleks. Setelah pesanan selesai, itu akan ditutup.
$ ""Lakukan hingga X"" adalah pesanan untuk mempertahankan jumlah tertentu dari sumber daya di gudang kota. Setiap hari, pekerja akan mencoba memproduksi hingga jumlah target.
$ Di pagi hari, pekerja akan mengambil bahan baku yang diperlukan dari gudang kota untuk produksi, dan di akhir hari kerja, mereka akan membawa barang yang diproduksi dan menerima upah mereka."
hint_knowledge_menu,"Menu Pengetahuan
Menu Pengetahuan menampilkan <hint=hint_idea>pengetahuan</hint> yang tersedia bagi keluarga bangsawan Anda. Ini dapat ditemukan di <hint=hint_book>Buku</hint> atau di benak para lord.

<img=hint_knowledge_menu></img>

$ Untuk menerapkan pengetahuan yang terkandung dalam buku-buku Anda, seperti membuka kemampuan untuk membangun bangunan baru, buku tersebut harus dibaca oleh seorang lord. Tetapkan seorang lord untuk mempelajari pengetahuan untuk tujuan ini.
$ Di sini, Anda juga dapat menyalin atau membuat buku baru. Untuk melakukan ini, lord harus memiliki pengetahuan tersebut. (Potret mereka akan ditampilkan pada kartu pengetahuan.)
$ Buku baru dapat dibeli dari <hint=hint_holy_caravan>Holy Caravan</hint> atau diperoleh dari faksi tetangga."
hint_tech_item,"Buku
Memungkinkan produksi {resource_name} di {building_name}."
hint_tech_upgrade_prod,"Pengetahuan
Memungkinkan peningkatan {building_name} ke tingkat 4 dan 5, yang akan menciptakan peluang kerja tambahan."
hint_tech_upgrade_house,"Teknologi
Memungkinkan peningkatan {building_name} untuk menyertakan tempat tidur yang lebih empuk yang memberikan <hint=hint_thought>pikiran</hint> positif setelah tidur dan perlindungan yang ditingkatkan terhadap intrusi oleh <hint=hint_persons_criminal>pengembara</hint>."
hint_tech_efficiency,"Teknologi
Meningkatkan kuantitas sumber daya yang diproduksi di bangunan sebesar {ef_prod}%."
hint_tech_soil,"Teknologi
Mengurangi jumlah <hint=hint_resource_wood>Kayu</hint> yang diperlukan untuk memupuk tanah ladang sebesar {soil_down_percentage}%."
hint_tech_wood,"Teknologi
Meningkatkan jumlah <hint=hint_resource_wood>Kayu</hint> yang diekstrak dari satu pohon sebesar {more_wood_percentage}%. Ini membantu mengurangi tingkat deforestasi."
hint_tech_survive,"Teknologi
Mengurangi probabilitas kematian tanaman di ladang sebesar {plant_survive_percentage}%."
hint_tech_pigfarm,"Teknologi
Mengurangi jumlah makanan yang diperlukan untuk babi sebesar {pigs_feed_down_percentage}%.
"
hint_tech_repair,"Teknologi
Mengurangi konsumsi <hint=hint_resource_instruments>Alat</hint> saat memperbaiki bangunan sebesar {tools_down_percentage}%."
hint_tech_save_res,"Teknologi
Mengembalikan {return}% dari sumber daya yang disimpan selama produksi di akhir hari."
hint_tech_no_break,"Teknologi
Mencegah bangunan rusak."
hint_tech_no_fire,"Teknologi
Mencegah bangunan terbakar."
hint_tech_no_trauma,"Teknologi
Menghilangkan kecelakaan dan penyakit di tempat kerja."
hint_tech_fast_building,"Teknologi
Mempercepat pembangunan semua bangunan sebesar {building_speed_down_percentage}%."
hint_tech_fast_build_less_wood,"Teknologi
Mengurangi konsumsi <hint=hint_resource_wood>Kayu</hint> saat membangun dan meningkatkan bangunan sebesar {building_wood_down_percentage}%."
hint_tech_fast_build_less_iron,"Teknologi
Mengurangi konsumsi <hint=hint_resource_iron>Besi</hint> saat membangun dan meningkatkan bangunan sebesar {building_wood_down_percentage}%."
hint_tech_skill,"Teknologi
Saat dipelajari, memberikan {number} pengalaman dalam skill {skill_name}."
hint_knowledge_new_book,"Buku Baru
Sebuah buku baru telah ditulis. Klik untuk membuka <hint=hint_knowledge_menu>Menu Pengetahuan</hint> dan lihat hasilnya."
hint_knowledge_new_knowledge,"Pengetahuan Baru
Pengetahuan baru telah dipelajari! Klik untuk membuka <hint=hint_knowledge_menu>Menu Pengetahuan</hint> dan lihat fitur apa yang sekarang tersedia."
hint_tech_building,"Teknologi
Memungkinkan pembangunan {building_name} melalui menu Pembangunan."
hint_tech_building_2,"Teknologi
Memungkinkan pembangunan {building_name} dan {building_name_2} melalui menu Pembangunan."
hint_tech_building_prod,"Teknologi
Memungkinkan pembangunan {building_name} dan produksi {resource_name}."
