Key,Russian,English,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Indonesia
m_name.gwelts.261,Ивор,Ivor,,Ivor,,,,,,,,,,,,Айвор,Fandi
m_name.gwelts.262,Ярлат,Jarlath,,Jarlath,,,,,,,,,,,,Ярлат,Farid
m_name.gwelts.263,Ярлаксль,Jarlaxle,,Jarlaxle,,,,,,,,,,,,Ярлакс,Fathum Mubin
m_name.gwelts.264,Ярон,Jaron,,Jaron,,,,,,,,,,,,Ярон,Fathur
m_name.gwelts.265,Джаксен,Jaxen,,Jaxen,,,,,,,,,,,,Яксен,Fatkhul Farid
m_name.gwelts.266,Джоселин,Jocelin,,Jocelin,,,,,,,,,,,,Джозелін,Fauzan
m_name.gwelts.267,Йоост,Joost,,Joost,,,,,,,,,,,,Юст,Fauzan Rifani
m_name.gwelts.268,Йорден,Jordyn,,Jordyn,,,,,,,,,,,,Йордін,Fauzi Candra
m_name.gwelts.269,Йорген,Jorgen,,Jorgen,,,,,,,,,,,,Йорґен,Febri
m_name.gwelts.270,Кэлан,Kaelan,,Kaelan,,,,,,,,,,,,Калан,Feri Anggriawan
m_name.gwelts.271,Карстен,Karsten,,Karsten,,,,,,,,,,,,Карстен,Ferry
m_name.gwelts.272,Келлан,Kellan,,Kellan,,,,,,,,,,,,Келлан,Ferry Maryadi
m_name.gwelts.273,Келтон,Kelton,,Kelton,,,,,,,,,,,,Кельтон,Fery Sandjani
m_name.gwelts.274,Кенрик,Kenric,,Kenric,,,,,,,,,,,,Кенрік,Figo Anggih Pratama
m_name.gwelts.275,Кермит,Kermit,,Kermit,,,,,,,,,,,,Керміт,Fikri
m_name.gwelts.276,Кестер,Kester,,Kester,,,,,,,,,,,,Кестер,Firman
m_name.gwelts.277,Клаас,Klaas,,Klaas,,,,,,,,,,,,Клаас,Frengki Sofwan
m_name.gwelts.278,Кнут,Knut,,Knut,,,,,,,,,,,,Кнут,Galang
m_name.gwelts.279,Коэнраад,Koenraad,,Koenraad,,,,,,,,,,,,Конраад,Galih
m_name.gwelts.280,Колбейн,Kolbein,,Kolbein,,,,,,,,,,,,Кольбейн,Ganda Himawan S
m_name.gwelts.281,Корт,Kort,,Kort,,,,,,,,,,,,Корт,Gani
m_name.gwelts.282,Кинан,Kynan,,Kynan,,,,,,,,,,,,Кінан,Getar Satria Kartikadaru
m_name.gwelts.283,Кинастон,Kynaston,,Kynaston,,,,,,,,,,,,Кінастон,Ghalih Revangga Arishandy
m_name.gwelts.284,Лэндон,Landon,,Landon,,,,,,,,,,,,Ландон,Ghulam Hidayatullah
m_name.gwelts.285,Кинастон,Kynaston,,Kynaston,,,,,,,,,,,,Кінастон,Gibran
m_name.gwelts.286,Лиам,Liam,,Liam,,,,,,,,,,,,Ліам,Gilang
m_name.gwelts.287,Кинастон,Kynaston,,Kynaston,,,,,,,,,,,,Кінестон,Ginanjar
m_name.gwelts.288,Кинастон,Kynaston,,Kynaston,,,,,,,,,,,,Кінстон,Gumilang
m_name.gwelts.289,Линус,Linus,,Linus,,,,,,,,,,,,Лінус,Gunawan
m_name.gwelts.290,Лоренц,Lorenz,,Lorenz,,,,,,,,,,,,Лоренц,Gunawan Sakti
m_name.gwelts.291,Лотар,Lothar,,Lothar,,,,,,,,,,,,Лотар,Guntur
m_name.gwelts.292,Малкольм,Malcolm,,Malcolm,,,,,,,,,,,,Малкольм,Gusman
m_name.gwelts.293,Марк,Mark,,Mark,,,,,,,,,,,,Марк,Habib
m_name.gwelts.294,Мартин,Martin,,Martin,,,,,,,,,,,,Мартін,Habib Ferly Silalahi
m_name.gwelts.295,Адамнан,Adamnan,,Adamnan,,,,,,,,,,,,Адам,Habil
m_name.gwelts.296,Марк,Martin,,Martin,,,,,,,,,,,,Мартін,Hadi
m_name.gwelts.297,Энис,Aennis,,Aennis,,,,,,,,,,,,Ейніс,Hadi Riyanto
m_name.gwelts.298,Айлан,Ailan,,Ailan,,,,,,,,,,,,Айлан,Hadi Sungkowo
m_name.gwelts.299,Айлан,Aillean,,Aillean,,,,,,,,,,,,Айліан,Hafiz
m_name.gwelts.300,Эйден,Aidan,,Aidan,,,,,,,,,,,,Айдан,Hafizh
m_name.gwelts.301,Эйден,Aiden,,Aiden,,,,,,,,,,,,Ейден,Hairil Adha
m_name.gwelts.302,Айлен,Ailen,,Ailen,,,,,,,,,,,,Ейлен,Hairul Padillah
m_name.gwelts.303,Айлилл,Ailill,,Ailill,,,,,,,,,,,,Ейліл,Hamdan
m_name.gwelts.304,Aindreas,Aindreas,,Aindreas,,,,,,,,,,,,Андреас,Hamkah
m_name.gwelts.305,Аирт,Airt,,Airt,,,,,,,,,,,,Ейрт,Hamzah
m_name.gwelts.306,Аиртин,Airtin,,Airtin,,,,,,,,,,,,Ейртін,Handoko
m_name.gwelts.307,Айфрик,Aifric,,Aifric,,,,,,,,,,,,Ейфрік,Hanif
m_name.gwelts.308,Аксель,Axel,,Axel,,,,,,,,,,,,Аксель,Hardi
m_name.gwelts.309,Алаймхин,Alaimhin,,Alaimhin,,,,,,,,,,,,Аламін,Hari
m_name.gwelts.310,Аланн,Alann,,Alann,,,,,,,,,,,,Алан,Hari Pratama
m_name.gwelts.311,Альбан,Alban,,Alban,,,,,,,,,,,,Альбан,Harianto
m_name.gwelts.312,Альбен,Alben,,Alben,,,,,,,,,,,,Альбен,Hartono
m_name.gwelts.313,Элвин,Alvin,,Alvin,,,,,,,,,,,,Алвін,Harun
m_name.gwelts.314,Аллард,Allard,,Allard,,,,,,,,,,,,Алард,Haryanto
m_name.gwelts.315,Альфи,Alfie,,Alfie,,,,,,,,,,,,Альфі,Hasan
m_name.gwelts.316,Амброз,Ambrose,,Ambrose,,,,,,,,,,,,Емброуз,Hedi Irawan
m_name.gwelts.317,Ангус,Angus,,Angus,,,,,,,,,,,,Анґус,Heldi Gunawan
m_name.gwelts.318,Андрас,Andras,,Andras,,,,,,,,,,,,Андраш,Hendra
m_name.gwelts.319,Анель,Anel,,Enel,,,,,,,,,,,,Анель,Hendra Masdianto
m_name.gwelts.320,Анис,Anis,,Anis,,,,,,,,,,,,Аніс,Hendra Saputra
m_name.gwelts.321,Антайн,Antaine,,Antaine,,,,,,,,,,,,Антейн,Hendri
m_name.gwelts.322,Аодхан,Aodhan,,Aodhan,,,,,,,,,,,,Одґан,Hendri Yogo Hartanto
m_name.gwelts.323,Аодхан,Aodhan,,Aodhan,,,,,,,,,,,,Одґан,Hendriansyah
m_name.gwelts.324,Аоран,Aoran,,Aoran,,,,,,,,,,,,Оран,Hendro
m_name.gwelts.325,Ардалл,Ardall,,Ardall,,,,,,,,,,,,Ардалл,Hengky
m_name.gwelts.326,Аргайл,Argyle,,Argyle,,,,,,,,,,,,Арґайл,Hengky Aries Ismunandar
m_name.gwelts.327,Арден,Arden,,Arden,,,,,,,,,,,,Арден,Heppy Julneo
m_name.gwelts.328,Арно,Arnaud,,Arnaud,,,,,,,,,,,,Арнод,Heri
m_name.gwelts.329,Арнольд,Arnold,,Arnold,,,,,,,,,,,,Арнольд,Heriadi
m_name.gwelts.330,Артан,Artan,,Artan,,,,,,,,,,,,Артен,Herlambang
m_name.gwelts.331,Артэр,Artair,,Artair,,,,,,,,,,,,Артейр,Heru
m_name.gwelts.332,Артур,Artur,,Artur,,,,,,,,,,,,Артур,Heru Marsaid
m_name.gwelts.333,Арти,Artie,,Artie,,,,,,,,,,,,Арті,Heru Susanto
m_name.gwelts.334,Артан,Artan,,Artan,,,,,,,,,,,,Артан,Hery
m_name.gwelts.335,Арвид,Arvid,,Arvid,,,,,,,,,,,,Арвід,Hery Anggaliani
m_name.gwelts.336,Атаир,Athair,,Athair,,,,,,,,,,,,Атейр,Hidayat
m_name.gwelts.337,Атол,Athol,,Athol,,,,,,,,,,,,Атоль,Hidayatullah
m_name.gwelts.338,Аттракта,Attracta,,Attracta,,,,,,,,,,,,Атракта,Hindro Riyanto
m_name.gwelts.339,Аулей,Aulay,,Aulay,,,,,,,,,,,,Олей,Hirnansyah
m_name.gwelts.340,Бэрд,Baird,,Baird,,,,,,,,,,,,Бейрд,Hutama
m_name.gwelts.341,Барра,Barra,,Bartan,,,,,,,,,,,,Баррат,Ibra
m_name.gwelts.342,Биган,Beagan,,Beagan,,,,,,,,,,,,Беґан,Ifnu Mulkan
m_name.gwelts.343,Беатан,Beathan,,Beathan,,,,,,,,,,,,Бетан,Ikhsan
m_name.gwelts.344,Бейрхарт,Beircheart,,Beircheart,,,,,,,,,,,,Біркарт,Ikhwan
m_name.gwelts.345,Беннейт,Benneit,,Benneit,,,,,,,,,,,,Беннет,Ikhwan Ananda
m_name.gwelts.346,Беннт,Bennt,,Bennt,,,,,,,,,,,,Бент,Iksan Febrianto
m_name.gwelts.347,Берах,Berach,,Berach,,,,,,,,,,,,Берак,Ilham
m_name.gwelts.348,Берахан,Berachan,,Berachán,,,,,,,,,,,,Беракан,Ilham Fajar
m_name.gwelts.349,Бертран,Bertrand,,Bertrand,,,,,,,,,,,,Бертранд,Imam
m_name.gwelts.350,Блен,Blain,,Blain,,,,,,,,,,,,Бленн,Imam Asari
m_name.gwelts.351,Блен,Blaine,,Blaine,,,,,,,,,,,,Блейн,Imam Nur Soleh
m_name.gwelts.352,Боэций,Boetius,,Boetius,,,,,,,,,,,,Ботіус,Imron
m_name.gwelts.353,Бранаган,Branagan,,Branagan,,,,,,,,,,,,Бранґан,Imron Anggit Supriadi
m_name.gwelts.354,Браниг,Branig,,Branig,,,,,,,,,,,,Браніґ,Indi Fajar Iqsandra
m_name.gwelts.355,Бреандан,Breandan,,Breandan,,,,,,,,,,,,Брендан,Indra
m_name.gwelts.356,Бреккан,Breccan,,Breccán,,,,,,,,,,,,Бреккан,Indra Morgana Ridwan
m_name.gwelts.357,Брессал,Bressal,,Bressal,,,,,,,,,,,,Брессаль,Indra Saksono
m_name.gwelts.358,Бриак,Briac,,Briac,,,,,,,,,,,,Бріак,Iqbal
m_name.gwelts.359,Бриайн,Briain,,Briain,,,,,,,,,,,,Брайен,Irawan
m_name.gwelts.360,Брошан,Brochan,,Brochan,,,,,,,,,,,,Брокан,Irfan
m_name.gwelts.361,Броди,Brody,,Brody,,,,,,,,,,,,Броді,Irfan Arrovikhi
m_name.gwelts.362,Броган,Brogan,,Brogan,,,,,,,,,,,,Броґан,Irfan Susanto
m_name.gwelts.363,Брон,Bron,,Bron,,,,,,,,,,,,Брон,Irsyad
m_name.gwelts.364,Бриан,Bryan,,Bryan,,,,,,,,,,,,Брайан,Isdianto
m_name.gwelts.365,Бриан,Cairbre,,Cairbre,,,,,,,,,,,,Каірб,Iskak
m_name.gwelts.366,Бриан,Brody,,Brody,,,,,,,,,,,,Брогі,Ismail Ilyas
m_name.gwelts.367,Кахир,Cahir,,Cahir,,,,,,,,,,,,Кахір,Isnan
m_name.gwelts.368,Кэрн,Cairn,,Cairn,,,,,,,,,,,,Каірн,Ivan
m_name.gwelts.369,Кайсайд,Caiside,,Caiside,,,,,,,,,,,,Кесед,Iwan
m_name.gwelts.370,Калхаун,Calhoun,,Calhoun,,,,,,,,,,,,Калгун,Iwan Sandiyanto
m_name.gwelts.371,Каллан,Callan,,Callan,,,,,,,,,,,,Каллан,Izhar
m_name.gwelts.372,Каллум,Callum,,Callum,,,,,,,,,,,,Каллум,Jadit
m_name.gwelts.373,Камерон,Cameron,,Cameron,,,,,,,,,,,,Кемерон,Jainal Arifin
m_name.gwelts.374,Камиллус,Camillus,,Camillus,,,,,,,,,,,,Каміллус,Jajang
m_name.gwelts.375,Камиллус,Caoilainn,,Caoilainn,,,,,,,,,,,,Койлейн,Jaka
m_name.gwelts.376,Камиллус,Caoilainn,,Caoilainn,,,,,,,,,,,,Койленн,Jali
m_name.gwelts.377,Каоимхин,Callum,,Callum,,,,,,,,,,,,Каллум,Jamal
m_name.gwelts.378,Кэрн,Cairn,,Cairn,,,,,,,,,,,,Каірн,Jamaludin
m_name.gwelts.379,Кэрн,Cairn,,Cairn,,,,,,,,,,,,Каірн,Jamil
m_name.gwelts.380,Каоилте,Caoilte,,Caoilte,,,,,,,,,,,,Колт,Jatmiko
m_name.gwelts.381,Карадок,Caradoc,,Caradoc,,,,,,,,,,,,Карад,Jefri
m_name.gwelts.382,Карни,Carney,,Carney,,,,,,,,,,,,Карні,Jenny Saputra
m_name.gwelts.383,Карни,Carraig,,Carraig,,,,,,,,,,,,Каррейґ,Jeyhan Nada Ramadhan
m_name.gwelts.384,Карни,Cathal,,Cathal,,,,,,,,,,,,Катал,Jhonson Parlindungan Panggabean
m_name.gwelts.385,Карни,Cathal,,Cathal,,,,,,,,,,,,Каттал,Jodi
m_name.gwelts.386,Кэрн,Cairn,,Cairn,,,,,,,,,,,,Каірн,Johan
m_name.gwelts.387,Сернах,Cearnach,,Cearnach,,,,,,,,,,,,Кернак,Joko
m_name.gwelts.388,Цейтин,Ceithin,,Ceithin,,,,,,,,,,,,Кейтін,Joko Suseno
m_name.gwelts.389,Кэрн,Cairn,,Cairn,,,,,,,,,,,,Каірн,Joni
m_name.gwelts.390,Циан,Cian,,Cian,,,,,,,,,,,,Сайан,Joni Setyawan
m_name.gwelts.391,Киаран,Ciaran,,Ciaran,,,,,,,,,,,,Кіран,Joniyadi Ihsan
m_name.gwelts.392,Киллиан,Cillian,,Cillian,,,,,,,,,,,,Кілліан,Julian
m_name.gwelts.393,Киллиан,Cillian,,Cillian,,,,,,,,,,,,Кіліан,Julianto
m_name.gwelts.394,Клейборн,Claiborne,,Claiborne,,,,,,,,,,,,Клейборн,Juliyanto
m_name.gwelts.395,Клэнси,Clancy,,Clancy,,,,,,,,,,,,Кленсі,Jumadan
m_name.gwelts.396,Клири,Cleary,,Cleary,,,,,,,,,,,,Клейрі,Jumarno
m_name.gwelts.397,Кледвин,Cledwyn,,Cledwyn,,,,,,,,,,,,Кледвін,Juna
m_name.gwelts.398,Клем,Cleme,,Cleme,,,,,,,,,,,,Клем,Junaedi
m_name.gwelts.399,Клеон,Cleon,,Cleon,,,,,,,,,,,,Клеон,Junai Ady Kurniawan
m_name.gwelts.400,Клодаг,Clodagh,,Clodagh,,,,,,,,,,,,Клодаґ,Juni Handiko
m_name.gwelts.401,Клодаг,Clodagh,,Clodagh,,,,,,,,,,,,Клодаґ,Junianto
m_name.gwelts.402,Клодовей,Clodoveus,,Clodoveus,,,,,,,,,,,,Клодовеус,Jupri
m_name.gwelts.403,Клонмор,Clonmore,,Clonmore,,,,,,,,,,,,Клонмор,Kadir
m_name.gwelts.404,Клодаг,Clodagh,,Clodagh,,,,,,,,,,,,Клодаґ,Kamal
m_name.gwelts.405,Кобхтах,Cogadh,,Cogadh,,,,,,,,,,,,Коґад,Kamaludin
m_name.gwelts.406,Колла,Colla,,Colla,,,,,,,,,,,,Колла,Karibul Mujib
m_name.gwelts.407,Коллум,Collum,,Collum,,,,,,,,,,,,Коллум,Karna
m_name.gwelts.408,Коман,Coman,,Coman,,,,,,,,,,,,Комен,Karta
m_name.gwelts.409,Комгалл,Comgall,,Comgall,,,,,,,,,,,,Комґаль,Kasran
m_name.gwelts.410,Конайр,Conaire,,Conaire,,,,,,,,,,,,Конейр,Kelvin Diky Setiawan
m_name.gwelts.411,Коналл,Conall,,Conall,,,,,,,,,,,,Конал,Kemal
m_name.gwelts.412,Конан,Conan,,Conan,,,,,,,,,,,,Конанн,Khabib Abdul Mujib
m_name.gwelts.413,Конан,Conan,,Conan,,,,,,,,,,,,Коннан,Khairil Anwar
m_name.gwelts.414,Конн,Conn,,Conn,,,,,,,,,,,,Конн,Khairudin
m_name.gwelts.415,Коннер,Conner,,Conner,,,,,,,,,,,,Коннер,Kholid
m_name.gwelts.416,Клодаг,Clodagh,,Clodagh,,,,,,,,,,,,Клодаґ,Kiki
m_name.gwelts.417,Коннолли,Connolly,,Connolly,,,,,,,,,,,,Коноллі,Kilfin Haditya Pratama
m_name.gwelts.418,Конор,Conor,,Conor,,,,,,,,,,,,Коннор,Koko
m_name.gwelts.419,Конрой,Conroy,,Conroy,,,,,,,,,,,,Конрой,Kosasih
m_name.gwelts.420,Консалус,Consalus,,Consalus,,,,,,,,,,,,Конзалус,Kosim
m_name.gwelts.421,Конвери,Convery,,Convery,,,,,,,,,,,,Конвері,Krisna
m_name.gwelts.422,Кули,Cooley,,Cooley,,,,,,,,,,,,Кулі,Kristanto
m_name.gwelts.423,Кормак,Cormac,,Cormac,,,,,,,,,,,,Кормак,Kusnadi
m_name.gwelts.424,Корриган,Corrigan,,Corrigan,,,,,,,,,,,,Корріґан,Kusworo
m_name.gwelts.425,Корриган,Corrigan,,Corrigan,,,,,,,,,,,,Корріган,Laili Mahmudi
m_name.gwelts.426,Кори,Cory,,Cory,,,,,,,,,,,,Корі,Latif
m_name.gwelts.427,Крей,Craigh,,Craigh,,,,,,,,,,,,Крейг,Leo
m_name.gwelts.428,Крей,Craigh,,Craigh,,,,,,,,,,,,Крег,Lukman
m_name.gwelts.429,Креван,Crevan,,Crevan,,,,,,,,,,,,Кріван,Lutfi
m_name.gwelts.430,Криспин,Crispin,,Crispin,,,,,,,,,,,,Кріспін,Lutfi Mufid
m_name.gwelts.431,Криспин,Crispin,,Crispin,,,,,,,,,,,,Крістін,M Fernanda Ramadhani Indarto
m_name.gwelts.432,Кулейн,Culain,,Colain,,,,,,,,,,,,Кулейн,M Sulaiman Fadli
m_name.gwelts.433,Куллен,Cullen,,Cullen,,,,,,,,,,,,Кулен,M. Abdul Kohar
m_name.gwelts.434,Куллинан,Cullinan,,Cullinan,,,,,,,,,,,,Кулінан,M. Eriansyah
m_name.gwelts.435,Кумхеа,Cumhea,,Comhea,,,,,,,,,,,,Камхе,M. Rifany
m_name.gwelts.436,Катберт,Cuthbert,,Cuthbert,,,,,,,,,,,,Катберт,M. Ruli Pranixo
m_name.gwelts.437,Катберт,Cuthbert,,Cuthbert,,,,,,,,,,,,Катберт,M. Vascal Arifin
m_name.gwelts.438,Синбел,Cynbel,,Cynbel,,,,,,,,,,,,Сінбел,Mahesa
m_name.gwelts.439,Синбелд,Cynebald,,Cynebald,,,,,,,,,,,,Сінебальд,Mahmud
m_name.gwelts.440,Синевард,Cyneweard,,Cyneweard,,,,,,,,,,,,Сайнверд,Maman
m_name.gwelts.441,Синрик,Cynric,,Cynric,,,,,,,,,,,,Сінрік,Manan
m_name.gwelts.442,Сирано,Cyrano,,Cyrano,,,,,,,,,,,,Сірано,Mansyur
m_name.gwelts.443,Систеннин,Cystennin,,Cystennin,,,,,,,,,,,,Сіштен,Margiyanto
m_name.gwelts.444,Бартолемос,Aed,,Aed,,,,,,,,,,,,Ейд,Mariyo Fathanuddin
m_name.gwelts.445,Бартоломос,Ailbe,,Ailbe,,,,,,,,,,,,Ельбе,Marwan
m_name.gwelts.446,Бенедикт,Aodh,,Aodh,,,,,,,,,,,,Одеґ,Masrukin
m_name.gwelts.447,Берингар,Aodhan,,Aodhan,,,,,,,,,,,,Одґан,Maulana
m_name.gwelts.448,Бернд,Ardal,,Ardal,,,,,,,,,,,,Ардал,Miadi
m_name.gwelts.449,Берн,Art,,Art,,,,,,,,,,,,Арт,Mikko Firmansyah
m_name.gwelts.450,Бернхард,Barra,,Bartan,,,,,,,,,,,,Барра,Misrani
m_name.gwelts.451,Бертолд,Bevan,,Bevan,,,,,,,,,,,,Беван,Misserang
m_name.gwelts.452,Берхард,Bran,,Bran,,,,,,,,,,,,Бран,Moch. Fahrul Ichanudin
m_name.gwelts.453,Болдер,Caolan,,Caolan,,,,,,,,,,,,Каолан,Moch. Yudhi Harsono
m_name.gwelts.454,Бруно,Cian,,Cian,,,,,,,,,,,,Сайан,Mochamad Madjid Koesoema Direja
m_name.gwelts.455,Брунс,Ciaran,,Ciaran,,,,,,,,,,,,Кіран,Moh Didik Alinudin
m_name.gwelts.456,Варин,Cillian,,Cillian,,,,,,,,,,,,Кілліан,Moh Solehan
m_name.gwelts.457,Вендэль,Colm,,Colm,,,,,,,,,,,,Кольм,Moh. Rusnadi
m_name.gwelts.458,Вензэль,Conall,,Conall,,,,,,,,,,,,Конал,Mohamad Arifin
m_name.gwelts.459,Вернер,Conleth,,Conleth,,,,,,,,,,,,Конлет,Mohamad Lukman H K
m_name.gwelts.460,Вертэр,Cormac,,Cormac,,,,,,,,,,,,Кормак,Mohammad Andri
m_name.gwelts.461,Виг,Cuan,,Cuan,,,,,,,,,,,,Куан,Muchlis
m_name.gwelts.462,Виланд,Daire,,Daire,,,,,,,,,,,,Дейре,Muh Ichsan
m_name.gwelts.463,Вилберт,Dara,,Dara,,,,,,,,,,,,Дарра,Muhamad Nur Fauzi
m_name.gwelts.464,Виллафрид,Darragh,,Darragh,,,,,,,,,,,,Дараґ,Muhammad Adam Arabiah
m_name.gwelts.465,Вилли,Declan,,Declan,,,,,,,,,,,,Декланн,Muhammad Ali Hasanuddin
m_name.gwelts.466,Вилфрид,Diarmuid,,Diarmuid,,,,,,,,,,,,Дойрмуд,Muhammad Daviq Adyan Jiddan
m_name.gwelts.467,Вилфрит,Donal,,Donal,,,,,,,,,,,,Донал,Muhammad Faridz Alfarizi
m_name.gwelts.468,Вилхелм,Donn,,Donn,,,,,,,,,,,,Донн,Muhammad Irfan Ripaldi
m_name.gwelts.469,Вим,Doire,,Doire,,,,,,,,,,,,Дойре,Muhammad Noor
m_name.gwelts.470,Вим,Doire,,Doire,,,,,,,,,,,,Дайре,Muhammad Nur Hamam
m_name.gwelts.471,Винфрид,Eanna,,Eanna,,,,,,,,,,,,Еан,Muhammad Nurcahyono
m_name.gwelts.472,Витолд,Eoghan,,Eoghan,,,,,,,,,,,,Оґан,Muhammad Nurcholili
m_name.gwelts.473,Воинот,Eoin,,Eoin,,,,,,,,,,,,Ойн,Muhammad Ridho Ansari
m_name.gwelts.474,Волдемар,Faelan,,Faelan,,,,,,,,,,,,Філан,Muhammad Rizkan
m_name.gwelts.475,Волдо,Faolan,,Faolan,,,,,,,,,,,,Фолан,Muhammad Rokim
m_name.gwelts.476,Волдхар,Fear,,Fear,,,,,,,,,,,,Фейр,Muhammad Sapriansyah
m_name.gwelts.477,Аед,Aed,,Aed,,,,,,,,,,,,Ейд,Muhammad Shofiyyudin
m_name.gwelts.478,Эйльбе,Ailbe,,Ailbe,,,,,,,,,,,,Елбе,Muhammad Syahrizal
m_name.gwelts.479,Алаоис,Alaois,,Alaois,,,,,,,,,,,,Алоіс,Muhammad Toyib
m_name.gwelts.480,Аодх,Aodh,,Aodh,,,,,,,,,,,,Одеґ,Muhammad Yusuf
m_name.gwelts.481,Аодхан,Aodhan,,Aodhan,,,,,,,,,,,,Одґан,Muhammad Zulva
m_name.gwelts.482,Ардал,Ardal,,Ardal,,,,,,,,,,,,Ардел,Muji Priyono
m_name.gwelts.483,Арт,Art,,Art,,,,,,,,,,,,Арат,Mukhlis
m_name.gwelts.484,Барра,Barra,,Bartan,,,,,,,,,,,,Барра,Mukti
m_name.gwelts.485,Беван,Bevan,,Bevan,,,,,,,,,,,,Беванн,Muliadi
m_name.gwelts.486,Бран,Bran,,Bran,,,,,,,,,,,,Браан,Mulyadi
m_name.gwelts.487,Каолан,Caolan,,Caolan,,,,,,,,,,,,Каолан,Mulyono
m_name.gwelts.488,Каррайг,Carraig,,Carraig,,,,,,,,,,,,Каррейґ,Muslim
m_name.gwelts.489,Бран,Bran,,Bran,,,,,,,,,,,,Брен,Musliyadi
m_name.gwelts.490,Киаран,Ciaran,,Ciaran,,,,,,,,,,,,Кіран,Mustofa
m_name.gwelts.491,Киллиан,Cillian,,Cillian,,,,,,,,,,,,Кілліан,Nabil
m_name.gwelts.492,Кнаф,Cnaf,,Cnaf,,,,,,,,,,,,Кнаф,Naim Fanani
m_name.gwelts.493,Койлан,Coilean,,Coilean,,,,,,,,,,,,Койлен,Nana
m_name.gwelts.494,Колм,Colm,,Colm,,,,,,,,,,,,Кольм,Nanang Purwaka
m_name.gwelts.495,Коналл,Conall,,Conall,,,,,,,,,,,,Конал,Nanang Setiawan
m_name.gwelts.496,Конан,Conan,,Conan,,,,,,,,,,,,Конанн,Nanda
m_name.gwelts.497,Конхобхар,Conchobhar,,Conchobhar,,,,,,,,,,,,Конхобар,Nano
m_name.gwelts.498,Конн,Conn,,Conn,,,,,,,,,,,,Конн,Nardi
m_name.gwelts.499,Кормак,Cormac,,Cormac,,,,,,,,,,,,Кормак,Nashir
m_name.gwelts.500,Кримтанн,Crimthann,,Crimthann,,,,,,,,,,,,Крімтан,Nasrul
m_name.gwelts.501,Куинн,Cuinn,,Cuinn,,,,,,,,,,,,Квін,Naufal
m_name.gwelts.502,Дайти,Daithi,,Daithi,,,,,,,,,,,,Дайті,Nedhi Kuswanto
m_name.gwelts.503,Дайре,Daire,,Daire,,,,,,,,,,,,Дайре,Nelson Sirenden
m_name.gwelts.504,Дарраг,Darragh,,Darragh,,,,,,,,,,,,Дарраґ,Nico
m_name.gwelts.505,Деклан,Declan,,Declan,,,,,,,,,,,,Деклан,Noormansyah
m_name.gwelts.506,Деогол,Deogol,,Deogol,,,,,,,,,,,,Деґол,Norhansyah
m_name.gwelts.507,Диармуид,Diarmuid,,Diarmuid,,,,,,,,,,,,Дайрмуд,Noval
m_name.gwelts.508,Донн,Donn,,Donn,,,,,,,,,,,,Дон,Novian
m_name.gwelts.509,Доннчад,Donnchadh,,Donnchadh,,,,,,,,,,,,Дончад,Nugie Apriliansyah
m_name.gwelts.510,Донал,Donal,,Donal,,,,,,,,,,,,Доннал,Nur
m_name.gwelts.511,Дугалл,Dughall,,Dughall,,,,,,,,,,,,Дуґал,Nur Faizin
m_name.gwelts.512,Имон,Eamon,,Eamon,,,,,,,,,,,,Еймон,Nur Salim
m_name.gwelts.513,Эанна,Eanna,,Eanna,,,,,,,,,,,,Еанн,Nurdiansyah
m_name.gwelts.514,Эоган,Eoghan,,Eoghan,,,,,,,,,,,,Оґан,Nurdin
m_name.gwelts.515,Эоин,Eoin,,Eoin,,,,,,,,,,,,Ойн,Nurhadi
m_name.gwelts.516,Эрнан,Ernan,,Ernan,,,,,,,,,,,,Ернан,Okky Galuh Sujito
m_name.gwelts.517,Фахтна,Fachtna,,Fachtna,,,,,,,,,,,,Фахта,Oksireffinaldy
m_name.gwelts.518,Фаолан,Faolan,,Faolan,,,,,,,,,,,,Фолан,Opan
m_name.gwelts.519,Фергус,Fergus,,Fergus,,,,,,,,,,,,Фергус,Ozi
m_name.gwelts.520,Фиакр,Fiacre,,Fiacre,,,,,,,,,,,,Фіакр,Pahrul
m_name.gwelts.521,Финтан,Fintan,,Fintan,,,,,,,,,,,,Фінтан,Paisal
m_name.gwelts.522,Финн,Finn,,Finn,,,,,,,,,,,,Фінн,Pakar Juliansyah
m_name.gwelts.523,Фиакр,Fiachra,,Fiachra,,,,,,,,,,,,Файкра,Pandji
m_name.gwelts.524,Фланн,Flann,,Flann,,,,,,,,,,,,Фланн,Pandu
m_name.gwelts.525,Гартан,Gartan,,Gartan,,,,,,,,,,,,Ґартан,Panji
m_name.gwelts.526,Героид,Gearoid,,Gearoid,,,,,,,,,,,,Ґеаройд,Parman
m_name.gwelts.527,Гобан,Goban,,Goban,,,,,,,,,,,,Ґобан,Parto
m_name.gwelts.528,Гормлайт,Gormlaith,,Gormlaith,,,,,,,,,,,,Ґормлет,Paulus
m_name.gwelts.529,Ириал,Irial,,Irial,,,,,,,,,,,,Іріал,Permadi
m_name.gwelts.530,Кормак,Cormac,,Cormac,,,,,,,,,,,,Кормак,Petrus Ponco Sungkowo
m_name.gwelts.531,Килан,Keelan,,Keelan,,,,,,,,,,,,Кілан,Prabowo Suprapto
